epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627843920295,2021-08-01T14:52:00.295,0.000,-1.098,0.244,-0.915
1627843920305,2021-08-01T14:52:00.305,0.010,-1.037,-0.488,-0.305
1627843920315,2021-08-01T14:52:00.315,0.020,-0.854,0.061,-0.549
1627843920325,2021-08-01T14:52:00.325,0.030,-0.976,0.427,-0.915
1627843920335,2021-08-01T14:52:00.335,0.040,-0.854,0.610,-0.915
1627843920345,2021-08-01T14:52:00.345,0.050,-0.610,0.793,-0.976
1627843920355,2021-08-01T14:52:00.355,0.060,-0.488,0.793,-0.976
1627843920365,2021-08-01T14:52:00.365,0.070,-0.244,0.854,-1.037
1627843920375,2021-08-01T14:52:00.375,0.080,-0.244,0.793,-0.915
1627843920385,2021-08-01T14:52:00.385,0.090,-0.488,0.671,-0.854
1627843920395,2021-08-01T14:52:00.395,0.100,-0.488,0.610,-0.854
1627843920405,2021-08-01T14:52:00.405,0.110,-0.427,0.427,-0.854
1627843920415,2021-08-01T14:52:00.415,0.120,-0.305,0.427,-0.793
1627843920425,2021-08-01T14:52:00.425,0.130,-0.061,0.488,-0.671
1627843920435,2021-08-01T14:52:00.435,0.140,0.061,0.427,-0.610
1627843920445,2021-08-01T14:52:00.445,0.150,0.000,0.366,-0.549
1627843920455,2021-08-01T14:52:00.455,0.160,0.183,0.427,-0.549
1627843920465,2021-08-01T14:52:00.465,0.170,0.183,0.549,-0.427
1627843920475,2021-08-01T14:52:00.475,0.180,0.061,0.549,-0.366
1627843920485,2021-08-01T14:52:00.485,0.190,0.000,0.610,-0.488
1627843920495,2021-08-01T14:52:00.495,0.200,-0.122,0.732,-0.610
1627843920505,2021-08-01T14:52:00.505,0.210,-0.183,0.793,-0.671
1627843920515,2021-08-01T14:52:00.515,0.220,-0.366,0.732,-0.793
1627843920525,2021-08-01T14:52:00.525,0.230,-0.366,0.671,-0.854
1627843920535,2021-08-01T14:52:00.535,0.240,-0.366,0.610,-0.976
1627843920545,2021-08-01T14:52:00.545,0.250,-0.488,0.488,-1.159
1627843920555,2021-08-01T14:52:00.555,0.260,-0.610,0.366,-1.220
1627843920565,2021-08-01T14:52:00.565,0.270,-0.488,0.244,-1.159
1627843920575,2021-08-01T14:52:00.575,0.280,-0.427,0.122,-1.037
1627843920585,2021-08-01T14:52:00.585,0.290,-0.427,0.000,-0.915
1627843920595,2021-08-01T14:52:00.595,0.300,-0.427,0.000,-0.915
1627843920605,2021-08-01T14:52:00.605,0.310,-0.427,0.000,-0.793
1627843920615,2021-08-01T14:52:00.615,0.320,-0.183,0.000,-0.671
1627843920625,2021-08-01T14:52:00.625,0.330,-0.183,0.000,-0.610
1627843920635,2021-08-01T14:52:00.635,0.340,-0.305,0.061,-0.549
1627843920645,2021-08-01T14:52:00.645,0.350,-0.488,0.244,-0.427
1627843920655,2021-08-01T14:52:00.655,0.360,-0.427,0.366,-0.488
1627843920665,2021-08-01T14:52:00.665,0.370,-0.427,0.488,-0.610
1627843920675,2021-08-01T14:52:00.675,0.380,-0.366,0.366,-0.549
