epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1627845205319,2021-08-01T15:13:25.319,0.000,-0.000090250,0.000107750,-0.000063812
1627845205369,2021-08-01T15:13:25.369,0.050,-0.000091750,0.000107375,-0.000064188
1627845205419,2021-08-01T15:13:25.419,0.100,-0.000090250,0.000108125,-0.000063062
1627845205469,2021-08-01T15:13:25.469,0.150,-0.000089562,0.000106313,-0.000066500
1627845205519,2021-08-01T15:13:25.519,0.200,-0.000091375,0.000107000,-0.000064250
1627845205569,2021-08-01T15:13:25.569,0.250,-0.000093187,0.000106313,-0.000062687
1627845205619,2021-08-01T15:13:25.619,0.300,-0.000092437,0.000106313,-0.000064250
1627845205669,2021-08-01T15:13:25.669,0.350,-0.000091000,0.000106313,-0.000063062
1627845205719,2021-08-01T15:13:25.719,0.400,-0.000092125,0.000104812,-0.000066188
1627845205769,2021-08-01T15:13:25.769,0.450,-0.000091750,0.000105188,-0.000064625
1627845205819,2021-08-01T15:13:25.819,0.500,-0.000091750,0.000103750,-0.000063500
1627845205869,2021-08-01T15:13:25.869,0.550,-0.000091000,0.000097938,-0.000064250
1627845205919,2021-08-01T15:13:25.919,0.600,-0.000091000,0.000102625,-0.000063500
1627845205969,2021-08-01T15:13:25.969,0.650,-0.000092125,0.000102625,-0.000064250
1627845206019,2021-08-01T15:13:26.019,0.700,-0.000091375,0.000099375,-0.000063500
1627845206069,2021-08-01T15:13:26.069,0.750,-0.000090625,0.000101187,-0.000064250
1627845206119,2021-08-01T15:13:26.119,0.800,-0.000092125,0.000101937,-0.000063125
1627845206169,2021-08-01T15:13:26.169,0.850,-0.000091375,0.000101563,-0.000063500
1627845206219,2021-08-01T15:13:26.219,0.900,-0.000091375,0.000098625,-0.000064625
1627845206269,2021-08-01T15:13:26.269,0.950,-0.000092125,0.000104125,-0.000063875
1627845206319,2021-08-01T15:13:26.319,1.000,-0.000092437,0.000104812,-0.000063875
1627845206369,2021-08-01T15:13:26.369,1.050,-0.000091750,0.000105563,-0.000063125
1627845206419,2021-08-01T15:13:26.419,1.100,-0.000091750,0.000108125,-0.000064687
1627845206469,2021-08-01T15:13:26.469,1.150,-0.000091000,0.000106625,-0.000063875
1627845206519,2021-08-01T15:13:26.519,1.200,-0.000090625,0.000104812,-0.000063875
1627845206569,2021-08-01T15:13:26.569,1.250,-0.000092125,0.000096125,-0.000063500
1627845206619,2021-08-01T15:13:26.619,1.300,-0.000091750,0.000107750,-0.000064250
1627845206669,2021-08-01T15:13:26.669,1.350,-0.000092437,0.000106313,-0.000064250
1627845206719,2021-08-01T15:13:26.719,1.400,-0.000090625,0.000107000,-0.000064250
1627845206769,2021-08-01T15:13:26.769,1.450,-0.000091375,0.000108125,-0.000063875
