epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1627843312875,2021-08-01T14:41:52.875,0.000,98039.453
1627843313010,2021-08-01T14:41:53.010,0.135,98033.328
1627843313146,2021-08-01T14:41:53.146,0.271,98036.609
1627843313281,2021-08-01T14:41:53.281,0.406,98033.516
1627843313417,2021-08-01T14:41:53.417,0.542,98033.516
1627843313553,2021-08-01T14:41:53.553,0.678,98034.859
1627843313688,2021-08-01T14:41:53.688,0.813,98041.578
1627843313824,2021-08-01T14:41:53.824,0.949,98037.547
1627843313960,2021-08-01T14:41:53.960,1.085,98036.766
1627843314095,2021-08-01T14:41:54.095,1.220,98040.234
1627843314231,2021-08-01T14:41:54.231,1.356,98043.484
1627843314366,2021-08-01T14:41:54.366,1.491,98037.547
1627843314502,2021-08-01T14:41:54.502,1.627,98038.109
1627843314639,2021-08-01T14:41:54.639,1.764,98038.891
1627843314773,2021-08-01T14:41:54.773,1.898,98038.297
1627843314910,2021-08-01T14:41:54.910,2.035,98038.297
1627843315046,2021-08-01T14:41:55.046,2.171,98038.297
1627843315182,2021-08-01T14:41:55.182,2.307,98037.547
1627843315317,2021-08-01T14:41:55.317,2.442,98036.203
1627843315453,2021-08-01T14:41:55.453,2.578,98033.328
1627843315588,2021-08-01T14:41:55.588,2.713,98040.984
1627843315724,2021-08-01T14:41:55.724,2.849,98039.859
1627843315860,2021-08-01T14:41:55.860,2.985,98041.734
1627843315995,2021-08-01T14:41:55.995,3.120,98035.016
1627843316131,2021-08-01T14:41:56.131,3.256,98034.078
1627843316267,2021-08-01T14:41:56.267,3.392,98039.641
1627843316402,2021-08-01T14:41:56.402,3.527,98033.328
1627843316538,2021-08-01T14:41:56.538,3.663,98036.953
1627843316673,2021-08-01T14:41:56.673,3.798,98041.734
1627843316809,2021-08-01T14:41:56.809,3.934,98042.109
1627843316946,2021-08-01T14:41:56.946,4.071,98037.547
1627843317080,2021-08-01T14:41:57.080,4.205,98041.578
1627843317217,2021-08-01T14:41:57.217,4.342,98041.734
1627843317353,2021-08-01T14:41:57.353,4.478,98042.328
1627843317488,2021-08-01T14:41:57.488,4.613,98037.703
1627843317624,2021-08-01T14:41:57.624,4.749,98037.547
1627843317760,2021-08-01T14:41:57.760,4.885,98043.078
1627843317895,2021-08-01T14:41:57.895,5.020,98040.758
1627843318031,2021-08-01T14:41:58.031,5.156,98041.734
1627843318167,2021-08-01T14:41:58.167,5.292,98035.609
1627843318302,2021-08-01T14:41:58.302,5.427,98040.391
1627843318438,2021-08-01T14:41:58.438,5.563,98034.266
1627843318573,2021-08-01T14:41:58.573,5.698,98042.258
1627843318709,2021-08-01T14:41:58.709,5.834,98041.734
1627843318846,2021-08-01T14:41:58.846,5.971,98042.328
1627843318980,2021-08-01T14:41:58.980,6.105,98040.164
1627843319117,2021-08-01T14:41:59.117,6.242,98040.391
1627843319253,2021-08-01T14:41:59.253,6.378,98042.328
