epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627843533447,2021-08-01T14:45:33.447,0.000,-1.280,-0.061,-0.549
1627843533457,2021-08-01T14:45:33.457,0.010,-0.610,-0.061,-1.037
1627843533467,2021-08-01T14:45:33.467,0.020,-0.732,-0.305,-0.610
1627843533477,2021-08-01T14:45:33.477,0.030,-0.732,-0.183,-0.610
1627843533487,2021-08-01T14:45:33.487,0.040,-0.610,-0.183,-0.549
1627843533497,2021-08-01T14:45:33.497,0.050,-0.732,-0.183,-0.549
1627843533507,2021-08-01T14:45:33.507,0.060,-0.793,-0.122,-0.610
1627843533517,2021-08-01T14:45:33.517,0.070,-0.915,-0.122,-0.671
1627843533527,2021-08-01T14:45:33.527,0.080,-0.671,-0.122,-0.793
1627843533537,2021-08-01T14:45:33.537,0.090,-0.793,0.000,-0.915
1627843533547,2021-08-01T14:45:33.547,0.100,-0.793,0.000,-0.976
1627843533557,2021-08-01T14:45:33.557,0.110,-0.671,0.061,-0.854
1627843533567,2021-08-01T14:45:33.567,0.120,-0.732,0.122,-0.793
1627843533577,2021-08-01T14:45:33.577,0.130,-0.976,0.305,-0.915
1627843533587,2021-08-01T14:45:33.587,0.140,-1.159,0.305,-0.915
1627843533597,2021-08-01T14:45:33.597,0.150,-1.159,0.244,-0.793
1627843533607,2021-08-01T14:45:33.607,0.160,-0.915,0.305,-0.671
1627843533617,2021-08-01T14:45:33.617,0.170,-0.671,0.427,-0.488
1627843533627,2021-08-01T14:45:33.627,0.180,-0.549,0.366,-0.488
1627843533637,2021-08-01T14:45:33.637,0.190,-0.671,0.244,-0.549
1627843533647,2021-08-01T14:45:33.647,0.200,-0.793,0.244,-0.610
1627843533657,2021-08-01T14:45:33.657,0.210,-0.488,0.183,-0.732
1627843533667,2021-08-01T14:45:33.667,0.220,-0.549,0.122,-0.793
1627843533677,2021-08-01T14:45:33.677,0.230,-0.915,0.061,-0.854
1627843533687,2021-08-01T14:45:33.687,0.240,-0.915,0.000,-0.915
1627843533697,2021-08-01T14:45:33.697,0.250,-1.037,0.000,-1.098
1627843533707,2021-08-01T14:45:33.707,0.260,-0.732,0.000,-0.976
1627843533717,2021-08-01T14:45:33.717,0.270,-0.793,-0.061,-0.915
1627843533727,2021-08-01T14:45:33.727,0.280,-1.037,-0.061,-0.976
1627843533737,2021-08-01T14:45:33.737,0.290,-0.915,0.061,-1.037
1627843533747,2021-08-01T14:45:33.747,0.300,-0.732,0.122,-1.037
1627843533757,2021-08-01T14:45:33.757,0.310,-0.854,0.061,-1.280
1627843533767,2021-08-01T14:45:33.767,0.320,-0.793,0.000,-1.402
1627843533777,2021-08-01T14:45:33.777,0.330,-0.854,-0.061,-1.402
1627843533787,2021-08-01T14:45:33.787,0.340,-0.732,-0.183,-1.280
1627843533797,2021-08-01T14:45:33.797,0.350,-0.793,-0.061,-1.159
1627843533807,2021-08-01T14:45:33.807,0.360,-0.732,-0.183,-1.159
1627843533817,2021-08-01T14:45:33.817,0.370,-0.671,-0.122,-1.159
1627843533827,2021-08-01T14:45:33.827,0.380,-0.549,-0.061,-1.220
1627843533837,2021-08-01T14:45:33.837,0.390,-0.854,-0.061,-1.098
1627843533847,2021-08-01T14:45:33.847,0.400,-0.915,0.000,-0.854
1627843533857,2021-08-01T14:45:33.857,0.410,-0.976,0.000,-0.732
1627843533867,2021-08-01T14:45:33.867,0.420,-1.585,0.122,-0.732
1627843533877,2021-08-01T14:45:33.877,0.430,-1.829,0.183,-0.732
1627843533887,2021-08-01T14:45:33.887,0.440,-1.524,0.183,-0.427
1627843533897,2021-08-01T14:45:33.897,0.450,-1.402,0.183,-0.305
1627843533907,2021-08-01T14:45:33.907,0.460,-1.341,0.183,-0.366
1627843533917,2021-08-01T14:45:33.917,0.470,-1.280,0.366,-0.427
1627843533927,2021-08-01T14:45:33.927,0.480,-1.341,0.366,-0.305
1627843533937,2021-08-01T14:45:33.937,0.490,-1.585,0.549,-0.244
1627843533947,2021-08-01T14:45:33.947,0.500,-1.341,0.671,-0.244
1627843533957,2021-08-01T14:45:33.957,0.510,-1.037,0.488,-0.366
1627843533967,2021-08-01T14:45:33.967,0.520,-0.854,0.366,-0.488
1627843533977,2021-08-01T14:45:33.977,0.530,-0.793,0.549,-0.610
1627843533987,2021-08-01T14:45:33.987,0.540,-0.793,0.671,-0.488
1627843533997,2021-08-01T14:45:33.997,0.550,-0.549,0.793,-0.427
1627843534007,2021-08-01T14:45:34.007,0.560,-0.183,1.037,-0.549
1627843534017,2021-08-01T14:45:34.017,0.570,0.610,1.098,-0.610
1627843534027,2021-08-01T14:45:34.027,0.580,1.220,1.280,-0.610
1627843534037,2021-08-01T14:45:34.037,0.590,1.220,1.463,-0.488
1627843534047,2021-08-01T14:45:34.047,0.600,0.854,1.707,-0.366
1627843534057,2021-08-01T14:45:34.057,0.610,0.488,2.073,-0.061
1627843534067,2021-08-01T14:45:34.067,0.620,0.488,2.378,0.244
1627843534077,2021-08-01T14:45:34.077,0.630,0.732,2.561,0.488
1627843534087,2021-08-01T14:45:34.087,0.640,0.610,2.683,0.671
