epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1627845444754,2021-08-01T15:17:24.754,0.000,-0.000073875,0.000037125,0.000024000
1627845444804,2021-08-01T15:17:24.804,0.050,-0.000073875,0.000051313,0.000023250
1627845444854,2021-08-01T15:17:24.854,0.100,-0.000072813,0.000042250,0.000024000
1627845444904,2021-08-01T15:17:24.904,0.150,-0.000073500,0.000052750,0.000023250
1627845444954,2021-08-01T15:17:24.954,0.200,-0.000072813,0.000049875,0.000023250
1627845445004,2021-08-01T15:17:25.004,0.250,-0.000072063,0.000050250,0.000024375
1627845445054,2021-08-01T15:17:25.054,0.300,-0.000073125,0.000049875,0.000022875
1627845445104,2021-08-01T15:17:25.104,0.350,-0.000073125,0.000052062,0.000023625
1627845445154,2021-08-01T15:17:25.154,0.400,-0.000073125,0.000051688,0.000022875
1627845445204,2021-08-01T15:17:25.204,0.450,-0.000072437,0.000048062,0.000023250
1627845445254,2021-08-01T15:17:25.254,0.500,-0.000072063,0.000050937,0.000022500
1627845445304,2021-08-01T15:17:25.304,0.550,-0.000071688,0.000051313,0.000022500
1627845445354,2021-08-01T15:17:25.354,0.600,-0.000072437,0.000052062,0.000022875
1627845445404,2021-08-01T15:17:25.404,0.650,-0.000074625,0.000050625,0.000023250
1627845445454,2021-08-01T15:17:25.454,0.700,-0.000074250,0.000052437,0.000024375
1627845445504,2021-08-01T15:17:25.504,0.750,-0.000073500,0.000052437,0.000024000
1627845445554,2021-08-01T15:17:25.554,0.800,-0.000072813,0.000050937,0.000024375
1627845445604,2021-08-01T15:17:25.604,0.850,-0.000074625,0.000052062,0.000024375
1627845445654,2021-08-01T15:17:25.654,0.900,-0.000073125,0.000052062,0.000024375
1627845445704,2021-08-01T15:17:25.704,0.950,-0.000073125,0.000052437,0.000024375
1627845445754,2021-08-01T15:17:25.754,1.000,-0.000073875,0.000050625,0.000023250
1627845445804,2021-08-01T15:17:25.804,1.050,-0.000072437,0.000050625,0.000023250
1627845445854,2021-08-01T15:17:25.854,1.100,-0.000073875,0.000049875,0.000021750
1627845445904,2021-08-01T15:17:25.904,1.150,-0.000072437,0.000050250,0.000024000
1627845445954,2021-08-01T15:17:25.954,1.200,-0.000073125,0.000051688,0.000023250
1627845446004,2021-08-01T15:17:26.004,1.250,-0.000073125,0.000049125,0.000024000
1627845446054,2021-08-01T15:17:26.054,1.300,-0.000072063,0.000052437,0.000024812
1627845446104,2021-08-01T15:17:26.104,1.350,-0.000072813,0.000050625,0.000022125
1627845446154,2021-08-01T15:17:26.154,1.400,-0.000074250,0.000049500,0.000024375
