epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627845735703,2021-08-01T15:22:15.703,0.000,0.022,0.958,-0.082
1627845735713,2021-08-01T15:22:15.713,0.010,0.026,0.969,-0.080
1627845735723,2021-08-01T15:22:15.723,0.020,0.022,0.963,-0.080
1627845735733,2021-08-01T15:22:15.733,0.030,0.022,0.961,-0.080
1627845735743,2021-08-01T15:22:15.743,0.040,0.022,0.964,-0.079
1627845735753,2021-08-01T15:22:15.753,0.050,0.023,0.964,-0.079
1627845735763,2021-08-01T15:22:15.763,0.060,0.022,0.965,-0.079
1627845735773,2021-08-01T15:22:15.773,0.070,0.024,0.966,-0.079
1627845735783,2021-08-01T15:22:15.783,0.080,0.026,0.969,-0.079
1627845735793,2021-08-01T15:22:15.793,0.090,0.023,0.970,-0.080
1627845735803,2021-08-01T15:22:15.803,0.100,0.026,0.970,-0.081
1627845735813,2021-08-01T15:22:15.813,0.110,0.025,0.969,-0.081
1627845735823,2021-08-01T15:22:15.823,0.120,0.023,0.969,-0.080
1627845735833,2021-08-01T15:22:15.833,0.130,0.023,0.969,-0.082
1627845735843,2021-08-01T15:22:15.843,0.140,0.023,0.969,-0.083
1627845735853,2021-08-01T15:22:15.853,0.150,0.023,0.966,-0.080
1627845735863,2021-08-01T15:22:15.863,0.160,0.022,0.967,-0.081
1627845735873,2021-08-01T15:22:15.873,0.170,0.021,0.965,-0.080
1627845735883,2021-08-01T15:22:15.883,0.180,0.023,0.964,-0.080
1627845735893,2021-08-01T15:22:15.893,0.190,0.021,0.967,-0.078
1627845735903,2021-08-01T15:22:15.903,0.200,0.020,0.968,-0.078
1627845735913,2021-08-01T15:22:15.913,0.210,0.019,0.967,-0.080
1627845735923,2021-08-01T15:22:15.923,0.220,0.020,0.964,-0.078
1627845735933,2021-08-01T15:22:15.933,0.230,0.020,0.963,-0.076
1627845735943,2021-08-01T15:22:15.943,0.240,0.019,0.962,-0.076
1627845735953,2021-08-01T15:22:15.953,0.250,0.020,0.964,-0.077
1627845735963,2021-08-01T15:22:15.963,0.260,0.020,0.966,-0.079
1627845735973,2021-08-01T15:22:15.973,0.270,0.021,0.964,-0.075
1627845735983,2021-08-01T15:22:15.983,0.280,0.021,0.962,-0.078
1627845735993,2021-08-01T15:22:15.993,0.290,0.023,0.964,-0.077
1627845736003,2021-08-01T15:22:16.003,0.300,0.025,0.964,-0.077
1627845736013,2021-08-01T15:22:16.013,0.310,0.025,0.962,-0.077
1627845736023,2021-08-01T15:22:16.023,0.320,0.024,0.966,-0.078
1627845736033,2021-08-01T15:22:16.033,0.330,0.023,0.965,-0.077
1627845736043,2021-08-01T15:22:16.043,0.340,0.022,0.964,-0.076
1627845736053,2021-08-01T15:22:16.053,0.350,0.020,0.968,-0.078
1627845736063,2021-08-01T15:22:16.063,0.360,0.026,0.974,-0.077
