epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627845444755,2021-08-01T15:17:24.755,0.000,-0.427,0.183,-0.549
1627845444765,2021-08-01T15:17:24.765,0.010,-0.671,0.244,-0.610
1627845444775,2021-08-01T15:17:24.775,0.020,-0.549,0.183,-0.610
1627845444785,2021-08-01T15:17:24.785,0.030,-0.427,0.244,-0.732
1627845444795,2021-08-01T15:17:24.795,0.040,-0.488,0.183,-0.610
1627845444805,2021-08-01T15:17:24.805,0.050,-0.488,0.183,-0.671
1627845444815,2021-08-01T15:17:24.815,0.060,-0.488,0.183,-0.732
1627845444825,2021-08-01T15:17:24.825,0.070,-0.427,0.183,-0.610
1627845444835,2021-08-01T15:17:24.835,0.080,-0.488,0.244,-0.610
1627845444845,2021-08-01T15:17:24.845,0.090,-0.488,0.244,-0.671
1627845444855,2021-08-01T15:17:24.855,0.100,-0.427,0.244,-0.610
1627845444865,2021-08-01T15:17:24.865,0.110,-0.366,0.183,-0.671
1627845444875,2021-08-01T15:17:24.875,0.120,-0.427,0.244,-0.732
1627845444885,2021-08-01T15:17:24.885,0.130,-0.488,0.183,-0.671
1627845444895,2021-08-01T15:17:24.895,0.140,-0.488,0.183,-0.671
1627845444905,2021-08-01T15:17:24.905,0.150,-0.549,0.183,-0.610
1627845444915,2021-08-01T15:17:24.915,0.160,-0.549,0.122,-0.610
1627845444925,2021-08-01T15:17:24.925,0.170,-0.427,0.183,-0.671
1627845444935,2021-08-01T15:17:24.935,0.180,-0.427,0.244,-0.671
1627845444945,2021-08-01T15:17:24.945,0.190,-0.488,0.244,-0.671
1627845444955,2021-08-01T15:17:24.955,0.200,-0.366,0.244,-0.610
1627845444965,2021-08-01T15:17:24.965,0.210,-0.427,0.183,-0.610
1627845444975,2021-08-01T15:17:24.975,0.220,-0.427,0.183,-0.732
1627845444985,2021-08-01T15:17:24.985,0.230,-0.427,0.122,-0.671
1627845444995,2021-08-01T15:17:24.995,0.240,-0.488,0.244,-0.610
1627845445005,2021-08-01T15:17:25.005,0.250,-0.427,0.183,-0.610
1627845445015,2021-08-01T15:17:25.015,0.260,-0.366,0.122,-0.671
1627845445025,2021-08-01T15:17:25.025,0.270,-0.366,0.183,-0.671
1627845445035,2021-08-01T15:17:25.035,0.280,-0.488,0.244,-0.671
1627845445045,2021-08-01T15:17:25.045,0.290,-0.427,0.183,-0.610
1627845445055,2021-08-01T15:17:25.055,0.300,-0.366,0.000,-0.671
1627845445065,2021-08-01T15:17:25.065,0.310,-0.244,0.183,-0.610
1627845445075,2021-08-01T15:17:25.075,0.320,-0.366,0.244,-0.671
1627845445085,2021-08-01T15:17:25.085,0.330,-0.305,0.244,-0.671
1627845445095,2021-08-01T15:17:25.095,0.340,-0.427,0.244,-0.671
1627845445105,2021-08-01T15:17:25.105,0.350,-0.488,0.183,-0.610
1627845445115,2021-08-01T15:17:25.115,0.360,-0.488,0.183,-0.610
1627845445125,2021-08-01T15:17:25.125,0.370,-0.549,0.305,-0.732
1627845445135,2021-08-01T15:17:25.135,0.380,-0.427,0.183,-0.610
1627845445145,2021-08-01T15:17:25.145,0.390,-0.366,0.183,-0.610
1627845445155,2021-08-01T15:17:25.155,0.400,-0.427,0.244,-0.732
1627845445165,2021-08-01T15:17:25.165,0.410,-0.488,0.183,-0.671
1627845445175,2021-08-01T15:17:25.175,0.420,-0.427,0.122,-0.610
1627845445185,2021-08-01T15:17:25.185,0.430,-0.305,0.122,-0.671
1627845445195,2021-08-01T15:17:25.195,0.440,-0.427,0.183,-0.610
1627845445205,2021-08-01T15:17:25.205,0.450,-0.488,0.244,-0.671
1627845445215,2021-08-01T15:17:25.215,0.460,-0.427,0.122,-0.671
1627845445225,2021-08-01T15:17:25.225,0.470,-0.427,0.183,-0.671
1627845445235,2021-08-01T15:17:25.235,0.480,-0.427,0.244,-0.671
1627845445245,2021-08-01T15:17:25.245,0.490,-0.488,0.244,-0.671
1627845445255,2021-08-01T15:17:25.255,0.500,-0.427,0.183,-0.549
1627845445265,2021-08-01T15:17:25.265,0.510,-0.488,0.244,-0.610
1627845445275,2021-08-01T15:17:25.275,0.520,-0.427,0.183,-0.610
1627845445285,2021-08-01T15:17:25.285,0.530,-0.305,0.244,-0.610
1627845445295,2021-08-01T15:17:25.295,0.540,-0.488,0.183,-0.671
1627845445305,2021-08-01T15:17:25.305,0.550,-0.488,0.244,-0.671
1627845445315,2021-08-01T15:17:25.315,0.560,-0.427,0.244,-0.610
1627845445325,2021-08-01T15:17:25.325,0.570,-0.427,0.183,-0.610
1627845445335,2021-08-01T15:17:25.335,0.580,-0.488,0.244,-0.610
1627845445345,2021-08-01T15:17:25.345,0.590,-0.427,0.122,-0.610
1627845445355,2021-08-01T15:17:25.355,0.600,-0.366,0.244,-0.671
1627845445365,2021-08-01T15:17:25.365,0.610,-0.549,0.183,-0.610
1627845445375,2021-08-01T15:17:25.375,0.620,-0.488,0.183,-0.671
1627845445385,2021-08-01T15:17:25.385,0.630,-0.305,0.244,-0.671
1627845445395,2021-08-01T15:17:25.395,0.640,-0.366,0.244,-0.610
1627845445405,2021-08-01T15:17:25.405,0.650,-0.427,0.122,-0.671
1627845445415,2021-08-01T15:17:25.415,0.660,-0.427,0.183,-0.671
1627845445425,2021-08-01T15:17:25.425,0.670,-0.427,0.305,-0.671
1627845445435,2021-08-01T15:17:25.435,0.680,-0.488,0.244,-0.610
1627845445445,2021-08-01T15:17:25.445,0.690,-0.427,0.244,-0.671
1627845445455,2021-08-01T15:17:25.455,0.700,-0.427,0.183,-0.732
1627845445465,2021-08-01T15:17:25.465,0.710,-0.488,0.244,-0.671
1627845445475,2021-08-01T15:17:25.475,0.720,-0.366,0.122,-0.610
1627845445485,2021-08-01T15:17:25.485,0.730,-0.427,0.061,-0.671
1627845445495,2021-08-01T15:17:25.495,0.740,-0.488,0.122,-0.671
1627845445505,2021-08-01T15:17:25.505,0.750,-0.427,0.122,-0.610
1627845445515,2021-08-01T15:17:25.515,0.760,-0.366,0.183,-0.610
1627845445525,2021-08-01T15:17:25.525,0.770,-0.427,0.305,-0.732
1627845445535,2021-08-01T15:17:25.535,0.780,-0.549,0.183,-0.671
1627845445545,2021-08-01T15:17:25.545,0.790,-0.366,0.183,-0.549
1627845445555,2021-08-01T15:17:25.555,0.800,-0.427,0.183,-0.671
1627845445565,2021-08-01T15:17:25.565,0.810,-0.427,0.183,-0.671
1627845445575,2021-08-01T15:17:25.575,0.820,-0.488,0.183,-0.671
1627845445585,2021-08-01T15:17:25.585,0.830,-0.427,0.244,-0.610
1627845445595,2021-08-01T15:17:25.595,0.840,-0.427,0.183,-0.610
1627845445605,2021-08-01T15:17:25.605,0.850,-0.427,0.183,-0.671
1627845445615,2021-08-01T15:17:25.615,0.860,-0.427,0.183,-0.732
1627845445625,2021-08-01T15:17:25.625,0.870,-0.427,0.183,-0.610
1627845445635,2021-08-01T15:17:25.635,0.880,-0.366,0.244,-0.671
1627845445645,2021-08-01T15:17:25.645,0.890,-0.427,0.183,-0.671
1627845445655,2021-08-01T15:17:25.655,0.900,-0.427,0.244,-0.671
1627845445665,2021-08-01T15:17:25.665,0.910,-0.366,0.183,-0.610
1627845445675,2021-08-01T15:17:25.675,0.920,-0.427,0.122,-0.671
1627845445685,2021-08-01T15:17:25.685,0.930,-0.366,0.183,-0.610
1627845445695,2021-08-01T15:17:25.695,0.940,-0.366,0.244,-0.610
1627845445705,2021-08-01T15:17:25.705,0.950,-0.427,0.183,-0.671
1627845445715,2021-08-01T15:17:25.715,0.960,-0.488,0.244,-0.610
1627845445725,2021-08-01T15:17:25.725,0.970,-0.366,0.183,-0.732
1627845445735,2021-08-01T15:17:25.735,0.980,-0.305,0.183,-0.671
1627845445745,2021-08-01T15:17:25.745,0.990,-0.427,0.183,-0.732
1627845445755,2021-08-01T15:17:25.755,1.000,-0.488,0.122,-0.671
1627845445765,2021-08-01T15:17:25.765,1.010,-0.427,0.244,-0.610
1627845445775,2021-08-01T15:17:25.775,1.020,-0.427,0.244,-0.732
1627845445785,2021-08-01T15:17:25.785,1.030,-0.366,0.183,-0.732
1627845445795,2021-08-01T15:17:25.795,1.040,-0.366,0.183,-0.671
1627845445805,2021-08-01T15:17:25.805,1.050,-0.427,0.183,-0.549
1627845445815,2021-08-01T15:17:25.815,1.060,-0.427,0.183,-0.671
1627845445825,2021-08-01T15:17:25.825,1.070,-0.427,0.183,-0.732
1627845445835,2021-08-01T15:17:25.835,1.080,-0.488,0.122,-0.671
1627845445845,2021-08-01T15:17:25.845,1.090,-0.427,0.122,-0.610
1627845445855,2021-08-01T15:17:25.855,1.100,-0.427,0.122,-0.671
1627845445865,2021-08-01T15:17:25.865,1.110,-0.488,0.244,-0.671
1627845445875,2021-08-01T15:17:25.875,1.120,-0.488,0.244,-0.488
1627845445885,2021-08-01T15:17:25.885,1.130,-0.366,0.183,-0.610
1627845445895,2021-08-01T15:17:25.895,1.140,-0.305,0.244,-0.671
1627845445905,2021-08-01T15:17:25.905,1.150,-0.427,0.244,-0.610
1627845445915,2021-08-01T15:17:25.915,1.160,-0.549,0.122,-0.610
1627845445925,2021-08-01T15:17:25.925,1.170,-0.488,0.244,-0.671
1627845445935,2021-08-01T15:17:25.935,1.180,-0.427,0.244,-0.610
1627845445945,2021-08-01T15:17:25.945,1.190,-0.427,0.122,-0.549
1627845445955,2021-08-01T15:17:25.955,1.200,-0.366,0.183,-0.610
1627845445965,2021-08-01T15:17:25.965,1.210,-0.549,0.244,-0.671
1627845445975,2021-08-01T15:17:25.975,1.220,-0.427,0.183,-0.793
1627845445985,2021-08-01T15:17:25.985,1.230,-0.305,0.122,-0.488
1627845445995,2021-08-01T15:17:25.995,1.240,-0.732,0.244,-0.671
1627845446005,2021-08-01T15:17:26.005,1.250,-0.488,0.122,-0.793
1627845446015,2021-08-01T15:17:26.015,1.260,-0.183,0.183,-0.671
1627845446025,2021-08-01T15:17:26.025,1.270,-0.366,0.244,-0.610
1627845446035,2021-08-01T15:17:26.035,1.280,-0.488,0.244,-0.671
1627845446045,2021-08-01T15:17:26.045,1.290,-0.610,0.244,-0.610
1627845446055,2021-08-01T15:17:26.055,1.300,-0.488,0.183,-0.549
1627845446065,2021-08-01T15:17:26.065,1.310,-0.366,0.183,-0.610
1627845446075,2021-08-01T15:17:26.075,1.320,-0.366,0.183,-0.549
