epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627845927903,2021-08-01T15:25:27.903,0.000,-1.159,13.110,-17.073
1627845927913,2021-08-01T15:25:27.913,0.010,-0.793,13.476,-17.317
1627845927923,2021-08-01T15:25:27.923,0.020,-0.915,12.622,-16.829
1627845927933,2021-08-01T15:25:27.933,0.030,-0.793,11.768,-16.524
1627845927943,2021-08-01T15:25:27.943,0.040,-0.549,11.037,-16.280
1627845927953,2021-08-01T15:25:27.953,0.050,-0.061,10.244,-15.793
1627845927963,2021-08-01T15:25:27.963,0.060,0.488,9.390,-15.427
1627845927973,2021-08-01T15:25:27.973,0.070,0.488,8.415,-15.061
1627845927983,2021-08-01T15:25:27.983,0.080,0.427,7.561,-14.695
1627845927993,2021-08-01T15:25:27.993,0.090,0.549,6.829,-14.207
1627845928003,2021-08-01T15:25:28.003,0.100,0.549,5.854,-13.963
1627845928013,2021-08-01T15:25:28.013,0.110,0.305,5.061,-13.841
1627845928023,2021-08-01T15:25:28.023,0.120,0.549,4.451,-13.537
1627845928033,2021-08-01T15:25:28.033,0.130,1.220,3.659,-13.110
1627845928043,2021-08-01T15:25:28.043,0.140,1.768,2.927,-12.805
1627845928053,2021-08-01T15:25:28.053,0.150,2.012,2.317,-12.683
1627845928063,2021-08-01T15:25:28.063,0.160,2.012,1.707,-12.622
1627845928073,2021-08-01T15:25:28.073,0.170,2.195,1.159,-12.622
1627845928083,2021-08-01T15:25:28.083,0.180,2.622,0.610,-12.317
1627845928093,2021-08-01T15:25:28.093,0.190,2.866,-0.061,-11.951
1627845928103,2021-08-01T15:25:28.103,0.200,3.110,-0.610,-11.463
1627845928113,2021-08-01T15:25:28.113,0.210,3.415,-1.037,-11.098
1627845928123,2021-08-01T15:25:28.123,0.220,3.110,-1.341,-10.732
1627845928133,2021-08-01T15:25:28.133,0.230,3.049,-1.707,-10.244
1627845928143,2021-08-01T15:25:28.143,0.240,3.415,-2.134,-9.634
1627845928153,2021-08-01T15:25:28.153,0.250,3.537,-2.439,-9.024
1627845928163,2021-08-01T15:25:28.163,0.260,3.171,-2.683,-8.720
1627845928173,2021-08-01T15:25:28.173,0.270,2.683,-3.049,-8.415
1627845928183,2021-08-01T15:25:28.183,0.280,2.500,-3.415,-8.232
1627845928193,2021-08-01T15:25:28.193,0.290,2.439,-3.720,-7.988
1627845928203,2021-08-01T15:25:28.203,0.300,2.378,-3.963,-7.622
1627845928213,2021-08-01T15:25:28.213,0.310,2.500,-4.146,-7.012
1627845928223,2021-08-01T15:25:28.223,0.320,2.439,-4.512,-6.159
1627845928233,2021-08-01T15:25:28.233,0.330,2.073,-4.512,-5.488
1627845928243,2021-08-01T15:25:28.243,0.340,1.829,-4.390,-4.878
1627845928253,2021-08-01T15:25:28.253,0.350,1.951,-4.329,-4.268
1627845928263,2021-08-01T15:25:28.263,0.360,2.195,-4.207,-3.720
1627845928273,2021-08-01T15:25:28.273,0.370,2.073,-4.146,-3.354
1627845928283,2021-08-01T15:25:28.283,0.380,1.707,-4.146,-3.171
1627845928293,2021-08-01T15:25:28.293,0.390,1.585,-4.268,-3.171
1627845928303,2021-08-01T15:25:28.303,0.400,1.707,-4.146,-3.537
1627845928313,2021-08-01T15:25:28.313,0.410,1.463,-4.085,-3.902
1627845928323,2021-08-01T15:25:28.323,0.420,1.159,-3.780,-3.780
1627845928333,2021-08-01T15:25:28.333,0.430,1.463,-3.659,-3.476
1627845928343,2021-08-01T15:25:28.343,0.440,1.524,-3.598,-3.293
1627845928353,2021-08-01T15:25:28.353,0.450,1.098,-3.415,-3.232
1627845928363,2021-08-01T15:25:28.363,0.460,0.854,-3.110,-3.110
1627845928373,2021-08-01T15:25:28.373,0.470,0.793,-2.927,-2.500
1627845928383,2021-08-01T15:25:28.383,0.480,1.037,-2.744,-1.768
1627845928393,2021-08-01T15:25:28.393,0.490,0.732,-2.500,-1.037
1627845928403,2021-08-01T15:25:28.403,0.500,0.366,-2.500,-0.061
1627845928413,2021-08-01T15:25:28.413,0.510,0.549,-2.561,0.976
1627845928423,2021-08-01T15:25:28.423,0.520,0.610,-2.744,1.829
