epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627845205388,2021-08-01T15:13:25.388,0.000,-0.118,-1.030,0.011
1627845205398,2021-08-01T15:13:25.398,0.010,-0.121,-1.039,0.013
1627845205408,2021-08-01T15:13:25.408,0.020,-0.118,-1.035,0.010
1627845205418,2021-08-01T15:13:25.418,0.030,-0.120,-1.039,0.010
1627845205428,2021-08-01T15:13:25.428,0.040,-0.122,-1.038,0.010
1627845205438,2021-08-01T15:13:25.438,0.050,-0.119,-1.038,0.014
1627845205448,2021-08-01T15:13:25.448,0.060,-0.120,-1.037,0.014
1627845205458,2021-08-01T15:13:25.458,0.070,-0.120,-1.036,0.010
1627845205468,2021-08-01T15:13:25.468,0.080,-0.121,-1.037,0.012
1627845205478,2021-08-01T15:13:25.478,0.090,-0.121,-1.038,0.009
1627845205488,2021-08-01T15:13:25.488,0.100,-0.121,-1.035,0.011
1627845205498,2021-08-01T15:13:25.498,0.110,-0.121,-1.037,0.014
1627845205508,2021-08-01T15:13:25.508,0.120,-0.121,-1.036,0.010
1627845205518,2021-08-01T15:13:25.518,0.130,-0.119,-1.037,0.009
1627845205528,2021-08-01T15:13:25.528,0.140,-0.118,-1.036,0.011
1627845205538,2021-08-01T15:13:25.538,0.150,-0.119,-1.036,0.011
1627845205548,2021-08-01T15:13:25.548,0.160,-0.119,-1.037,0.011
1627845205558,2021-08-01T15:13:25.558,0.170,-0.120,-1.034,0.013
1627845205568,2021-08-01T15:13:25.568,0.180,-0.121,-1.037,0.009
1627845205578,2021-08-01T15:13:25.578,0.190,-0.122,-1.038,0.012
1627845205588,2021-08-01T15:13:25.588,0.200,-0.122,-1.034,0.012
1627845205598,2021-08-01T15:13:25.598,0.210,-0.123,-1.036,0.012
1627845205608,2021-08-01T15:13:25.608,0.220,-0.119,-1.036,0.013
1627845205618,2021-08-01T15:13:25.618,0.230,-0.117,-1.037,0.013
1627845205628,2021-08-01T15:13:25.628,0.240,-0.118,-1.036,0.013
1627845205638,2021-08-01T15:13:25.638,0.250,-0.119,-1.036,0.011
1627845205648,2021-08-01T15:13:25.648,0.260,-0.121,-1.038,0.012
1627845205658,2021-08-01T15:13:25.658,0.270,-0.124,-1.038,0.014
1627845205668,2021-08-01T15:13:25.668,0.280,-0.123,-1.038,0.014
1627845205678,2021-08-01T15:13:25.678,0.290,-0.120,-1.036,0.012
1627845205688,2021-08-01T15:13:25.688,0.300,-0.120,-1.036,0.012
1627845205698,2021-08-01T15:13:25.698,0.310,-0.121,-1.036,0.009
1627845205708,2021-08-01T15:13:25.708,0.320,-0.119,-1.039,0.012
1627845205718,2021-08-01T15:13:25.718,0.330,-0.120,-1.036,0.011
1627845205728,2021-08-01T15:13:25.728,0.340,-0.120,-1.035,0.012
1627845205738,2021-08-01T15:13:25.738,0.350,-0.120,-1.036,0.013
1627845205748,2021-08-01T15:13:25.748,0.360,-0.122,-1.037,0.012
1627845205758,2021-08-01T15:13:25.758,0.370,-0.120,-1.037,0.011
1627845205768,2021-08-01T15:13:25.768,0.380,-0.120,-1.036,0.014
1627845205778,2021-08-01T15:13:25.778,0.390,-0.121,-1.037,0.013
