epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627845735615,2021-08-01T15:22:15.615,0.000,-0.976,-0.366,-1.280
1627845735625,2021-08-01T15:22:15.625,0.010,-0.793,-0.122,-1.768
1627845735635,2021-08-01T15:22:15.635,0.020,-0.488,-0.366,-1.463
1627845735645,2021-08-01T15:22:15.645,0.030,-0.427,-0.244,-1.524
1627845735655,2021-08-01T15:22:15.655,0.040,-0.366,-0.122,-1.707
1627845735665,2021-08-01T15:22:15.665,0.050,-0.366,-0.061,-1.707
1627845735675,2021-08-01T15:22:15.675,0.060,-0.366,0.061,-1.646
1627845735685,2021-08-01T15:22:15.685,0.070,-0.427,0.122,-1.585
1627845735695,2021-08-01T15:22:15.695,0.080,-0.671,0.244,-1.463
1627845735705,2021-08-01T15:22:15.705,0.090,-0.671,0.122,-1.463
1627845735715,2021-08-01T15:22:15.715,0.100,-0.732,0.122,-1.341
1627845735725,2021-08-01T15:22:15.725,0.110,-0.671,0.183,-1.159
1627845735735,2021-08-01T15:22:15.735,0.120,-0.549,0.244,-1.098
1627845735745,2021-08-01T15:22:15.745,0.130,-0.244,0.244,-0.854
1627845735755,2021-08-01T15:22:15.755,0.140,-0.122,0.366,-0.793
1627845735765,2021-08-01T15:22:15.765,0.150,-0.183,0.305,-0.671
1627845735775,2021-08-01T15:22:15.775,0.160,0.000,0.244,-0.610
1627845735785,2021-08-01T15:22:15.785,0.170,0.000,0.305,-0.610
1627845735795,2021-08-01T15:22:15.795,0.180,-0.183,0.366,-0.488
1627845735805,2021-08-01T15:22:15.805,0.190,-0.183,0.305,-0.488
1627845735815,2021-08-01T15:22:15.815,0.200,-0.244,0.183,-0.671
1627845735825,2021-08-01T15:22:15.825,0.210,-0.488,0.183,-0.793
1627845735835,2021-08-01T15:22:15.835,0.220,-0.549,0.244,-0.854
1627845735845,2021-08-01T15:22:15.845,0.230,-0.549,0.305,-0.976
1627845735855,2021-08-01T15:22:15.855,0.240,-0.671,0.305,-1.037
1627845735865,2021-08-01T15:22:15.865,0.250,-0.793,0.305,-1.037
1627845735875,2021-08-01T15:22:15.875,0.260,-0.793,0.366,-1.037
1627845735885,2021-08-01T15:22:15.885,0.270,-0.793,0.183,-1.098
1627845735895,2021-08-01T15:22:15.895,0.280,-0.915,0.122,-1.159
1627845735905,2021-08-01T15:22:15.905,0.290,-0.854,0.183,-1.037
1627845735915,2021-08-01T15:22:15.915,0.300,-0.793,0.061,-0.976
1627845735925,2021-08-01T15:22:15.925,0.310,-0.915,-0.061,-0.915
1627845735935,2021-08-01T15:22:15.935,0.320,-0.793,-0.061,-0.854
1627845735945,2021-08-01T15:22:15.945,0.330,-0.732,-0.061,-0.854
1627845735955,2021-08-01T15:22:15.955,0.340,-0.732,-0.122,-0.671
1627845735965,2021-08-01T15:22:15.965,0.350,-0.671,-0.061,-0.549
1627845735975,2021-08-01T15:22:15.975,0.360,-0.732,-0.061,-0.549
1627845735985,2021-08-01T15:22:15.985,0.370,-0.549,0.122,-0.549
1627845735995,2021-08-01T15:22:15.995,0.380,-0.427,0.244,-0.366
1627845736005,2021-08-01T15:22:16.005,0.390,-0.305,0.244,-0.305
1627845736015,2021-08-01T15:22:16.015,0.400,-0.061,0.366,-0.183
1627845736025,2021-08-01T15:22:16.025,0.410,0.061,0.610,0.122
1627845736035,2021-08-01T15:22:16.035,0.420,0.061,0.793,0.305
1627845736045,2021-08-01T15:22:16.045,0.430,-0.061,0.732,0.427
1627845736055,2021-08-01T15:22:16.055,0.440,0.122,0.793,0.427
1627845736065,2021-08-01T15:22:16.065,0.450,0.122,0.793,0.427
1627845736075,2021-08-01T15:22:16.075,0.460,-0.366,0.915,0.366
