epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1602946646686,2020-10-17T10:57:26.686,0.000,99379.375
1602946646822,2020-10-17T10:57:26.822,0.136,99374.109
1602946646959,2020-10-17T10:57:26.959,0.273,99383.328
1602946647093,2020-10-17T10:57:27.093,0.407,99368.016
1602946647230,2020-10-17T10:57:27.230,0.544,99373.625
1602946647366,2020-10-17T10:57:27.366,0.680,99371.477
1602946647501,2020-10-17T10:57:27.501,0.815,99375.805
1602946647637,2020-10-17T10:57:27.637,0.951,99371.969
1602946647773,2020-10-17T10:57:27.773,1.087,99373.625
1602946647908,2020-10-17T10:57:27.908,1.222,99377.953
1602946648044,2020-10-17T10:57:28.044,1.358,99374.484
1602946648179,2020-10-17T10:57:28.179,1.493,99377.125
1602946648315,2020-10-17T10:57:28.315,1.629,99374.484
1602946648451,2020-10-17T10:57:28.451,1.765,99372.688
1602946648586,2020-10-17T10:57:28.586,1.900,99377.125
1602946648722,2020-10-17T10:57:28.722,2.036,99374.828
1602946648858,2020-10-17T10:57:28.858,2.172,99375.805
1602946648995,2020-10-17T10:57:28.995,2.309,99375.320
1602946649129,2020-10-17T10:57:29.129,2.443,99376.633
1602946649266,2020-10-17T10:57:29.266,2.580,99375.805
1602946649400,2020-10-17T10:57:29.400,2.714,99374.828
1602946649537,2020-10-17T10:57:29.537,2.851,99373.031
1602946649673,2020-10-17T10:57:29.673,2.987,99374.344
1602946649808,2020-10-17T10:57:29.808,3.122,99375.203
1602946649944,2020-10-17T10:57:29.944,3.258,99376.523
1602946650079,2020-10-17T10:57:30.079,3.393,99373.406
1602946650215,2020-10-17T10:57:30.215,3.529,99376.039
1602946650351,2020-10-17T10:57:30.351,3.665,99369.078
1602946650486,2020-10-17T10:57:30.486,3.800,99373.406
1602946650622,2020-10-17T10:57:30.622,3.936,99378.188
1602946650758,2020-10-17T10:57:30.758,4.072,99376.039
1602946650893,2020-10-17T10:57:30.893,4.207,99373.781
1602946651029,2020-10-17T10:57:31.029,4.343,99371.602
1602946651166,2020-10-17T10:57:31.166,4.480,99371.602
1602946651300,2020-10-17T10:57:31.300,4.614,99372.922
1602946651437,2020-10-17T10:57:31.437,4.751,99373.781
1602946651573,2020-10-17T10:57:31.573,4.887,99371.602
1602946651708,2020-10-17T10:57:31.708,5.022,99373.297
1602946651844,2020-10-17T10:57:31.844,5.158,99370.664
1602946651979,2020-10-17T10:57:31.979,5.293,99372.813
1602946652115,2020-10-17T10:57:32.115,5.429,99374.609
1602946652251,2020-10-17T10:57:32.251,5.565,99378.453
1602946652386,2020-10-17T10:57:32.386,5.700,99373.188
1602946652522,2020-10-17T10:57:32.522,5.836,99376.266
1602946652658,2020-10-17T10:57:32.658,5.972,99376.266
1602946652793,2020-10-17T10:57:32.793,6.107,99372.703
1602946652929,2020-10-17T10:57:32.929,6.243,99377.133
1602946653064,2020-10-17T10:57:33.064,6.378,99368.375
1602946653200,2020-10-17T10:57:33.200,6.514,99376.164
1602946653337,2020-10-17T10:57:33.337,6.651,99373.531
1602946653471,2020-10-17T10:57:33.471,6.785,99372.703
1602946653608,2020-10-17T10:57:33.608,6.922,99371.867
1602946653744,2020-10-17T10:57:33.744,7.058,99371.758
1602946653879,2020-10-17T10:57:33.879,7.193,99371.383
1602946654015,2020-10-17T10:57:34.015,7.329,99376.164
1602946654150,2020-10-17T10:57:34.150,7.464,99374.391
1602946654286,2020-10-17T10:57:34.286,7.600,99374.391
1602946654422,2020-10-17T10:57:34.422,7.736,99376.539
1602946654557,2020-10-17T10:57:34.557,7.871,99366.000
1602946654693,2020-10-17T10:57:34.693,8.007,99373.906
