epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602948222969,2020-10-17T11:23:42.969,0.000,-1.951,-5.854,32.927
1602948222979,2020-10-17T11:23:42.979,0.010,-2.317,-5.610,33.841
1602948222989,2020-10-17T11:23:42.989,0.020,-3.293,-6.098,35.732
1602948222999,2020-10-17T11:23:42.999,0.030,-4.695,-6.463,37.622
1602948223009,2020-10-17T11:23:43.009,0.040,-5.915,-6.280,39.756
1602948223019,2020-10-17T11:23:43.019,0.050,-7.134,-5.976,42.866
1602948223029,2020-10-17T11:23:43.029,0.060,-9.207,-6.098,45.671
1602948223039,2020-10-17T11:23:43.039,0.070,-12.012,-6.951,47.073
1602948223049,2020-10-17T11:23:43.049,0.080,-14.573,-7.866,47.683
1602948223059,2020-10-17T11:23:43.059,0.090,-16.402,-8.902,47.805
1602948223069,2020-10-17T11:23:43.069,0.100,-17.317,-10.488,47.317
1602948223079,2020-10-17T11:23:43.079,0.110,-17.988,-12.073,46.098
1602948223089,2020-10-17T11:23:43.089,0.120,-18.720,-13.232,42.988
1602948223099,2020-10-17T11:23:43.099,0.130,-19.390,-14.207,37.317
1602948223109,2020-10-17T11:23:43.109,0.140,-20.366,-14.817,30.183
1602948223119,2020-10-17T11:23:43.119,0.150,-21.463,-15.732,23.476
1602948223129,2020-10-17T11:23:43.129,0.160,-22.256,-17.012,17.988
1602948223139,2020-10-17T11:23:43.139,0.170,-22.927,-18.476,13.902
1602948223149,2020-10-17T11:23:43.149,0.180,-23.354,-20.000,10.854
1602948223159,2020-10-17T11:23:43.159,0.190,-24.329,-21.585,8.171
1602948223169,2020-10-17T11:23:43.169,0.200,-25.427,-23.232,6.524
1602948223179,2020-10-17T11:23:43.179,0.210,-26.037,-25.000,5.549
1602948223189,2020-10-17T11:23:43.189,0.220,-26.585,-26.098,3.598
1602948223199,2020-10-17T11:23:43.199,0.230,-27.134,-26.341,0.671
1602948223209,2020-10-17T11:23:43.209,0.240,-27.561,-26.159,-2.256
1602948223219,2020-10-17T11:23:43.219,0.250,-27.866,-26.037,-4.634
1602948223229,2020-10-17T11:23:43.229,0.260,-27.805,-25.976,-6.280
1602948223239,2020-10-17T11:23:43.239,0.270,-27.317,-25.793,-7.195
1602948223249,2020-10-17T11:23:43.249,0.280,-26.890,-25.549,-7.866
1602948223259,2020-10-17T11:23:43.259,0.290,-26.463,-25.488,-8.415
1602948223269,2020-10-17T11:23:43.269,0.300,-25.732,-25.366,-8.354
1602948223279,2020-10-17T11:23:43.279,0.310,-24.878,-25.061,-8.476
1602948223289,2020-10-17T11:23:43.289,0.320,-24.085,-24.695,-9.085
1602948223299,2020-10-17T11:23:43.299,0.330,-23.720,-24.146,-10.000
1602948223309,2020-10-17T11:23:43.309,0.340,-23.659,-23.415,-11.463
1602948223319,2020-10-17T11:23:43.319,0.350,-23.963,-22.622,-13.598
1602948223329,2020-10-17T11:23:43.329,0.360,-24.634,-22.073,-15.488
1602948223339,2020-10-17T11:23:43.339,0.370,-25.183,-21.890,-17.195
1602948223349,2020-10-17T11:23:43.349,0.380,-26.220,-21.829,-19.085
1602948223359,2020-10-17T11:23:43.359,0.390,-27.378,-22.134,-21.280
1602948223369,2020-10-17T11:23:43.369,0.400,-27.805,-22.744,-24.085
1602948223379,2020-10-17T11:23:43.379,0.410,-27.988,-23.354,-27.683
1602948223389,2020-10-17T11:23:43.389,0.420,-27.683,-24.512,-30.854
1602948223399,2020-10-17T11:23:43.399,0.430,-26.585,-26.463,-33.232
1602948223409,2020-10-17T11:23:43.409,0.440,-25.183,-29.085,-34.329
1602948223419,2020-10-17T11:23:43.419,0.450,-23.720,-31.951,-33.902
1602948223429,2020-10-17T11:23:43.429,0.460,-22.378,-35.366,-33.476
1602948223439,2020-10-17T11:23:43.439,0.470,-21.159,-37.866,-36.280
1602948223449,2020-10-17T11:23:43.449,0.480,-21.098,-39.085,-43.598
1602948223459,2020-10-17T11:23:43.459,0.490,-21.463,-41.341,-48.476
1602948223469,2020-10-17T11:23:43.469,0.500,-20.366,-44.512,-48.049
1602948223479,2020-10-17T11:23:43.479,0.510,-20.305,-47.134,-46.585
1602948223489,2020-10-17T11:23:43.489,0.520,-21.707,-48.598,-46.829
1602948223499,2020-10-17T11:23:43.499,0.530,-24.512,-49.878,-47.439
