epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602948836181,2020-10-17T11:33:56.181,0.000,-0.122,-0.366,0.427
1602948836191,2020-10-17T11:33:56.191,0.010,0.305,-0.366,0.305
1602948836201,2020-10-17T11:33:56.201,0.020,0.305,-0.549,0.305
1602948836211,2020-10-17T11:33:56.211,0.030,0.366,-0.549,0.183
1602948836221,2020-10-17T11:33:56.221,0.040,0.305,-0.610,0.183
1602948836231,2020-10-17T11:33:56.231,0.050,0.244,-0.549,0.183
1602948836241,2020-10-17T11:33:56.241,0.060,0.305,-0.610,0.244
1602948836251,2020-10-17T11:33:56.251,0.070,0.305,-0.549,0.183
1602948836261,2020-10-17T11:33:56.261,0.080,0.305,-0.610,0.183
1602948836271,2020-10-17T11:33:56.271,0.090,0.305,-0.671,0.183
1602948836281,2020-10-17T11:33:56.281,0.100,0.305,-0.671,0.183
1602948836291,2020-10-17T11:33:56.291,0.110,0.305,-0.610,0.244
1602948836301,2020-10-17T11:33:56.301,0.120,0.305,-0.549,0.183
1602948836311,2020-10-17T11:33:56.311,0.130,0.305,-0.610,0.183
1602948836321,2020-10-17T11:33:56.321,0.140,0.244,-0.610,0.183
1602948836331,2020-10-17T11:33:56.331,0.150,0.244,-0.610,0.305
1602948836341,2020-10-17T11:33:56.341,0.160,0.183,-0.610,0.244
1602948836351,2020-10-17T11:33:56.351,0.170,0.305,-0.610,0.244
1602948836361,2020-10-17T11:33:56.361,0.180,0.183,-0.610,0.305
1602948836371,2020-10-17T11:33:56.371,0.190,0.305,-0.732,0.244
1602948836381,2020-10-17T11:33:56.381,0.200,0.305,-0.610,0.122
1602948836391,2020-10-17T11:33:56.391,0.210,0.305,-0.549,0.122
1602948836401,2020-10-17T11:33:56.401,0.220,0.244,-0.610,0.183
1602948836411,2020-10-17T11:33:56.411,0.230,0.305,-0.610,0.183
1602948836421,2020-10-17T11:33:56.421,0.240,0.305,-0.610,0.244
1602948836431,2020-10-17T11:33:56.431,0.250,0.305,-0.610,0.244
1602948836441,2020-10-17T11:33:56.441,0.260,0.244,-0.610,0.183
1602948836451,2020-10-17T11:33:56.451,0.270,0.366,-0.671,0.183
1602948836461,2020-10-17T11:33:56.461,0.280,0.244,-0.671,0.122
1602948836471,2020-10-17T11:33:56.471,0.290,0.183,-0.549,0.183
1602948836481,2020-10-17T11:33:56.481,0.300,0.244,-0.671,0.244
1602948836491,2020-10-17T11:33:56.491,0.310,0.305,-0.610,0.244
1602948836501,2020-10-17T11:33:56.501,0.320,0.183,-0.610,0.183
1602948836511,2020-10-17T11:33:56.511,0.330,0.244,-0.610,0.305
1602948836521,2020-10-17T11:33:56.521,0.340,0.366,-0.549,0.244
1602948836531,2020-10-17T11:33:56.531,0.350,0.366,-0.549,0.122
1602948836541,2020-10-17T11:33:56.541,0.360,0.244,-0.610,0.244
1602948836551,2020-10-17T11:33:56.551,0.370,0.183,-0.610,0.244
1602948836561,2020-10-17T11:33:56.561,0.380,0.305,-0.671,0.183
1602948836571,2020-10-17T11:33:56.571,0.390,0.366,-0.610,0.244
1602948836581,2020-10-17T11:33:56.581,0.400,0.305,-0.549,0.183
1602948836591,2020-10-17T11:33:56.591,0.410,0.366,-0.549,0.183
1602948836601,2020-10-17T11:33:56.601,0.420,0.305,-0.549,0.183
1602948836611,2020-10-17T11:33:56.611,0.430,0.183,-0.549,0.183
1602948836621,2020-10-17T11:33:56.621,0.440,0.305,-0.671,0.183
1602948836631,2020-10-17T11:33:56.631,0.450,0.244,-0.610,0.183
1602948836641,2020-10-17T11:33:56.641,0.460,0.244,-0.610,0.244
1602948836651,2020-10-17T11:33:56.651,0.470,0.244,-0.549,0.244
1602948836661,2020-10-17T11:33:56.661,0.480,0.305,-0.549,0.244
1602948836671,2020-10-17T11:33:56.671,0.490,0.183,-0.549,0.122
1602948836681,2020-10-17T11:33:56.681,0.500,0.183,-0.549,0.183
1602948836691,2020-10-17T11:33:56.691,0.510,0.244,-0.610,0.183
1602948836701,2020-10-17T11:33:56.701,0.520,0.244,-0.610,0.183
1602948836711,2020-10-17T11:33:56.711,0.530,0.244,-0.610,0.244
1602948836721,2020-10-17T11:33:56.721,0.540,0.244,-0.549,0.244
1602948836731,2020-10-17T11:33:56.731,0.550,0.183,-0.610,0.244
1602948836741,2020-10-17T11:33:56.741,0.560,0.183,-0.610,0.183
1602948836751,2020-10-17T11:33:56.751,0.570,0.244,-0.610,0.183
1602948836761,2020-10-17T11:33:56.761,0.580,0.183,-0.610,0.244
1602948836771,2020-10-17T11:33:56.771,0.590,0.244,-0.671,0.183
1602948836781,2020-10-17T11:33:56.781,0.600,0.305,-0.549,0.244
1602948836791,2020-10-17T11:33:56.791,0.610,0.305,-0.549,0.244
1602948836801,2020-10-17T11:33:56.801,0.620,0.305,-0.610,0.244
1602948836811,2020-10-17T11:33:56.811,0.630,0.244,-0.610,0.244
1602948836821,2020-10-17T11:33:56.821,0.640,0.305,-0.549,0.183
1602948836831,2020-10-17T11:33:56.831,0.650,0.244,-0.549,0.122
1602948836841,2020-10-17T11:33:56.841,0.660,0.244,-0.610,0.244
1602948836851,2020-10-17T11:33:56.851,0.670,0.305,-0.610,0.244
1602948836861,2020-10-17T11:33:56.861,0.680,0.305,-0.610,0.244
