epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602947747094,2020-10-17T11:15:47.094,0.000,0.305,-0.244,4.390
1602947747104,2020-10-17T11:15:47.104,0.010,1.159,1.037,4.634
1602947747114,2020-10-17T11:15:47.114,0.020,1.220,0.488,4.268
1602947747124,2020-10-17T11:15:47.124,0.030,1.829,1.280,3.963
1602947747134,2020-10-17T11:15:47.134,0.040,2.134,2.195,3.110
1602947747144,2020-10-17T11:15:47.144,0.050,2.195,2.744,2.500
1602947747154,2020-10-17T11:15:47.154,0.060,2.012,3.171,2.439
1602947747164,2020-10-17T11:15:47.164,0.070,1.646,3.293,2.866
1602947747174,2020-10-17T11:15:47.174,0.080,1.037,3.354,3.232
1602947747184,2020-10-17T11:15:47.184,0.090,0.366,3.598,3.232
1602947747194,2020-10-17T11:15:47.194,0.100,0.122,3.963,2.805
1602947747204,2020-10-17T11:15:47.204,0.110,0.000,4.573,2.012
1602947747214,2020-10-17T11:15:47.214,0.120,0.183,5.671,0.427
1602947747224,2020-10-17T11:15:47.224,0.130,-0.122,6.890,-2.073
1602947747234,2020-10-17T11:15:47.234,0.140,-1.707,7.927,-4.756
1602947747244,2020-10-17T11:15:47.244,0.150,-2.866,8.902,-7.134
1602947747254,2020-10-17T11:15:47.254,0.160,-4.329,9.390,-9.390
1602947747264,2020-10-17T11:15:47.264,0.170,-5.915,9.268,-11.463
1602947747274,2020-10-17T11:15:47.274,0.180,-7.195,8.780,-12.927
1602947747284,2020-10-17T11:15:47.284,0.190,-8.049,7.683,-13.598
1602947747294,2020-10-17T11:15:47.294,0.200,-8.415,6.402,-13.659
1602947747304,2020-10-17T11:15:47.304,0.210,-8.720,5.122,-14.451
1602947747314,2020-10-17T11:15:47.314,0.220,-9.146,3.780,-15.183
1602947747324,2020-10-17T11:15:47.324,0.230,-8.841,2.500,-14.756
1602947747334,2020-10-17T11:15:47.334,0.240,-8.598,1.463,-13.780
1602947747344,2020-10-17T11:15:47.344,0.250,-8.537,0.549,-13.110
1602947747354,2020-10-17T11:15:47.354,0.260,-8.780,-0.122,-13.049
1602947747364,2020-10-17T11:15:47.364,0.270,-9.512,-0.610,-13.110
1602947747374,2020-10-17T11:15:47.374,0.280,-9.939,-0.976,-12.744
1602947747384,2020-10-17T11:15:47.384,0.290,-10.244,-1.402,-12.500
1602947747394,2020-10-17T11:15:47.394,0.300,-10.549,-1.524,-12.744
1602947747404,2020-10-17T11:15:47.404,0.310,-10.549,-1.280,-13.232
1602947747414,2020-10-17T11:15:47.414,0.320,-10.061,-0.976,-13.598
1602947747424,2020-10-17T11:15:47.424,0.330,-9.451,-0.244,-13.780
1602947747434,2020-10-17T11:15:47.434,0.340,-8.659,0.427,-13.476
1602947747444,2020-10-17T11:15:47.444,0.350,-7.988,1.220,-12.744
1602947747454,2020-10-17T11:15:47.454,0.360,-7.561,1.890,-11.890
1602947747464,2020-10-17T11:15:47.464,0.370,-7.378,2.317,-11.220
1602947747474,2020-10-17T11:15:47.474,0.380,-7.073,2.683,-10.549
1602947747484,2020-10-17T11:15:47.484,0.390,-6.585,2.866,-9.695
1602947747494,2020-10-17T11:15:47.494,0.400,-6.037,2.805,-8.415
1602947747504,2020-10-17T11:15:47.504,0.410,-5.610,2.805,-7.256
1602947747514,2020-10-17T11:15:47.514,0.420,-5.122,2.622,-6.585
1602947747524,2020-10-17T11:15:47.524,0.430,-4.451,2.256,-5.915
1602947747534,2020-10-17T11:15:47.534,0.440,-3.963,1.829,-5.122
1602947747544,2020-10-17T11:15:47.544,0.450,-3.720,1.402,-4.451
1602947747554,2020-10-17T11:15:47.554,0.460,-3.659,0.915,-4.451
1602947747564,2020-10-17T11:15:47.564,0.470,-3.902,0.549,-5.061
1602947747574,2020-10-17T11:15:47.574,0.480,-4.512,0.061,-5.793
1602947747584,2020-10-17T11:15:47.584,0.490,-4.878,-0.549,-6.341
1602947747594,2020-10-17T11:15:47.594,0.500,-5.244,-1.159,-6.463
1602947747604,2020-10-17T11:15:47.604,0.510,-5.366,-1.890,-6.341
1602947747614,2020-10-17T11:15:47.614,0.520,-4.878,-2.256,-6.402
1602947747624,2020-10-17T11:15:47.624,0.530,-4.329,-2.561,-6.585
1602947747634,2020-10-17T11:15:47.634,0.540,-3.780,-2.744,-6.524
1602947747644,2020-10-17T11:15:47.644,0.550,-3.293,-3.171,-5.976
1602947747654,2020-10-17T11:15:47.654,0.560,-2.927,-3.841,-5.000
1602947747664,2020-10-17T11:15:47.664,0.570,-2.561,-4.329,-3.780
1602947747674,2020-10-17T11:15:47.674,0.580,-2.500,-4.878,-2.683
1602947747684,2020-10-17T11:15:47.684,0.590,-2.439,-5.000,-2.439
1602947747694,2020-10-17T11:15:47.694,0.600,-2.317,-4.695,-3.110
1602947747704,2020-10-17T11:15:47.704,0.610,-2.012,-4.207,-4.085
1602947747714,2020-10-17T11:15:47.714,0.620,-1.341,-3.598,-4.756
1602947747724,2020-10-17T11:15:47.724,0.630,-0.671,-3.049,-4.756
1602947747734,2020-10-17T11:15:47.734,0.640,-0.366,-2.805,-4.573
1602947747744,2020-10-17T11:15:47.744,0.650,-0.488,-2.988,-4.146
1602947747754,2020-10-17T11:15:47.754,0.660,-0.976,-3.293,-3.841
1602947747764,2020-10-17T11:15:47.764,0.670,-1.768,-3.598,-4.634
1602947747774,2020-10-17T11:15:47.774,0.680,-2.683,-3.659,-5.793
1602947747784,2020-10-17T11:15:47.784,0.690,-3.232,-3.659,-6.646
1602947747794,2020-10-17T11:15:47.794,0.700,-3.659,-3.902,-7.317
1602947747804,2020-10-17T11:15:47.804,0.710,-4.085,-4.085,-8.537
1602947747814,2020-10-17T11:15:47.814,0.720,-4.634,-4.146,-10.183
1602947747824,2020-10-17T11:15:47.824,0.730,-4.878,-3.963,-11.524
1602947747834,2020-10-17T11:15:47.834,0.740,-4.390,-3.415,-12.439
1602947747844,2020-10-17T11:15:47.844,0.750,-3.476,-2.561,-12.744
1602947747854,2020-10-17T11:15:47.854,0.760,-2.500,-1.585,-12.317
1602947747864,2020-10-17T11:15:47.864,0.770,-1.402,-0.244,-11.463
1602947747874,2020-10-17T11:15:47.874,0.780,0.183,-0.122,-10.244
1602947747884,2020-10-17T11:15:47.884,0.790,0.244,-0.488,-8.963
1602947747894,2020-10-17T11:15:47.894,0.800,-0.366,-0.488,-8.720
1602947747904,2020-10-17T11:15:47.904,0.810,-0.549,-0.488,-9.207
1602947747914,2020-10-17T11:15:47.914,0.820,-0.427,-0.366,-9.146
1602947747924,2020-10-17T11:15:47.924,0.830,0.244,-0.549,-7.805
1602947747934,2020-10-17T11:15:47.934,0.840,0.610,-1.159,-5.366
1602947747944,2020-10-17T11:15:47.944,0.850,0.488,-1.524,-3.354
1602947747954,2020-10-17T11:15:47.954,0.860,0.366,-1.585,-2.744
1602947747964,2020-10-17T11:15:47.964,0.870,0.122,-1.524,-3.232
1602947747974,2020-10-17T11:15:47.974,0.880,0.122,-1.463,-3.720
1602947747984,2020-10-17T11:15:47.984,0.890,0.427,-1.646,-3.476
1602947747994,2020-10-17T11:15:47.994,0.900,1.280,-1.768,-2.439
1602947748004,2020-10-17T11:15:48.004,0.910,1.890,-1.524,-2.256
1602947748014,2020-10-17T11:15:48.014,0.920,2.134,-1.463,-2.805
1602947748024,2020-10-17T11:15:48.024,0.930,2.622,-1.402,-2.805
1602947748034,2020-10-17T11:15:48.034,0.940,3.293,-1.341,-2.378
1602947748044,2020-10-17T11:15:48.044,0.950,3.476,-1.280,-2.012
1602947748054,2020-10-17T11:15:48.054,0.960,3.171,-1.280,-1.707
1602947748064,2020-10-17T11:15:48.064,0.970,3.293,-1.402,-0.915
1602947748074,2020-10-17T11:15:48.074,0.980,3.902,-1.707,0.549
1602947748084,2020-10-17T11:15:48.084,0.990,4.817,-2.378,2.378
1602947748094,2020-10-17T11:15:48.094,1.000,5.366,-2.927,3.598
1602947748104,2020-10-17T11:15:48.104,1.010,5.305,-3.659,3.232
1602947748114,2020-10-17T11:15:48.114,1.020,4.817,-3.963,1.646
1602947748124,2020-10-17T11:15:48.124,1.030,4.085,-3.902,-0.244
1602947748134,2020-10-17T11:15:48.134,1.040,3.598,-4.329,-1.280
1602947748144,2020-10-17T11:15:48.144,1.050,3.659,-4.756,-1.220
1602947748154,2020-10-17T11:15:48.154,1.060,3.720,-4.939,-0.793
1602947748164,2020-10-17T11:15:48.164,1.070,3.720,-4.939,-0.854
1602947748174,2020-10-17T11:15:48.174,1.080,4.024,-5.061,-0.915
1602947748184,2020-10-17T11:15:48.184,1.090,4.756,-5.183,-0.061
1602947748194,2020-10-17T11:15:48.194,1.100,5.793,-5.427,1.524
1602947748204,2020-10-17T11:15:48.204,1.110,6.463,-5.854,3.110
1602947748214,2020-10-17T11:15:48.214,1.120,6.890,-6.341,4.146
1602947748224,2020-10-17T11:15:48.224,1.130,6.707,-6.524,4.146
1602947748234,2020-10-17T11:15:48.234,1.140,6.341,-6.585,3.598
1602947748244,2020-10-17T11:15:48.244,1.150,5.915,-6.463,2.561
1602947748254,2020-10-17T11:15:48.254,1.160,4.817,-6.220,1.159
1602947748264,2020-10-17T11:15:48.264,1.170,3.537,-5.671,-0.732
1602947748274,2020-10-17T11:15:48.274,1.180,2.561,-4.756,-2.439
1602947748284,2020-10-17T11:15:48.284,1.190,1.951,-3.780,-3.232
1602947748294,2020-10-17T11:15:48.294,1.200,1.768,-2.805,-3.476
1602947748304,2020-10-17T11:15:48.304,1.210,1.646,-1.524,-4.207
1602947748314,2020-10-17T11:15:48.314,1.220,1.463,-0.183,-5.305
1602947748324,2020-10-17T11:15:48.324,1.230,1.768,0.793,-5.244
1602947748334,2020-10-17T11:15:48.334,1.240,2.317,1.524,-3.720
1602947748344,2020-10-17T11:15:48.344,1.250,2.866,1.890,-1.890
1602947748354,2020-10-17T11:15:48.354,1.260,3.110,2.195,-0.305
1602947748364,2020-10-17T11:15:48.364,1.270,2.805,2.256,1.159
1602947748374,2020-10-17T11:15:48.374,1.280,2.317,2.012,2.683
1602947748384,2020-10-17T11:15:48.384,1.290,1.280,1.646,3.537
1602947748394,2020-10-17T11:15:48.394,1.300,-0.061,1.341,3.537
1602947748404,2020-10-17T11:15:48.404,1.310,-1.402,0.854,3.049
1602947748414,2020-10-17T11:15:48.414,1.320,-2.927,0.610,1.707
1602947748424,2020-10-17T11:15:48.424,1.330,-3.963,0.732,-0.305
1602947748434,2020-10-17T11:15:48.434,1.340,-4.329,0.976,-2.500
1602947748444,2020-10-17T11:15:48.444,1.350,-3.902,1.585,-4.634
1602947748454,2020-10-17T11:15:48.454,1.360,-3.049,2.500,-6.341
1602947748464,2020-10-17T11:15:48.464,1.370,-1.829,3.293,-7.256
1602947748474,2020-10-17T11:15:48.474,1.380,-0.488,3.537,-6.890
1602947748484,2020-10-17T11:15:48.484,1.390,0.610,3.354,-5.061
1602947748494,2020-10-17T11:15:48.494,1.400,1.280,2.927,-3.780
1602947748504,2020-10-17T11:15:48.504,1.410,0.915,2.683,-4.634
1602947748514,2020-10-17T11:15:48.514,1.420,0.183,2.378,-5.732
1602947748524,2020-10-17T11:15:48.524,1.430,-0.427,1.646,-5.488
1602947748534,2020-10-17T11:15:48.534,1.440,-1.220,0.854,-5.000
1602947748544,2020-10-17T11:15:48.544,1.450,-1.524,0.549,-6.037
1602947748554,2020-10-17T11:15:48.554,1.460,-1.524,0.854,-8.841
1602947748564,2020-10-17T11:15:48.564,1.470,-1.159,1.220,-10.854
1602947748574,2020-10-17T11:15:48.574,1.480,-0.305,1.220,-11.402
1602947748584,2020-10-17T11:15:48.584,1.490,0.061,0.854,-10.915
1602947748594,2020-10-17T11:15:48.594,1.500,-0.915,-0.061,-10.244
1602947748604,2020-10-17T11:15:48.604,1.510,-2.561,-1.220,-10.488
1602947748614,2020-10-17T11:15:48.614,1.520,-3.537,-2.073,-11.037
1602947748624,2020-10-17T11:15:48.624,1.530,-3.537,-2.317,-10.610
1602947748634,2020-10-17T11:15:48.634,1.540,-2.378,-2.195,-9.146
1602947748644,2020-10-17T11:15:48.644,1.550,-0.793,-1.280,-7.805
1602947748654,2020-10-17T11:15:48.654,1.560,0.122,-0.122,-7.683
1602947748664,2020-10-17T11:15:48.664,1.570,0.793,0.915,-7.622
1602947748674,2020-10-17T11:15:48.674,1.580,0.976,1.220,-6.768
1602947748684,2020-10-17T11:15:48.684,1.590,0.305,0.976,-5.610
1602947748694,2020-10-17T11:15:48.694,1.600,-1.402,0.488,-5.610
1602947748704,2020-10-17T11:15:48.704,1.610,-3.232,0.122,-6.524
1602947748714,2020-10-17T11:15:48.714,1.620,-4.512,-0.366,-7.195
1602947748724,2020-10-17T11:15:48.724,1.630,-4.939,-0.915,-6.829
