epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1602948568634,2020-10-17T11:29:28.634,0.000,0.000104313,0.000064875,0.000013750
1602948568684,2020-10-17T11:29:28.684,0.050,0.000101750,0.000064125,0.000012625
1602948568734,2020-10-17T11:29:28.734,0.100,0.000102500,0.000065625,0.000013375
1602948568784,2020-10-17T11:29:28.784,0.150,0.000099937,0.000066687,0.000014125
1602948568834,2020-10-17T11:29:28.834,0.200,0.000101062,0.000064500,0.000013000
1602948568884,2020-10-17T11:29:28.884,0.250,0.000099625,0.000065250,0.000013000
1602948568934,2020-10-17T11:29:28.934,0.300,0.000098875,0.000066313,0.000012625
1602948568984,2020-10-17T11:29:28.984,0.350,0.000098125,0.000065625,0.000011812
1602948569034,2020-10-17T11:29:29.034,0.400,0.000097813,0.000067063,0.000011437
1602948569084,2020-10-17T11:29:29.084,0.450,0.000096312,0.000068500,0.000011062
1602948569134,2020-10-17T11:29:29.134,0.500,0.000092688,0.000070312,0.000009563
1602948569184,2020-10-17T11:29:29.184,0.550,0.000089125,0.000072500,0.000009187
1602948569234,2020-10-17T11:29:29.234,0.600,0.000089063,0.000073562,0.000009187
1602948569284,2020-10-17T11:29:29.284,0.650,0.000090562,0.000071063,0.000008000
1602948569334,2020-10-17T11:29:29.334,0.700,0.000092375,0.000069562,0.000007625
1602948569384,2020-10-17T11:29:29.384,0.750,0.000094500,0.000068500,0.000006875
1602948569434,2020-10-17T11:29:29.434,0.800,0.000097062,0.000069250,0.000007625
1602948569484,2020-10-17T11:29:29.484,0.850,0.000099250,0.000068500,0.000011062
1602948569534,2020-10-17T11:29:29.534,0.900,0.000102500,0.000067812,0.000012250
1602948569584,2020-10-17T11:29:29.584,0.950,0.000106500,0.000066687,0.000012250
1602948569634,2020-10-17T11:29:29.634,1.000,0.000107188,0.000067812,0.000013750
1602948569684,2020-10-17T11:29:29.684,1.050,0.000107562,0.000067812,0.000013000
1602948569734,2020-10-17T11:29:29.734,1.100,0.000107937,0.000068125,0.000013750
1602948569784,2020-10-17T11:29:29.784,1.150,0.000109375,0.000067063,0.000013750
1602948569834,2020-10-17T11:29:29.834,1.200,0.000110125,0.000066687,0.000012250
1602948569884,2020-10-17T11:29:29.884,1.250,0.000111562,0.000065938,0.000011812
1602948569934,2020-10-17T11:29:29.934,1.300,0.000112250,0.000066687,0.000011812
1602948569984,2020-10-17T11:29:29.984,1.350,0.000111938,0.000065625,0.000009563
1602948570034,2020-10-17T11:29:30.034,1.400,0.000113687,0.000065250,0.000011062
1602948570084,2020-10-17T11:29:30.084,1.450,0.000114063,0.000065250,0.000011812
1602948570134,2020-10-17T11:29:30.134,1.500,0.000115500,0.000064875,0.000012563
1602948570184,2020-10-17T11:29:30.184,1.550,0.000116938,0.000063750,0.000013375
1602948570234,2020-10-17T11:29:30.234,1.600,0.000116938,0.000063438,0.000014500
1602948570284,2020-10-17T11:29:30.284,1.650,0.000118062,0.000063062,0.000013750
1602948570334,2020-10-17T11:29:30.334,1.700,0.000118375,0.000062687,0.000013687
1602948570384,2020-10-17T11:29:30.384,1.750,0.000119500,0.000061937,0.000012938
1602948570434,2020-10-17T11:29:30.434,1.800,0.000120563,0.000061250,0.000012938
1602948570484,2020-10-17T11:29:30.484,1.850,0.000120563,0.000059062,0.000011062
1602948570534,2020-10-17T11:29:30.534,1.900,0.000121312,0.000058687,0.000011062
1602948570584,2020-10-17T11:29:30.584,1.950,0.000121625,0.000058687,0.000011437
1602948570634,2020-10-17T11:29:30.634,2.000,0.000120937,0.000059813,0.000012188
1602948570684,2020-10-17T11:29:30.684,2.050,0.000120937,0.000059813,0.000011812
1602948570734,2020-10-17T11:29:30.734,2.100,0.000120187,0.000059813,0.000012563
1602948570784,2020-10-17T11:29:30.784,2.150,0.000118750,0.000060875,0.000012188
1602948570834,2020-10-17T11:29:30.834,2.200,0.000117312,0.000063375,0.000013687
1602948570884,2020-10-17T11:29:30.884,2.250,0.000115500,0.000064875,0.000014500
1602948570934,2020-10-17T11:29:30.934,2.300,0.000115125,0.000067750,0.000015250
1602948570984,2020-10-17T11:29:30.984,2.350,0.000112250,0.000067000,0.000014062
1602948571034,2020-10-17T11:29:31.034,2.400,0.000112938,0.000066313,0.000012563
1602948571084,2020-10-17T11:29:31.084,2.450,0.000113312,0.000065938,0.000012188
1602948571134,2020-10-17T11:29:31.134,2.500,0.000112938,0.000067375,0.000012188
1602948571184,2020-10-17T11:29:31.184,2.550,0.000111500,0.000067000,0.000012938
1602948571234,2020-10-17T11:29:31.234,2.600,0.000111125,0.000068813,0.000012188
1602948571284,2020-10-17T11:29:31.284,2.650,0.000111500,0.000067750,0.000012188
1602948571334,2020-10-17T11:29:31.334,2.700,0.000110437,0.000068437,0.000012563
1602948571384,2020-10-17T11:29:31.384,2.750,0.000108625,0.000069188,0.000011437
1602948571434,2020-10-17T11:29:31.434,2.800,0.000109687,0.000068125,0.000011812
1602948571484,2020-10-17T11:29:31.484,2.850,0.000110750,0.000067750,0.000011812
1602948571534,2020-10-17T11:29:31.534,2.900,0.000110437,0.000066625,0.000010625
1602948571584,2020-10-17T11:29:31.584,2.950,0.000110750,0.000065562,0.000011000
1602948571634,2020-10-17T11:29:31.634,3.000,0.000110750,0.000065188,0.000011437
1602948571684,2020-10-17T11:29:31.684,3.050,0.000111500,0.000066313,0.000011000
1602948571734,2020-10-17T11:29:31.734,3.100,0.000110063,0.000066687,0.000011062
1602948571784,2020-10-17T11:29:31.784,3.150,0.000111125,0.000067000,0.000010625
1602948571834,2020-10-17T11:29:31.834,3.200,0.000110063,0.000067000,0.000010250
1602948571884,2020-10-17T11:29:31.884,3.250,0.000108250,0.000067375,0.000010625
1602948571934,2020-10-17T11:29:31.934,3.300,0.000106812,0.000069938,0.000010625
1602948571984,2020-10-17T11:29:31.984,3.350,0.000106812,0.000068813,0.000009500
