epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1602947136840,2020-10-17T11:05:36.840,0.000,99398.891
1602947136974,2020-10-17T11:05:36.974,0.134,99396.266
1602947137111,2020-10-17T11:05:37.111,0.271,99392.313
1602947137247,2020-10-17T11:05:37.247,0.407,99397.578
1602947137382,2020-10-17T11:05:37.382,0.542,99394.492
1602947137518,2020-10-17T11:05:37.518,0.678,99397.953
1602947137653,2020-10-17T11:05:37.653,0.813,99394.844
1602947137789,2020-10-17T11:05:37.789,0.949,99400.594
1602947137925,2020-10-17T11:05:37.925,1.085,99398.781
1602947138060,2020-10-17T11:05:38.060,1.220,99397.469
1602947138196,2020-10-17T11:05:38.196,1.356,99403.109
1602947138332,2020-10-17T11:05:38.332,1.492,99396.156
1602947138467,2020-10-17T11:05:38.467,1.627,99397.469
1602947138603,2020-10-17T11:05:38.603,1.763,99396.156
1602947138738,2020-10-17T11:05:38.738,1.898,99392.688
1602947138874,2020-10-17T11:05:38.874,2.034,99397.953
1602947139010,2020-10-17T11:05:39.010,2.170,99397.844
1602947139145,2020-10-17T11:05:39.145,2.305,99395.672
1602947139281,2020-10-17T11:05:39.281,2.441,99398.297
1602947139418,2020-10-17T11:05:39.418,2.578,99399.164
1602947139552,2020-10-17T11:05:39.552,2.712,99396.047
1602947139689,2020-10-17T11:05:39.689,2.849,99396.047
1602947139825,2020-10-17T11:05:39.825,2.985,99402.625
1602947139960,2020-10-17T11:05:39.960,3.120,99398.195
1602947140096,2020-10-17T11:05:40.096,3.256,99396.875
1602947140231,2020-10-17T11:05:40.231,3.391,99396.875
1602947140367,2020-10-17T11:05:40.367,3.527,99400.375
1602947140503,2020-10-17T11:05:40.503,3.663,99400.820
1602947140638,2020-10-17T11:05:40.638,3.798,99400.375
1602947140774,2020-10-17T11:05:40.774,3.934,99403.000
1602947140910,2020-10-17T11:05:40.910,4.070,99400.375
1602947141045,2020-10-17T11:05:41.045,4.205,99398.195
1602947141181,2020-10-17T11:05:41.181,4.341,99396.422
1602947141318,2020-10-17T11:05:41.318,4.478,99398.195
1602947141452,2020-10-17T11:05:41.452,4.612,99392.469
1602947141589,2020-10-17T11:05:41.589,4.749,99397.594
1602947141723,2020-10-17T11:05:41.723,4.883,99392.469
1602947141860,2020-10-17T11:05:41.860,5.020,99398.570
1602947141996,2020-10-17T11:05:41.996,5.156,99397.734
1602947142131,2020-10-17T11:05:42.131,5.291,99395.109
1602947142267,2020-10-17T11:05:42.267,5.427,99397.250
1602947142403,2020-10-17T11:05:42.403,5.563,99398.570
1602947142538,2020-10-17T11:05:42.538,5.698,99402.406
1602947142674,2020-10-17T11:05:42.674,5.834,99391.984
1602947142809,2020-10-17T11:05:42.809,5.969,99400.234
1602947142945,2020-10-17T11:05:42.945,6.105,99397.594
1602947143081,2020-10-17T11:05:43.081,6.241,99397.594
1602947143216,2020-10-17T11:05:43.216,6.376,99403.727
1602947143352,2020-10-17T11:05:43.352,6.512,99399.781
1602947143488,2020-10-17T11:05:43.488,6.648,99397.141
1602947143623,2020-10-17T11:05:43.623,6.783,99398.461
1602947143759,2020-10-17T11:05:43.759,6.919,99405.875
1602947143896,2020-10-17T11:05:43.896,7.056,99402.406
1602947144030,2020-10-17T11:05:44.030,7.190,99398.797
1602947144167,2020-10-17T11:05:44.167,7.327,99398.461
1602947144301,2020-10-17T11:05:44.301,7.461,99401.922
1602947144438,2020-10-17T11:05:44.438,7.598,99401.094
1602947144574,2020-10-17T11:05:44.574,7.734,99393.547
1602947144709,2020-10-17T11:05:44.709,7.869,99394.859
1602947144845,2020-10-17T11:05:44.845,8.005,99399.781
1602947144981,2020-10-17T11:05:44.981,8.141,99394.859
1602947145116,2020-10-17T11:05:45.116,8.276,99401.813
1602947145252,2020-10-17T11:05:45.252,8.412,99397.484
1602947145388,2020-10-17T11:05:45.388,8.548,99394.406
1602947145523,2020-10-17T11:05:45.523,8.683,99398.797
1602947145659,2020-10-17T11:05:45.659,8.819,99400.984
1602947145794,2020-10-17T11:05:45.794,8.954,99402.641
1602947145930,2020-10-17T11:05:45.930,9.090,99400.125
1602947146067,2020-10-17T11:05:46.067,9.227,99400.125
1602947146201,2020-10-17T11:05:46.201,9.361,99398.352
1602947146338,2020-10-17T11:05:46.338,9.498,99397.484
1602947146474,2020-10-17T11:05:46.474,9.634,99394.750
1602947146609,2020-10-17T11:05:46.609,9.769,99394.258
1602947146745,2020-10-17T11:05:46.745,9.905,99397.031
1602947146880,2020-10-17T11:05:46.880,10.040,99399.523
1602947147016,2020-10-17T11:05:47.016,10.176,99389.969
1602947147152,2020-10-17T11:05:47.152,10.312,99393.844
1602947147287,2020-10-17T11:05:47.287,10.447,99391.625
1602947147423,2020-10-17T11:05:47.423,10.583,99390.797
1602947147559,2020-10-17T11:05:47.559,10.719,99385.047
1602947147694,2020-10-17T11:05:47.694,10.854,99391.625
1602947147830,2020-10-17T11:05:47.830,10.990,99388.094
1602947147966,2020-10-17T11:05:47.966,11.126,99398.133
1602947148101,2020-10-17T11:05:48.101,11.261,99386.359
1602947148237,2020-10-17T11:05:48.237,11.397,99391.625
1602947148372,2020-10-17T11:05:48.372,11.532,99389.406
1602947148508,2020-10-17T11:05:48.508,11.668,99390.234
1602947148645,2020-10-17T11:05:48.645,11.805,99389.891
1602947148779,2020-10-17T11:05:48.779,11.939,99390.719
1602947148916,2020-10-17T11:05:48.916,12.076,99386.289
1602947149052,2020-10-17T11:05:49.052,12.212,99391.555
1602947149187,2020-10-17T11:05:49.187,12.347,99388.922
1602947149323,2020-10-17T11:05:49.323,12.483,99391.203
1602947149458,2020-10-17T11:05:49.458,12.618,99388.469
1602947149594,2020-10-17T11:05:49.594,12.754,99390.719
1602947149730,2020-10-17T11:05:49.730,12.890,99391.555
1602947149865,2020-10-17T11:05:49.865,13.025,99387.266
1602947150001,2020-10-17T11:05:50.001,13.161,99389.406
1602947150137,2020-10-17T11:05:50.137,13.297,99386.289
1602947150272,2020-10-17T11:05:50.272,13.432,99386.773
1602947150408,2020-10-17T11:05:50.408,13.568,99392.867
1602947150543,2020-10-17T11:05:50.543,13.703,99391.094
1602947150679,2020-10-17T11:05:50.679,13.839,99388.094
1602947150816,2020-10-17T11:05:50.816,13.976,99387.602
1602947150950,2020-10-17T11:05:50.950,14.110,99386.289
1602947151087,2020-10-17T11:05:51.087,14.247,99389.781
1602947151223,2020-10-17T11:05:51.223,14.383,99387.156
1602947151358,2020-10-17T11:05:51.358,14.518,99394.188
1602947151494,2020-10-17T11:05:51.494,14.654,99389.781
1602947151630,2020-10-17T11:05:51.630,14.790,99389.406
1602947151765,2020-10-17T11:05:51.765,14.925,99385.828
1602947151901,2020-10-17T11:05:51.901,15.061,99389.781
1602947152037,2020-10-17T11:05:52.037,15.197,99389.781
1602947152172,2020-10-17T11:05:52.172,15.332,99394.188
1602947152308,2020-10-17T11:05:52.308,15.468,99397.688
1602947152445,2020-10-17T11:05:52.445,15.605,99391.094
1602947152579,2020-10-17T11:05:52.579,15.739,99393.734
1602947152716,2020-10-17T11:05:52.716,15.876,99394.906
1602947152850,2020-10-17T11:05:52.850,16.010,99393.250
1602947152987,2020-10-17T11:05:52.987,16.147,99393.250
1602947153123,2020-10-17T11:05:53.123,16.283,99392.273
1602947153257,2020-10-17T11:05:53.257,16.417,99387.008
1602947153394,2020-10-17T11:05:53.394,16.554,99388.469
1602947153530,2020-10-17T11:05:53.530,16.690,99397.539
1602947153665,2020-10-17T11:05:53.665,16.825,99380.078
1602947153801,2020-10-17T11:05:53.801,16.961,99389.781
1602947153936,2020-10-17T11:05:53.936,17.096,99389.188
1602947154072,2020-10-17T11:05:54.072,17.232,99383.547
1602947154208,2020-10-17T11:05:54.208,17.368,99397.086
1602947154343,2020-10-17T11:05:54.343,17.503,99390.953
1602947154479,2020-10-17T11:05:54.479,17.639,99383.063
1602947154615,2020-10-17T11:05:54.615,17.775,99389.641
1602947154750,2020-10-17T11:05:54.750,17.910,99390.508
1602947154886,2020-10-17T11:05:54.886,18.046,99394.453
1602947155021,2020-10-17T11:05:55.021,18.181,99390.508
1602947155157,2020-10-17T11:05:55.157,18.317,99393.141
1602947155294,2020-10-17T11:05:55.294,18.454,99390.125
1602947155428,2020-10-17T11:05:55.428,18.588,99392.273
1602947155565,2020-10-17T11:05:55.565,18.725,99392.164
1602947155701,2020-10-17T11:05:55.701,18.861,99392.164
1602947155836,2020-10-17T11:05:55.836,18.996,99388.703
1602947155972,2020-10-17T11:05:55.972,19.132,99390.016
1602947156107,2020-10-17T11:05:56.107,19.267,99392.164
1602947156243,2020-10-17T11:05:56.243,19.403,99389.531
1602947156379,2020-10-17T11:05:56.379,19.539,99386.555
1602947156514,2020-10-17T11:05:56.514,19.674,99390.844
1602947156650,2020-10-17T11:05:56.650,19.810,99387.766
1602947156786,2020-10-17T11:05:56.786,19.946,99383.922
1602947156921,2020-10-17T11:05:56.921,20.081,99388.219
1602947157057,2020-10-17T11:05:57.057,20.217,99387.766
1602947157192,2020-10-17T11:05:57.192,20.352,99393.859
1602947157328,2020-10-17T11:05:57.328,20.488,99384.156
1602947157465,2020-10-17T11:05:57.465,20.625,99383.813
1602947157599,2020-10-17T11:05:57.599,20.759,99390.734
1602947157736,2020-10-17T11:05:57.736,20.896,99394.344
1602947157872,2020-10-17T11:05:57.872,21.032,99394.344
1602947158007,2020-10-17T11:05:58.007,21.167,99393.859
1602947158143,2020-10-17T11:05:58.143,21.303,99393.484
1602947158278,2020-10-17T11:05:58.278,21.438,99386.898
1602947158414,2020-10-17T11:05:58.414,21.574,99396.109
1602947158550,2020-10-17T11:05:58.550,21.710,99394.797
1602947158685,2020-10-17T11:05:58.685,21.845,99392.656
1602947158821,2020-10-17T11:05:58.821,21.981,99392.164
1602947158957,2020-10-17T11:05:58.957,22.117,99393.484
1602947159092,2020-10-17T11:05:59.092,22.252,99397.813
1602947159228,2020-10-17T11:05:59.228,22.388,99397.813
1602947159364,2020-10-17T11:05:59.364,22.524,99398.297
1602947159499,2020-10-17T11:05:59.499,22.659,99394.797
1602947159635,2020-10-17T11:05:59.635,22.795,99396.109
1602947159770,2020-10-17T11:05:59.770,22.930,99395.281
1602947159906,2020-10-17T11:05:59.906,23.066,99394.797
1602947160043,2020-10-17T11:06:00.043,23.203,99397.438
1602947160177,2020-10-17T11:06:00.177,23.337,99396.602
1602947160314,2020-10-17T11:06:00.314,23.474,99395.172
1602947160450,2020-10-17T11:06:00.450,23.610,99393.484
1602947160585,2020-10-17T11:06:00.585,23.745,99392.656
1602947160721,2020-10-17T11:06:00.721,23.881,99403.672
1602947160856,2020-10-17T11:06:00.856,24.016,99398.750
1602947160992,2020-10-17T11:06:00.992,24.152,99387.391
