epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602948040752,2020-10-17T11:20:40.752,0.000,2.012,-0.549,2.378
1602948040762,2020-10-17T11:20:40.762,0.010,1.707,-0.305,2.317
1602948040772,2020-10-17T11:20:40.772,0.020,2.134,-0.488,2.195
1602948040782,2020-10-17T11:20:40.782,0.030,1.829,-0.488,2.134
1602948040792,2020-10-17T11:20:40.792,0.040,1.402,-0.610,1.829
1602948040802,2020-10-17T11:20:40.802,0.050,0.793,-0.854,1.341
1602948040812,2020-10-17T11:20:40.812,0.060,0.244,-0.976,0.671
1602948040822,2020-10-17T11:20:40.822,0.070,0.183,-1.037,0.244
1602948040832,2020-10-17T11:20:40.832,0.080,0.488,-1.098,0.244
1602948040842,2020-10-17T11:20:40.842,0.090,0.854,-1.341,0.793
1602948040852,2020-10-17T11:20:40.852,0.100,1.280,-1.646,1.890
1602948040862,2020-10-17T11:20:40.862,0.110,1.402,-1.646,2.317
1602948040872,2020-10-17T11:20:40.872,0.120,1.098,-1.829,2.317
1602948040882,2020-10-17T11:20:40.882,0.130,0.793,-1.829,1.890
1602948040892,2020-10-17T11:20:40.892,0.140,0.427,-1.646,1.280
1602948040902,2020-10-17T11:20:40.902,0.150,0.122,-1.524,0.732
1602948040912,2020-10-17T11:20:40.912,0.160,-0.183,-1.341,0.122
1602948040922,2020-10-17T11:20:40.922,0.170,-0.305,-0.915,-0.793
1602948040932,2020-10-17T11:20:40.932,0.180,-0.366,-0.549,-1.341
1602948040942,2020-10-17T11:20:40.942,0.190,-0.244,-0.488,-1.280
1602948040952,2020-10-17T11:20:40.952,0.200,-0.244,-0.549,-0.549
1602948040962,2020-10-17T11:20:40.962,0.210,-0.061,-0.488,0.244
1602948040972,2020-10-17T11:20:40.972,0.220,0.000,-0.488,0.976
1602948040982,2020-10-17T11:20:40.982,0.230,0.000,-0.488,1.341
1602948040992,2020-10-17T11:20:40.992,0.240,-0.122,-0.427,1.768
1602948041002,2020-10-17T11:20:41.002,0.250,-0.305,-0.427,2.073
1602948041012,2020-10-17T11:20:41.012,0.260,-0.549,-0.488,1.890
1602948041022,2020-10-17T11:20:41.022,0.270,-0.854,-0.488,1.890
1602948041032,2020-10-17T11:20:41.032,0.280,-0.793,-0.488,2.073
1602948041042,2020-10-17T11:20:41.042,0.290,-0.427,-0.488,2.744
1602948041052,2020-10-17T11:20:41.052,0.300,-0.183,-0.610,3.293
1602948041062,2020-10-17T11:20:41.062,0.310,-0.244,-0.610,3.354
1602948041072,2020-10-17T11:20:41.072,0.320,-0.671,-0.854,3.232
1602948041082,2020-10-17T11:20:41.082,0.330,-1.037,-1.280,2.988
1602948041092,2020-10-17T11:20:41.092,0.340,-1.402,-1.524,2.683
1602948041102,2020-10-17T11:20:41.102,0.350,-1.829,-1.768,2.012
1602948041112,2020-10-17T11:20:41.112,0.360,-1.951,-1.890,1.341
1602948041122,2020-10-17T11:20:41.122,0.370,-1.951,-2.073,1.037
1602948041132,2020-10-17T11:20:41.132,0.380,-1.768,-2.073,1.098
1602948041142,2020-10-17T11:20:41.142,0.390,-1.585,-2.012,1.402
1602948041152,2020-10-17T11:20:41.152,0.400,-1.646,-1.951,1.585
1602948041162,2020-10-17T11:20:41.162,0.410,-1.646,-1.707,1.280
1602948041172,2020-10-17T11:20:41.172,0.420,-1.646,-1.463,1.159
1602948041182,2020-10-17T11:20:41.182,0.430,-1.524,-1.280,1.341
1602948041192,2020-10-17T11:20:41.192,0.440,-1.585,-1.220,1.646
1602948041202,2020-10-17T11:20:41.202,0.450,-1.707,-1.159,1.524
1602948041212,2020-10-17T11:20:41.212,0.460,-1.829,-1.037,1.159
1602948041222,2020-10-17T11:20:41.222,0.470,-1.890,-0.915,0.976
1602948041232,2020-10-17T11:20:41.232,0.480,-1.768,-1.159,1.280
1602948041242,2020-10-17T11:20:41.242,0.490,-1.707,-1.402,1.707
1602948041252,2020-10-17T11:20:41.252,0.500,-1.524,-1.463,1.890
1602948041262,2020-10-17T11:20:41.262,0.510,-1.707,-1.646,1.890
1602948041272,2020-10-17T11:20:41.272,0.520,-1.890,-1.768,1.951
1602948041282,2020-10-17T11:20:41.282,0.530,-1.768,-1.890,2.073
1602948041292,2020-10-17T11:20:41.292,0.540,-1.524,-1.951,2.378
1602948041302,2020-10-17T11:20:41.302,0.550,-1.402,-2.012,2.622
1602948041312,2020-10-17T11:20:41.312,0.560,-1.402,-1.951,2.317
1602948041322,2020-10-17T11:20:41.322,0.570,-1.646,-1.829,1.524
