epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602946179310,2020-10-17T10:49:39.310,0.000,-3.720,-0.732,2.195
1602946179320,2020-10-17T10:49:39.320,0.010,-3.232,-0.305,2.622
1602946179330,2020-10-17T10:49:39.330,0.020,-2.500,-1.098,1.402
1602946179340,2020-10-17T10:49:39.340,0.030,-1.463,-1.037,0.732
1602946179350,2020-10-17T10:49:39.350,0.040,-0.244,-0.915,0.244
1602946179360,2020-10-17T10:49:39.360,0.050,0.732,-0.915,0.061
1602946179370,2020-10-17T10:49:39.370,0.060,1.220,-0.976,0.427
1602946179380,2020-10-17T10:49:39.380,0.070,1.524,-1.280,1.220
1602946179390,2020-10-17T10:49:39.390,0.080,1.768,-1.829,2.256
1602946179400,2020-10-17T10:49:39.400,0.090,1.829,-2.256,3.049
1602946179410,2020-10-17T10:49:39.410,0.100,1.585,-2.439,3.598
1602946179420,2020-10-17T10:49:39.420,0.110,1.280,-2.439,3.780
1602946179430,2020-10-17T10:49:39.430,0.120,1.159,-2.378,3.780
1602946179440,2020-10-17T10:49:39.440,0.130,0.915,-2.012,3.720
1602946179450,2020-10-17T10:49:39.450,0.140,0.671,-1.646,3.780
1602946179460,2020-10-17T10:49:39.460,0.150,0.366,-1.463,3.659
1602946179470,2020-10-17T10:49:39.470,0.160,-0.061,-1.220,3.476
1602946179480,2020-10-17T10:49:39.480,0.170,-0.488,-1.037,3.293
1602946179490,2020-10-17T10:49:39.490,0.180,-1.037,-1.098,3.354
1602946179500,2020-10-17T10:49:39.500,0.190,-1.524,-1.098,3.293
1602946179510,2020-10-17T10:49:39.510,0.200,-1.707,-1.098,3.110
1602946179520,2020-10-17T10:49:39.520,0.210,-1.829,-1.098,2.988
1602946179530,2020-10-17T10:49:39.530,0.220,-1.829,-1.037,2.988
1602946179540,2020-10-17T10:49:39.540,0.230,-1.829,-0.915,2.805
1602946179550,2020-10-17T10:49:39.550,0.240,-1.768,-0.549,2.439
1602946179560,2020-10-17T10:49:39.560,0.250,-1.585,-0.122,2.134
1602946179570,2020-10-17T10:49:39.570,0.260,-1.646,0.244,1.890
1602946179580,2020-10-17T10:49:39.580,0.270,-1.768,0.732,1.768
1602946179590,2020-10-17T10:49:39.590,0.280,-1.829,1.159,1.768
1602946179600,2020-10-17T10:49:39.600,0.290,-1.951,1.524,1.890
1602946179610,2020-10-17T10:49:39.610,0.300,-2.073,1.768,2.073
1602946179620,2020-10-17T10:49:39.620,0.310,-1.890,2.073,2.256
1602946179630,2020-10-17T10:49:39.630,0.320,-1.707,2.195,2.561
1602946179640,2020-10-17T10:49:39.640,0.330,-1.646,2.378,2.683
1602946179650,2020-10-17T10:49:39.650,0.340,-1.463,2.439,2.744
1602946179660,2020-10-17T10:49:39.660,0.350,-1.159,2.683,2.927
1602946179670,2020-10-17T10:49:39.670,0.360,-0.793,2.927,2.988
1602946179680,2020-10-17T10:49:39.680,0.370,-0.427,3.049,2.805
1602946179690,2020-10-17T10:49:39.690,0.380,0.000,3.293,2.622
1602946179700,2020-10-17T10:49:39.700,0.390,0.122,3.415,2.622
1602946179710,2020-10-17T10:49:39.710,0.400,0.305,3.110,2.683
1602946179720,2020-10-17T10:49:39.720,0.410,0.610,2.988,2.622
