epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602946422349,2020-10-17T10:53:42.349,0.000,0.244,0.122,1.402
1602946422359,2020-10-17T10:53:42.359,0.010,0.610,0.000,1.524
1602946422369,2020-10-17T10:53:42.369,0.020,0.915,0.244,1.341
1602946422379,2020-10-17T10:53:42.379,0.030,0.854,0.305,0.976
1602946422389,2020-10-17T10:53:42.389,0.040,0.976,0.366,0.610
1602946422399,2020-10-17T10:53:42.399,0.050,0.915,0.366,0.427
1602946422409,2020-10-17T10:53:42.409,0.060,1.220,0.427,0.732
1602946422419,2020-10-17T10:53:42.419,0.070,1.524,0.427,1.037
1602946422429,2020-10-17T10:53:42.429,0.080,1.646,0.427,1.098
1602946422439,2020-10-17T10:53:42.439,0.090,1.951,0.488,1.159
1602946422449,2020-10-17T10:53:42.449,0.100,2.134,0.549,1.159
1602946422459,2020-10-17T10:53:42.459,0.110,2.317,0.427,1.159
1602946422469,2020-10-17T10:53:42.469,0.120,2.378,0.305,0.915
1602946422479,2020-10-17T10:53:42.479,0.130,2.134,-0.061,0.671
1602946422489,2020-10-17T10:53:42.489,0.140,1.524,-0.549,0.244
1602946422499,2020-10-17T10:53:42.499,0.150,0.671,-1.280,-0.305
1602946422509,2020-10-17T10:53:42.509,0.160,-0.244,-2.012,-0.915
1602946422519,2020-10-17T10:53:42.519,0.170,-1.159,-2.683,-1.524
1602946422529,2020-10-17T10:53:42.529,0.180,-1.768,-3.354,-2.073
1602946422539,2020-10-17T10:53:42.539,0.190,-2.256,-3.780,-2.622
1602946422549,2020-10-17T10:53:42.549,0.200,-2.378,-4.024,-3.049
1602946422559,2020-10-17T10:53:42.559,0.210,-2.195,-4.024,-3.293
1602946422569,2020-10-17T10:53:42.569,0.220,-2.134,-3.780,-3.841
1602946422579,2020-10-17T10:53:42.579,0.230,-1.890,-3.598,-4.024
1602946422589,2020-10-17T10:53:42.589,0.240,-1.768,-3.232,-4.085
1602946422599,2020-10-17T10:53:42.599,0.250,-1.707,-2.805,-4.146
