epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602949294677,2020-10-17T11:41:34.677,0.000,-1.159,1.646,1.280
1602949294687,2020-10-17T11:41:34.687,0.010,-0.549,1.646,1.159
1602949294697,2020-10-17T11:41:34.697,0.020,-0.549,2.134,1.220
1602949294707,2020-10-17T11:41:34.707,0.030,-0.793,2.439,1.098
1602949294717,2020-10-17T11:41:34.717,0.040,-0.976,2.622,1.098
1602949294727,2020-10-17T11:41:34.727,0.050,-1.220,2.683,1.220
1602949294737,2020-10-17T11:41:34.737,0.060,-1.463,2.683,1.341
1602949294747,2020-10-17T11:41:34.747,0.070,-1.524,2.500,1.524
1602949294757,2020-10-17T11:41:34.757,0.080,-1.768,2.378,1.463
1602949294767,2020-10-17T11:41:34.767,0.090,-1.646,2.317,1.341
1602949294777,2020-10-17T11:41:34.777,0.100,-1.646,2.195,1.341
1602949294787,2020-10-17T11:41:34.787,0.110,-1.646,2.012,1.159
1602949294797,2020-10-17T11:41:34.797,0.120,-1.646,1.890,0.915
1602949294807,2020-10-17T11:41:34.807,0.130,-1.341,1.890,0.915
1602949294817,2020-10-17T11:41:34.817,0.140,-1.280,1.707,0.732
1602949294827,2020-10-17T11:41:34.827,0.150,-1.280,1.402,0.671
1602949294837,2020-10-17T11:41:34.837,0.160,-1.280,1.037,0.610
1602949294847,2020-10-17T11:41:34.847,0.170,-1.280,0.732,0.488
1602949294857,2020-10-17T11:41:34.857,0.180,-1.341,0.488,0.366
1602949294867,2020-10-17T11:41:34.867,0.190,-1.402,0.305,0.305
1602949294877,2020-10-17T11:41:34.877,0.200,-1.463,0.061,0.366
1602949294887,2020-10-17T11:41:34.887,0.210,-1.463,-0.244,0.305
1602949294897,2020-10-17T11:41:34.897,0.220,-1.402,-0.366,0.244
1602949294907,2020-10-17T11:41:34.907,0.230,-1.524,-0.488,0.183
1602949294917,2020-10-17T11:41:34.917,0.240,-1.463,-0.610,0.122
1602949294927,2020-10-17T11:41:34.927,0.250,-1.402,-0.671,0.122
1602949294937,2020-10-17T11:41:34.937,0.260,-1.341,-0.671,-0.061
1602949294947,2020-10-17T11:41:34.947,0.270,-1.402,-0.549,-0.488
1602949294957,2020-10-17T11:41:34.957,0.280,-1.524,-0.488,-0.854
1602949294967,2020-10-17T11:41:34.967,0.290,-1.646,-0.488,-0.976
1602949294977,2020-10-17T11:41:34.977,0.300,-1.890,-0.549,-1.159
1602949294987,2020-10-17T11:41:34.987,0.310,-2.012,-0.671,-1.220
1602949294997,2020-10-17T11:41:34.997,0.320,-2.073,-0.732,-1.098
1602949295007,2020-10-17T11:41:35.007,0.330,-2.012,-0.793,-0.732
1602949295017,2020-10-17T11:41:35.017,0.340,-1.829,-0.976,-0.610
1602949295027,2020-10-17T11:41:35.027,0.350,-1.768,-0.915,-0.549
1602949295037,2020-10-17T11:41:35.037,0.360,-1.890,-0.915,-0.610
1602949295047,2020-10-17T11:41:35.047,0.370,-1.951,-0.854,-0.915
1602949295057,2020-10-17T11:41:35.057,0.380,-2.134,-0.793,-1.220
1602949295067,2020-10-17T11:41:35.067,0.390,-2.378,-0.915,-1.524
1602949295077,2020-10-17T11:41:35.077,0.400,-2.622,-1.098,-1.890
1602949295087,2020-10-17T11:41:35.087,0.410,-2.622,-1.341,-2.134
1602949295097,2020-10-17T11:41:35.097,0.420,-2.439,-1.707,-2.256
1602949295107,2020-10-17T11:41:35.107,0.430,-2.256,-1.951,-2.561
