epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1602946422327,2020-10-17T10:53:42.327,0.000,0.000067125,0.000055563,0.000030000
1602946422377,2020-10-17T10:53:42.377,0.050,0.000066437,0.000055563,0.000030000
1602946422427,2020-10-17T10:53:42.427,0.100,0.000066812,0.000055625,0.000029562
1602946422477,2020-10-17T10:53:42.477,0.150,0.000066812,0.000056312,0.000029562
1602946422527,2020-10-17T10:53:42.527,0.200,0.000067125,0.000056312,0.000028812
1602946422577,2020-10-17T10:53:42.577,0.250,0.000067500,0.000055250,0.000029188
1602946422627,2020-10-17T10:53:42.627,0.300,0.000067188,0.000055938,0.000029188
1602946422677,2020-10-17T10:53:42.677,0.350,0.000066437,0.000055938,0.000030375
1602946422727,2020-10-17T10:53:42.727,0.400,0.000067188,0.000056312,0.000030750
1602946422777,2020-10-17T10:53:42.777,0.450,0.000066063,0.000056312,0.000029625
1602946422827,2020-10-17T10:53:42.827,0.500,0.000066437,0.000055625,0.000030000
1602946422877,2020-10-17T10:53:42.877,0.550,0.000065687,0.000056312,0.000030000
1602946422927,2020-10-17T10:53:42.927,0.600,0.000066063,0.000055250,0.000030375
1602946422977,2020-10-17T10:53:42.977,0.650,0.000064625,0.000054875,0.000030813
1602946423027,2020-10-17T10:53:43.027,0.700,0.000065000,0.000055938,0.000030750
1602946423077,2020-10-17T10:53:43.077,0.750,0.000066063,0.000055625,0.000029625
1602946423127,2020-10-17T10:53:43.127,0.800,0.000064625,0.000055250,0.000029250
1602946423177,2020-10-17T10:53:43.177,0.850,0.000065375,0.000055938,0.000030750
1602946423227,2020-10-17T10:53:43.227,0.900,0.000065375,0.000055625,0.000029625
1602946423277,2020-10-17T10:53:43.277,0.950,0.000065375,0.000054875,0.000029250
1602946423327,2020-10-17T10:53:43.327,1.000,0.000065000,0.000056312,0.000030813
1602946423377,2020-10-17T10:53:43.377,1.050,0.000064250,0.000054875,0.000030000
1602946423427,2020-10-17T10:53:43.427,1.100,0.000064250,0.000055625,0.000029250
1602946423477,2020-10-17T10:53:43.477,1.150,0.000064625,0.000056687,0.000029250
1602946423527,2020-10-17T10:53:43.527,1.200,0.000065000,0.000055250,0.000030813
1602946423577,2020-10-17T10:53:43.577,1.250,0.000063875,0.000054875,0.000030375
1602946423627,2020-10-17T10:53:43.627,1.300,0.000063875,0.000055938,0.000029250
1602946423677,2020-10-17T10:53:43.677,1.350,0.000063875,0.000054125,0.000028875
1602946423727,2020-10-17T10:53:43.727,1.400,0.000063875,0.000055625,0.000030000
1602946423777,2020-10-17T10:53:43.777,1.450,0.000064625,0.000055938,0.000030375
1602946423827,2020-10-17T10:53:43.827,1.500,0.000064250,0.000055250,0.000030000
1602946423877,2020-10-17T10:53:43.877,1.550,0.000063188,0.000055625,0.000029625
1602946423927,2020-10-17T10:53:43.927,1.600,0.000063875,0.000055250,0.000030375
1602946423977,2020-10-17T10:53:43.977,1.650,0.000064250,0.000055938,0.000029625
1602946424027,2020-10-17T10:53:44.027,1.700,0.000064250,0.000054500,0.000030000
1602946424077,2020-10-17T10:53:44.077,1.750,0.000064625,0.000055625,0.000029250
1602946424127,2020-10-17T10:53:44.127,1.800,0.000063562,0.000055625,0.000029625
1602946424177,2020-10-17T10:53:44.177,1.850,0.000063875,0.000054875,0.000029625
1602946424227,2020-10-17T10:53:44.227,1.900,0.000063188,0.000054875,0.000029250
1602946424277,2020-10-17T10:53:44.277,1.950,0.000063562,0.000055625,0.000029625
1602946424327,2020-10-17T10:53:44.327,2.000,0.000063500,0.000055625,0.000030000
