epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1602948836164,2020-10-17T11:33:56.164,0.000,99424.563
1602948836300,2020-10-17T11:33:56.300,0.136,99417.563
1602948836435,2020-10-17T11:33:56.435,0.271,99424.094
1602948836571,2020-10-17T11:33:56.571,0.407,99420.172
1602948836708,2020-10-17T11:33:56.708,0.544,99426.633
1602948836842,2020-10-17T11:33:56.842,0.678,99427.102
1602948836979,2020-10-17T11:33:56.979,0.815,99426.633
1602948837115,2020-10-17T11:33:57.115,0.951,99426.703
1602948837250,2020-10-17T11:33:57.250,1.086,99430.547
1602948837386,2020-10-17T11:33:57.386,1.222,99423.188
1602948837521,2020-10-17T11:33:57.521,1.357,99421.875
1602948837657,2020-10-17T11:33:57.657,1.493,99420.172
1602948837793,2020-10-17T11:33:57.793,1.629,99425.797
1602948837928,2020-10-17T11:33:57.928,1.764,99424.016
1602948838064,2020-10-17T11:33:58.064,1.900,99421.875
1602948838200,2020-10-17T11:33:58.200,2.036,99423.625
1602948838335,2020-10-17T11:33:58.335,2.171,99429.719
1602948838471,2020-10-17T11:33:58.471,2.307,99427.102
1602948838606,2020-10-17T11:33:58.606,2.442,99426.633
1602948838742,2020-10-17T11:33:58.742,2.578,99424.492
1602948838879,2020-10-17T11:33:58.879,2.715,99420.570
1602948839013,2020-10-17T11:33:59.013,2.849,99427.938
1602948839150,2020-10-17T11:33:59.150,2.986,99421.406
1602948839286,2020-10-17T11:33:59.286,3.122,99427.938
1602948839421,2020-10-17T11:33:59.421,3.257,99423.625
1602948839557,2020-10-17T11:33:59.557,3.393,99424.852
1602948839692,2020-10-17T11:33:59.692,3.528,99419.266
1602948839828,2020-10-17T11:33:59.828,3.664,99424.016
1602948839964,2020-10-17T11:33:59.964,3.800,99429.234
1602948840099,2020-10-17T11:34:00.099,3.935,99417.492
1602948840235,2020-10-17T11:34:00.235,4.071,99427.938
1602948840371,2020-10-17T11:34:00.371,4.207,99426.633
1602948840506,2020-10-17T11:34:00.506,4.342,99422.711
1602948840642,2020-10-17T11:34:00.642,4.478,99425.250
1602948840777,2020-10-17T11:34:00.777,4.613,99420.938
1602948840913,2020-10-17T11:34:00.913,4.749,99418.328
1602948841049,2020-10-17T11:34:01.049,4.885,99422.242
1602948841184,2020-10-17T11:34:01.184,5.020,99421.406
1602948841320,2020-10-17T11:34:01.320,5.156,99426.555
1602948841457,2020-10-17T11:34:01.457,5.293,99420.102
1602948841591,2020-10-17T11:34:01.591,5.427,99418.797
