epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1602948836169,2020-10-17T11:33:56.169,0.000,0.000071625,0.000048875,0.000042437
1602948836219,2020-10-17T11:33:56.219,0.050,0.000071250,0.000048500,0.000042437
1602948836269,2020-10-17T11:33:56.269,0.100,0.000070875,0.000049250,0.000042437
1602948836319,2020-10-17T11:33:56.319,0.150,0.000072000,0.000048500,0.000042063
1602948836369,2020-10-17T11:33:56.369,0.200,0.000070875,0.000048875,0.000042812
1602948836419,2020-10-17T11:33:56.419,0.250,0.000071625,0.000048500,0.000041688
1602948836469,2020-10-17T11:33:56.469,0.300,0.000070875,0.000048187,0.000043250
1602948836519,2020-10-17T11:33:56.519,0.350,0.000070562,0.000049250,0.000042500
1602948836569,2020-10-17T11:33:56.569,0.400,0.000071625,0.000048500,0.000042063
1602948836619,2020-10-17T11:33:56.619,0.450,0.000070875,0.000048875,0.000041688
1602948836669,2020-10-17T11:33:56.669,0.500,0.000072000,0.000049625,0.000042500
1602948836719,2020-10-17T11:33:56.719,0.550,0.000072312,0.000048187,0.000042063
1602948836769,2020-10-17T11:33:56.769,0.600,0.000071250,0.000048500,0.000042500
1602948836819,2020-10-17T11:33:56.819,0.650,0.000072000,0.000048500,0.000043250
1602948836869,2020-10-17T11:33:56.869,0.700,0.000072000,0.000048500,0.000042063
1602948836919,2020-10-17T11:33:56.919,0.750,0.000071250,0.000048500,0.000042500
1602948836969,2020-10-17T11:33:56.969,0.800,0.000071250,0.000048500,0.000043250
1602948837019,2020-10-17T11:33:57.019,0.850,0.000070875,0.000049250,0.000042500
1602948837069,2020-10-17T11:33:57.069,0.900,0.000071625,0.000047438,0.000042875
1602948837119,2020-10-17T11:33:57.119,0.950,0.000071625,0.000047062,0.000042063
1602948837169,2020-10-17T11:33:57.169,1.000,0.000071625,0.000049250,0.000042500
1602948837219,2020-10-17T11:33:57.219,1.050,0.000070875,0.000048875,0.000043250
1602948837269,2020-10-17T11:33:57.269,1.100,0.000070562,0.000047813,0.000042875
1602948837319,2020-10-17T11:33:57.319,1.150,0.000071625,0.000048187,0.000042125
1602948837369,2020-10-17T11:33:57.369,1.200,0.000071250,0.000047813,0.000042125
