epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1602946646684,2020-10-17T10:57:26.684,0.000,4.756,2.561,-4.024
1602946646694,2020-10-17T10:57:26.694,0.010,5.122,2.195,-4.085
1602946646704,2020-10-17T10:57:26.704,0.020,3.963,1.524,-4.573
1602946646714,2020-10-17T10:57:26.714,0.030,2.927,1.098,-5.305
1602946646724,2020-10-17T10:57:26.724,0.040,2.134,0.732,-6.037
1602946646734,2020-10-17T10:57:26.734,0.050,1.220,0.183,-6.524
1602946646744,2020-10-17T10:57:26.744,0.060,0.610,-0.183,-6.524
1602946646754,2020-10-17T10:57:26.754,0.070,0.183,-0.488,-6.402
1602946646764,2020-10-17T10:57:26.764,0.080,-0.061,-0.427,-6.341
1602946646774,2020-10-17T10:57:26.774,0.090,-0.244,-0.122,-6.463
1602946646784,2020-10-17T10:57:26.784,0.100,-0.488,0.366,-6.829
1602946646794,2020-10-17T10:57:26.794,0.110,-0.427,0.671,-6.768
1602946646804,2020-10-17T10:57:26.804,0.120,-0.244,0.915,-6.707
1602946646814,2020-10-17T10:57:26.814,0.130,-0.305,1.159,-6.585
1602946646824,2020-10-17T10:57:26.824,0.140,-0.488,0.976,-6.280
1602946646834,2020-10-17T10:57:26.834,0.150,-0.671,0.732,-5.793
1602946646844,2020-10-17T10:57:26.844,0.160,-1.159,0.488,-5.549
1602946646854,2020-10-17T10:57:26.854,0.170,-1.585,-0.122,-5.305
1602946646864,2020-10-17T10:57:26.864,0.180,-1.646,-0.427,-5.122
1602946646874,2020-10-17T10:57:26.874,0.190,-1.768,-0.854,-5.061
1602946646884,2020-10-17T10:57:26.884,0.200,-1.707,-1.341,-4.939
1602946646894,2020-10-17T10:57:26.894,0.210,-1.646,-1.646,-4.695
1602946646904,2020-10-17T10:57:26.904,0.220,-1.524,-1.890,-4.695
1602946646914,2020-10-17T10:57:26.914,0.230,-1.341,-2.134,-5.000
1602946646924,2020-10-17T10:57:26.924,0.240,-1.098,-2.195,-5.000
1602946646934,2020-10-17T10:57:26.934,0.250,-0.793,-2.134,-4.695
1602946646944,2020-10-17T10:57:26.944,0.260,-0.732,-2.012,-4.207
1602946646954,2020-10-17T10:57:26.954,0.270,-0.671,-1.951,-3.659
1602946646964,2020-10-17T10:57:26.964,0.280,-0.122,-1.646,-2.805
1602946646974,2020-10-17T10:57:26.974,0.290,0.854,-0.976,-1.951
1602946646984,2020-10-17T10:57:26.984,0.300,1.646,-0.305,-1.768
1602946646994,2020-10-17T10:57:26.994,0.310,2.378,0.427,-2.073
1602946647004,2020-10-17T10:57:27.004,0.320,3.049,1.098,-2.317
1602946647014,2020-10-17T10:57:27.014,0.330,3.354,1.524,-2.561
1602946647024,2020-10-17T10:57:27.024,0.340,3.232,1.768,-2.744
1602946647034,2020-10-17T10:57:27.034,0.350,3.049,1.829,-2.988
1602946647044,2020-10-17T10:57:27.044,0.360,3.415,2.012,-2.988
1602946647054,2020-10-17T10:57:27.054,0.370,4.085,2.256,-2.622
1602946647064,2020-10-17T10:57:27.064,0.380,4.451,2.561,-2.256
1602946647074,2020-10-17T10:57:27.074,0.390,4.756,2.500,-2.073
1602946647084,2020-10-17T10:57:27.084,0.400,4.695,2.317,-2.195
1602946647094,2020-10-17T10:57:27.094,0.410,4.268,1.951,-2.256
1602946647104,2020-10-17T10:57:27.104,0.420,3.598,1.280,-2.012
1602946647114,2020-10-17T10:57:27.114,0.430,2.744,0.549,-1.768
1602946647124,2020-10-17T10:57:27.124,0.440,1.707,-0.061,-1.463
1602946647134,2020-10-17T10:57:27.134,0.450,0.793,-0.732,-0.854
1602946647144,2020-10-17T10:57:27.144,0.460,-0.122,-1.280,0.183
