epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1602948568623,2020-10-17T11:29:28.623,0.000,99424.836
1602948568758,2020-10-17T11:29:28.758,0.135,99423.531
1602948568894,2020-10-17T11:29:28.894,0.271,99424.484
1602948569030,2020-10-17T11:29:29.030,0.407,99423.922
1602948569165,2020-10-17T11:29:29.165,0.542,99419.164
1602948569301,2020-10-17T11:29:29.301,0.678,99423.922
1602948569436,2020-10-17T11:29:29.436,0.813,99423.531
1602948569572,2020-10-17T11:29:29.572,0.949,99427.453
1602948569709,2020-10-17T11:29:29.709,1.086,99417.375
1602948569843,2020-10-17T11:29:29.843,1.220,99414.375
1602948569980,2020-10-17T11:29:29.980,1.357,99417.375
1602948570116,2020-10-17T11:29:30.116,1.493,99415.234
1602948570251,2020-10-17T11:29:30.251,1.628,99419.164
1602948570387,2020-10-17T11:29:30.387,1.764,99424.398
1602948570523,2020-10-17T11:29:30.523,1.900,99417.375
1602948570658,2020-10-17T11:29:30.658,2.035,99425.227
1602948570794,2020-10-17T11:29:30.794,2.171,99416.906
1602948570929,2020-10-17T11:29:30.929,2.306,99426.539
1602948571065,2020-10-17T11:29:31.065,2.442,99422.695
1602948571201,2020-10-17T11:29:31.201,2.578,99418.688
1602948571336,2020-10-17T11:29:31.336,2.713,99424.484
1602948571472,2020-10-17T11:29:31.472,2.849,99415.688
1602948571609,2020-10-17T11:29:31.609,2.986,99428.766
1602948571743,2020-10-17T11:29:31.743,3.120,99423.648
1602948571880,2020-10-17T11:29:31.880,3.257,99422.781
1602948572014,2020-10-17T11:29:32.014,3.391,99429.328
1602948572151,2020-10-17T11:29:32.151,3.528,99422.422
1602948572287,2020-10-17T11:29:32.287,3.664,99429.797
1602948572422,2020-10-17T11:29:32.422,3.799,99432.891
1602948572558,2020-10-17T11:29:32.558,3.935,99425.594
1602948572694,2020-10-17T11:29:32.694,4.071,99433.453
1602948572829,2020-10-17T11:29:32.829,4.206,99422.984
1602948572965,2020-10-17T11:29:32.965,4.342,99428.656
1602948573101,2020-10-17T11:29:33.101,4.478,99433.063
1602948573236,2020-10-17T11:29:33.236,4.613,99431.836
1602948573372,2020-10-17T11:29:33.372,4.749,99426.594
1602948573507,2020-10-17T11:29:33.507,4.884,99427.078
1602948573643,2020-10-17T11:29:33.643,5.020,99431.477
1602948573779,2020-10-17T11:29:33.779,5.156,99434.094
1602948573914,2020-10-17T11:29:33.914,5.291,99433.227
1602948574050,2020-10-17T11:29:34.050,5.427,99430.688
1602948574187,2020-10-17T11:29:34.187,5.564,99437.711
1602948574321,2020-10-17T11:29:34.321,5.698,99434.258
1602948574458,2020-10-17T11:29:34.458,5.835,99431.250
1602948574594,2020-10-17T11:29:34.594,5.971,99433.508
1602948574729,2020-10-17T11:29:34.729,6.106,99430.891
1602948574865,2020-10-17T11:29:34.865,6.242,99432.641
1602948575001,2020-10-17T11:29:35.001,6.378,99435.258
1602948575136,2020-10-17T11:29:35.136,6.513,99433.594
1602948575272,2020-10-17T11:29:35.272,6.649,99437.125
1602948575407,2020-10-17T11:29:35.407,6.784,99434.984
1602948575543,2020-10-17T11:29:35.543,6.920,99438.070
1602948575679,2020-10-17T11:29:35.679,7.056,99440.688
1602948575814,2020-10-17T11:29:35.814,7.191,99435.898
1602948575950,2020-10-17T11:29:35.950,7.327,99436.375
1602948576087,2020-10-17T11:29:36.087,7.464,99440.297
1602948576221,2020-10-17T11:29:36.221,7.598,99443.391
1602948576358,2020-10-17T11:29:36.358,7.735,99432.172
1602948576492,2020-10-17T11:29:36.492,7.869,99440.461
1602948576629,2020-10-17T11:29:36.629,8.006,99436.539
1602948576765,2020-10-17T11:29:36.765,8.142,99444.391
1602948576901,2020-10-17T11:29:36.901,8.278,99440.109
1602948577036,2020-10-17T11:29:37.036,8.413,99441.852
1602948577172,2020-10-17T11:29:37.172,8.549,99438.406
1602948577307,2020-10-17T11:29:37.307,8.684,99438.875
1602948577443,2020-10-17T11:29:37.443,8.820,99441.578
1602948577579,2020-10-17T11:29:37.579,8.956,99445.891
1602948577714,2020-10-17T11:29:37.714,9.091,99448.117
1602948577850,2020-10-17T11:29:37.850,9.227,99447.641
1602948577986,2020-10-17T11:29:37.986,9.363,99444.641
1602948578121,2020-10-17T11:29:38.121,9.498,99447.688
1602948578257,2020-10-17T11:29:38.257,9.634,99447.250
1602948578392,2020-10-17T11:29:38.392,9.769,99447.688
1602948578528,2020-10-17T11:29:38.528,9.905,99448.172
1602948578665,2020-10-17T11:29:38.665,10.042,99451.250
1602948578799,2020-10-17T11:29:38.799,10.176,99450.859
1602948578936,2020-10-17T11:29:38.936,10.313,99449.563
1602948579072,2020-10-17T11:29:39.072,10.449,99452.172
1602948579207,2020-10-17T11:29:39.207,10.584,99451.813
1602948579343,2020-10-17T11:29:39.343,10.720,99446.664
1602948579479,2020-10-17T11:29:39.479,10.856,99450.109
1602948579614,2020-10-17T11:29:39.614,10.991,99449.281
1602948579750,2020-10-17T11:29:39.750,11.127,99453.203
1602948579885,2020-10-17T11:29:39.885,11.262,99454.984
1602948580021,2020-10-17T11:29:40.021,11.398,99459.344
1602948580157,2020-10-17T11:29:40.157,11.534,99458.039
1602948580292,2020-10-17T11:29:40.292,11.669,99454.594
1602948580428,2020-10-17T11:29:40.428,11.805,99458.992
1602948580565,2020-10-17T11:29:40.565,11.942,99458.594
1602948580699,2020-10-17T11:29:40.699,12.076,99456.813
1602948580836,2020-10-17T11:29:40.836,12.213,99460.734
1602948580972,2020-10-17T11:29:40.972,12.349,99457.289
1602948581107,2020-10-17T11:29:41.107,12.484,99464.297
1602948581243,2020-10-17T11:29:41.243,12.620,99464.297
1602948581378,2020-10-17T11:29:41.378,12.755,99460.852
1602948581514,2020-10-17T11:29:41.514,12.891,99462.234
1602948581650,2020-10-17T11:29:41.650,13.027,99462.594
1602948581785,2020-10-17T11:29:41.785,13.162,99463.906
1602948581921,2020-10-17T11:29:41.921,13.298,99462.594
1602948582057,2020-10-17T11:29:42.057,13.434,99460.539
1602948582192,2020-10-17T11:29:42.192,13.569,99461.844
1602948582328,2020-10-17T11:29:42.328,13.705,99459.234
1602948582463,2020-10-17T11:29:42.463,13.840,99465.297
1602948582599,2020-10-17T11:29:42.599,13.976,99459.234
