epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1602946179312,2020-10-17T10:49:39.312,0.000,0.000060875,0.000053688,0.000038875
1602946179362,2020-10-17T10:49:39.362,0.050,0.000060187,0.000054437,0.000038500
1602946179412,2020-10-17T10:49:39.412,0.100,0.000059813,0.000053312,0.000038187
1602946179462,2020-10-17T10:49:39.462,0.150,0.000060187,0.000053312,0.000038938
1602946179512,2020-10-17T10:49:39.512,0.200,0.000059438,0.000053688,0.000038562
1602946179562,2020-10-17T10:49:39.562,0.250,0.000060500,0.000054437,0.000038938
1602946179612,2020-10-17T10:49:39.612,0.300,0.000060875,0.000054812,0.000039313
1602946179662,2020-10-17T10:49:39.662,0.350,0.000060187,0.000054812,0.000038562
1602946179712,2020-10-17T10:49:39.712,0.400,0.000060875,0.000054812,0.000038938
1602946179762,2020-10-17T10:49:39.762,0.450,0.000060187,0.000055187,0.000038562
1602946179812,2020-10-17T10:49:39.812,0.500,0.000061250,0.000054812,0.000039375
1602946179862,2020-10-17T10:49:39.862,0.550,0.000059813,0.000054812,0.000039313
1602946179912,2020-10-17T10:49:39.912,0.600,0.000059438,0.000054437,0.000038938
1602946179962,2020-10-17T10:49:39.962,0.650,0.000060187,0.000054812,0.000038938
1602946180012,2020-10-17T10:49:40.012,0.700,0.000061250,0.000054437,0.000039750
1602946180062,2020-10-17T10:49:40.062,0.750,0.000060875,0.000055500,0.000038562
1602946180112,2020-10-17T10:49:40.112,0.800,0.000060875,0.000054437,0.000038187
1602946180162,2020-10-17T10:49:40.162,0.850,0.000061625,0.000054437,0.000039000
1602946180212,2020-10-17T10:49:40.212,0.900,0.000061250,0.000055187,0.000038562
1602946180262,2020-10-17T10:49:40.262,0.950,0.000061250,0.000055187,0.000038187
1602946180312,2020-10-17T10:49:40.312,1.000,0.000061250,0.000053688,0.000039750
1602946180362,2020-10-17T10:49:40.362,1.050,0.000061250,0.000054063,0.000039000
1602946180412,2020-10-17T10:49:40.412,1.100,0.000061625,0.000054812,0.000039000
1602946180462,2020-10-17T10:49:40.462,1.150,0.000061250,0.000055187,0.000039000
1602946180512,2020-10-17T10:49:40.512,1.200,0.000060562,0.000054437,0.000038187
1602946180562,2020-10-17T10:49:40.562,1.250,0.000062000,0.000054812,0.000039000
1602946180612,2020-10-17T10:49:40.612,1.300,0.000060562,0.000054063,0.000039000
1602946180662,2020-10-17T10:49:40.662,1.350,0.000061625,0.000054063,0.000038625
1602946180712,2020-10-17T10:49:40.712,1.400,0.000060875,0.000053375,0.000039750
1602946180762,2020-10-17T10:49:40.762,1.450,0.000062750,0.000055187,0.000039000
1602946180812,2020-10-17T10:49:40.812,1.500,0.000060937,0.000054812,0.000038625
1602946180862,2020-10-17T10:49:40.862,1.550,0.000060562,0.000054063,0.000038187
1602946180912,2020-10-17T10:49:40.912,1.600,0.000061625,0.000054063,0.000039000
1602946180962,2020-10-17T10:49:40.962,1.650,0.000061250,0.000054437,0.000038625
1602946181012,2020-10-17T10:49:41.012,1.700,0.000062000,0.000054437,0.000038625
1602946181062,2020-10-17T10:49:41.062,1.750,0.000062375,0.000054812,0.000038625
1602946181112,2020-10-17T10:49:41.112,1.800,0.000062000,0.000054437,0.000039000
1602946181162,2020-10-17T10:49:41.162,1.850,0.000060187,0.000055187,0.000038250
1602946181212,2020-10-17T10:49:41.212,1.900,0.000060937,0.000054063,0.000038250
1602946181262,2020-10-17T10:49:41.262,1.950,0.000061625,0.000055187,0.000038250
1602946181312,2020-10-17T10:49:41.312,2.000,0.000061250,0.000054812,0.000039375
1602946181362,2020-10-17T10:49:41.362,2.050,0.000061250,0.000054812,0.000039375
1602946181412,2020-10-17T10:49:41.412,2.100,0.000061625,0.000055563,0.000038625
1602946181462,2020-10-17T10:49:41.462,2.150,0.000061250,0.000053688,0.000039375
1602946181512,2020-10-17T10:49:41.512,2.200,0.000060562,0.000054437,0.000037875
1602946181562,2020-10-17T10:49:41.562,2.250,0.000061625,0.000054437,0.000038625
1602946181612,2020-10-17T10:49:41.612,2.300,0.000062000,0.000054437,0.000038250
1602946181662,2020-10-17T10:49:41.662,2.350,0.000061250,0.000055187,0.000038250
1602946181712,2020-10-17T10:49:41.712,2.400,0.000061250,0.000054812,0.000039375
1602946181762,2020-10-17T10:49:41.762,2.450,0.000061250,0.000054812,0.000038625
1602946181812,2020-10-17T10:49:41.812,2.500,0.000061250,0.000055187,0.000039813
1602946181862,2020-10-17T10:49:41.862,2.550,0.000061625,0.000054437,0.000038250
1602946181912,2020-10-17T10:49:41.912,2.600,0.000061250,0.000053750,0.000039813
1602946181962,2020-10-17T10:49:41.962,2.650,0.000061250,0.000054812,0.000037875
1602946182012,2020-10-17T10:49:42.012,2.700,0.000060937,0.000055187,0.000039375
1602946182062,2020-10-17T10:49:42.062,2.750,0.000060562,0.000054063,0.000039813
1602946182112,2020-10-17T10:49:42.112,2.800,0.000061625,0.000055187,0.000038625
1602946182162,2020-10-17T10:49:42.162,2.850,0.000062000,0.000054812,0.000038625
1602946182212,2020-10-17T10:49:42.212,2.900,0.000061250,0.000053750,0.000037875
1602946182262,2020-10-17T10:49:42.262,2.950,0.000061250,0.000055187,0.000038625
1602946182312,2020-10-17T10:49:42.312,3.000,0.000060937,0.000054812,0.000037500
1602946182362,2020-10-17T10:49:42.362,3.050,0.000059813,0.000054063,0.000037500
1602946182412,2020-10-17T10:49:42.412,3.100,0.000060187,0.000054437,0.000037062
1602946182462,2020-10-17T10:49:42.462,3.150,0.000062375,0.000054812,0.000037062
1602946182512,2020-10-17T10:49:42.512,3.200,0.000061625,0.000054437,0.000037875
1602946182562,2020-10-17T10:49:42.562,3.250,0.000063438,0.000055563,0.000036313
1602946182612,2020-10-17T10:49:42.612,3.300,0.000063062,0.000054063,0.000037125
1602946182662,2020-10-17T10:49:42.662,3.350,0.000063812,0.000055187,0.000035938
1602946182712,2020-10-17T10:49:42.712,3.400,0.000062750,0.000055563,0.000036313
1602946182762,2020-10-17T10:49:42.762,3.450,0.000063062,0.000055563,0.000036750
1602946182812,2020-10-17T10:49:42.812,3.500,0.000063438,0.000054812,0.000035563
1602946182862,2020-10-17T10:49:42.862,3.550,0.000061625,0.000056250,0.000036313
1602946182912,2020-10-17T10:49:42.912,3.600,0.000062375,0.000054812,0.000035563
1602946182962,2020-10-17T10:49:42.962,3.650,0.000063812,0.000054812,0.000034812
1602946183012,2020-10-17T10:49:43.012,3.700,0.000062375,0.000055875,0.000036313
1602946183062,2020-10-17T10:49:43.062,3.750,0.000062000,0.000054812,0.000036750
1602946183112,2020-10-17T10:49:43.112,3.800,0.000062750,0.000055563,0.000036750
1602946183162,2020-10-17T10:49:43.162,3.850,0.000062750,0.000054812,0.000035938
1602946183212,2020-10-17T10:49:43.212,3.900,0.000063125,0.000055563,0.000035938
1602946183262,2020-10-17T10:49:43.262,3.950,0.000062375,0.000056625,0.000036313
1602946183312,2020-10-17T10:49:43.312,4.000,0.000062375,0.000055187,0.000035563
1602946183362,2020-10-17T10:49:43.362,4.050,0.000062750,0.000055563,0.000035938
1602946183412,2020-10-17T10:49:43.412,4.100,0.000064188,0.000055875,0.000036750
1602946183462,2020-10-17T10:49:43.462,4.150,0.000063438,0.000055563,0.000034812
1602946183512,2020-10-17T10:49:43.512,4.200,0.000063125,0.000055563,0.000037125
1602946183562,2020-10-17T10:49:43.562,4.250,0.000063125,0.000055187,0.000034812
1602946183612,2020-10-17T10:49:43.612,4.300,0.000063812,0.000055563,0.000037125
1602946183662,2020-10-17T10:49:43.662,4.350,0.000062750,0.000055187,0.000036313
1602946183712,2020-10-17T10:49:43.712,4.400,0.000063125,0.000055187,0.000034812
1602946183762,2020-10-17T10:49:43.762,4.450,0.000064188,0.000054812,0.000036313
1602946183812,2020-10-17T10:49:43.812,4.500,0.000066375,0.000056625,0.000035563
1602946183862,2020-10-17T10:49:43.862,4.550,0.000065625,0.000055875,0.000035187
1602946183912,2020-10-17T10:49:43.912,4.600,0.000065625,0.000055563,0.000035938
1602946183962,2020-10-17T10:49:43.962,4.650,0.000066000,0.000055187,0.000036375
1602946184012,2020-10-17T10:49:44.012,4.700,0.000065250,0.000055875,0.000036375
1602946184062,2020-10-17T10:49:44.062,4.750,0.000066375,0.000056625,0.000036313
1602946184112,2020-10-17T10:49:44.112,4.800,0.000066000,0.000055875,0.000037500
1602946184162,2020-10-17T10:49:44.162,4.850,0.000066375,0.000055875,0.000035938
1602946184212,2020-10-17T10:49:44.212,4.900,0.000066375,0.000055875,0.000037125
1602946184262,2020-10-17T10:49:44.262,4.950,0.000066000,0.000055563,0.000036750
1602946184312,2020-10-17T10:49:44.312,5.000,0.000067063,0.000055187,0.000037125
1602946184362,2020-10-17T10:49:44.362,5.050,0.000065625,0.000055187,0.000038687
1602946184412,2020-10-17T10:49:44.412,5.100,0.000066000,0.000054812,0.000037875
1602946184462,2020-10-17T10:49:44.462,5.150,0.000065625,0.000056625,0.000037125
1602946184512,2020-10-17T10:49:44.512,5.200,0.000066375,0.000055875,0.000037875
1602946184562,2020-10-17T10:49:44.562,5.250,0.000065625,0.000056250,0.000038687
1602946184612,2020-10-17T10:49:44.612,5.300,0.000066750,0.000056250,0.000038313
1602946184662,2020-10-17T10:49:44.662,5.350,0.000065625,0.000056250,0.000037938
1602946184712,2020-10-17T10:49:44.712,5.400,0.000065250,0.000055563,0.000038687
1602946184762,2020-10-17T10:49:44.762,5.450,0.000065625,0.000055875,0.000037875
1602946184812,2020-10-17T10:49:44.812,5.500,0.000066000,0.000055875,0.000038313
1602946184862,2020-10-17T10:49:44.862,5.550,0.000067437,0.000056250,0.000039062
1602946184912,2020-10-17T10:49:44.912,5.600,0.000067437,0.000055875,0.000037938
1602946184962,2020-10-17T10:49:44.962,5.650,0.000067812,0.000056250,0.000038313
1602946185012,2020-10-17T10:49:45.012,5.700,0.000066750,0.000057000,0.000038313
1602946185062,2020-10-17T10:49:45.062,5.750,0.000067437,0.000055938,0.000037125
1602946185112,2020-10-17T10:49:45.112,5.800,0.000067437,0.000055938,0.000037938
1602946185162,2020-10-17T10:49:45.162,5.850,0.000067437,0.000056625,0.000037500
1602946185212,2020-10-17T10:49:45.212,5.900,0.000068875,0.000055875,0.000037875
1602946185262,2020-10-17T10:49:45.262,5.950,0.000067437,0.000055563,0.000037125
1602946185312,2020-10-17T10:49:45.312,6.000,0.000068562,0.000055875,0.000037500
1602946185362,2020-10-17T10:49:45.362,6.050,0.000066375,0.000056625,0.000037125
1602946185412,2020-10-17T10:49:45.412,6.100,0.000068875,0.000055563,0.000037500
1602946185462,2020-10-17T10:49:45.462,6.150,0.000068188,0.000055187,0.000037562
1602946185512,2020-10-17T10:49:45.512,6.200,0.000068188,0.000055938,0.000037500
1602946185562,2020-10-17T10:49:45.562,6.250,0.000067812,0.000056250,0.000037125
1602946185612,2020-10-17T10:49:45.612,6.300,0.000068562,0.000056250,0.000037562
1602946185662,2020-10-17T10:49:45.662,6.350,0.000067437,0.000055938,0.000037125
1602946185712,2020-10-17T10:49:45.712,6.400,0.000067812,0.000055938,0.000037938
1602946185762,2020-10-17T10:49:45.762,6.450,0.000067063,0.000055875,0.000037938
1602946185812,2020-10-17T10:49:45.812,6.500,0.000067437,0.000055938,0.000037125
1602946185862,2020-10-17T10:49:45.862,6.550,0.000067063,0.000055938,0.000036375
1602946185912,2020-10-17T10:49:45.912,6.600,0.000067125,0.000056250,0.000037500
1602946185962,2020-10-17T10:49:45.962,6.650,0.000067437,0.000056250,0.000036750
1602946186012,2020-10-17T10:49:46.012,6.700,0.000068188,0.000055938,0.000036375
1602946186062,2020-10-17T10:49:46.062,6.750,0.000067437,0.000056625,0.000036750
1602946186112,2020-10-17T10:49:46.112,6.800,0.000068562,0.000056250,0.000037938
1602946186162,2020-10-17T10:49:46.162,6.850,0.000067125,0.000055187,0.000037562
1602946186212,2020-10-17T10:49:46.212,6.900,0.000067437,0.000056250,0.000038687
1602946186262,2020-10-17T10:49:46.262,6.950,0.000066375,0.000055938,0.000038687
1602946186312,2020-10-17T10:49:46.312,7.000,0.000066375,0.000055563,0.000038313
1602946186362,2020-10-17T10:49:46.362,7.050,0.000066750,0.000055938,0.000037187
1602946186412,2020-10-17T10:49:46.412,7.100,0.000066000,0.000055938,0.000038313
1602946186462,2020-10-17T10:49:46.462,7.150,0.000066750,0.000055563,0.000037938
1602946186512,2020-10-17T10:49:46.512,7.200,0.000065625,0.000055938,0.000038687
1602946186562,2020-10-17T10:49:46.562,7.250,0.000067125,0.000055938,0.000037562
1602946186612,2020-10-17T10:49:46.612,7.300,0.000065625,0.000056250,0.000038687
1602946186662,2020-10-17T10:49:46.662,7.350,0.000065625,0.000055938,0.000039062
