epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627859571585,2021-08-01T19:12:51.585,0.000,1.646,1.402,0.854
1627859571595,2021-08-01T19:12:51.595,0.010,1.890,1.890,0.732
1627859571605,2021-08-01T19:12:51.605,0.020,2.073,1.585,0.549
1627859571615,2021-08-01T19:12:51.615,0.030,2.378,1.402,0.000
1627859571625,2021-08-01T19:12:51.625,0.040,2.378,1.280,-0.244
1627859571635,2021-08-01T19:12:51.635,0.050,2.012,1.159,-0.488
1627859571645,2021-08-01T19:12:51.645,0.060,1.463,1.098,-0.610
1627859571655,2021-08-01T19:12:51.655,0.070,0.671,1.037,-0.793
1627859571665,2021-08-01T19:12:51.665,0.080,0.183,0.915,-0.976
1627859571675,2021-08-01T19:12:51.675,0.090,0.183,0.915,-1.402
1627859571685,2021-08-01T19:12:51.685,0.100,0.244,0.732,-1.707
1627859571695,2021-08-01T19:12:51.695,0.110,0.183,0.671,-1.890
1627859571705,2021-08-01T19:12:51.705,0.120,0.183,0.732,-2.134
1627859571715,2021-08-01T19:12:51.715,0.130,0.366,0.732,-2.378
1627859571725,2021-08-01T19:12:51.725,0.140,0.427,0.854,-2.500
1627859571735,2021-08-01T19:12:51.735,0.150,0.305,1.098,-2.561
1627859571745,2021-08-01T19:12:51.745,0.160,0.122,1.463,-2.744
1627859571755,2021-08-01T19:12:51.755,0.170,-0.061,1.707,-2.988
1627859571765,2021-08-01T19:12:51.765,0.180,0.061,2.134,-3.415
1627859571775,2021-08-01T19:12:51.775,0.190,0.244,2.622,-3.963
1627859571785,2021-08-01T19:12:51.785,0.200,0.427,2.988,-4.512
1627859571795,2021-08-01T19:12:51.795,0.210,0.488,3.354,-5.061
1627859571805,2021-08-01T19:12:51.805,0.220,0.488,3.659,-5.305
1627859571815,2021-08-01T19:12:51.815,0.230,0.671,3.902,-5.183
1627859571825,2021-08-01T19:12:51.825,0.240,0.793,3.902,-4.695
1627859571835,2021-08-01T19:12:51.835,0.250,0.549,4.024,-3.902
1627859571845,2021-08-01T19:12:51.845,0.260,0.000,3.841,-2.927
1627859571855,2021-08-01T19:12:51.855,0.270,-0.488,3.537,-2.134
1627859571865,2021-08-01T19:12:51.865,0.280,-0.671,3.049,-1.524
1627859571875,2021-08-01T19:12:51.875,0.290,-0.793,2.683,-1.037
1627859571885,2021-08-01T19:12:51.885,0.300,-0.854,2.439,-1.037
1627859571895,2021-08-01T19:12:51.895,0.310,-0.671,2.317,-1.037
1627859571905,2021-08-01T19:12:51.905,0.320,-0.610,2.378,-1.220
1627859571915,2021-08-01T19:12:51.915,0.330,-0.488,2.622,-1.463
1627859571925,2021-08-01T19:12:51.925,0.340,-0.244,2.866,-1.707
1627859571935,2021-08-01T19:12:51.935,0.350,-0.183,3.354,-1.890
1627859571945,2021-08-01T19:12:51.945,0.360,0.122,3.659,-2.195
1627859571955,2021-08-01T19:12:51.955,0.370,0.671,3.963,-2.500
1627859571965,2021-08-01T19:12:51.965,0.380,0.793,4.390,-2.805
1627859571975,2021-08-01T19:12:51.975,0.390,0.732,5.000,-2.805
1627859571985,2021-08-01T19:12:51.985,0.400,0.366,5.732,-2.988
1627859571995,2021-08-01T19:12:51.995,0.410,-0.244,6.463,-3.171
1627859572005,2021-08-01T19:12:52.005,0.420,-0.915,7.439,-3.171
1627859572015,2021-08-01T19:12:52.015,0.430,-1.768,8.354,-3.354
1627859572025,2021-08-01T19:12:52.025,0.440,-2.378,9.268,-3.659
1627859572035,2021-08-01T19:12:52.035,0.450,-2.317,9.878,-4.085
1627859572045,2021-08-01T19:12:52.045,0.460,-2.256,10.732,-4.695
1627859572055,2021-08-01T19:12:52.055,0.470,-2.439,11.646,-5.183
1627859572065,2021-08-01T19:12:52.065,0.480,-2.622,12.378,-5.427
1627859572075,2021-08-01T19:12:52.075,0.490,-2.988,13.232,-5.732
1627859572085,2021-08-01T19:12:52.085,0.500,-3.720,14.146,-5.854
1627859572095,2021-08-01T19:12:52.095,0.510,-4.268,15.061,-5.793
1627859572105,2021-08-01T19:12:52.105,0.520,-4.329,15.793,-5.854
1627859572115,2021-08-01T19:12:52.115,0.530,-4.207,16.524,-5.854
1627859572125,2021-08-01T19:12:52.125,0.540,-4.207,16.890,-5.732
1627859572135,2021-08-01T19:12:52.135,0.550,-4.268,16.707,-5.488
1627859572145,2021-08-01T19:12:52.145,0.560,-4.390,16.402,-5.000
1627859572155,2021-08-01T19:12:52.155,0.570,-4.329,16.037,-4.573
1627859572165,2021-08-01T19:12:52.165,0.580,-3.841,15.549,-4.451
1627859572175,2021-08-01T19:12:52.175,0.590,-3.110,15.000,-4.268
1627859572185,2021-08-01T19:12:52.185,0.600,-2.805,14.695,-4.146
1627859572195,2021-08-01T19:12:52.195,0.610,-3.232,14.512,-3.963
1627859572205,2021-08-01T19:12:52.205,0.620,-3.354,14.390,-3.720
1627859572215,2021-08-01T19:12:52.215,0.630,-3.476,14.512,-3.841
1627859572225,2021-08-01T19:12:52.225,0.640,-3.293,14.634,-3.963
1627859572235,2021-08-01T19:12:52.235,0.650,-3.171,14.695,-3.963
1627859572245,2021-08-01T19:12:52.245,0.660,-3.049,14.817,-3.841
1627859572255,2021-08-01T19:12:52.255,0.670,-2.622,14.756,-3.780
1627859572265,2021-08-01T19:12:52.265,0.680,-2.317,14.451,-3.659
1627859572275,2021-08-01T19:12:52.275,0.690,-2.134,14.268,-3.415
1627859572285,2021-08-01T19:12:52.285,0.700,-1.951,13.963,-3.171
1627859572295,2021-08-01T19:12:52.295,0.710,-2.439,13.659,-2.500
1627859572305,2021-08-01T19:12:52.305,0.720,-2.683,13.476,-1.829
1627859572315,2021-08-01T19:12:52.315,0.730,-2.683,12.927,-1.159
1627859572325,2021-08-01T19:12:52.325,0.740,-2.378,12.622,-0.671
1627859572335,2021-08-01T19:12:52.335,0.750,-1.890,12.500,-0.244
1627859572345,2021-08-01T19:12:52.345,0.760,-1.524,12.439,-0.122
1627859572355,2021-08-01T19:12:52.355,0.770,-1.220,12.439,-0.061
1627859572365,2021-08-01T19:12:52.365,0.780,-1.098,12.439,-0.488
1627859572375,2021-08-01T19:12:52.375,0.790,-0.854,12.561,-0.915
1627859572385,2021-08-01T19:12:52.385,0.800,-0.732,12.927,-1.463
1627859572395,2021-08-01T19:12:52.395,0.810,-0.732,13.415,-2.073
1627859572405,2021-08-01T19:12:52.405,0.820,-0.976,14.207,-2.622
1627859572415,2021-08-01T19:12:52.415,0.830,-1.341,15.000,-3.354
1627859572425,2021-08-01T19:12:52.425,0.840,-1.768,15.915,-4.268
1627859572435,2021-08-01T19:12:52.435,0.850,-2.378,16.951,-5.366
1627859572445,2021-08-01T19:12:52.445,0.860,-3.049,18.415,-6.951
1627859572455,2021-08-01T19:12:52.455,0.870,-4.268,20.183,-8.720
1627859572465,2021-08-01T19:12:52.465,0.880,-6.098,22.134,-10.427
1627859572475,2021-08-01T19:12:52.475,0.890,-8.232,24.329,-12.134
1627859572485,2021-08-01T19:12:52.485,0.900,-10.000,26.524,-14.268
1627859572495,2021-08-01T19:12:52.495,0.910,-10.549,28.537,-16.768
1627859572505,2021-08-01T19:12:52.505,0.920,-10.122,30.793,-19.634
1627859572515,2021-08-01T19:12:52.515,0.930,-9.756,33.293,-22.500
1627859572525,2021-08-01T19:12:52.525,0.940,-10.366,36.037,-24.634
1627859572535,2021-08-01T19:12:52.535,0.950,-11.951,38.659,-25.854
1627859572545,2021-08-01T19:12:52.545,0.960,-13.841,40.976,-26.646
1627859572555,2021-08-01T19:12:52.555,0.970,-14.573,42.805,-27.378
1627859572565,2021-08-01T19:12:52.565,0.980,-14.024,43.841,-28.354
1627859572575,2021-08-01T19:12:52.575,0.990,-12.744,43.963,-29.451
1627859572585,2021-08-01T19:12:52.585,1.000,-11.646,43.354,-30.488
1627859572595,2021-08-01T19:12:52.595,1.010,-11.037,42.256,-31.524
1627859572605,2021-08-01T19:12:52.605,1.020,-11.159,41.220,-32.805
1627859572615,2021-08-01T19:12:52.615,1.030,-11.220,40.183,-34.207
1627859572625,2021-08-01T19:12:52.625,1.040,-10.732,39.085,-35.793
1627859572635,2021-08-01T19:12:52.635,1.050,-10.000,38.110,-37.256
1627859572645,2021-08-01T19:12:52.645,1.060,-9.390,37.439,-38.598
1627859572655,2021-08-01T19:12:52.655,1.070,-9.329,37.012,-39.573
1627859572665,2021-08-01T19:12:52.665,1.080,-9.634,36.646,-40.244
1627859572675,2021-08-01T19:12:52.675,1.090,-9.939,36.463,-40.732
1627859572685,2021-08-01T19:12:52.685,1.100,-10.366,36.524,-41.159
1627859572695,2021-08-01T19:12:52.695,1.110,-11.098,36.463,-41.524
1627859572705,2021-08-01T19:12:52.705,1.120,-11.890,36.098,-41.524
1627859572715,2021-08-01T19:12:52.715,1.130,-12.256,35.305,-41.220
1627859572725,2021-08-01T19:12:52.725,1.140,-12.561,34.329,-40.793
1627859572735,2021-08-01T19:12:52.735,1.150,-13.780,33.232,-40.366
1627859572745,2021-08-01T19:12:52.745,1.160,-15.244,31.951,-39.878
1627859572755,2021-08-01T19:12:52.755,1.170,-16.220,30.549,-38.963
1627859572765,2021-08-01T19:12:52.765,1.180,-16.646,28.963,-37.378
1627859572775,2021-08-01T19:12:52.775,1.190,-16.402,27.500,-35.183
1627859572785,2021-08-01T19:12:52.785,1.200,-15.732,26.280,-32.622
1627859572795,2021-08-01T19:12:52.795,1.210,-15.244,25.488,-29.939
1627859572805,2021-08-01T19:12:52.805,1.220,-15.427,25.122,-27.622
1627859572815,2021-08-01T19:12:52.815,1.230,-16.585,25.000,-25.854
1627859572825,2021-08-01T19:12:52.825,1.240,-18.537,24.878,-24.634
1627859572835,2021-08-01T19:12:52.835,1.250,-20.854,24.634,-23.476
1627859572845,2021-08-01T19:12:52.845,1.260,-22.866,24.146,-22.744
1627859572855,2021-08-01T19:12:52.855,1.270,-23.902,23.110,-22.561
1627859572865,2021-08-01T19:12:52.865,1.280,-24.085,21.829,-22.927
1627859572875,2021-08-01T19:12:52.875,1.290,-23.902,20.793,-23.841
1627859572885,2021-08-01T19:12:52.885,1.300,-24.573,20.061,-25.183
1627859572895,2021-08-01T19:12:52.895,1.310,-26.768,19.634,-26.524
1627859572905,2021-08-01T19:12:52.905,1.320,-30.122,19.390,-27.561
1627859572915,2021-08-01T19:12:52.915,1.330,-32.805,19.634,-28.232
1627859572925,2021-08-01T19:12:52.925,1.340,-33.598,19.878,-29.268
1627859572935,2021-08-01T19:12:52.935,1.350,-32.561,20.000,-30.671
1627859572945,2021-08-01T19:12:52.945,1.360,-30.549,20.122,-31.890
1627859572955,2021-08-01T19:12:52.955,1.370,-29.146,20.122,-32.683
1627859572965,2021-08-01T19:12:52.965,1.380,-28.476,20.244,-32.988
1627859572975,2021-08-01T19:12:52.975,1.390,-28.354,20.427,-32.805
1627859572985,2021-08-01T19:12:52.985,1.400,-27.561,20.427,-32.561
1627859572995,2021-08-01T19:12:52.995,1.410,-25.549,20.366,-32.317
1627859573005,2021-08-01T19:12:53.005,1.420,-22.988,20.061,-31.890
1627859573015,2021-08-01T19:12:53.015,1.430,-20.549,19.634,-31.280
1627859573025,2021-08-01T19:12:53.025,1.440,-18.780,19.390,-30.244
1627859573035,2021-08-01T19:12:53.035,1.450,-17.378,19.146,-29.207
1627859573045,2021-08-01T19:12:53.045,1.460,-16.341,19.085,-28.171
1627859573055,2021-08-01T19:12:53.055,1.470,-15.549,19.024,-27.561
1627859573065,2021-08-01T19:12:53.065,1.480,-15.183,19.268,-26.951
1627859573075,2021-08-01T19:12:53.075,1.490,-15.488,19.512,-26.402
1627859573085,2021-08-01T19:12:53.085,1.500,-15.427,19.939,-26.402
1627859573095,2021-08-01T19:12:53.095,1.510,-14.878,20.061,-26.768
1627859573105,2021-08-01T19:12:53.105,1.520,-14.512,19.756,-27.744
1627859573115,2021-08-01T19:12:53.115,1.530,-13.963,19.512,-29.024
1627859573125,2021-08-01T19:12:53.125,1.540,-13.902,19.268,-30.000
1627859573135,2021-08-01T19:12:53.135,1.550,-13.720,18.841,-30.610
1627859573145,2021-08-01T19:12:53.145,1.560,-13.232,18.476,-31.037
1627859573155,2021-08-01T19:12:53.155,1.570,-12.561,17.988,-30.915
1627859573165,2021-08-01T19:12:53.165,1.580,-11.585,17.378,-30.305
1627859573175,2021-08-01T19:12:53.175,1.590,-11.159,17.134,-29.451
1627859573185,2021-08-01T19:12:53.185,1.600,-10.854,16.951,-28.293
1627859573195,2021-08-01T19:12:53.195,1.610,-10.854,16.951,-27.256
1627859573205,2021-08-01T19:12:53.205,1.620,-11.098,17.073,-26.341
1627859573215,2021-08-01T19:12:53.215,1.630,-11.402,17.561,-25.793
1627859573225,2021-08-01T19:12:53.225,1.640,-11.768,18.841,-25.854
1627859573235,2021-08-01T19:12:53.235,1.650,-12.744,20.732,-26.585
1627859573245,2021-08-01T19:12:53.245,1.660,-14.817,23.720,-27.744
