epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627858736820,2021-08-01T18:58:56.820,0.000,-0.422,0.653,-0.568
1627858736830,2021-08-01T18:58:56.830,0.010,-0.431,0.666,-0.582
1627858736840,2021-08-01T18:58:56.840,0.020,-0.432,0.663,-0.580
1627858736850,2021-08-01T18:58:56.850,0.030,-0.426,0.655,-0.573
1627858736860,2021-08-01T18:58:56.860,0.040,-0.423,0.653,-0.569
1627858736870,2021-08-01T18:58:56.870,0.050,-0.425,0.653,-0.572
1627858736880,2021-08-01T18:58:56.880,0.060,-0.428,0.661,-0.579
1627858736890,2021-08-01T18:58:56.890,0.070,-0.429,0.666,-0.584
1627858736900,2021-08-01T18:58:56.900,0.080,-0.427,0.666,-0.581
1627858736910,2021-08-01T18:58:56.910,0.090,-0.429,0.661,-0.579
1627858736920,2021-08-01T18:58:56.920,0.100,-0.430,0.660,-0.573
1627858736930,2021-08-01T18:58:56.930,0.110,-0.435,0.660,-0.571
1627858736940,2021-08-01T18:58:56.940,0.120,-0.431,0.663,-0.574
1627858736950,2021-08-01T18:58:56.950,0.130,-0.429,0.664,-0.575
1627858736960,2021-08-01T18:58:56.960,0.140,-0.430,0.663,-0.571
1627858736970,2021-08-01T18:58:56.970,0.150,-0.432,0.660,-0.572
1627858736980,2021-08-01T18:58:56.980,0.160,-0.432,0.659,-0.570
1627858736990,2021-08-01T18:58:56.990,0.170,-0.431,0.657,-0.570
1627858737000,2021-08-01T18:58:57.000,0.180,-0.425,0.658,-0.571
1627858737010,2021-08-01T18:58:57.010,0.190,-0.424,0.666,-0.574
1627858737020,2021-08-01T18:58:57.020,0.200,-0.425,0.667,-0.578
1627858737030,2021-08-01T18:58:57.030,0.210,-0.426,0.662,-0.578
1627858737040,2021-08-01T18:58:57.040,0.220,-0.427,0.657,-0.577
1627858737050,2021-08-01T18:58:57.050,0.230,-0.429,0.654,-0.575
1627858737060,2021-08-01T18:58:57.060,0.240,-0.429,0.656,-0.574
1627858737070,2021-08-01T18:58:57.070,0.250,-0.429,0.658,-0.578
1627858737080,2021-08-01T18:58:57.080,0.260,-0.429,0.658,-0.578
1627858737090,2021-08-01T18:58:57.090,0.270,-0.425,0.659,-0.577
1627858737100,2021-08-01T18:58:57.100,0.280,-0.424,0.660,-0.579
1627858737110,2021-08-01T18:58:57.110,0.290,-0.425,0.663,-0.578
1627858737120,2021-08-01T18:58:57.120,0.300,-0.430,0.666,-0.580
1627858737130,2021-08-01T18:58:57.130,0.310,-0.437,0.659,-0.577
1627858737140,2021-08-01T18:58:57.140,0.320,-0.439,0.655,-0.574
1627858737150,2021-08-01T18:58:57.150,0.330,-0.438,0.657,-0.573
1627858737160,2021-08-01T18:58:57.160,0.340,-0.440,0.659,-0.571
1627858737170,2021-08-01T18:58:57.170,0.350,-0.439,0.654,-0.572
1627858737180,2021-08-01T18:58:57.180,0.360,-0.438,0.653,-0.572
1627858737190,2021-08-01T18:58:57.190,0.370,-0.431,0.654,-0.573
1627858737200,2021-08-01T18:58:57.200,0.380,-0.424,0.655,-0.575
1627858737210,2021-08-01T18:58:57.210,0.390,-0.419,0.660,-0.578
1627858737220,2021-08-01T18:58:57.220,0.400,-0.421,0.668,-0.584
1627858737230,2021-08-01T18:58:57.230,0.410,-0.432,0.659,-0.582
1627858737240,2021-08-01T18:58:57.240,0.420,-0.432,0.649,-0.576
1627858737250,2021-08-01T18:58:57.250,0.430,-0.431,0.652,-0.571
1627858737260,2021-08-01T18:58:57.260,0.440,-0.434,0.650,-0.572
1627858737270,2021-08-01T18:58:57.270,0.450,-0.438,0.651,-0.568
1627858737280,2021-08-01T18:58:57.280,0.460,-0.439,0.647,-0.562
1627858737290,2021-08-01T18:58:57.290,0.470,-0.446,0.646,-0.556
1627858737300,2021-08-01T18:58:57.300,0.480,-0.448,0.639,-0.555
1627858737310,2021-08-01T18:58:57.310,0.490,-0.436,0.648,-0.559
1627858737320,2021-08-01T18:58:57.320,0.500,-0.418,0.675,-0.574
1627858737330,2021-08-01T18:58:57.330,0.510,-0.413,0.692,-0.594
1627858737340,2021-08-01T18:58:57.340,0.520,-0.423,0.685,-0.614
1627858737350,2021-08-01T18:58:57.350,0.530,-0.430,0.670,-0.617
1627858737360,2021-08-01T18:58:57.360,0.540,-0.428,0.656,-0.602
1627858737370,2021-08-01T18:58:57.370,0.550,-0.435,0.623,-0.583
1627858737380,2021-08-01T18:58:57.380,0.560,-0.429,0.632,-0.566
1627858737390,2021-08-01T18:58:57.390,0.570,-0.436,0.641,-0.559
1627858737400,2021-08-01T18:58:57.400,0.580,-0.435,0.653,-0.561
1627858737410,2021-08-01T18:58:57.410,0.590,-0.431,0.676,-0.566
1627858737420,2021-08-01T18:58:57.420,0.600,-0.434,0.677,-0.577
1627858737430,2021-08-01T18:58:57.430,0.610,-0.433,0.673,-0.575
1627858737440,2021-08-01T18:58:57.440,0.620,-0.441,0.644,-0.564
1627858737450,2021-08-01T18:58:57.450,0.630,-0.442,0.627,-0.553
1627858737460,2021-08-01T18:58:57.460,0.640,-0.431,0.640,-0.556
1627858737470,2021-08-01T18:58:57.470,0.650,-0.430,0.651,-0.574
1627858737480,2021-08-01T18:58:57.480,0.660,-0.437,0.661,-0.583
1627858737490,2021-08-01T18:58:57.490,0.670,-0.437,0.663,-0.574
1627858737500,2021-08-01T18:58:57.500,0.680,-0.437,0.650,-0.564
1627858737510,2021-08-01T18:58:57.510,0.690,-0.427,0.656,-0.565
1627858737520,2021-08-01T18:58:57.520,0.700,-0.432,0.673,-0.580
1627858737530,2021-08-01T18:58:57.530,0.710,-0.433,0.685,-0.595
1627858737540,2021-08-01T18:58:57.540,0.720,-0.432,0.688,-0.602
1627858737550,2021-08-01T18:58:57.550,0.730,-0.436,0.677,-0.600
1627858737560,2021-08-01T18:58:57.560,0.740,-0.442,0.667,-0.594
1627858737570,2021-08-01T18:58:57.570,0.750,-0.455,0.654,-0.582
1627858737580,2021-08-01T18:58:57.580,0.760,-0.472,0.639,-0.563
1627858737590,2021-08-01T18:58:57.590,0.770,-0.462,0.638,-0.556
1627858737600,2021-08-01T18:58:57.600,0.780,-0.450,0.653,-0.556
1627858737610,2021-08-01T18:58:57.610,0.790,-0.450,0.657,-0.563
1627858737620,2021-08-01T18:58:57.620,0.800,-0.444,0.650,-0.555
1627858737630,2021-08-01T18:58:57.630,0.810,-0.427,0.643,-0.552
1627858737640,2021-08-01T18:58:57.640,0.820,-0.414,0.643,-0.553
1627858737650,2021-08-01T18:58:57.650,0.830,-0.407,0.653,-0.563
1627858737660,2021-08-01T18:58:57.660,0.840,-0.408,0.669,-0.576
1627858737670,2021-08-01T18:58:57.670,0.850,-0.419,0.674,-0.586
1627858737680,2021-08-01T18:58:57.680,0.860,-0.422,0.670,-0.590
1627858737690,2021-08-01T18:58:57.690,0.870,-0.428,0.664,-0.586
1627858737700,2021-08-01T18:58:57.700,0.880,-0.435,0.658,-0.583
1627858737710,2021-08-01T18:58:57.710,0.890,-0.441,0.656,-0.583
1627858737720,2021-08-01T18:58:57.720,0.900,-0.446,0.656,-0.583
1627858737730,2021-08-01T18:58:57.730,0.910,-0.447,0.656,-0.579
1627858737740,2021-08-01T18:58:57.740,0.920,-0.443,0.654,-0.572
1627858737750,2021-08-01T18:58:57.750,0.930,-0.439,0.655,-0.564
1627858737760,2021-08-01T18:58:57.760,0.940,-0.437,0.658,-0.563
1627858737770,2021-08-01T18:58:57.770,0.950,-0.435,0.661,-0.564
1627858737780,2021-08-01T18:58:57.780,0.960,-0.431,0.661,-0.560
1627858737790,2021-08-01T18:58:57.790,0.970,-0.436,0.664,-0.558
1627858737800,2021-08-01T18:58:57.800,0.980,-0.440,0.660,-0.556
1627858737810,2021-08-01T18:58:57.810,0.990,-0.441,0.662,-0.556
1627858737820,2021-08-01T18:58:57.820,1.000,-0.447,0.663,-0.557
1627858737830,2021-08-01T18:58:57.830,1.010,-0.450,0.662,-0.563
1627858737840,2021-08-01T18:58:57.840,1.020,-0.446,0.665,-0.566
1627858737850,2021-08-01T18:58:57.850,1.030,-0.443,0.663,-0.566
1627858737860,2021-08-01T18:58:57.860,1.040,-0.442,0.658,-0.564
1627858737870,2021-08-01T18:58:57.870,1.050,-0.439,0.657,-0.563
1627858737880,2021-08-01T18:58:57.880,1.060,-0.437,0.661,-0.565
1627858737890,2021-08-01T18:58:57.890,1.070,-0.433,0.661,-0.570
1627858737900,2021-08-01T18:58:57.900,1.080,-0.434,0.659,-0.570
1627858737910,2021-08-01T18:58:57.910,1.090,-0.438,0.660,-0.571
1627858737920,2021-08-01T18:58:57.920,1.100,-0.437,0.664,-0.569
1627858737930,2021-08-01T18:58:57.930,1.110,-0.435,0.665,-0.568
1627858737940,2021-08-01T18:58:57.940,1.120,-0.434,0.664,-0.571
1627858737950,2021-08-01T18:58:57.950,1.130,-0.434,0.665,-0.573
1627858737960,2021-08-01T18:58:57.960,1.140,-0.435,0.664,-0.569
1627858737970,2021-08-01T18:58:57.970,1.150,-0.436,0.660,-0.572
1627858737980,2021-08-01T18:58:57.980,1.160,-0.435,0.661,-0.572
1627858737990,2021-08-01T18:58:57.990,1.170,-0.432,0.664,-0.572
1627858738000,2021-08-01T18:58:58.000,1.180,-0.432,0.665,-0.570
1627858738010,2021-08-01T18:58:58.010,1.190,-0.435,0.664,-0.571
1627858738020,2021-08-01T18:58:58.020,1.200,-0.433,0.667,-0.570
1627858738030,2021-08-01T18:58:58.030,1.210,-0.430,0.667,-0.570
1627858738040,2021-08-01T18:58:58.040,1.220,-0.433,0.665,-0.570
1627858738050,2021-08-01T18:58:58.050,1.230,-0.436,0.656,-0.568
1627858738060,2021-08-01T18:58:58.060,1.240,-0.432,0.659,-0.564
1627858738070,2021-08-01T18:58:58.070,1.250,-0.429,0.660,-0.566
1627858738080,2021-08-01T18:58:58.080,1.260,-0.429,0.661,-0.570
1627858738090,2021-08-01T18:58:58.090,1.270,-0.433,0.661,-0.575
1627858738100,2021-08-01T18:58:58.100,1.280,-0.433,0.662,-0.570
1627858738110,2021-08-01T18:58:58.110,1.290,-0.432,0.666,-0.576
1627858738120,2021-08-01T18:58:58.120,1.300,-0.432,0.667,-0.578
1627858738130,2021-08-01T18:58:58.130,1.310,-0.438,0.666,-0.576
1627858738140,2021-08-01T18:58:58.140,1.320,-0.439,0.663,-0.576
1627858738150,2021-08-01T18:58:58.150,1.330,-0.434,0.665,-0.576
1627858738160,2021-08-01T18:58:58.160,1.340,-0.434,0.666,-0.572
1627858738170,2021-08-01T18:58:58.170,1.350,-0.430,0.664,-0.571
1627858738180,2021-08-01T18:58:58.180,1.360,-0.428,0.666,-0.567
1627858738190,2021-08-01T18:58:58.190,1.370,-0.425,0.660,-0.566
1627858738200,2021-08-01T18:58:58.200,1.380,-0.424,0.651,-0.567
1627858738210,2021-08-01T18:58:58.210,1.390,-0.425,0.654,-0.563
1627858738220,2021-08-01T18:58:58.220,1.400,-0.424,0.654,-0.563
1627858738230,2021-08-01T18:58:58.230,1.410,-0.422,0.655,-0.564
1627858738240,2021-08-01T18:58:58.240,1.420,-0.422,0.656,-0.566
1627858738250,2021-08-01T18:58:58.250,1.430,-0.419,0.658,-0.568
1627858738260,2021-08-01T18:58:58.260,1.440,-0.418,0.660,-0.572
1627858738270,2021-08-01T18:58:58.270,1.450,-0.423,0.665,-0.576
1627858738280,2021-08-01T18:58:58.280,1.460,-0.427,0.670,-0.579
