epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627857372423,2021-08-01T18:36:12.423,0.000,-1.463,2.378,-2.744
1627857372433,2021-08-01T18:36:12.433,0.010,-0.976,3.049,-3.232
1627857372443,2021-08-01T18:36:12.443,0.020,-1.768,2.805,-2.622
1627857372453,2021-08-01T18:36:12.453,0.030,-2.195,2.988,-2.134
1627857372463,2021-08-01T18:36:12.463,0.040,-2.134,3.293,-1.829
1627857372473,2021-08-01T18:36:12.473,0.050,-1.341,3.537,-1.829
1627857372483,2021-08-01T18:36:12.483,0.060,-0.183,3.598,-2.256
1627857372493,2021-08-01T18:36:12.493,0.070,0.671,3.354,-2.744
1627857372503,2021-08-01T18:36:12.503,0.080,0.671,3.049,-2.988
1627857372513,2021-08-01T18:36:12.513,0.090,0.122,2.622,-2.744
1627857372523,2021-08-01T18:36:12.523,0.100,-0.061,2.195,-2.317
1627857372533,2021-08-01T18:36:12.533,0.110,0.183,1.280,-1.585
1627857372543,2021-08-01T18:36:12.543,0.120,0.671,0.183,-0.732
1627857372553,2021-08-01T18:36:12.553,0.130,1.220,-1.098,0.366
1627857372563,2021-08-01T18:36:12.563,0.140,1.159,-2.866,2.195
1627857372573,2021-08-01T18:36:12.573,0.150,1.037,-5.000,4.573
1627857372583,2021-08-01T18:36:12.583,0.160,1.768,-7.683,7.256
1627857372593,2021-08-01T18:36:12.593,0.170,2.988,-11.159,10.122
1627857372603,2021-08-01T18:36:12.603,0.180,4.207,-15.488,13.110
1627857372613,2021-08-01T18:36:12.613,0.190,4.939,-20.305,16.220
1627857372623,2021-08-01T18:36:12.623,0.200,5.122,-25.488,19.390
1627857372633,2021-08-01T18:36:12.633,0.210,5.305,-30.610,22.378
1627857372643,2021-08-01T18:36:12.643,0.220,4.756,-35.122,25.000
1627857372653,2021-08-01T18:36:12.653,0.230,4.146,-39.085,26.646
1627857372663,2021-08-01T18:36:12.663,0.240,4.085,-42.439,27.866
1627857372673,2021-08-01T18:36:12.673,0.250,3.720,-44.756,28.659
1627857372683,2021-08-01T18:36:12.683,0.260,3.171,-46.280,28.659
1627857372693,2021-08-01T18:36:12.693,0.270,2.866,-47.073,28.171
1627857372703,2021-08-01T18:36:12.703,0.280,3.354,-47.073,27.195
1627857372713,2021-08-01T18:36:12.713,0.290,3.780,-46.037,26.037
1627857372723,2021-08-01T18:36:12.723,0.300,3.537,-44.390,25.000
1627857372733,2021-08-01T18:36:12.733,0.310,3.232,-42.378,23.902
1627857372743,2021-08-01T18:36:12.743,0.320,3.049,-39.939,22.622
1627857372753,2021-08-01T18:36:12.753,0.330,3.110,-37.012,20.854
1627857372763,2021-08-01T18:36:12.763,0.340,3.232,-33.841,19.085
1627857372773,2021-08-01T18:36:12.773,0.350,3.232,-30.244,17.195
1627857372783,2021-08-01T18:36:12.783,0.360,2.927,-26.341,15.305
1627857372793,2021-08-01T18:36:12.793,0.370,2.866,-22.256,13.537
1627857372803,2021-08-01T18:36:12.803,0.380,3.476,-18.354,11.707
1627857372813,2021-08-01T18:36:12.813,0.390,4.024,-14.573,10.000
1627857372823,2021-08-01T18:36:12.823,0.400,4.024,-10.976,8.598
