epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627859176877,2021-08-01T19:06:16.877,0.000,0.264,0.763,-0.456
1627859176887,2021-08-01T19:06:16.887,0.010,0.265,0.768,-0.461
1627859176897,2021-08-01T19:06:16.897,0.020,0.269,0.764,-0.457
1627859176907,2021-08-01T19:06:16.907,0.030,0.271,0.758,-0.457
1627859176917,2021-08-01T19:06:16.917,0.040,0.270,0.758,-0.456
1627859176927,2021-08-01T19:06:16.927,0.050,0.270,0.752,-0.455
1627859176937,2021-08-01T19:06:16.937,0.060,0.268,0.754,-0.456
1627859176947,2021-08-01T19:06:16.947,0.070,0.268,0.761,-0.460
1627859176957,2021-08-01T19:06:16.957,0.080,0.266,0.765,-0.463
1627859176967,2021-08-01T19:06:16.967,0.090,0.264,0.768,-0.458
1627859176977,2021-08-01T19:06:16.977,0.100,0.262,0.764,-0.457
1627859176987,2021-08-01T19:06:16.987,0.110,0.260,0.768,-0.460
1627859176997,2021-08-01T19:06:16.997,0.120,0.261,0.771,-0.457
1627859177007,2021-08-01T19:06:17.007,0.130,0.261,0.770,-0.459
1627859177017,2021-08-01T19:06:17.017,0.140,0.258,0.769,-0.457
1627859177027,2021-08-01T19:06:17.027,0.150,0.255,0.766,-0.455
1627859177037,2021-08-01T19:06:17.037,0.160,0.252,0.765,-0.455
1627859177047,2021-08-01T19:06:17.047,0.170,0.253,0.764,-0.451
1627859177057,2021-08-01T19:06:17.057,0.180,0.252,0.768,-0.448
1627859177067,2021-08-01T19:06:17.067,0.190,0.249,0.771,-0.452
1627859177077,2021-08-01T19:06:17.077,0.200,0.247,0.774,-0.453
1627859177087,2021-08-01T19:06:17.087,0.210,0.246,0.772,-0.454
1627859177097,2021-08-01T19:06:17.097,0.220,0.247,0.773,-0.452
1627859177107,2021-08-01T19:06:17.107,0.230,0.246,0.777,-0.456
1627859177117,2021-08-01T19:06:17.117,0.240,0.244,0.777,-0.456
1627859177127,2021-08-01T19:06:17.127,0.250,0.247,0.777,-0.457
1627859177137,2021-08-01T19:06:17.137,0.260,0.243,0.776,-0.458
1627859177147,2021-08-01T19:06:17.147,0.270,0.246,0.773,-0.455
1627859177157,2021-08-01T19:06:17.157,0.280,0.246,0.771,-0.456
1627859177167,2021-08-01T19:06:17.167,0.290,0.246,0.772,-0.456
1627859177177,2021-08-01T19:06:17.177,0.300,0.246,0.774,-0.454
1627859177187,2021-08-01T19:06:17.187,0.310,0.251,0.770,-0.450
1627859177197,2021-08-01T19:06:17.197,0.320,0.251,0.768,-0.451
1627859177207,2021-08-01T19:06:17.207,0.330,0.250,0.768,-0.449
1627859177217,2021-08-01T19:06:17.217,0.340,0.252,0.766,-0.453
1627859177227,2021-08-01T19:06:17.227,0.350,0.255,0.770,-0.454
1627859177237,2021-08-01T19:06:17.237,0.360,0.253,0.766,-0.450
1627859177247,2021-08-01T19:06:17.247,0.370,0.254,0.761,-0.446
1627859177257,2021-08-01T19:06:17.257,0.380,0.255,0.761,-0.443
1627859177267,2021-08-01T19:06:17.267,0.390,0.252,0.756,-0.446
1627859177277,2021-08-01T19:06:17.277,0.400,0.251,0.753,-0.442
1627859177287,2021-08-01T19:06:17.287,0.410,0.255,0.752,-0.438
1627859177297,2021-08-01T19:06:17.297,0.420,0.257,0.749,-0.439
1627859177307,2021-08-01T19:06:17.307,0.430,0.254,0.744,-0.435
1627859177317,2021-08-01T19:06:17.317,0.440,0.252,0.738,-0.431
1627859177327,2021-08-01T19:06:17.327,0.450,0.249,0.732,-0.430
1627859177337,2021-08-01T19:06:17.337,0.460,0.256,0.742,-0.434
1627859177347,2021-08-01T19:06:17.347,0.470,0.252,0.754,-0.441
1627859177357,2021-08-01T19:06:17.357,0.480,0.244,0.748,-0.445
1627859177367,2021-08-01T19:06:17.367,0.490,0.244,0.753,-0.446
1627859177377,2021-08-01T19:06:17.377,0.500,0.227,0.758,-0.458
1627859177387,2021-08-01T19:06:17.387,0.510,0.210,0.771,-0.473
1627859177397,2021-08-01T19:06:17.397,0.520,0.193,0.781,-0.486
1627859177407,2021-08-01T19:06:17.407,0.530,0.179,0.788,-0.496
1627859177417,2021-08-01T19:06:17.417,0.540,0.172,0.799,-0.500
1627859177427,2021-08-01T19:06:17.427,0.550,0.163,0.812,-0.504
1627859177437,2021-08-01T19:06:17.437,0.560,0.156,0.816,-0.509
1627859177447,2021-08-01T19:06:17.447,0.570,0.145,0.822,-0.512
1627859177457,2021-08-01T19:06:17.457,0.580,0.133,0.829,-0.513
1627859177467,2021-08-01T19:06:17.467,0.590,0.122,0.834,-0.516
