epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1627858087749,2021-08-01T18:48:07.749,0.000,97973.133
1627858087884,2021-08-01T18:48:07.884,0.135,97972.383
1627858088020,2021-08-01T18:48:08.020,0.271,97974.484
1627858088155,2021-08-01T18:48:08.155,0.406,97964.477
1627858088291,2021-08-01T18:48:08.291,0.542,97971.039
1627858088428,2021-08-01T18:48:08.428,0.679,97968.164
1627858088562,2021-08-01T18:48:08.562,0.813,97972.563
1627858088699,2021-08-01T18:48:08.699,0.950,97972.203
1627858088835,2021-08-01T18:48:08.835,1.086,97970.438
1627858088970,2021-08-01T18:48:08.970,1.221,97972.383
1627858089106,2021-08-01T18:48:09.106,1.357,97971.039
1627858089242,2021-08-01T18:48:09.242,1.493,97971.219
1627858089377,2021-08-01T18:48:09.377,1.628,97970.609
1627858089513,2021-08-01T18:48:09.513,1.764,97970.609
1627858089649,2021-08-01T18:48:09.649,1.900,97972.563
1627858089784,2021-08-01T18:48:09.784,2.035,97972.563
1627858089920,2021-08-01T18:48:09.920,2.171,97969.086
1627858090055,2021-08-01T18:48:10.055,2.306,97966.391
1627858090191,2021-08-01T18:48:10.191,2.442,97968.516
1627858090328,2021-08-01T18:48:10.328,2.579,97964.477
1627858090462,2021-08-01T18:48:10.462,2.713,97972.563
1627858090599,2021-08-01T18:48:10.599,2.850,97973.633
1627858090735,2021-08-01T18:48:10.735,2.986,97975.406
1627858090870,2021-08-01T18:48:10.870,3.121,97971.039
1627858091006,2021-08-01T18:48:11.006,3.257,97972.563
1627858091141,2021-08-01T18:48:11.141,3.392,97972.563
1627858091277,2021-08-01T18:48:11.277,3.528,97973.313
1627858091413,2021-08-01T18:48:11.413,3.664,97971.039
1627858091548,2021-08-01T18:48:11.548,3.799,97967.172
1627858091684,2021-08-01T18:48:11.684,3.935,97971.039
1627858091820,2021-08-01T18:48:11.820,4.071,97972.711
1627858091955,2021-08-01T18:48:11.955,4.206,97974.984
1627858092091,2021-08-01T18:48:12.091,4.342,97970.438
1627858092226,2021-08-01T18:48:12.226,4.477,97974.984
1627858092362,2021-08-01T18:48:12.362,4.613,97971.219
1627858092498,2021-08-01T18:48:12.498,4.749,97977.688
1627858092633,2021-08-01T18:48:12.633,4.884,97975.258
1627858092769,2021-08-01T18:48:12.769,5.020,97973.313
1627858092906,2021-08-01T18:48:12.906,5.157,97969.594
1627858093040,2021-08-01T18:48:13.040,5.291,97971.039
1627858093177,2021-08-01T18:48:13.177,5.428,97968.938
1627858093313,2021-08-01T18:48:13.313,5.564,97963.695
1627858093448,2021-08-01T18:48:13.448,5.699,97969.859
1627858093584,2021-08-01T18:48:13.584,5.835,97967.172
1627858093719,2021-08-01T18:48:13.719,5.970,97966.570
1627858093855,2021-08-01T18:48:13.855,6.106,97965.820
1627858093991,2021-08-01T18:48:13.991,6.242,97969.016
1627858094126,2021-08-01T18:48:14.126,6.377,97968.234
1627858094262,2021-08-01T18:48:14.262,6.513,97963.125
1627858094398,2021-08-01T18:48:14.398,6.649,97964.477
1627858094533,2021-08-01T18:48:14.533,6.784,97971.539
1627858094669,2021-08-01T18:48:14.669,6.920,97971.719
1627858094806,2021-08-01T18:48:14.806,7.057,97967.172
1627858094940,2021-08-01T18:48:14.940,7.191,97966.891
1627858095077,2021-08-01T18:48:15.077,7.328,97967.922
1627858095211,2021-08-01T18:48:15.211,7.462,97973.063
1627858095348,2021-08-01T18:48:15.348,7.599,97970.188
1627858095484,2021-08-01T18:48:15.484,7.735,97967.000
1627858095619,2021-08-01T18:48:15.619,7.870,97967.313
1627858095755,2021-08-01T18:48:15.755,8.006,97967.313
1627858095891,2021-08-01T18:48:15.891,8.142,97967.172
1627858096026,2021-08-01T18:48:16.026,8.277,97966.391
1627858096162,2021-08-01T18:48:16.162,8.413,97968.516
1627858096297,2021-08-01T18:48:16.297,8.548,97966.891
1627858096433,2021-08-01T18:48:16.433,8.684,97969.086
1627858096569,2021-08-01T18:48:16.569,8.820,97970.438
1627858096704,2021-08-01T18:48:16.704,8.955,97968.516
1627858096840,2021-08-01T18:48:16.840,9.091,97971.719
1627858096976,2021-08-01T18:48:16.976,9.227,97973.063
