epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627857095929,2021-08-01T18:31:35.929,0.000,0.168,0.836,-0.225
1627857095939,2021-08-01T18:31:35.939,0.010,0.186,0.841,-0.219
1627857095949,2021-08-01T18:31:35.949,0.020,0.200,0.836,-0.210
1627857095959,2021-08-01T18:31:35.959,0.030,0.214,0.834,-0.206
1627857095969,2021-08-01T18:31:35.969,0.040,0.224,0.838,-0.205
1627857095979,2021-08-01T18:31:35.979,0.050,0.227,0.846,-0.198
1627857095989,2021-08-01T18:31:35.989,0.060,0.231,0.849,-0.192
1627857095999,2021-08-01T18:31:35.999,0.070,0.233,0.851,-0.187
1627857096009,2021-08-01T18:31:36.009,0.080,0.237,0.848,-0.183
1627857096019,2021-08-01T18:31:36.019,0.090,0.240,0.851,-0.177
1627857096029,2021-08-01T18:31:36.029,0.100,0.243,0.855,-0.171
1627857096039,2021-08-01T18:31:36.039,0.110,0.246,0.858,-0.169
1627857096049,2021-08-01T18:31:36.049,0.120,0.254,0.868,-0.164
1627857096059,2021-08-01T18:31:36.059,0.130,0.256,0.874,-0.162
1627857096069,2021-08-01T18:31:36.069,0.140,0.257,0.871,-0.158
1627857096079,2021-08-01T18:31:36.079,0.150,0.257,0.865,-0.153
1627857096089,2021-08-01T18:31:36.089,0.160,0.258,0.861,-0.150
1627857096099,2021-08-01T18:31:36.099,0.170,0.260,0.869,-0.148
1627857096109,2021-08-01T18:31:36.109,0.180,0.258,0.873,-0.148
1627857096119,2021-08-01T18:31:36.119,0.190,0.252,0.875,-0.146
1627857096129,2021-08-01T18:31:36.129,0.200,0.260,0.875,-0.149
1627857096139,2021-08-01T18:31:36.139,0.210,0.263,0.882,-0.152
1627857096149,2021-08-01T18:31:36.149,0.220,0.266,0.888,-0.156
1627857096159,2021-08-01T18:31:36.159,0.230,0.271,0.888,-0.157
1627857096169,2021-08-01T18:31:36.169,0.240,0.277,0.889,-0.160
1627857096179,2021-08-01T18:31:36.179,0.250,0.279,0.889,-0.161
1627857096189,2021-08-01T18:31:36.189,0.260,0.281,0.892,-0.164
1627857096199,2021-08-01T18:31:36.199,0.270,0.280,0.894,-0.163
1627857096209,2021-08-01T18:31:36.209,0.280,0.280,0.896,-0.165
1627857096219,2021-08-01T18:31:36.219,0.290,0.276,0.892,-0.165
1627857096229,2021-08-01T18:31:36.229,0.300,0.276,0.889,-0.165
1627857096239,2021-08-01T18:31:36.239,0.310,0.275,0.890,-0.163
1627857096249,2021-08-01T18:31:36.249,0.320,0.274,0.894,-0.161
1627857096259,2021-08-01T18:31:36.259,0.330,0.273,0.892,-0.161
1627857096269,2021-08-01T18:31:36.269,0.340,0.268,0.889,-0.162
1627857096279,2021-08-01T18:31:36.279,0.350,0.267,0.886,-0.159
1627857096289,2021-08-01T18:31:36.289,0.360,0.260,0.886,-0.160
1627857096299,2021-08-01T18:31:36.299,0.370,0.261,0.886,-0.157
1627857096309,2021-08-01T18:31:36.309,0.380,0.261,0.891,-0.157
1627857096319,2021-08-01T18:31:36.319,0.390,0.259,0.897,-0.158
1627857096329,2021-08-01T18:31:36.329,0.400,0.253,0.901,-0.156
1627857096339,2021-08-01T18:31:36.339,0.410,0.247,0.897,-0.156
1627857096349,2021-08-01T18:31:36.349,0.420,0.244,0.896,-0.155
1627857096359,2021-08-01T18:31:36.359,0.430,0.239,0.899,-0.154
1627857096369,2021-08-01T18:31:36.369,0.440,0.233,0.900,-0.157
1627857096379,2021-08-01T18:31:36.379,0.450,0.226,0.897,-0.154
1627857096389,2021-08-01T18:31:36.389,0.460,0.225,0.897,-0.151
1627857096399,2021-08-01T18:31:36.399,0.470,0.220,0.897,-0.152
1627857096409,2021-08-01T18:31:36.409,0.480,0.214,0.897,-0.151
1627857096419,2021-08-01T18:31:36.419,0.490,0.210,0.894,-0.151
1627857096429,2021-08-01T18:31:36.429,0.500,0.206,0.890,-0.151
1627857096439,2021-08-01T18:31:36.439,0.510,0.206,0.885,-0.150
1627857096449,2021-08-01T18:31:36.449,0.520,0.202,0.881,-0.148
1627857096459,2021-08-01T18:31:36.459,0.530,0.200,0.884,-0.149
1627857096469,2021-08-01T18:31:36.469,0.540,0.195,0.886,-0.152
1627857096479,2021-08-01T18:31:36.479,0.550,0.191,0.883,-0.156
