epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627857095837,2021-08-01T18:31:35.837,0.000,-17.927,19.146,70.122
1627857095847,2021-08-01T18:31:35.847,0.010,-17.927,19.939,69.451
1627857095857,2021-08-01T18:31:35.857,0.020,-17.988,21.220,69.512
1627857095867,2021-08-01T18:31:35.867,0.030,-17.805,23.293,68.780
1627857095877,2021-08-01T18:31:35.877,0.040,-18.232,25.122,67.317
1627857095887,2021-08-01T18:31:35.887,0.050,-17.744,26.280,64.512
1627857095897,2021-08-01T18:31:35.897,0.060,-15.915,27.195,60.549
1627857095907,2021-08-01T18:31:35.907,0.070,-13.598,27.927,56.159
1627857095917,2021-08-01T18:31:35.917,0.080,-12.195,28.354,51.707
1627857095927,2021-08-01T18:31:35.927,0.090,-11.402,28.476,47.439
1627857095937,2021-08-01T18:31:35.937,0.100,-11.037,28.659,43.659
1627857095947,2021-08-01T18:31:35.947,0.110,-10.366,28.963,40.061
1627857095957,2021-08-01T18:31:35.957,0.120,-9.634,29.512,36.402
1627857095967,2021-08-01T18:31:35.967,0.130,-8.720,29.939,32.500
1627857095977,2021-08-01T18:31:35.977,0.140,-7.866,30.122,28.963
1627857095987,2021-08-01T18:31:35.987,0.150,-7.439,29.939,25.915
1627857095997,2021-08-01T18:31:35.997,0.160,-7.256,29.634,22.988
1627857096007,2021-08-01T18:31:36.007,0.170,-6.951,29.085,20.183
1627857096017,2021-08-01T18:31:36.017,0.180,-6.220,28.293,17.378
1627857096027,2021-08-01T18:31:36.027,0.190,-5.488,27.317,14.634
1627857096037,2021-08-01T18:31:36.037,0.200,-5.183,26.037,12.073
1627857096047,2021-08-01T18:31:36.047,0.210,-4.756,24.512,9.756
1627857096057,2021-08-01T18:31:36.057,0.220,-4.451,23.232,7.805
1627857096067,2021-08-01T18:31:36.067,0.230,-4.329,21.890,6.341
1627857096077,2021-08-01T18:31:36.077,0.240,-4.207,20.366,4.939
1627857096087,2021-08-01T18:31:36.087,0.250,-3.841,18.841,3.720
1627857096097,2021-08-01T18:31:36.097,0.260,-2.927,17.195,2.683
1627857096107,2021-08-01T18:31:36.107,0.270,-2.012,15.671,1.646
1627857096117,2021-08-01T18:31:36.117,0.280,-1.707,14.085,0.610
1627857096127,2021-08-01T18:31:36.127,0.290,-1.159,12.561,-0.366
1627857096137,2021-08-01T18:31:36.137,0.300,-0.549,11.341,-1.220
1627857096147,2021-08-01T18:31:36.147,0.310,-0.305,10.305,-1.951
1627857096157,2021-08-01T18:31:36.157,0.320,-0.549,9.634,-2.561
1627857096167,2021-08-01T18:31:36.167,0.330,-0.732,9.268,-3.049
1627857096177,2021-08-01T18:31:36.177,0.340,-0.610,9.329,-3.232
1627857096187,2021-08-01T18:31:36.187,0.350,-0.610,9.451,-3.354
1627857096197,2021-08-01T18:31:36.197,0.360,-0.427,9.878,-3.415
1627857096207,2021-08-01T18:31:36.207,0.370,-0.366,10.488,-3.354
1627857096217,2021-08-01T18:31:36.217,0.380,-0.549,10.976,-3.232
1627857096227,2021-08-01T18:31:36.227,0.390,-0.427,11.463,-3.110
1627857096237,2021-08-01T18:31:36.237,0.400,0.122,11.890,-3.110
1627857096247,2021-08-01T18:31:36.247,0.410,0.549,12.256,-3.110
1627857096257,2021-08-01T18:31:36.257,0.420,0.610,12.561,-3.049
1627857096267,2021-08-01T18:31:36.267,0.430,0.854,12.683,-3.049
1627857096277,2021-08-01T18:31:36.277,0.440,1.341,12.744,-3.110
1627857096287,2021-08-01T18:31:36.287,0.450,1.829,12.317,-3.354
1627857096297,2021-08-01T18:31:36.297,0.460,2.256,11.890,-3.902
1627857096307,2021-08-01T18:31:36.307,0.470,2.744,11.341,-4.329
1627857096317,2021-08-01T18:31:36.317,0.480,2.988,10.671,-4.573
1627857096327,2021-08-01T18:31:36.327,0.490,2.561,10.183,-4.634
1627857096337,2021-08-01T18:31:36.337,0.500,2.256,9.512,-4.695
1627857096347,2021-08-01T18:31:36.347,0.510,2.195,8.537,-4.695
1627857096357,2021-08-01T18:31:36.357,0.520,2.256,7.378,-4.695
