epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627858292174,2021-08-01T18:51:32.174,0.000,-0.549,-0.122,-0.549
1627858292184,2021-08-01T18:51:32.184,0.010,-0.366,0.244,-0.793
1627858292194,2021-08-01T18:51:32.194,0.020,-0.488,0.305,-0.732
1627858292204,2021-08-01T18:51:32.204,0.030,-0.427,0.244,-0.671
1627858292214,2021-08-01T18:51:32.214,0.040,-0.488,0.183,-0.732
1627858292224,2021-08-01T18:51:32.224,0.050,-0.488,0.244,-0.610
1627858292234,2021-08-01T18:51:32.234,0.060,-0.488,0.305,-0.549
1627858292244,2021-08-01T18:51:32.244,0.070,-0.366,0.305,-0.549
1627858292254,2021-08-01T18:51:32.254,0.080,-0.366,0.183,-0.671
1627858292264,2021-08-01T18:51:32.264,0.090,-0.549,0.244,-0.671
1627858292274,2021-08-01T18:51:32.274,0.100,-0.488,0.244,-0.610
1627858292284,2021-08-01T18:51:32.284,0.110,-0.427,0.183,-0.549
1627858292294,2021-08-01T18:51:32.294,0.120,-0.305,0.244,-0.549
1627858292304,2021-08-01T18:51:32.304,0.130,-0.366,0.244,-0.732
1627858292314,2021-08-01T18:51:32.314,0.140,-0.488,0.305,-0.610
1627858292324,2021-08-01T18:51:32.324,0.150,-0.366,0.183,-0.610
1627858292334,2021-08-01T18:51:32.334,0.160,-0.488,0.244,-0.671
1627858292344,2021-08-01T18:51:32.344,0.170,-0.488,0.305,-0.610
1627858292354,2021-08-01T18:51:32.354,0.180,-0.488,0.244,-0.610
1627858292364,2021-08-01T18:51:32.364,0.190,-0.488,0.244,-0.549
1627858292374,2021-08-01T18:51:32.374,0.200,-0.488,0.183,-0.549
1627858292384,2021-08-01T18:51:32.384,0.210,-0.427,0.305,-0.610
1627858292394,2021-08-01T18:51:32.394,0.220,-0.366,0.305,-0.610
1627858292404,2021-08-01T18:51:32.404,0.230,-0.488,0.305,-0.671
1627858292414,2021-08-01T18:51:32.414,0.240,-0.549,0.305,-0.610
1627858292424,2021-08-01T18:51:32.424,0.250,-0.427,0.183,-0.610
1627858292434,2021-08-01T18:51:32.434,0.260,-0.366,0.244,-0.671
1627858292444,2021-08-01T18:51:32.444,0.270,-0.427,0.244,-0.610
1627858292454,2021-08-01T18:51:32.454,0.280,-0.488,0.244,-0.549
1627858292464,2021-08-01T18:51:32.464,0.290,-0.488,0.305,-0.610
1627858292474,2021-08-01T18:51:32.474,0.300,-0.427,0.183,-0.732
1627858292484,2021-08-01T18:51:32.484,0.310,-0.366,0.244,-0.671
1627858292494,2021-08-01T18:51:32.494,0.320,-0.549,0.305,-0.610
1627858292504,2021-08-01T18:51:32.504,0.330,-0.488,0.244,-0.610
1627858292514,2021-08-01T18:51:32.514,0.340,-0.366,0.305,-0.671
1627858292524,2021-08-01T18:51:32.524,0.350,-0.488,0.244,-0.610
1627858292534,2021-08-01T18:51:32.534,0.360,-0.549,0.244,-0.549
1627858292544,2021-08-01T18:51:32.544,0.370,-0.427,0.244,-0.549
1627858292554,2021-08-01T18:51:32.554,0.380,-0.488,0.244,-0.610
1627858292564,2021-08-01T18:51:32.564,0.390,-0.488,0.244,-0.732
1627858292574,2021-08-01T18:51:32.574,0.400,-0.549,0.183,-0.610
1627858292584,2021-08-01T18:51:32.584,0.410,-0.488,0.305,-0.488
1627858292594,2021-08-01T18:51:32.594,0.420,-0.427,0.244,-0.488
1627858292604,2021-08-01T18:51:32.604,0.430,-0.549,0.183,-0.671
1627858292614,2021-08-01T18:51:32.614,0.440,-0.427,0.305,-0.671
1627858292624,2021-08-01T18:51:32.624,0.450,-0.427,0.305,-0.610
1627858292634,2021-08-01T18:51:32.634,0.460,-0.488,0.305,-0.549
1627858292644,2021-08-01T18:51:32.644,0.470,-0.488,0.305,-0.549
1627858292654,2021-08-01T18:51:32.654,0.480,-0.427,0.305,-0.732
1627858292664,2021-08-01T18:51:32.664,0.490,-0.427,0.305,-0.671
1627858292674,2021-08-01T18:51:32.674,0.500,-0.549,0.305,-0.610
1627858292684,2021-08-01T18:51:32.684,0.510,-0.488,0.305,-0.610
1627858292694,2021-08-01T18:51:32.694,0.520,-0.488,0.244,-0.671
1627858292704,2021-08-01T18:51:32.704,0.530,-0.549,0.244,-0.671
1627858292714,2021-08-01T18:51:32.714,0.540,-0.549,0.244,-0.549
1627858292724,2021-08-01T18:51:32.724,0.550,-0.488,0.244,-0.610
1627858292734,2021-08-01T18:51:32.734,0.560,-0.549,0.244,-0.671
1627858292744,2021-08-01T18:51:32.744,0.570,-0.549,0.183,-0.610
1627858292754,2021-08-01T18:51:32.754,0.580,-0.671,0.244,-0.610
1627858292764,2021-08-01T18:51:32.764,0.590,-0.549,0.244,-0.671
1627858292774,2021-08-01T18:51:32.774,0.600,-0.488,0.244,-0.671
1627858292784,2021-08-01T18:51:32.784,0.610,-0.549,0.244,-0.671
1627858292794,2021-08-01T18:51:32.794,0.620,-0.427,0.366,-0.732
1627858292804,2021-08-01T18:51:32.804,0.630,-0.366,0.244,-0.610
1627858292814,2021-08-01T18:51:32.814,0.640,-0.427,0.244,-0.610
1627858292824,2021-08-01T18:51:32.824,0.650,-0.427,0.305,-0.671
1627858292834,2021-08-01T18:51:32.834,0.660,-0.427,0.305,-0.732
1627858292844,2021-08-01T18:51:32.844,0.670,-0.488,0.244,-0.671
1627858292854,2021-08-01T18:51:32.854,0.680,-0.427,0.244,-0.610
1627858292864,2021-08-01T18:51:32.864,0.690,-0.488,0.244,-0.610
1627858292874,2021-08-01T18:51:32.874,0.700,-0.488,0.366,-0.610
1627858292884,2021-08-01T18:51:32.884,0.710,-0.549,0.366,-0.610
1627858292894,2021-08-01T18:51:32.894,0.720,-0.427,0.305,-0.671
1627858292904,2021-08-01T18:51:32.904,0.730,-0.366,0.244,-0.671
1627858292914,2021-08-01T18:51:32.914,0.740,-0.366,0.244,-0.671
1627858292924,2021-08-01T18:51:32.924,0.750,-0.366,0.305,-0.610
1627858292934,2021-08-01T18:51:32.934,0.760,-0.427,0.305,-0.671
1627858292944,2021-08-01T18:51:32.944,0.770,-0.427,0.244,-0.732
1627858292954,2021-08-01T18:51:32.954,0.780,-0.488,0.366,-0.671
1627858292964,2021-08-01T18:51:32.964,0.790,-0.427,0.244,-0.610
1627858292974,2021-08-01T18:51:32.974,0.800,-0.488,0.305,-0.610
1627858292984,2021-08-01T18:51:32.984,0.810,-0.488,0.244,-0.549
1627858292994,2021-08-01T18:51:32.994,0.820,-0.427,0.244,-0.549
1627858293004,2021-08-01T18:51:33.004,0.830,-0.427,0.244,-0.671
1627858293014,2021-08-01T18:51:33.014,0.840,-0.427,0.183,-0.671
1627858293024,2021-08-01T18:51:33.024,0.850,-0.488,0.366,-0.671
1627858293034,2021-08-01T18:51:33.034,0.860,-0.488,0.305,-0.610
1627858293044,2021-08-01T18:51:33.044,0.870,-0.427,0.183,-0.671
1627858293054,2021-08-01T18:51:33.054,0.880,-0.488,0.244,-0.671
1627858293064,2021-08-01T18:51:33.064,0.890,-0.488,0.244,-0.671
1627858293074,2021-08-01T18:51:33.074,0.900,-0.488,0.305,-0.610
1627858293084,2021-08-01T18:51:33.084,0.910,-0.488,0.244,-0.671
1627858293094,2021-08-01T18:51:33.094,0.920,-0.427,0.183,-0.732
1627858293104,2021-08-01T18:51:33.104,0.930,-0.427,0.305,-0.549
1627858293114,2021-08-01T18:51:33.114,0.940,-0.488,0.305,-0.610
1627858293124,2021-08-01T18:51:33.124,0.950,-0.610,0.305,-0.671
1627858293134,2021-08-01T18:51:33.134,0.960,-0.305,0.244,-0.671
1627858293144,2021-08-01T18:51:33.144,0.970,-0.366,0.244,-0.671
1627858293154,2021-08-01T18:51:33.154,0.980,-0.488,0.244,-0.671
1627858293164,2021-08-01T18:51:33.164,0.990,-0.427,0.244,-0.610
1627858293174,2021-08-01T18:51:33.174,1.000,-0.427,0.366,-0.671
1627858293184,2021-08-01T18:51:33.184,1.010,-0.427,0.366,-0.671
1627858293194,2021-08-01T18:51:33.194,1.020,-0.305,0.183,-0.610
1627858293204,2021-08-01T18:51:33.204,1.030,-0.488,0.244,-0.610
1627858293214,2021-08-01T18:51:33.214,1.040,-0.366,0.305,-0.610
1627858293224,2021-08-01T18:51:33.224,1.050,-0.427,0.244,-0.732
1627858293234,2021-08-01T18:51:33.234,1.060,-0.549,0.244,-0.671
