epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1627858736819,2021-08-01T18:58:56.819,0.000,-0.000083875,0.000053625,0.000063438
1627858736869,2021-08-01T18:58:56.869,0.050,-0.000083875,0.000054312,0.000062687
1627858736919,2021-08-01T18:58:56.919,0.100,-0.000083500,0.000054312,0.000064250
1627858736969,2021-08-01T18:58:56.969,0.150,-0.000082438,0.000055063,0.000063125
1627858737019,2021-08-01T18:58:57.019,0.200,-0.000083125,0.000041562,0.000063875
1627858737069,2021-08-01T18:58:57.069,0.250,-0.000084937,0.000054312,0.000062687
1627858737119,2021-08-01T18:58:57.119,0.300,-0.000083875,0.000052500,0.000062687
1627858737169,2021-08-01T18:58:57.169,0.350,-0.000084625,0.000054000,0.000063875
1627858737219,2021-08-01T18:58:57.219,0.400,-0.000083125,0.000053625,0.000061937
1627858737269,2021-08-01T18:58:57.269,0.450,-0.000083500,0.000052875,0.000063875
1627858737319,2021-08-01T18:58:57.319,0.500,-0.000084250,0.000053625,0.000062375
1627858737369,2021-08-01T18:58:57.369,0.550,-0.000083500,0.000041562,0.000064625
1627858737419,2021-08-01T18:58:57.419,0.600,-0.000083125,0.000052500,0.000063875
1627858737469,2021-08-01T18:58:57.469,0.650,-0.000083875,0.000053250,0.000061937
1627858737519,2021-08-01T18:58:57.519,0.700,-0.000083125,0.000054688,0.000064687
1627858737569,2021-08-01T18:58:57.569,0.750,-0.000083500,0.000054688,0.000063937
1627858737619,2021-08-01T18:58:57.619,0.800,-0.000083875,0.000054375,0.000063500
1627858737669,2021-08-01T18:58:57.669,0.850,-0.000083500,0.000054000,0.000063125
1627858737719,2021-08-01T18:58:57.719,0.900,-0.000084250,0.000037562,0.000064313
1627858737769,2021-08-01T18:58:57.769,0.950,-0.000085313,0.000053625,0.000062750
1627858737819,2021-08-01T18:58:57.819,1.000,-0.000085313,0.000051813,0.000063125
1627858737869,2021-08-01T18:58:57.869,1.050,-0.000083500,0.000054000,0.000063937
1627858737919,2021-08-01T18:58:57.919,1.100,-0.000084625,0.000054000,0.000061563
1627858737969,2021-08-01T18:58:57.969,1.150,-0.000083500,0.000054375,0.000064313
1627858738019,2021-08-01T18:58:58.019,1.200,-0.000083500,0.000051062,0.000063125
1627858738069,2021-08-01T18:58:58.069,1.250,-0.000085687,0.000044125,0.000064313
1627858738119,2021-08-01T18:58:58.119,1.300,-0.000083125,0.000053250,0.000063125
1627858738169,2021-08-01T18:58:58.169,1.350,-0.000083125,0.000054000,0.000062375
1627858738219,2021-08-01T18:58:58.219,1.400,-0.000082750,0.000054000,0.000063937
1627858738269,2021-08-01T18:58:58.269,1.450,-0.000083500,0.000054000,0.000063125
1627858738319,2021-08-01T18:58:58.319,1.500,-0.000083500,0.000054000,0.000064313
1627858738369,2021-08-01T18:58:58.369,1.550,-0.000084625,0.000054688,0.000062750
1627858738419,2021-08-01T18:58:58.419,1.600,-0.000085313,0.000045625,0.000062750
