epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627858292161,2021-08-01T18:51:32.161,0.000,0.018,-0.973,0.390
1627858292171,2021-08-01T18:51:32.171,0.010,0.017,-0.981,0.393
1627858292181,2021-08-01T18:51:32.181,0.020,0.018,-0.978,0.391
1627858292191,2021-08-01T18:51:32.191,0.030,0.017,-0.979,0.394
1627858292201,2021-08-01T18:51:32.201,0.040,0.018,-0.980,0.392
1627858292211,2021-08-01T18:51:32.211,0.050,0.019,-0.980,0.392
1627858292221,2021-08-01T18:51:32.221,0.060,0.019,-0.979,0.394
1627858292231,2021-08-01T18:51:32.231,0.070,0.017,-0.979,0.392
1627858292241,2021-08-01T18:51:32.241,0.080,0.017,-0.980,0.393
1627858292251,2021-08-01T18:51:32.251,0.090,0.019,-0.979,0.391
1627858292261,2021-08-01T18:51:32.261,0.100,0.019,-0.980,0.393
1627858292271,2021-08-01T18:51:32.271,0.110,0.018,-0.979,0.392
1627858292281,2021-08-01T18:51:32.281,0.120,0.016,-0.979,0.390
1627858292291,2021-08-01T18:51:32.291,0.130,0.017,-0.979,0.393
1627858292301,2021-08-01T18:51:32.301,0.140,0.017,-0.981,0.393
1627858292311,2021-08-01T18:51:32.311,0.150,0.018,-0.979,0.391
1627858292321,2021-08-01T18:51:32.321,0.160,0.019,-0.980,0.391
1627858292331,2021-08-01T18:51:32.331,0.170,0.018,-0.980,0.390
1627858292341,2021-08-01T18:51:32.341,0.180,0.016,-0.978,0.389
1627858292351,2021-08-01T18:51:32.351,0.190,0.018,-0.979,0.391
1627858292361,2021-08-01T18:51:32.361,0.200,0.017,-0.980,0.390
1627858292371,2021-08-01T18:51:32.371,0.210,0.018,-0.978,0.394
1627858292381,2021-08-01T18:51:32.381,0.220,0.018,-0.979,0.391
1627858292391,2021-08-01T18:51:32.391,0.230,0.016,-0.979,0.392
1627858292401,2021-08-01T18:51:32.401,0.240,0.016,-0.979,0.391
1627858292411,2021-08-01T18:51:32.411,0.250,0.016,-0.979,0.391
1627858292421,2021-08-01T18:51:32.421,0.260,0.018,-0.980,0.391
1627858292431,2021-08-01T18:51:32.431,0.270,0.018,-0.981,0.389
1627858292441,2021-08-01T18:51:32.441,0.280,0.017,-0.980,0.393
1627858292451,2021-08-01T18:51:32.451,0.290,0.018,-0.979,0.395
1627858292461,2021-08-01T18:51:32.461,0.300,0.016,-0.979,0.394
1627858292471,2021-08-01T18:51:32.471,0.310,0.019,-0.979,0.390
1627858292481,2021-08-01T18:51:32.481,0.320,0.017,-0.978,0.390
1627858292491,2021-08-01T18:51:32.491,0.330,0.017,-0.980,0.391
1627858292501,2021-08-01T18:51:32.501,0.340,0.018,-0.981,0.393
1627858292511,2021-08-01T18:51:32.511,0.350,0.018,-0.980,0.391
1627858292521,2021-08-01T18:51:32.521,0.360,0.018,-0.978,0.391
1627858292531,2021-08-01T18:51:32.531,0.370,0.017,-0.979,0.393
1627858292541,2021-08-01T18:51:32.541,0.380,0.017,-0.978,0.391
1627858292551,2021-08-01T18:51:32.551,0.390,0.017,-0.979,0.392
1627858292561,2021-08-01T18:51:32.561,0.400,0.018,-0.981,0.392
1627858292571,2021-08-01T18:51:32.571,0.410,0.018,-0.979,0.391
1627858292581,2021-08-01T18:51:32.581,0.420,0.018,-0.981,0.392
1627858292591,2021-08-01T18:51:32.591,0.430,0.018,-0.979,0.392
1627858292601,2021-08-01T18:51:32.601,0.440,0.019,-0.978,0.392
1627858292611,2021-08-01T18:51:32.611,0.450,0.017,-0.980,0.391
1627858292621,2021-08-01T18:51:32.621,0.460,0.017,-0.980,0.391
1627858292631,2021-08-01T18:51:32.631,0.470,0.017,-0.980,0.395
1627858292641,2021-08-01T18:51:32.641,0.480,0.017,-0.981,0.392
1627858292651,2021-08-01T18:51:32.651,0.490,0.016,-0.981,0.394
1627858292661,2021-08-01T18:51:32.661,0.500,0.015,-0.978,0.389
1627858292671,2021-08-01T18:51:32.671,0.510,0.017,-0.978,0.389
1627858292681,2021-08-01T18:51:32.681,0.520,0.018,-0.978,0.392
1627858292691,2021-08-01T18:51:32.691,0.530,0.017,-0.980,0.391
1627858292701,2021-08-01T18:51:32.701,0.540,0.017,-0.980,0.391
1627858292711,2021-08-01T18:51:32.711,0.550,0.017,-0.978,0.393
1627858292721,2021-08-01T18:51:32.721,0.560,0.016,-0.981,0.392
1627858292731,2021-08-01T18:51:32.731,0.570,0.017,-0.980,0.391
1627858292741,2021-08-01T18:51:32.741,0.580,0.014,-0.979,0.395
1627858292751,2021-08-01T18:51:32.751,0.590,0.015,-0.978,0.390
1627858292761,2021-08-01T18:51:32.761,0.600,0.018,-0.977,0.391
1627858292771,2021-08-01T18:51:32.771,0.610,0.018,-0.979,0.393
1627858292781,2021-08-01T18:51:32.781,0.620,0.016,-0.979,0.394
1627858292791,2021-08-01T18:51:32.791,0.630,0.016,-0.980,0.390
1627858292801,2021-08-01T18:51:32.801,0.640,0.017,-0.980,0.391
1627858292811,2021-08-01T18:51:32.811,0.650,0.017,-0.979,0.395
1627858292821,2021-08-01T18:51:32.821,0.660,0.015,-0.980,0.394
1627858292831,2021-08-01T18:51:32.831,0.670,0.018,-0.981,0.392
1627858292841,2021-08-01T18:51:32.841,0.680,0.018,-0.980,0.393
1627858292851,2021-08-01T18:51:32.851,0.690,0.018,-0.980,0.394
1627858292861,2021-08-01T18:51:32.861,0.700,0.018,-0.979,0.393
1627858292871,2021-08-01T18:51:32.871,0.710,0.019,-0.981,0.393
1627858292881,2021-08-01T18:51:32.881,0.720,0.020,-0.980,0.392
1627858292891,2021-08-01T18:51:32.891,0.730,0.018,-0.979,0.394
1627858292901,2021-08-01T18:51:32.901,0.740,0.019,-0.979,0.393
1627858292911,2021-08-01T18:51:32.911,0.750,0.018,-0.978,0.390
1627858292921,2021-08-01T18:51:32.921,0.760,0.019,-0.979,0.392
1627858292931,2021-08-01T18:51:32.931,0.770,0.018,-0.978,0.393
1627858292941,2021-08-01T18:51:32.941,0.780,0.016,-0.979,0.393
1627858292951,2021-08-01T18:51:32.951,0.790,0.018,-0.978,0.392
1627858292961,2021-08-01T18:51:32.961,0.800,0.018,-0.979,0.392
1627858292971,2021-08-01T18:51:32.971,0.810,0.017,-0.979,0.395
1627858292981,2021-08-01T18:51:32.981,0.820,0.019,-0.979,0.391
1627858292991,2021-08-01T18:51:32.991,0.830,0.018,-0.978,0.392
1627858293001,2021-08-01T18:51:33.001,0.840,0.017,-0.980,0.393
1627858293011,2021-08-01T18:51:33.011,0.850,0.018,-0.981,0.395
1627858293021,2021-08-01T18:51:33.021,0.860,0.019,-0.979,0.392
1627858293031,2021-08-01T18:51:33.031,0.870,0.017,-0.980,0.391
1627858293041,2021-08-01T18:51:33.041,0.880,0.019,-0.980,0.391
1627858293051,2021-08-01T18:51:33.051,0.890,0.018,-0.981,0.393
1627858293061,2021-08-01T18:51:33.061,0.900,0.019,-0.980,0.393
1627858293071,2021-08-01T18:51:33.071,0.910,0.018,-0.979,0.393
1627858293081,2021-08-01T18:51:33.081,0.920,0.018,-0.978,0.395
1627858293091,2021-08-01T18:51:33.091,0.930,0.016,-0.979,0.392
1627858293101,2021-08-01T18:51:33.101,0.940,0.016,-0.980,0.394
1627858293111,2021-08-01T18:51:33.111,0.950,0.018,-0.979,0.393
1627858293121,2021-08-01T18:51:33.121,0.960,0.018,-0.980,0.392
1627858293131,2021-08-01T18:51:33.131,0.970,0.017,-0.978,0.393
1627858293141,2021-08-01T18:51:33.141,0.980,0.014,-0.978,0.393
1627858293151,2021-08-01T18:51:33.151,0.990,0.016,-0.979,0.392
1627858293161,2021-08-01T18:51:33.161,1.000,0.018,-0.979,0.391
1627858293171,2021-08-01T18:51:33.171,1.010,0.019,-0.979,0.394
1627858293181,2021-08-01T18:51:33.181,1.020,0.016,-0.980,0.396
1627858293191,2021-08-01T18:51:33.191,1.030,0.017,-0.978,0.396
1627858293201,2021-08-01T18:51:33.201,1.040,0.017,-0.979,0.392
1627858293211,2021-08-01T18:51:33.211,1.050,0.017,-0.979,0.391
1627858293221,2021-08-01T18:51:33.221,1.060,0.017,-0.981,0.392
1627858293231,2021-08-01T18:51:33.231,1.070,0.020,-0.979,0.394
1627858293241,2021-08-01T18:51:33.241,1.080,0.018,-0.980,0.392
1627858293251,2021-08-01T18:51:33.251,1.090,0.017,-0.980,0.395
1627858293261,2021-08-01T18:51:33.261,1.100,0.018,-0.979,0.394
1627858293271,2021-08-01T18:51:33.271,1.110,0.019,-0.980,0.389
1627858293281,2021-08-01T18:51:33.281,1.120,0.017,-0.982,0.393
1627858293291,2021-08-01T18:51:33.291,1.130,0.018,-0.977,0.391
1627858293301,2021-08-01T18:51:33.301,1.140,0.019,-0.979,0.392
1627858293311,2021-08-01T18:51:33.311,1.150,0.019,-0.979,0.392
1627858293321,2021-08-01T18:51:33.321,1.160,0.018,-0.980,0.393
1627858293331,2021-08-01T18:51:33.331,1.170,0.018,-0.978,0.394
