epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1604764078527,2020-11-07T10:47:58.527,0.000,-0.000024312,-0.000084750,0.000014875
1604764078577,2020-11-07T10:47:58.577,0.050,-0.000024688,-0.000085812,0.000014500
1604764078627,2020-11-07T10:47:58.627,0.100,-0.000026813,-0.000085125,0.000014500
1604764078677,2020-11-07T10:47:58.677,0.150,-0.000024688,-0.000085438,0.000014125
1604764078727,2020-11-07T10:47:58.727,0.200,-0.000024688,-0.000084375,0.000014875
1604764078777,2020-11-07T10:47:58.777,0.250,-0.000027563,-0.000084000,0.000014500
1604764078827,2020-11-07T10:47:58.827,0.300,-0.000026500,-0.000084750,0.000015313
1604764078877,2020-11-07T10:47:58.877,0.350,-0.000024312,-0.000085812,0.000012625
1604764078927,2020-11-07T10:47:58.927,0.400,-0.000026813,-0.000084375,0.000014500
1604764078977,2020-11-07T10:47:58.977,0.450,-0.000026813,-0.000084375,0.000014125
1604764079027,2020-11-07T10:47:59.027,0.500,-0.000027187,-0.000084000,0.000014125
1604764079077,2020-11-07T10:47:59.077,0.550,-0.000025750,-0.000084000,0.000013375
1604764079127,2020-11-07T10:47:59.127,0.600,-0.000028625,-0.000082563,0.000013000
1604764079177,2020-11-07T10:47:59.177,0.650,-0.000030125,-0.000082563,0.000010688
1604764079227,2020-11-07T10:47:59.227,0.700,-0.000031563,-0.000080062,0.000009563
1604764079277,2020-11-07T10:47:59.277,0.750,-0.000033750,-0.000080062,0.000006875
1604764079327,2020-11-07T10:47:59.327,0.800,-0.000033375,-0.000079313,0.000006125
1604764079377,2020-11-07T10:47:59.377,0.850,-0.000036625,-0.000078563,0.000005312
1604764079427,2020-11-07T10:47:59.427,0.900,-0.000036625,-0.000076062,0.000003438
1604764079477,2020-11-07T10:47:59.477,0.950,-0.000037687,-0.000074625,0.000003438
1604764079527,2020-11-07T10:47:59.527,1.000,-0.000036625,-0.000073875,0.000001500
1604764079577,2020-11-07T10:47:59.577,1.050,-0.000038438,-0.000072437,0.000000375
1604764079627,2020-11-07T10:47:59.627,1.100,-0.000038062,-0.000071688,-0.000000750
1604764079677,2020-11-07T10:47:59.677,1.150,-0.000038813,-0.000070250,0.000000000
1604764079727,2020-11-07T10:47:59.727,1.200,-0.000038813,-0.000069500,-0.000001500
1604764079777,2020-11-07T10:47:59.777,1.250,-0.000038438,-0.000067750,-0.000003062
1604764079827,2020-11-07T10:47:59.827,1.300,-0.000039500,-0.000067375,-0.000002250
1604764079877,2020-11-07T10:47:59.877,1.350,-0.000039188,-0.000066250,-0.000003062
1604764079927,2020-11-07T10:47:59.927,1.400,-0.000039188,-0.000065875,-0.000004188
1604764079977,2020-11-07T10:47:59.977,1.450,-0.000038438,-0.000064438,-0.000005688
1604764080027,2020-11-07T10:48:00.027,1.500,-0.000038438,-0.000065562,-0.000006125
1604764080077,2020-11-07T10:48:00.077,1.550,-0.000037687,-0.000064125,-0.000006500
