epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1604764723030,2020-11-07T10:58:43.030,0.000,-0.000012688,-0.000092250,0.000017437
1604764723080,2020-11-07T10:58:43.080,0.050,-0.000013437,-0.000092625,0.000015188
1604764723130,2020-11-07T10:58:43.130,0.100,-0.000015250,-0.000093312,0.000015937
1604764723180,2020-11-07T10:58:43.180,0.150,-0.000015937,-0.000090813,0.000015937
1604764723230,2020-11-07T10:58:43.230,0.200,-0.000016313,-0.000090437,0.000015937
1604764723280,2020-11-07T10:58:43.280,0.250,-0.000018125,-0.000089000,0.000015937
1604764723330,2020-11-07T10:58:43.330,0.300,-0.000020313,-0.000088250,0.000017063
1604764723380,2020-11-07T10:58:43.380,0.350,-0.000020313,-0.000086812,0.000015563
1604764723430,2020-11-07T10:58:43.430,0.400,-0.000023562,-0.000086125,0.000015188
1604764723480,2020-11-07T10:58:43.480,0.450,-0.000023188,-0.000084313,0.000015563
1604764723530,2020-11-07T10:58:43.530,0.500,-0.000026813,-0.000081750,0.000014813
1604764723580,2020-11-07T10:58:43.580,0.550,-0.000026813,-0.000081062,0.000016313
1604764723630,2020-11-07T10:58:43.630,0.600,-0.000028625,-0.000078125,0.000015937
1604764723680,2020-11-07T10:58:43.680,0.650,-0.000028625,-0.000077438,0.000015937
1604764723730,2020-11-07T10:58:43.730,0.700,-0.000030062,-0.000076688,0.000017812
1604764723780,2020-11-07T10:58:43.780,0.750,-0.000029688,-0.000076688,0.000017063
1604764723830,2020-11-07T10:58:43.830,0.800,-0.000030438,-0.000077438,0.000017437
1604764723880,2020-11-07T10:58:43.880,0.850,-0.000030438,-0.000080688,0.000017063
1604764723930,2020-11-07T10:58:43.930,0.900,-0.000030813,-0.000081062,0.000014813
1604764723980,2020-11-07T10:58:43.980,0.950,-0.000031875,-0.000082125,0.000014437
1604764724030,2020-11-07T10:58:44.030,1.000,-0.000032250,-0.000084687,0.000013250
1604764724080,2020-11-07T10:58:44.080,1.050,-0.000029688,-0.000085375,0.000013625
1604764724130,2020-11-07T10:58:44.130,1.100,-0.000029375,-0.000088625,0.000014062
1604764724180,2020-11-07T10:58:44.180,1.150,-0.000027563,-0.000088625,0.000014813
1604764724230,2020-11-07T10:58:44.230,1.200,-0.000025375,-0.000088250,0.000015563
1604764724280,2020-11-07T10:58:44.280,1.250,-0.000025750,-0.000087562,0.000018188
1604764724330,2020-11-07T10:58:44.330,1.300,-0.000024625,-0.000086438,0.000019750
1604764724380,2020-11-07T10:58:44.380,1.350,-0.000025375,-0.000084687,0.000019750
1604764724430,2020-11-07T10:58:44.430,1.400,-0.000024625,-0.000085750,0.000020125
1604764724480,2020-11-07T10:58:44.480,1.450,-0.000023188,-0.000085375,0.000020875
1604764724530,2020-11-07T10:58:44.530,1.500,-0.000020687,-0.000087938,0.000022000
1604764724580,2020-11-07T10:58:44.580,1.550,-0.000018125,-0.000089750,0.000021250
1604764724630,2020-11-07T10:58:44.630,1.600,-0.000018125,-0.000092625,0.000021625
1604764724680,2020-11-07T10:58:44.680,1.650,-0.000017063,-0.000092250,0.000021625
1604764724730,2020-11-07T10:58:44.730,1.700,-0.000019188,-0.000093000,0.000020125
1604764724780,2020-11-07T10:58:44.780,1.750,-0.000019188,-0.000092625,0.000019750
1604764724830,2020-11-07T10:58:44.830,1.800,-0.000019188,-0.000093688,0.000020500
1604764724880,2020-11-07T10:58:44.880,1.850,-0.000017750,-0.000093000,0.000020875
1604764724930,2020-11-07T10:58:44.930,1.900,-0.000016313,-0.000092625,0.000020500
1604764724980,2020-11-07T10:58:44.980,1.950,-0.000016313,-0.000092625,0.000022000
1604764725030,2020-11-07T10:58:45.030,2.000,-0.000015937,-0.000092250,0.000021625
1604764725080,2020-11-07T10:58:45.080,2.050,-0.000016687,-0.000091188,0.000020125
1604764725130,2020-11-07T10:58:45.130,2.100,-0.000016313,-0.000090813,0.000021250
1604764725180,2020-11-07T10:58:45.180,2.150,-0.000016687,-0.000091188,0.000022375
1604764725230,2020-11-07T10:58:45.230,2.200,-0.000014125,-0.000090813,0.000021625
1604764725280,2020-11-07T10:58:45.280,2.250,-0.000013437,-0.000093375,0.000021625
1604764725330,2020-11-07T10:58:45.330,2.300,-0.000008687,-0.000093688,0.000022000
1604764725380,2020-11-07T10:58:45.380,2.350,-0.000008375,-0.000095500,0.000022000
1604764725430,2020-11-07T10:58:45.430,2.400,-0.000007625,-0.000095875,0.000022000
1604764725480,2020-11-07T10:58:45.480,2.450,-0.000007625,-0.000095500,0.000023500
1604764725530,2020-11-07T10:58:45.530,2.500,-0.000007250,-0.000097312,0.000022375
1604764725580,2020-11-07T10:58:45.580,2.550,-0.000006562,-0.000098062,0.000024312
1604764725630,2020-11-07T10:58:45.630,2.600,-0.000006187,-0.000097312,0.000024312
1604764725680,2020-11-07T10:58:45.680,2.650,-0.000005125,-0.000097688,0.000025062
1604764725730,2020-11-07T10:58:45.730,2.700,-0.000005438,-0.000097688,0.000025438
1604764725780,2020-11-07T10:58:45.780,2.750,-0.000006938,-0.000097688,0.000025813
1604764725830,2020-11-07T10:58:45.830,2.800,-0.000007250,-0.000096938,0.000026937
1604764725880,2020-11-07T10:58:45.880,2.850,-0.000008375,-0.000096625,0.000027687
1604764725930,2020-11-07T10:58:45.930,2.900,-0.000009438,-0.000097688,0.000027687
1604764725980,2020-11-07T10:58:45.980,2.950,-0.000007250,-0.000098438,0.000026563
1604764726030,2020-11-07T10:58:46.030,3.000,-0.000007250,-0.000099875,0.000025813
1604764726080,2020-11-07T10:58:46.080,3.050,-0.000005813,-0.000100563,0.000024688
1604764726130,2020-11-07T10:58:46.130,3.100,-0.000006562,-0.000101688,0.000024312
1604764726180,2020-11-07T10:58:46.180,3.150,-0.000008000,-0.000100563,0.000023938
1604764726230,2020-11-07T10:58:46.230,3.200,-0.000009438,-0.000100563,0.000023562
1604764726280,2020-11-07T10:58:46.280,3.250,-0.000008000,-0.000100937,0.000023125
