epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1603639352711,2020-10-25T11:22:32.711,0.000,-0.014,-0.940,0.365
1603639352721,2020-10-25T11:22:32.721,0.010,-0.015,-0.948,0.368
1603639352731,2020-10-25T11:22:32.731,0.020,-0.017,-0.947,0.368
1603639352741,2020-10-25T11:22:32.741,0.030,-0.015,-0.950,0.368
1603639352751,2020-10-25T11:22:32.751,0.040,-0.013,-0.955,0.373
1603639352761,2020-10-25T11:22:32.761,0.050,-0.016,-0.956,0.372
1603639352771,2020-10-25T11:22:32.771,0.060,-0.013,-0.955,0.371
1603639352781,2020-10-25T11:22:32.781,0.070,-0.014,-0.955,0.374
1603639352791,2020-10-25T11:22:32.791,0.080,-0.015,-0.952,0.373
1603639352801,2020-10-25T11:22:32.801,0.090,-0.015,-0.951,0.372
1603639352811,2020-10-25T11:22:32.811,0.100,-0.013,-0.953,0.373
1603639352821,2020-10-25T11:22:32.821,0.110,-0.016,-0.953,0.371
1603639352831,2020-10-25T11:22:32.831,0.120,-0.019,-0.954,0.373
1603639352841,2020-10-25T11:22:32.841,0.130,-0.018,-0.953,0.374
1603639352851,2020-10-25T11:22:32.851,0.140,-0.018,-0.953,0.375
1603639352861,2020-10-25T11:22:32.861,0.150,-0.020,-0.953,0.375
1603639352871,2020-10-25T11:22:32.871,0.160,-0.017,-0.953,0.377
1603639352881,2020-10-25T11:22:32.881,0.170,-0.019,-0.954,0.375
1603639352891,2020-10-25T11:22:32.891,0.180,-0.019,-0.951,0.375
1603639352901,2020-10-25T11:22:32.901,0.190,-0.020,-0.945,0.374
1603639352911,2020-10-25T11:22:32.911,0.200,-0.017,-0.942,0.375
1603639352921,2020-10-25T11:22:32.921,0.210,-0.017,-0.945,0.375
1603639352931,2020-10-25T11:22:32.931,0.220,-0.016,-0.952,0.374
1603639352941,2020-10-25T11:22:32.941,0.230,-0.015,-0.954,0.376
1603639352951,2020-10-25T11:22:32.951,0.240,-0.015,-0.950,0.377
1603639352961,2020-10-25T11:22:32.961,0.250,-0.017,-0.950,0.378
1603639352971,2020-10-25T11:22:32.971,0.260,-0.017,-0.955,0.379
1603639352981,2020-10-25T11:22:32.981,0.270,-0.014,-0.951,0.381
1603639352991,2020-10-25T11:22:32.991,0.280,-0.012,-0.951,0.383
1603639353001,2020-10-25T11:22:33.001,0.290,-0.010,-0.950,0.380
1603639353011,2020-10-25T11:22:33.011,0.300,-0.012,-0.948,0.380
1603639353021,2020-10-25T11:22:33.021,0.310,-0.010,-0.945,0.382
1603639353031,2020-10-25T11:22:33.031,0.320,-0.008,-0.943,0.380
1603639353041,2020-10-25T11:22:33.041,0.330,-0.008,-0.943,0.380
1603639353051,2020-10-25T11:22:33.051,0.340,-0.007,-0.938,0.384
1603639353061,2020-10-25T11:22:33.061,0.350,-0.001,-0.941,0.385
1603639353071,2020-10-25T11:22:33.071,0.360,0.000,-0.944,0.386
1603639353081,2020-10-25T11:22:33.081,0.370,0.001,-0.938,0.383
1603639353091,2020-10-25T11:22:33.091,0.380,0.004,-0.940,0.385
1603639353101,2020-10-25T11:22:33.101,0.390,0.006,-0.938,0.387
1603639353111,2020-10-25T11:22:33.111,0.400,0.008,-0.939,0.389
1603639353121,2020-10-25T11:22:33.121,0.410,0.011,-0.937,0.393
1603639353131,2020-10-25T11:22:33.131,0.420,0.010,-0.942,0.395
1603639353141,2020-10-25T11:22:33.141,0.430,0.011,-0.941,0.396
1603639353151,2020-10-25T11:22:33.151,0.440,0.017,-0.943,0.399
1603639353161,2020-10-25T11:22:33.161,0.450,0.013,-0.942,0.401
1603639353171,2020-10-25T11:22:33.171,0.460,0.016,-0.943,0.400
