epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1603640454495,2020-10-25T11:40:54.495,0.000,0.007,-0.950,0.363
1603640454505,2020-10-25T11:40:54.505,0.010,0.009,-0.958,0.362
1603640454515,2020-10-25T11:40:54.515,0.020,0.009,-0.953,0.360
1603640454525,2020-10-25T11:40:54.525,0.030,0.009,-0.955,0.364
1603640454535,2020-10-25T11:40:54.535,0.040,0.008,-0.960,0.365
1603640454545,2020-10-25T11:40:54.545,0.050,0.008,-0.958,0.368
1603640454555,2020-10-25T11:40:54.555,0.060,0.008,-0.957,0.364
1603640454565,2020-10-25T11:40:54.565,0.070,0.008,-0.952,0.361
1603640454575,2020-10-25T11:40:54.575,0.080,0.009,-0.956,0.360
1603640454585,2020-10-25T11:40:54.585,0.090,0.010,-0.958,0.362
1603640454595,2020-10-25T11:40:54.595,0.100,0.010,-0.958,0.363
1603640454605,2020-10-25T11:40:54.605,0.110,0.010,-0.957,0.365
1603640454615,2020-10-25T11:40:54.615,0.120,0.006,-0.954,0.361
1603640454625,2020-10-25T11:40:54.625,0.130,0.007,-0.953,0.363
1603640454635,2020-10-25T11:40:54.635,0.140,0.008,-0.956,0.360
1603640454645,2020-10-25T11:40:54.645,0.150,0.007,-0.959,0.363
1603640454655,2020-10-25T11:40:54.655,0.160,0.009,-0.959,0.361
1603640454665,2020-10-25T11:40:54.665,0.170,0.008,-0.955,0.361
1603640454675,2020-10-25T11:40:54.675,0.180,0.007,-0.951,0.364
1603640454685,2020-10-25T11:40:54.685,0.190,0.007,-0.957,0.366
1603640454695,2020-10-25T11:40:54.695,0.200,0.009,-0.962,0.364
1603640454705,2020-10-25T11:40:54.705,0.210,0.009,-0.956,0.367
1603640454715,2020-10-25T11:40:54.715,0.220,0.009,-0.954,0.361
1603640454725,2020-10-25T11:40:54.725,0.230,0.007,-0.953,0.359
1603640454735,2020-10-25T11:40:54.735,0.240,0.007,-0.956,0.364
1603640454745,2020-10-25T11:40:54.745,0.250,0.009,-0.958,0.364
1603640454755,2020-10-25T11:40:54.755,0.260,0.007,-0.956,0.363
1603640454765,2020-10-25T11:40:54.765,0.270,0.011,-0.953,0.363
