epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1603641283555,2020-10-25T11:54:43.555,0.000,-0.810,-0.470,-0.265
1603641283565,2020-10-25T11:54:43.565,0.010,-0.816,-0.470,-0.263
1603641283575,2020-10-25T11:54:43.575,0.020,-0.813,-0.471,-0.263
1603641283585,2020-10-25T11:54:43.585,0.030,-0.815,-0.473,-0.266
1603641283595,2020-10-25T11:54:43.595,0.040,-0.817,-0.479,-0.271
1603641283605,2020-10-25T11:54:43.605,0.050,-0.815,-0.484,-0.276
1603641283615,2020-10-25T11:54:43.615,0.060,-0.811,-0.489,-0.276
1603641283625,2020-10-25T11:54:43.625,0.070,-0.809,-0.492,-0.278
1603641283635,2020-10-25T11:54:43.635,0.080,-0.807,-0.491,-0.278
1603641283645,2020-10-25T11:54:43.645,0.090,-0.804,-0.488,-0.275
1603641283655,2020-10-25T11:54:43.655,0.100,-0.805,-0.479,-0.270
1603641283665,2020-10-25T11:54:43.665,0.110,-0.802,-0.476,-0.272
1603641283675,2020-10-25T11:54:43.675,0.120,-0.801,-0.479,-0.274
1603641283685,2020-10-25T11:54:43.685,0.130,-0.801,-0.479,-0.277
1603641283695,2020-10-25T11:54:43.695,0.140,-0.798,-0.480,-0.276
1603641283705,2020-10-25T11:54:43.705,0.150,-0.794,-0.479,-0.276
1603641283715,2020-10-25T11:54:43.715,0.160,-0.799,-0.480,-0.275
1603641283725,2020-10-25T11:54:43.725,0.170,-0.805,-0.479,-0.274
1603641283735,2020-10-25T11:54:43.735,0.180,-0.807,-0.480,-0.276
1603641283745,2020-10-25T11:54:43.745,0.190,-0.806,-0.486,-0.286
1603641283755,2020-10-25T11:54:43.755,0.200,-0.807,-0.490,-0.287
1603641283765,2020-10-25T11:54:43.765,0.210,-0.803,-0.490,-0.285
1603641283775,2020-10-25T11:54:43.775,0.220,-0.806,-0.492,-0.284
1603641283785,2020-10-25T11:54:43.785,0.230,-0.807,-0.493,-0.278
1603641283795,2020-10-25T11:54:43.795,0.240,-0.807,-0.489,-0.276
1603641283805,2020-10-25T11:54:43.805,0.250,-0.802,-0.490,-0.281
1603641283815,2020-10-25T11:54:43.815,0.260,-0.803,-0.497,-0.284
1603641283825,2020-10-25T11:54:43.825,0.270,-0.802,-0.493,-0.283
1603641283835,2020-10-25T11:54:43.835,0.280,-0.802,-0.491,-0.278
1603641283845,2020-10-25T11:54:43.845,0.290,-0.797,-0.496,-0.281
1603641283855,2020-10-25T11:54:43.855,0.300,-0.791,-0.498,-0.288
1603641283865,2020-10-25T11:54:43.865,0.310,-0.788,-0.498,-0.285
1603641283875,2020-10-25T11:54:43.875,0.320,-0.786,-0.500,-0.281
1603641283885,2020-10-25T11:54:43.885,0.330,-0.787,-0.496,-0.273
1603641283895,2020-10-25T11:54:43.895,0.340,-0.789,-0.493,-0.271
1603641283905,2020-10-25T11:54:43.905,0.350,-0.788,-0.502,-0.284
1603641283915,2020-10-25T11:54:43.915,0.360,-0.788,-0.506,-0.284
1603641283925,2020-10-25T11:54:43.925,0.370,-0.788,-0.505,-0.281
1603641283935,2020-10-25T11:54:43.935,0.380,-0.785,-0.508,-0.287
1603641283945,2020-10-25T11:54:43.945,0.390,-0.781,-0.514,-0.297
1603641283955,2020-10-25T11:54:43.955,0.400,-0.783,-0.513,-0.300
1603641283965,2020-10-25T11:54:43.965,0.410,-0.788,-0.513,-0.291
1603641283975,2020-10-25T11:54:43.975,0.420,-0.796,-0.502,-0.285
1603641283985,2020-10-25T11:54:43.985,0.430,-0.810,-0.494,-0.280
1603641283995,2020-10-25T11:54:43.995,0.440,-0.821,-0.489,-0.279
1603641284005,2020-10-25T11:54:44.005,0.450,-0.829,-0.485,-0.279
1603641284015,2020-10-25T11:54:44.015,0.460,-0.830,-0.485,-0.279
1603641284025,2020-10-25T11:54:44.025,0.470,-0.829,-0.484,-0.281
1603641284035,2020-10-25T11:54:44.035,0.480,-0.828,-0.482,-0.280
1603641284045,2020-10-25T11:54:44.045,0.490,-0.825,-0.486,-0.283
1603641284055,2020-10-25T11:54:44.055,0.500,-0.820,-0.498,-0.288
1603641284065,2020-10-25T11:54:44.065,0.510,-0.820,-0.503,-0.292
1603641284075,2020-10-25T11:54:44.075,0.520,-0.816,-0.504,-0.294
1603641284085,2020-10-25T11:54:44.085,0.530,-0.813,-0.501,-0.287
1603641284095,2020-10-25T11:54:44.095,0.540,-0.807,-0.500,-0.279
1603641284105,2020-10-25T11:54:44.105,0.550,-0.804,-0.503,-0.283
1603641284115,2020-10-25T11:54:44.115,0.560,-0.802,-0.506,-0.289
1603641284125,2020-10-25T11:54:44.125,0.570,-0.797,-0.516,-0.290
1603641284135,2020-10-25T11:54:44.135,0.580,-0.794,-0.522,-0.291
1603641284145,2020-10-25T11:54:44.145,0.590,-0.794,-0.526,-0.287
1603641284155,2020-10-25T11:54:44.155,0.600,-0.800,-0.524,-0.286
1603641284165,2020-10-25T11:54:44.165,0.610,-0.807,-0.522,-0.282
1603641284175,2020-10-25T11:54:44.175,0.620,-0.809,-0.515,-0.282
1603641284185,2020-10-25T11:54:44.185,0.630,-0.809,-0.510,-0.276
1603641284195,2020-10-25T11:54:44.195,0.640,-0.808,-0.505,-0.281
1603641284205,2020-10-25T11:54:44.205,0.650,-0.809,-0.502,-0.280
1603641284215,2020-10-25T11:54:44.215,0.660,-0.812,-0.497,-0.279
1603641284225,2020-10-25T11:54:44.225,0.670,-0.813,-0.501,-0.284
1603641284235,2020-10-25T11:54:44.235,0.680,-0.813,-0.506,-0.291
1603641284245,2020-10-25T11:54:44.245,0.690,-0.813,-0.515,-0.306
1603641284255,2020-10-25T11:54:44.255,0.700,-0.817,-0.523,-0.322
1603641284265,2020-10-25T11:54:44.265,0.710,-0.819,-0.524,-0.329
1603641284275,2020-10-25T11:54:44.275,0.720,-0.819,-0.512,-0.323
1603641284285,2020-10-25T11:54:44.285,0.730,-0.819,-0.493,-0.311
1603641284295,2020-10-25T11:54:44.295,0.740,-0.818,-0.481,-0.307
1603641284305,2020-10-25T11:54:44.305,0.750,-0.815,-0.474,-0.310
1603641284315,2020-10-25T11:54:44.315,0.760,-0.805,-0.472,-0.318
1603641284325,2020-10-25T11:54:44.325,0.770,-0.792,-0.472,-0.325
1603641284335,2020-10-25T11:54:44.335,0.780,-0.791,-0.469,-0.317
1603641284345,2020-10-25T11:54:44.345,0.790,-0.801,-0.459,-0.300
1603641284355,2020-10-25T11:54:44.355,0.800,-0.798,-0.451,-0.295
1603641284365,2020-10-25T11:54:44.365,0.810,-0.792,-0.459,-0.309
1603641284375,2020-10-25T11:54:44.375,0.820,-0.798,-0.470,-0.314
1603641284385,2020-10-25T11:54:44.385,0.830,-0.796,-0.473,-0.317
1603641284395,2020-10-25T11:54:44.395,0.840,-0.784,-0.482,-0.328
1603641284405,2020-10-25T11:54:44.405,0.850,-0.773,-0.492,-0.331
1603641284415,2020-10-25T11:54:44.415,0.860,-0.761,-0.499,-0.332
1603641284425,2020-10-25T11:54:44.425,0.870,-0.765,-0.500,-0.321
1603641284435,2020-10-25T11:54:44.435,0.880,-0.773,-0.506,-0.318
1603641284445,2020-10-25T11:54:44.445,0.890,-0.769,-0.519,-0.333
1603641284455,2020-10-25T11:54:44.455,0.900,-0.765,-0.529,-0.341
1603641284465,2020-10-25T11:54:44.465,0.910,-0.763,-0.529,-0.340
1603641284475,2020-10-25T11:54:44.475,0.920,-0.756,-0.529,-0.338
1603641284485,2020-10-25T11:54:44.485,0.930,-0.749,-0.525,-0.338
1603641284495,2020-10-25T11:54:44.495,0.940,-0.748,-0.521,-0.343
1603641284505,2020-10-25T11:54:44.505,0.950,-0.742,-0.521,-0.345
1603641284515,2020-10-25T11:54:44.515,0.960,-0.739,-0.529,-0.354
1603641284525,2020-10-25T11:54:44.525,0.970,-0.738,-0.537,-0.365
1603641284535,2020-10-25T11:54:44.535,0.980,-0.738,-0.543,-0.361
1603641284545,2020-10-25T11:54:44.545,0.990,-0.750,-0.542,-0.354
1603641284555,2020-10-25T11:54:44.555,1.000,-0.756,-0.547,-0.355
1603641284565,2020-10-25T11:54:44.565,1.010,-0.754,-0.545,-0.355
1603641284575,2020-10-25T11:54:44.575,1.020,-0.751,-0.545,-0.359
1603641284585,2020-10-25T11:54:44.585,1.030,-0.749,-0.545,-0.369
1603641284595,2020-10-25T11:54:44.595,1.040,-0.748,-0.538,-0.373
1603641284605,2020-10-25T11:54:44.605,1.050,-0.741,-0.533,-0.375
1603641284615,2020-10-25T11:54:44.615,1.060,-0.737,-0.532,-0.376
1603641284625,2020-10-25T11:54:44.625,1.070,-0.735,-0.528,-0.375
1603641284635,2020-10-25T11:54:44.635,1.080,-0.730,-0.525,-0.377
1603641284645,2020-10-25T11:54:44.645,1.090,-0.721,-0.528,-0.388
1603641284655,2020-10-25T11:54:44.655,1.100,-0.718,-0.531,-0.396
1603641284665,2020-10-25T11:54:44.665,1.110,-0.714,-0.529,-0.391
1603641284675,2020-10-25T11:54:44.675,1.120,-0.708,-0.529,-0.388
1603641284685,2020-10-25T11:54:44.685,1.130,-0.704,-0.531,-0.392
1603641284695,2020-10-25T11:54:44.695,1.140,-0.700,-0.530,-0.394
