epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1603639719665,2020-10-25T11:28:39.665,0.000,98708.859
1603639719801,2020-10-25T11:28:39.801,0.136,98708.859
1603639719936,2020-10-25T11:28:39.936,0.271,98704.938
1603639720072,2020-10-25T11:28:40.072,0.407,98701.391
1603639720208,2020-10-25T11:28:40.208,0.543,98704.836
1603639720343,2020-10-25T11:28:40.343,0.678,98703.180
1603639720479,2020-10-25T11:28:40.479,0.814,98701.391
1603639720614,2020-10-25T11:28:40.614,0.949,98700.086
1603639720750,2020-10-25T11:28:40.750,1.085,98703.078
1603639720887,2020-10-25T11:28:40.887,1.222,98701.773
1603639721021,2020-10-25T11:28:41.021,1.356,98695.688
1603639721158,2020-10-25T11:28:41.158,1.493,98704.734
1603639721294,2020-10-25T11:28:41.294,1.629,98705.695
1603639721429,2020-10-25T11:28:41.429,1.764,98704.391
1603639721565,2020-10-25T11:28:41.565,1.900,98696.063
1603639721700,2020-10-25T11:28:41.700,2.035,98700.469
1603639721836,2020-10-25T11:28:41.836,2.171,98699.984
1603639721972,2020-10-25T11:28:41.972,2.307,98703.430
1603639722107,2020-10-25T11:28:42.107,2.442,98699.508
1603639722243,2020-10-25T11:28:42.243,2.578,98697.375
1603639722379,2020-10-25T11:28:42.379,2.714,98700.813
1603639722514,2020-10-25T11:28:42.514,2.849,98704.250
1603639722650,2020-10-25T11:28:42.650,2.985,98699.508
1603639722787,2020-10-25T11:28:42.787,3.122,98704.734
1603639722923,2020-10-25T11:28:42.923,3.258,98703.813
1603639723058,2020-10-25T11:28:43.058,3.393,98700.813
1603639723192,2020-10-25T11:28:43.192,3.527,98699.508
1603639723329,2020-10-25T11:28:43.329,3.664,98699.031
1603639723465,2020-10-25T11:28:43.465,3.800,98702.023
1603639723600,2020-10-25T11:28:43.600,3.935,98703.813
1603639723736,2020-10-25T11:28:43.736,4.071,98707.734
1603639723872,2020-10-25T11:28:43.872,4.207,98706.766
1603639724007,2020-10-25T11:28:44.007,4.342,98704.641
1603639724143,2020-10-25T11:28:44.143,4.478,98698.578
1603639724279,2020-10-25T11:28:44.279,4.614,98700.234
1603639724414,2020-10-25T11:28:44.414,4.749,98705.945
1603639724550,2020-10-25T11:28:44.550,4.885,98702.500
1603639724687,2020-10-25T11:28:44.687,5.022,98700.719
1603639724821,2020-10-25T11:28:44.821,5.156,98698.102
1603639724958,2020-10-25T11:28:44.958,5.293,98702.844
1603639725094,2020-10-25T11:28:45.094,5.429,98702.844
1603639725229,2020-10-25T11:28:45.229,5.564,98702.844
1603639725365,2020-10-25T11:28:45.365,5.700,98698.922
1603639725500,2020-10-25T11:28:45.500,5.835,98704.539
1603639725636,2020-10-25T11:28:45.636,5.971,98697.625
1603639725772,2020-10-25T11:28:45.772,6.107,98705.844
1603639725907,2020-10-25T11:28:45.907,6.242,98701.922
1603639726043,2020-10-25T11:28:46.043,6.378,98701.094
1603639726179,2020-10-25T11:28:46.179,6.514,98702.750
1603639726314,2020-10-25T11:28:46.314,6.649,98702.406
1603639726450,2020-10-25T11:28:46.450,6.785,98704.438
1603639726585,2020-10-25T11:28:46.585,6.920,98703.711
1603639726721,2020-10-25T11:28:46.721,7.056,98699.313
1603639726857,2020-10-25T11:28:46.857,7.192,98700.617
1603639726992,2020-10-25T11:28:46.992,7.327,98700.961
1603639727128,2020-10-25T11:28:47.128,7.463,98700.961
1603639727265,2020-10-25T11:28:47.265,7.600,98707.156
1603639727399,2020-10-25T11:28:47.399,7.734,98697.906
1603639727536,2020-10-25T11:28:47.536,7.871,98706.195
1603639727670,2020-10-25T11:28:47.670,8.005,98696.219
1603639727807,2020-10-25T11:28:47.807,8.142,98700.516
1603639727943,2020-10-25T11:28:47.943,8.278,98702.750
1603639728078,2020-10-25T11:28:48.078,8.413,98702.273
1603639728214,2020-10-25T11:28:48.214,8.549,98708.359
1603639728350,2020-10-25T11:28:48.350,8.685,98701.828
1603639728485,2020-10-25T11:28:48.485,8.820,98699.203
1603639728621,2020-10-25T11:28:48.621,8.956,98705.750
1603639728757,2020-10-25T11:28:48.757,9.092,98699.656
1603639728892,2020-10-25T11:28:48.892,9.227,98699.656
1603639729028,2020-10-25T11:28:49.028,9.363,98693.984
1603639729163,2020-10-25T11:28:49.163,9.498,98702.688
1603639729299,2020-10-25T11:28:49.299,9.634,98698.766
1603639729436,2020-10-25T11:28:49.436,9.771,98700.961
1603639729570,2020-10-25T11:28:49.570,9.905,98705.297
