epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1603638823425,2020-10-25T11:13:43.425,0.000,0.000022000,-0.000039000,-0.000000312
1603638823475,2020-10-25T11:13:43.475,0.050,0.000018750,-0.000039313,-0.000000312
1603638823525,2020-10-25T11:13:43.525,0.100,0.000019125,-0.000039313,0.000000000
1603638823575,2020-10-25T11:13:43.575,0.150,0.000019500,-0.000039313,0.000000688
1603638823625,2020-10-25T11:13:43.625,0.200,0.000018750,-0.000039313,0.000000000
1603638823675,2020-10-25T11:13:43.675,0.250,0.000019125,-0.000038625,0.000000688
1603638823725,2020-10-25T11:13:43.725,0.300,0.000019125,-0.000038250,0.000001063
1603638823775,2020-10-25T11:13:43.775,0.350,0.000018375,-0.000038625,0.000001813
1603638823825,2020-10-25T11:13:43.825,0.400,0.000018000,-0.000038250,0.000001063
1603638823875,2020-10-25T11:13:43.875,0.450,0.000017688,-0.000036438,0.000002188
1603638823925,2020-10-25T11:13:43.925,0.500,0.000017688,-0.000036438,0.000002562
1603638823975,2020-10-25T11:13:43.975,0.550,0.000016937,-0.000035750,0.000003688
1603638824025,2020-10-25T11:13:44.025,0.600,0.000016250,-0.000035750,0.000002938
1603638824075,2020-10-25T11:13:44.075,0.650,0.000015500,-0.000035000,0.000003312
1603638824125,2020-10-25T11:13:44.125,0.700,0.000015875,-0.000035000,0.000002938
1603638824175,2020-10-25T11:13:44.175,0.750,0.000015125,-0.000035000,0.000003688
1603638824225,2020-10-25T11:13:44.225,0.800,0.000015125,-0.000034625,0.000003688
1603638824275,2020-10-25T11:13:44.275,0.850,0.000015125,-0.000034625,0.000003312
1603638824325,2020-10-25T11:13:44.325,0.900,0.000014750,-0.000033563,0.000002938
1603638824375,2020-10-25T11:13:44.375,0.950,0.000014437,-0.000034625,0.000003688
1603638824425,2020-10-25T11:13:44.425,1.000,0.000014437,-0.000033563,0.000003688
1603638824475,2020-10-25T11:13:44.475,1.050,0.000013687,-0.000033563,0.000003312
1603638824525,2020-10-25T11:13:44.525,1.100,0.000014750,-0.000033938,0.000002188
1603638824575,2020-10-25T11:13:44.575,1.150,0.000015125,-0.000033563,0.000002938
1603638824625,2020-10-25T11:13:44.625,1.200,0.000014437,-0.000033563,0.000003312
1603638824675,2020-10-25T11:13:44.675,1.250,0.000014437,-0.000033188,0.000002562
