epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1627861380630,2021-08-01T19:43:00.630,0.000,98028.906
1627861380766,2021-08-01T19:43:00.766,0.136,98028.906
1627861380900,2021-08-01T19:43:00.900,0.270,98026.813
1627861381037,2021-08-01T19:43:01.037,0.407,98031.031
1627861381173,2021-08-01T19:43:01.173,0.543,98032.203
1627861381308,2021-08-01T19:43:01.308,0.678,98031.602
1627861381444,2021-08-01T19:43:01.444,0.814,98028.906
1627861381580,2021-08-01T19:43:01.580,0.950,98026.633
1627861381715,2021-08-01T19:43:01.715,1.085,98033.734
1627861381851,2021-08-01T19:43:01.851,1.221,98027.555
1627861381986,2021-08-01T19:43:01.986,1.356,98023.359
1627861382122,2021-08-01T19:43:02.122,1.492,98027.734
1627861382258,2021-08-01T19:43:02.258,1.628,98027.555
1627861382393,2021-08-01T19:43:02.393,1.763,98028.328
1627861382529,2021-08-01T19:43:02.529,1.899,98028.906
1627861382666,2021-08-01T19:43:02.666,2.036,98028.328
1627861382802,2021-08-01T19:43:02.802,2.172,98025.641
1627861382937,2021-08-01T19:43:02.937,2.307,98029.688
1627861383073,2021-08-01T19:43:03.073,2.443,98033.734
1627861383208,2021-08-01T19:43:03.208,2.578,98035.078
1627861383344,2021-08-01T19:43:03.344,2.714,98028.328
1627861383480,2021-08-01T19:43:03.480,2.850,98028.516
1627861383615,2021-08-01T19:43:03.615,2.985,98029.688
1627861383751,2021-08-01T19:43:03.751,3.121,98027.555
1627861383887,2021-08-01T19:43:03.887,3.257,98025.641
1627861384022,2021-08-01T19:43:04.022,3.392,98026.984
1627861384158,2021-08-01T19:43:04.158,3.528,98027.734
1627861384293,2021-08-01T19:43:04.293,3.663,98027.984
1627861384429,2021-08-01T19:43:04.429,3.799,98032.375
1627861384566,2021-08-01T19:43:04.566,3.936,98029.500
1627861384700,2021-08-01T19:43:04.700,4.070,98033.125
1627861384837,2021-08-01T19:43:04.837,4.207,98029.078
1627861384973,2021-08-01T19:43:04.973,4.343,98028.156
