epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627862166414,2021-08-01T19:56:06.414,0.000,-0.610,0.244,-0.244
1627862166424,2021-08-01T19:56:06.424,0.010,-0.488,0.671,-0.976
1627862166434,2021-08-01T19:56:06.434,0.020,-0.427,0.061,-0.427
1627862166444,2021-08-01T19:56:06.444,0.030,-0.549,0.122,-0.305
1627862166454,2021-08-01T19:56:06.454,0.040,-0.732,0.305,-0.427
1627862166464,2021-08-01T19:56:06.464,0.050,-0.854,0.305,-0.427
1627862166474,2021-08-01T19:56:06.474,0.060,-0.732,0.183,-0.610
1627862166484,2021-08-01T19:56:06.484,0.070,-0.732,0.244,-0.610
1627862166494,2021-08-01T19:56:06.494,0.080,-0.854,0.366,-0.854
1627862166504,2021-08-01T19:56:06.504,0.090,-0.793,0.366,-0.976
1627862166514,2021-08-01T19:56:06.514,0.100,-0.732,0.305,-1.037
1627862166524,2021-08-01T19:56:06.524,0.110,-0.732,0.244,-1.098
1627862166534,2021-08-01T19:56:06.534,0.120,-0.732,0.183,-1.159
1627862166544,2021-08-01T19:56:06.544,0.130,-0.732,0.244,-1.220
1627862166554,2021-08-01T19:56:06.554,0.140,-0.610,0.183,-1.220
1627862166564,2021-08-01T19:56:06.564,0.150,-0.549,0.061,-1.220
1627862166574,2021-08-01T19:56:06.574,0.160,-0.488,0.122,-1.098
1627862166584,2021-08-01T19:56:06.584,0.170,-0.549,0.183,-1.098
1627862166594,2021-08-01T19:56:06.594,0.180,-0.610,0.305,-0.976
1627862166604,2021-08-01T19:56:06.604,0.190,-0.610,0.305,-0.976
1627862166614,2021-08-01T19:56:06.614,0.200,-0.671,0.183,-0.915
1627862166624,2021-08-01T19:56:06.624,0.210,-0.732,0.305,-0.732
1627862166634,2021-08-01T19:56:06.634,0.220,-0.732,0.305,-0.671
1627862166644,2021-08-01T19:56:06.644,0.230,-0.793,0.366,-0.671
1627862166654,2021-08-01T19:56:06.654,0.240,-0.732,0.305,-0.610
1627862166664,2021-08-01T19:56:06.664,0.250,-0.732,0.244,-0.671
1627862166674,2021-08-01T19:56:06.674,0.260,-0.732,0.305,-0.793
1627862166684,2021-08-01T19:56:06.684,0.270,-0.488,0.244,-0.915
1627862166694,2021-08-01T19:56:06.694,0.280,-0.488,0.183,-1.037
1627862166704,2021-08-01T19:56:06.704,0.290,-0.549,0.366,-1.220
1627862166714,2021-08-01T19:56:06.714,0.300,-0.488,0.549,-1.585
1627862166724,2021-08-01T19:56:06.724,0.310,-0.427,0.488,-1.890
1627862166734,2021-08-01T19:56:06.734,0.320,-0.244,0.427,-2.134
1627862166744,2021-08-01T19:56:06.744,0.330,-0.305,0.488,-2.561
1627862166754,2021-08-01T19:56:06.754,0.340,-0.366,0.671,-2.927
1627862166764,2021-08-01T19:56:06.764,0.350,-0.366,0.732,-3.354
1627862166774,2021-08-01T19:56:06.774,0.360,-0.366,0.671,-3.963
1627862166784,2021-08-01T19:56:06.784,0.370,-0.305,0.549,-4.695
1627862166794,2021-08-01T19:56:06.794,0.380,-0.610,0.671,-5.366
1627862166804,2021-08-01T19:56:06.804,0.390,-0.793,0.732,-6.037
1627862166814,2021-08-01T19:56:06.814,0.400,-0.854,0.488,-6.890
1627862166824,2021-08-01T19:56:06.824,0.410,-0.854,0.366,-7.744
1627862166834,2021-08-01T19:56:06.834,0.420,-0.732,0.305,-8.659
1627862166844,2021-08-01T19:56:06.844,0.430,-0.610,0.488,-9.756
1627862166854,2021-08-01T19:56:06.854,0.440,-0.244,0.793,-10.793
1627862166864,2021-08-01T19:56:06.864,0.450,0.305,1.341,-11.524
1627862166874,2021-08-01T19:56:06.874,0.460,0.793,1.768,-12.256
1627862166884,2021-08-01T19:56:06.884,0.470,1.098,1.768,-12.927
1627862166894,2021-08-01T19:56:06.894,0.480,1.524,1.037,-13.598
1627862166904,2021-08-01T19:56:06.904,0.490,1.768,0.183,-14.207
1627862166914,2021-08-01T19:56:06.914,0.500,1.829,-0.610,-14.634
1627862166924,2021-08-01T19:56:06.924,0.510,1.829,-1.585,-14.939
1627862166934,2021-08-01T19:56:06.934,0.520,1.646,-2.500,-15.244
1627862166944,2021-08-01T19:56:06.944,0.530,1.341,-3.293,-15.549
1627862166954,2021-08-01T19:56:06.954,0.540,1.037,-4.146,-15.610
1627862166964,2021-08-01T19:56:06.964,0.550,0.610,-4.939,-15.732
1627862166974,2021-08-01T19:56:06.974,0.560,0.244,-5.488,-15.732
1627862166984,2021-08-01T19:56:06.984,0.570,-0.183,-5.671,-15.671
1627862166994,2021-08-01T19:56:06.994,0.580,-0.488,-5.976,-15.793
1627862167004,2021-08-01T19:56:07.004,0.590,-0.793,-6.159,-15.915
1627862167014,2021-08-01T19:56:07.014,0.600,-0.915,-5.793,-16.098
1627862167024,2021-08-01T19:56:07.024,0.610,-1.098,-5.244,-16.220
1627862167034,2021-08-01T19:56:07.034,0.620,-1.159,-4.573,-16.463
1627862167044,2021-08-01T19:56:07.044,0.630,-1.037,-3.720,-17.012
1627862167054,2021-08-01T19:56:07.054,0.640,-1.037,-2.744,-17.378
1627862167064,2021-08-01T19:56:07.064,0.650,-0.793,-1.829,-17.622
1627862167074,2021-08-01T19:56:07.074,0.660,-0.793,-1.159,-17.683
1627862167084,2021-08-01T19:56:07.084,0.670,-0.793,-0.854,-17.927
1627862167094,2021-08-01T19:56:07.094,0.680,-0.610,-0.610,-18.049
1627862167104,2021-08-01T19:56:07.104,0.690,-0.488,-0.244,-17.866
1627862167114,2021-08-01T19:56:07.114,0.700,-0.366,-0.061,-17.683
1627862167124,2021-08-01T19:56:07.124,0.710,-0.122,-0.427,-17.622
