epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627863169598,2021-08-01T20:12:49.598,0.000,0.919,0.195,-0.055
1627863169608,2021-08-01T20:12:49.608,0.010,0.922,0.196,-0.056
1627863169618,2021-08-01T20:12:49.618,0.020,0.912,0.195,-0.057
1627863169628,2021-08-01T20:12:49.628,0.030,0.914,0.194,-0.056
1627863169638,2021-08-01T20:12:49.638,0.040,0.919,0.196,-0.058
1627863169648,2021-08-01T20:12:49.648,0.050,0.918,0.195,-0.057
1627863169658,2021-08-01T20:12:49.658,0.060,0.917,0.194,-0.056
1627863169668,2021-08-01T20:12:49.668,0.070,0.916,0.191,-0.056
1627863169678,2021-08-01T20:12:49.678,0.080,0.916,0.192,-0.056
1627863169688,2021-08-01T20:12:49.688,0.090,0.915,0.191,-0.060
1627863169698,2021-08-01T20:12:49.698,0.100,0.915,0.189,-0.058
1627863169708,2021-08-01T20:12:49.708,0.110,0.917,0.190,-0.059
1627863169718,2021-08-01T20:12:49.718,0.120,0.913,0.189,-0.056
1627863169728,2021-08-01T20:12:49.728,0.130,0.912,0.191,-0.055
1627863169738,2021-08-01T20:12:49.738,0.140,0.912,0.191,-0.054
1627863169748,2021-08-01T20:12:49.748,0.150,0.914,0.192,-0.054
1627863169758,2021-08-01T20:12:49.758,0.160,0.917,0.193,-0.054
1627863169768,2021-08-01T20:12:49.768,0.170,0.917,0.194,-0.055
1627863169778,2021-08-01T20:12:49.778,0.180,0.915,0.196,-0.053
1627863169788,2021-08-01T20:12:49.788,0.190,0.917,0.197,-0.056
1627863169798,2021-08-01T20:12:49.798,0.200,0.916,0.196,-0.055
1627863169808,2021-08-01T20:12:49.808,0.210,0.915,0.197,-0.057
1627863169818,2021-08-01T20:12:49.818,0.220,0.918,0.198,-0.056
1627863169828,2021-08-01T20:12:49.828,0.230,0.915,0.197,-0.057
1627863169838,2021-08-01T20:12:49.838,0.240,0.917,0.196,-0.058
1627863169848,2021-08-01T20:12:49.848,0.250,0.918,0.196,-0.057
1627863169858,2021-08-01T20:12:49.858,0.260,0.918,0.197,-0.056
1627863169868,2021-08-01T20:12:49.868,0.270,0.919,0.197,-0.059
1627863169878,2021-08-01T20:12:49.878,0.280,0.917,0.195,-0.060
1627863169888,2021-08-01T20:12:49.888,0.290,0.914,0.194,-0.059
1627863169898,2021-08-01T20:12:49.898,0.300,0.917,0.195,-0.060
1627863169908,2021-08-01T20:12:49.908,0.310,0.919,0.193,-0.062
1627863169918,2021-08-01T20:12:49.918,0.320,0.918,0.195,-0.063
1627863169928,2021-08-01T20:12:49.928,0.330,0.918,0.194,-0.063
1627863169938,2021-08-01T20:12:49.938,0.340,0.917,0.192,-0.061
