epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627861380634,2021-08-01T19:43:00.634,0.000,0.930,0.122,0.040
1627861380644,2021-08-01T19:43:00.644,0.010,0.943,0.124,0.040
1627861380654,2021-08-01T19:43:00.654,0.020,0.941,0.122,0.042
1627861380664,2021-08-01T19:43:00.664,0.030,0.941,0.124,0.039
1627861380674,2021-08-01T19:43:00.674,0.040,0.943,0.125,0.041
1627861380684,2021-08-01T19:43:00.684,0.050,0.941,0.126,0.042
1627861380694,2021-08-01T19:43:00.694,0.060,0.937,0.125,0.041
1627861380704,2021-08-01T19:43:00.704,0.070,0.938,0.125,0.042
1627861380714,2021-08-01T19:43:00.714,0.080,0.937,0.125,0.041
1627861380724,2021-08-01T19:43:00.724,0.090,0.939,0.126,0.042
1627861380734,2021-08-01T19:43:00.734,0.100,0.938,0.125,0.043
1627861380744,2021-08-01T19:43:00.744,0.110,0.939,0.122,0.042
1627861380754,2021-08-01T19:43:00.754,0.120,0.937,0.125,0.042
1627861380764,2021-08-01T19:43:00.764,0.130,0.938,0.125,0.039
1627861380774,2021-08-01T19:43:00.774,0.140,0.937,0.122,0.038
1627861380784,2021-08-01T19:43:00.784,0.150,0.938,0.123,0.041
1627861380794,2021-08-01T19:43:00.794,0.160,0.939,0.124,0.041
1627861380804,2021-08-01T19:43:00.804,0.170,0.942,0.124,0.039
1627861380814,2021-08-01T19:43:00.814,0.180,0.938,0.124,0.039
1627861380824,2021-08-01T19:43:00.824,0.190,0.937,0.124,0.040
1627861380834,2021-08-01T19:43:00.834,0.200,0.939,0.123,0.039
1627861380844,2021-08-01T19:43:00.844,0.210,0.937,0.123,0.037
1627861380854,2021-08-01T19:43:00.854,0.220,0.939,0.122,0.040
1627861380864,2021-08-01T19:43:00.864,0.230,0.938,0.124,0.042
1627861380874,2021-08-01T19:43:00.874,0.240,0.938,0.123,0.040
1627861380884,2021-08-01T19:43:00.884,0.250,0.938,0.122,0.040
1627861380894,2021-08-01T19:43:00.894,0.260,0.938,0.123,0.042
1627861380904,2021-08-01T19:43:00.904,0.270,0.936,0.122,0.039
1627861380914,2021-08-01T19:43:00.914,0.280,0.939,0.125,0.041
1627861380924,2021-08-01T19:43:00.924,0.290,0.938,0.124,0.041
1627861380934,2021-08-01T19:43:00.934,0.300,0.938,0.125,0.042
1627861380944,2021-08-01T19:43:00.944,0.310,0.937,0.126,0.044
1627861380954,2021-08-01T19:43:00.954,0.320,0.937,0.127,0.042
1627861380964,2021-08-01T19:43:00.964,0.330,0.938,0.124,0.041
1627861380974,2021-08-01T19:43:00.974,0.340,0.938,0.125,0.044
1627861380984,2021-08-01T19:43:00.984,0.350,0.938,0.126,0.046
1627861380994,2021-08-01T19:43:00.994,0.360,0.937,0.123,0.045
1627861381004,2021-08-01T19:43:01.004,0.370,0.938,0.124,0.042
1627861381014,2021-08-01T19:43:01.014,0.380,0.937,0.124,0.039
1627861381024,2021-08-01T19:43:01.024,0.390,0.938,0.124,0.043
1627861381034,2021-08-01T19:43:01.034,0.400,0.941,0.125,0.043
1627861381044,2021-08-01T19:43:01.044,0.410,0.940,0.125,0.042
1627861381054,2021-08-01T19:43:01.054,0.420,0.936,0.124,0.042
1627861381064,2021-08-01T19:43:01.064,0.430,0.936,0.123,0.040
1627861381074,2021-08-01T19:43:01.074,0.440,0.938,0.124,0.042
1627861381084,2021-08-01T19:43:01.084,0.450,0.937,0.125,0.042
1627861381094,2021-08-01T19:43:01.094,0.460,0.940,0.127,0.044
1627861381104,2021-08-01T19:43:01.104,0.470,0.939,0.126,0.044
1627861381114,2021-08-01T19:43:01.114,0.480,0.938,0.127,0.040
1627861381124,2021-08-01T19:43:01.124,0.490,0.941,0.127,0.043
1627861381134,2021-08-01T19:43:01.134,0.500,0.937,0.126,0.042
