epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627862354320,2021-08-01T19:59:14.320,0.000,-1.159,0.122,-4.573
1627862354330,2021-08-01T19:59:14.330,0.010,-1.280,-0.488,-3.659
1627862354340,2021-08-01T19:59:14.340,0.020,-1.341,0.183,-4.085
1627862354350,2021-08-01T19:59:14.350,0.030,-1.341,0.183,-3.720
1627862354360,2021-08-01T19:59:14.360,0.040,-1.220,0.183,-3.232
1627862354370,2021-08-01T19:59:14.370,0.050,-1.159,0.122,-2.866
1627862354380,2021-08-01T19:59:14.380,0.060,-1.037,0.183,-2.500
1627862354390,2021-08-01T19:59:14.390,0.070,-0.732,0.305,-2.256
1627862354400,2021-08-01T19:59:14.400,0.080,-0.732,0.488,-2.012
1627862354410,2021-08-01T19:59:14.410,0.090,-0.610,0.793,-1.585
1627862354420,2021-08-01T19:59:14.420,0.100,-0.549,0.915,-1.341
1627862354430,2021-08-01T19:59:14.430,0.110,-0.549,0.915,-1.037
1627862354440,2021-08-01T19:59:14.440,0.120,-0.427,0.976,-0.793
1627862354450,2021-08-01T19:59:14.450,0.130,-0.366,0.915,-0.671
1627862354460,2021-08-01T19:59:14.460,0.140,-0.549,0.915,-0.549
1627862354470,2021-08-01T19:59:14.470,0.150,-0.793,0.610,-0.427
1627862354480,2021-08-01T19:59:14.480,0.160,-1.098,0.305,-0.488
1627862354490,2021-08-01T19:59:14.490,0.170,-1.524,-0.061,-0.488
1627862354500,2021-08-01T19:59:14.500,0.180,-1.829,-0.122,-0.427
1627862354510,2021-08-01T19:59:14.510,0.190,-2.378,-0.305,-0.366
1627862354520,2021-08-01T19:59:14.520,0.200,-2.805,-0.366,-0.427
1627862354530,2021-08-01T19:59:14.530,0.210,-3.232,-0.061,-0.427
1627862354540,2021-08-01T19:59:14.540,0.220,-3.598,0.366,-0.488
1627862354550,2021-08-01T19:59:14.550,0.230,-3.780,0.305,-0.732
1627862354560,2021-08-01T19:59:14.560,0.240,-3.902,0.061,-1.098
1627862354570,2021-08-01T19:59:14.570,0.250,-3.720,0.183,-1.159
1627862354580,2021-08-01T19:59:14.580,0.260,-3.598,0.671,-1.037
1627862354590,2021-08-01T19:59:14.590,0.270,-3.476,0.976,-1.037
1627862354600,2021-08-01T19:59:14.600,0.280,-3.110,0.976,-1.341
1627862354610,2021-08-01T19:59:14.610,0.290,-2.500,0.976,-1.585
1627862354620,2021-08-01T19:59:14.620,0.300,-2.012,1.159,-1.524
1627862354630,2021-08-01T19:59:14.630,0.310,-1.707,1.280,-1.463
1627862354640,2021-08-01T19:59:14.640,0.320,-1.280,1.402,-1.341
1627862354650,2021-08-01T19:59:14.650,0.330,-0.854,1.280,-1.220
1627862354660,2021-08-01T19:59:14.660,0.340,-0.610,1.159,-1.098
1627862354670,2021-08-01T19:59:14.670,0.350,-0.366,1.402,-0.793
1627862354680,2021-08-01T19:59:14.680,0.360,-0.183,1.280,-0.488
1627862354690,2021-08-01T19:59:14.690,0.370,0.183,0.976,-0.488
1627862354700,2021-08-01T19:59:14.700,0.380,0.427,0.976,-0.122
1627862354710,2021-08-01T19:59:14.710,0.390,0.610,0.976,0.000
1627862354720,2021-08-01T19:59:14.720,0.400,0.854,0.854,0.183
1627862354730,2021-08-01T19:59:14.730,0.410,1.098,0.793,0.244
1627862354740,2021-08-01T19:59:14.740,0.420,1.159,0.854,0.366
1627862354750,2021-08-01T19:59:14.750,0.430,1.220,0.671,0.427
1627862354760,2021-08-01T19:59:14.760,0.440,1.220,0.671,0.427
1627862354770,2021-08-01T19:59:14.770,0.450,1.280,0.732,0.549
1627862354780,2021-08-01T19:59:14.780,0.460,1.341,0.854,0.610
1627862354790,2021-08-01T19:59:14.790,0.470,1.341,0.854,0.549
1627862354800,2021-08-01T19:59:14.800,0.480,1.402,0.793,0.366
1627862354810,2021-08-01T19:59:14.810,0.490,1.524,0.671,0.427
1627862354820,2021-08-01T19:59:14.820,0.500,1.585,0.793,0.488
1627862354830,2021-08-01T19:59:14.830,0.510,1.829,0.793,0.427
1627862354840,2021-08-01T19:59:14.840,0.520,2.073,0.793,0.549
1627862354850,2021-08-01T19:59:14.850,0.530,2.195,0.793,0.610
1627862354860,2021-08-01T19:59:14.860,0.540,2.378,0.854,0.671
1627862354870,2021-08-01T19:59:14.870,0.550,2.622,0.976,0.915
1627862354880,2021-08-01T19:59:14.880,0.560,2.866,1.098,0.915
1627862354890,2021-08-01T19:59:14.890,0.570,3.049,1.037,0.854
1627862354900,2021-08-01T19:59:14.900,0.580,3.232,1.037,0.915
1627862354910,2021-08-01T19:59:14.910,0.590,3.598,1.159,1.037
1627862354920,2021-08-01T19:59:14.920,0.600,3.841,1.280,1.098
1627862354930,2021-08-01T19:59:14.930,0.610,4.024,1.341,1.159
1627862354940,2021-08-01T19:59:14.940,0.620,4.268,1.524,1.220
1627862354950,2021-08-01T19:59:14.950,0.630,4.451,1.707,1.280
1627862354960,2021-08-01T19:59:14.960,0.640,4.573,2.012,1.402
1627862354970,2021-08-01T19:59:14.970,0.650,4.695,2.317,1.402
1627862354980,2021-08-01T19:59:14.980,0.660,4.756,2.500,1.463
1627862354990,2021-08-01T19:59:14.990,0.670,4.695,2.561,1.402
1627862355000,2021-08-01T19:59:15.000,0.680,4.756,2.561,1.220
1627862355010,2021-08-01T19:59:15.010,0.690,4.573,2.500,1.159
1627862355020,2021-08-01T19:59:15.020,0.700,4.451,2.378,1.159
1627862355030,2021-08-01T19:59:15.030,0.710,4.207,2.256,1.037
1627862355040,2021-08-01T19:59:15.040,0.720,4.085,2.256,0.976
1627862355050,2021-08-01T19:59:15.050,0.730,3.902,2.256,1.159
1627862355060,2021-08-01T19:59:15.060,0.740,3.780,2.317,1.280
1627862355070,2021-08-01T19:59:15.070,0.750,3.537,2.500,1.280
1627862355080,2021-08-01T19:59:15.080,0.760,3.293,2.134,1.098
1627862355090,2021-08-01T19:59:15.090,0.770,3.110,1.524,0.549
1627862355100,2021-08-01T19:59:15.100,0.780,2.927,1.280,0.305
1627862355110,2021-08-01T19:59:15.110,0.790,2.683,1.646,0.427
1627862355120,2021-08-01T19:59:15.120,0.800,2.439,1.890,0.366
1627862355130,2021-08-01T19:59:15.130,0.810,2.256,1.768,0.122
1627862355140,2021-08-01T19:59:15.140,0.820,2.134,1.646,0.000
1627862355150,2021-08-01T19:59:15.150,0.830,2.073,1.768,0.122
1627862355160,2021-08-01T19:59:15.160,0.840,1.768,1.890,0.122
1627862355170,2021-08-01T19:59:15.170,0.850,1.524,1.707,-0.122
1627862355180,2021-08-01T19:59:15.180,0.860,1.402,1.585,-0.183
1627862355190,2021-08-01T19:59:15.190,0.870,1.280,1.463,-0.183
1627862355200,2021-08-01T19:59:15.200,0.880,1.220,1.585,-0.183
1627862355210,2021-08-01T19:59:15.210,0.890,1.098,1.646,-0.244
1627862355220,2021-08-01T19:59:15.220,0.900,0.976,1.524,-0.122
1627862355230,2021-08-01T19:59:15.230,0.910,1.037,1.585,0.000
1627862355240,2021-08-01T19:59:15.240,0.920,0.976,1.707,0.000
1627862355250,2021-08-01T19:59:15.250,0.930,0.976,1.646,0.061
1627862355260,2021-08-01T19:59:15.260,0.940,1.098,1.646,0.244
1627862355270,2021-08-01T19:59:15.270,0.950,1.098,1.585,0.244
1627862355280,2021-08-01T19:59:15.280,0.960,1.037,1.585,0.244
1627862355290,2021-08-01T19:59:15.290,0.970,1.037,1.463,0.488
1627862355300,2021-08-01T19:59:15.300,0.980,1.037,1.280,0.488
1627862355310,2021-08-01T19:59:15.310,0.990,0.915,1.098,0.488
1627862355320,2021-08-01T19:59:15.320,1.000,0.793,1.098,0.732
1627862355330,2021-08-01T19:59:15.330,1.010,0.732,1.220,1.037
1627862355340,2021-08-01T19:59:15.340,1.020,0.610,1.098,1.098
1627862355350,2021-08-01T19:59:15.350,1.030,0.549,0.610,0.976
1627862355360,2021-08-01T19:59:15.360,1.040,0.366,0.183,0.793
1627862355370,2021-08-01T19:59:15.370,1.050,0.366,0.244,0.671
1627862355380,2021-08-01T19:59:15.380,1.060,0.427,0.366,0.793
1627862355390,2021-08-01T19:59:15.390,1.070,0.366,0.244,0.915
1627862355400,2021-08-01T19:59:15.400,1.080,0.427,0.366,0.915
1627862355410,2021-08-01T19:59:15.410,1.090,0.427,0.488,0.915
1627862355420,2021-08-01T19:59:15.420,1.100,0.488,0.732,1.159
1627862355430,2021-08-01T19:59:15.430,1.110,0.610,0.915,1.280
1627862355440,2021-08-01T19:59:15.440,1.120,0.488,1.037,1.220
1627862355450,2021-08-01T19:59:15.450,1.130,0.549,1.098,1.159
1627862355460,2021-08-01T19:59:15.460,1.140,0.610,1.280,1.159
1627862355470,2021-08-01T19:59:15.470,1.150,0.854,1.220,1.159
1627862355480,2021-08-01T19:59:15.480,1.160,0.976,1.098,1.098
1627862355490,2021-08-01T19:59:15.490,1.170,1.098,1.037,1.280
1627862355500,2021-08-01T19:59:15.500,1.180,1.220,1.159,1.402
1627862355510,2021-08-01T19:59:15.510,1.190,1.402,1.159,1.585
1627862355520,2021-08-01T19:59:15.520,1.200,1.402,1.037,1.951
1627862355530,2021-08-01T19:59:15.530,1.210,1.524,0.915,2.317
1627862355540,2021-08-01T19:59:15.540,1.220,1.402,0.915,3.110
1627862355550,2021-08-01T19:59:15.550,1.230,1.280,1.098,3.841
1627862355560,2021-08-01T19:59:15.560,1.240,1.037,1.463,4.634
1627862355570,2021-08-01T19:59:15.570,1.250,0.488,1.646,5.793
1627862355580,2021-08-01T19:59:15.580,1.260,0.000,1.585,6.829
1627862355590,2021-08-01T19:59:15.590,1.270,-0.305,1.524,7.927
1627862355600,2021-08-01T19:59:15.600,1.280,-0.732,1.524,9.329
1627862355610,2021-08-01T19:59:15.610,1.290,-1.098,2.012,10.732
1627862355620,2021-08-01T19:59:15.620,1.300,-1.646,2.683,11.524
1627862355630,2021-08-01T19:59:15.630,1.310,-1.829,2.683,12.683
1627862355640,2021-08-01T19:59:15.640,1.320,-2.012,2.927,14.634
1627862355650,2021-08-01T19:59:15.650,1.330,-2.378,4.024,15.549
1627862355660,2021-08-01T19:59:15.660,1.340,-2.561,5.122,15.488
1627862355670,2021-08-01T19:59:15.670,1.350,-2.683,5.366,15.732
1627862355680,2021-08-01T19:59:15.680,1.360,-2.378,5.183,16.098
1627862355690,2021-08-01T19:59:15.690,1.370,-2.561,5.793,15.976
1627862355700,2021-08-01T19:59:15.700,1.380,-3.354,6.768,15.061
1627862355710,2021-08-01T19:59:15.710,1.390,-3.780,7.073,13.354
