epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627860791379,2021-08-01T19:33:11.379,0.000,0.800,0.473,0.164
1627860791389,2021-08-01T19:33:11.389,0.010,0.806,0.479,0.163
1627860791399,2021-08-01T19:33:11.399,0.020,0.799,0.477,0.166
1627860791409,2021-08-01T19:33:11.409,0.030,0.802,0.479,0.164
1627860791419,2021-08-01T19:33:11.419,0.040,0.803,0.478,0.163
1627860791429,2021-08-01T19:33:11.429,0.050,0.802,0.479,0.165
1627860791439,2021-08-01T19:33:11.439,0.060,0.802,0.479,0.164
1627860791449,2021-08-01T19:33:11.449,0.070,0.799,0.479,0.160
1627860791459,2021-08-01T19:33:11.459,0.080,0.799,0.475,0.163
1627860791469,2021-08-01T19:33:11.469,0.090,0.802,0.477,0.161
1627860791479,2021-08-01T19:33:11.479,0.100,0.807,0.478,0.162
1627860791489,2021-08-01T19:33:11.489,0.110,0.807,0.478,0.161
1627860791499,2021-08-01T19:33:11.499,0.120,0.804,0.476,0.164
1627860791509,2021-08-01T19:33:11.509,0.130,0.801,0.478,0.164
1627860791519,2021-08-01T19:33:11.519,0.140,0.804,0.479,0.164
1627860791529,2021-08-01T19:33:11.529,0.150,0.802,0.476,0.164
1627860791539,2021-08-01T19:33:11.539,0.160,0.800,0.476,0.167
1627860791549,2021-08-01T19:33:11.549,0.170,0.799,0.478,0.163
1627860791559,2021-08-01T19:33:11.559,0.180,0.800,0.476,0.163
1627860791569,2021-08-01T19:33:11.569,0.190,0.800,0.479,0.162
1627860791579,2021-08-01T19:33:11.579,0.200,0.800,0.481,0.164
1627860791589,2021-08-01T19:33:11.589,0.210,0.800,0.481,0.162
1627860791599,2021-08-01T19:33:11.599,0.220,0.802,0.477,0.163
1627860791609,2021-08-01T19:33:11.609,0.230,0.807,0.474,0.165
1627860791619,2021-08-01T19:33:11.619,0.240,0.805,0.474,0.162
1627860791629,2021-08-01T19:33:11.629,0.250,0.806,0.474,0.163
1627860791639,2021-08-01T19:33:11.639,0.260,0.801,0.476,0.163
1627860791649,2021-08-01T19:33:11.649,0.270,0.797,0.477,0.162
1627860791659,2021-08-01T19:33:11.659,0.280,0.801,0.477,0.163
1627860791669,2021-08-01T19:33:11.669,0.290,0.801,0.476,0.163
1627860791679,2021-08-01T19:33:11.679,0.300,0.802,0.476,0.162
1627860791689,2021-08-01T19:33:11.689,0.310,0.801,0.475,0.163
1627860791699,2021-08-01T19:33:11.699,0.320,0.804,0.475,0.161
1627860791709,2021-08-01T19:33:11.709,0.330,0.808,0.478,0.163
1627860791719,2021-08-01T19:33:11.719,0.340,0.801,0.478,0.164
1627860791729,2021-08-01T19:33:11.729,0.350,0.801,0.479,0.165
1627860791739,2021-08-01T19:33:11.739,0.360,0.803,0.478,0.164
1627860791749,2021-08-01T19:33:11.749,0.370,0.801,0.480,0.162
1627860791759,2021-08-01T19:33:11.759,0.380,0.800,0.479,0.165
1627860791769,2021-08-01T19:33:11.769,0.390,0.800,0.479,0.164
1627860791779,2021-08-01T19:33:11.779,0.400,0.803,0.479,0.167
1627860791789,2021-08-01T19:33:11.789,0.410,0.805,0.476,0.166
1627860791799,2021-08-01T19:33:11.799,0.420,0.805,0.479,0.164
1627860791809,2021-08-01T19:33:11.809,0.430,0.803,0.477,0.163
1627860791819,2021-08-01T19:33:11.819,0.440,0.805,0.474,0.163
1627860791829,2021-08-01T19:33:11.829,0.450,0.802,0.474,0.161
1627860791839,2021-08-01T19:33:11.839,0.460,0.801,0.475,0.162
1627860791849,2021-08-01T19:33:11.849,0.470,0.804,0.471,0.163
1627860791859,2021-08-01T19:33:11.859,0.480,0.800,0.475,0.165
1627860791869,2021-08-01T19:33:11.869,0.490,0.799,0.475,0.163
1627860791879,2021-08-01T19:33:11.879,0.500,0.800,0.474,0.160
1627860791889,2021-08-01T19:33:11.889,0.510,0.802,0.475,0.163
1627860791899,2021-08-01T19:33:11.899,0.520,0.805,0.474,0.165
1627860791909,2021-08-01T19:33:11.909,0.530,0.803,0.471,0.160
1627860791919,2021-08-01T19:33:11.919,0.540,0.800,0.472,0.160
1627860791929,2021-08-01T19:33:11.929,0.550,0.802,0.471,0.162
1627860791939,2021-08-01T19:33:11.939,0.560,0.803,0.472,0.163
1627860791949,2021-08-01T19:33:11.949,0.570,0.801,0.474,0.160
1627860791959,2021-08-01T19:33:11.959,0.580,0.803,0.472,0.164
1627860791969,2021-08-01T19:33:11.969,0.590,0.799,0.473,0.161
1627860791979,2021-08-01T19:33:11.979,0.600,0.803,0.475,0.162
1627860791989,2021-08-01T19:33:11.989,0.610,0.802,0.474,0.161
1627860791999,2021-08-01T19:33:11.999,0.620,0.801,0.477,0.160
1627860792009,2021-08-01T19:33:12.009,0.630,0.802,0.477,0.164
1627860792019,2021-08-01T19:33:12.019,0.640,0.805,0.478,0.165
1627860792029,2021-08-01T19:33:12.029,0.650,0.801,0.478,0.163
1627860792039,2021-08-01T19:33:12.039,0.660,0.799,0.478,0.164
1627860792049,2021-08-01T19:33:12.049,0.670,0.803,0.479,0.164
1627860792059,2021-08-01T19:33:12.059,0.680,0.802,0.480,0.162
1627860792069,2021-08-01T19:33:12.069,0.690,0.800,0.481,0.163
1627860792079,2021-08-01T19:33:12.079,0.700,0.804,0.482,0.166
1627860792089,2021-08-01T19:33:12.089,0.710,0.802,0.482,0.165
1627860792099,2021-08-01T19:33:12.099,0.720,0.801,0.482,0.166
1627860792109,2021-08-01T19:33:12.109,0.730,0.804,0.482,0.166
1627860792119,2021-08-01T19:33:12.119,0.740,0.804,0.479,0.166
1627860792129,2021-08-01T19:33:12.129,0.750,0.799,0.480,0.168
1627860792139,2021-08-01T19:33:12.139,0.760,0.796,0.480,0.166
1627860792149,2021-08-01T19:33:12.149,0.770,0.797,0.479,0.164
1627860792159,2021-08-01T19:33:12.159,0.780,0.801,0.478,0.162
1627860792169,2021-08-01T19:33:12.169,0.790,0.804,0.475,0.163
1627860792179,2021-08-01T19:33:12.179,0.800,0.800,0.475,0.165
1627860792189,2021-08-01T19:33:12.189,0.810,0.801,0.473,0.167
1627860792199,2021-08-01T19:33:12.199,0.820,0.802,0.474,0.167
1627860792209,2021-08-01T19:33:12.209,0.830,0.797,0.477,0.166
1627860792219,2021-08-01T19:33:12.219,0.840,0.789,0.480,0.171
1627860792229,2021-08-01T19:33:12.229,0.850,0.785,0.476,0.170
1627860792239,2021-08-01T19:33:12.239,0.860,0.795,0.479,0.171
1627860792249,2021-08-01T19:33:12.249,0.870,0.802,0.481,0.168
1627860792259,2021-08-01T19:33:12.259,0.880,0.801,0.479,0.166
1627860792269,2021-08-01T19:33:12.269,0.890,0.798,0.482,0.170
1627860792279,2021-08-01T19:33:12.279,0.900,0.800,0.483,0.167
1627860792289,2021-08-01T19:33:12.289,0.910,0.804,0.486,0.167
1627860792299,2021-08-01T19:33:12.299,0.920,0.801,0.482,0.167
1627860792309,2021-08-01T19:33:12.309,0.930,0.794,0.482,0.167
