epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627860791289,2021-08-01T19:33:11.289,0.000,-0.610,0.732,-1.159
1627860791299,2021-08-01T19:33:11.299,0.010,-0.122,0.854,-1.463
1627860791309,2021-08-01T19:33:11.309,0.020,-0.549,0.915,-0.915
1627860791319,2021-08-01T19:33:11.319,0.030,-0.610,0.854,-0.793
1627860791329,2021-08-01T19:33:11.329,0.040,-0.366,0.854,-0.793
1627860791339,2021-08-01T19:33:11.339,0.050,-0.427,0.854,-0.976
1627860791349,2021-08-01T19:33:11.349,0.060,-0.488,0.427,-1.098
1627860791359,2021-08-01T19:33:11.359,0.070,-0.427,-0.122,-1.341
1627860791369,2021-08-01T19:33:11.369,0.080,-0.549,-0.427,-1.524
1627860791379,2021-08-01T19:33:11.379,0.090,-0.610,-0.366,-1.524
1627860791389,2021-08-01T19:33:11.389,0.100,-0.671,-0.183,-1.524
1627860791399,2021-08-01T19:33:11.399,0.110,-0.610,-0.122,-1.524
1627860791409,2021-08-01T19:33:11.409,0.120,-0.549,-0.122,-1.646
1627860791419,2021-08-01T19:33:11.419,0.130,-0.610,0.000,-1.524
1627860791429,2021-08-01T19:33:11.429,0.140,-0.671,0.122,-1.402
1627860791439,2021-08-01T19:33:11.439,0.150,-0.732,0.000,-1.341
1627860791449,2021-08-01T19:33:11.449,0.160,-0.793,-0.061,-1.402
1627860791459,2021-08-01T19:33:11.459,0.170,-0.793,0.000,-1.463
1627860791469,2021-08-01T19:33:11.469,0.180,-0.793,0.000,-1.463
1627860791479,2021-08-01T19:33:11.479,0.190,-0.671,0.000,-1.402
1627860791489,2021-08-01T19:33:11.489,0.200,-0.610,0.183,-1.220
1627860791499,2021-08-01T19:33:11.499,0.210,-0.549,0.305,-1.098
1627860791509,2021-08-01T19:33:11.509,0.220,-0.488,0.305,-0.976
1627860791519,2021-08-01T19:33:11.519,0.230,-0.427,0.183,-0.793
1627860791529,2021-08-01T19:33:11.529,0.240,-0.488,0.305,-0.671
1627860791539,2021-08-01T19:33:11.539,0.250,-0.549,0.366,-0.610
1627860791549,2021-08-01T19:33:11.549,0.260,-0.549,0.244,-0.671
1627860791559,2021-08-01T19:33:11.559,0.270,-0.610,0.061,-0.732
1627860791569,2021-08-01T19:33:11.569,0.280,-0.671,0.122,-0.732
1627860791579,2021-08-01T19:33:11.579,0.290,-0.671,0.061,-0.854
1627860791589,2021-08-01T19:33:11.589,0.300,-0.854,0.061,-1.037
1627860791599,2021-08-01T19:33:11.599,0.310,-0.915,-0.122,-1.159
1627860791609,2021-08-01T19:33:11.609,0.320,-0.915,-0.122,-1.037
1627860791619,2021-08-01T19:33:11.619,0.330,-1.037,0.061,-0.915
1627860791629,2021-08-01T19:33:11.629,0.340,-1.098,0.244,-0.793
1627860791639,2021-08-01T19:33:11.639,0.350,-0.976,0.244,-0.671
1627860791649,2021-08-01T19:33:11.649,0.360,-0.915,0.122,-0.732
1627860791659,2021-08-01T19:33:11.659,0.370,-0.854,-0.061,-0.793
1627860791669,2021-08-01T19:33:11.669,0.380,-0.854,-0.183,-0.732
