epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627862560519,2021-08-01T20:02:40.519,0.000,0.837,0.389,0.208
1627862560529,2021-08-01T20:02:40.529,0.010,0.844,0.393,0.211
1627862560539,2021-08-01T20:02:40.539,0.020,0.840,0.391,0.208
1627862560549,2021-08-01T20:02:40.549,0.030,0.842,0.391,0.210
1627862560559,2021-08-01T20:02:40.559,0.040,0.843,0.391,0.208
1627862560569,2021-08-01T20:02:40.569,0.050,0.839,0.394,0.210
1627862560579,2021-08-01T20:02:40.579,0.060,0.843,0.392,0.209
1627862560589,2021-08-01T20:02:40.589,0.070,0.842,0.392,0.211
1627862560599,2021-08-01T20:02:40.599,0.080,0.841,0.393,0.209
1627862560609,2021-08-01T20:02:40.609,0.090,0.843,0.395,0.210
1627862560619,2021-08-01T20:02:40.619,0.100,0.844,0.396,0.208
1627862560629,2021-08-01T20:02:40.629,0.110,0.843,0.396,0.206
1627862560639,2021-08-01T20:02:40.639,0.120,0.843,0.398,0.207
1627862560649,2021-08-01T20:02:40.649,0.130,0.840,0.400,0.208
1627862560659,2021-08-01T20:02:40.659,0.140,0.838,0.400,0.210
1627862560669,2021-08-01T20:02:40.669,0.150,0.840,0.403,0.208
1627862560679,2021-08-01T20:02:40.679,0.160,0.842,0.408,0.209
1627862560689,2021-08-01T20:02:40.689,0.170,0.845,0.411,0.213
1627862560699,2021-08-01T20:02:40.699,0.180,0.841,0.410,0.210
1627862560709,2021-08-01T20:02:40.709,0.190,0.840,0.413,0.210
1627862560719,2021-08-01T20:02:40.719,0.200,0.838,0.413,0.208
1627862560729,2021-08-01T20:02:40.729,0.210,0.836,0.415,0.206
1627862560739,2021-08-01T20:02:40.739,0.220,0.832,0.417,0.204
1627862560749,2021-08-01T20:02:40.749,0.230,0.827,0.416,0.202
1627862560759,2021-08-01T20:02:40.759,0.240,0.826,0.414,0.199
1627862560769,2021-08-01T20:02:40.769,0.250,0.826,0.418,0.194
1627862560779,2021-08-01T20:02:40.779,0.260,0.823,0.417,0.189
1627862560789,2021-08-01T20:02:40.789,0.270,0.818,0.410,0.188
1627862560799,2021-08-01T20:02:40.799,0.280,0.816,0.409,0.181
1627862560809,2021-08-01T20:02:40.809,0.290,0.809,0.413,0.175
1627862560819,2021-08-01T20:02:40.819,0.300,0.813,0.402,0.173
1627862560829,2021-08-01T20:02:40.829,0.310,0.828,0.396,0.167
1627862560839,2021-08-01T20:02:40.839,0.320,0.836,0.387,0.157
1627862560849,2021-08-01T20:02:40.849,0.330,0.836,0.371,0.154
1627862560859,2021-08-01T20:02:40.859,0.340,0.846,0.361,0.153
1627862560869,2021-08-01T20:02:40.869,0.350,0.864,0.358,0.153
1627862560879,2021-08-01T20:02:40.879,0.360,0.875,0.354,0.154
1627862560889,2021-08-01T20:02:40.889,0.370,0.867,0.357,0.158
1627862560899,2021-08-01T20:02:40.899,0.380,0.854,0.367,0.162
1627862560909,2021-08-01T20:02:40.909,0.390,0.833,0.381,0.164
1627862560919,2021-08-01T20:02:40.919,0.400,0.817,0.394,0.168
1627862560929,2021-08-01T20:02:40.929,0.410,0.809,0.406,0.168
1627862560939,2021-08-01T20:02:40.939,0.420,0.802,0.414,0.165
1627862560949,2021-08-01T20:02:40.949,0.430,0.800,0.412,0.165
1627862560959,2021-08-01T20:02:40.959,0.440,0.800,0.410,0.163
1627862560969,2021-08-01T20:02:40.969,0.450,0.808,0.411,0.154
1627862560979,2021-08-01T20:02:40.979,0.460,0.812,0.409,0.147
1627862560989,2021-08-01T20:02:40.989,0.470,0.808,0.409,0.146
1627862560999,2021-08-01T20:02:40.999,0.480,0.814,0.415,0.138
1627862561009,2021-08-01T20:02:41.009,0.490,0.807,0.419,0.132
1627862561019,2021-08-01T20:02:41.019,0.500,0.790,0.426,0.131
1627862561029,2021-08-01T20:02:41.029,0.510,0.780,0.443,0.127
1627862561039,2021-08-01T20:02:41.039,0.520,0.779,0.455,0.125
1627862561049,2021-08-01T20:02:41.049,0.530,0.783,0.462,0.124
1627862561059,2021-08-01T20:02:41.059,0.540,0.797,0.468,0.125
1627862561069,2021-08-01T20:02:41.069,0.550,0.813,0.477,0.125
1627862561079,2021-08-01T20:02:41.079,0.560,0.819,0.488,0.123
1627862561089,2021-08-01T20:02:41.089,0.570,0.820,0.493,0.121
1627862561099,2021-08-01T20:02:41.099,0.580,0.818,0.495,0.118
1627862561109,2021-08-01T20:02:41.109,0.590,0.824,0.502,0.118
1627862561119,2021-08-01T20:02:41.119,0.600,0.834,0.507,0.116
1627862561129,2021-08-01T20:02:41.129,0.610,0.839,0.508,0.113
1627862561139,2021-08-01T20:02:41.139,0.620,0.835,0.503,0.110
1627862561149,2021-08-01T20:02:41.149,0.630,0.835,0.505,0.110
1627862561159,2021-08-01T20:02:41.159,0.640,0.838,0.504,0.110
1627862561169,2021-08-01T20:02:41.169,0.650,0.827,0.509,0.105
1627862561179,2021-08-01T20:02:41.179,0.660,0.806,0.510,0.102
1627862561189,2021-08-01T20:02:41.189,0.670,0.800,0.509,0.098
1627862561199,2021-08-01T20:02:41.199,0.680,0.805,0.509,0.092
1627862561209,2021-08-01T20:02:41.209,0.690,0.813,0.503,0.089
1627862561219,2021-08-01T20:02:41.219,0.700,0.814,0.497,0.085
1627862561229,2021-08-01T20:02:41.229,0.710,0.868,0.640,-0.044
1627862561239,2021-08-01T20:02:41.239,0.720,1.022,0.649,0.101
1627862561249,2021-08-01T20:02:41.249,0.730,0.889,0.282,0.083
1627862561259,2021-08-01T20:02:41.259,0.740,0.808,0.491,0.069
1627862561269,2021-08-01T20:02:41.269,0.750,0.962,0.571,0.069
1627862561279,2021-08-01T20:02:41.279,0.760,0.864,0.372,0.093
1627862561289,2021-08-01T20:02:41.289,0.770,0.637,0.477,0.100
1627862561299,2021-08-01T20:02:41.299,0.780,0.836,0.467,0.128
1627862561309,2021-08-01T20:02:41.309,0.790,0.841,0.359,0.087
1627862561319,2021-08-01T20:02:41.319,0.800,0.763,0.417,0.119
1627862561329,2021-08-01T20:02:41.329,0.810,0.695,0.392,0.121
1627862561339,2021-08-01T20:02:41.339,0.820,0.721,0.387,0.115
1627862561349,2021-08-01T20:02:41.349,0.830,0.714,0.384,0.122
1627862561359,2021-08-01T20:02:41.359,0.840,0.700,0.381,0.122
1627862561369,2021-08-01T20:02:41.369,0.850,0.722,0.414,0.152
1627862561379,2021-08-01T20:02:41.379,0.860,0.865,0.420,0.095
1627862561389,2021-08-01T20:02:41.389,0.870,0.983,0.540,0.091
1627862561399,2021-08-01T20:02:41.399,0.880,1.026,0.550,0.061
1627862561409,2021-08-01T20:02:41.409,0.890,0.816,0.388,0.103
1627862561419,2021-08-01T20:02:41.419,0.900,0.856,0.423,0.072
1627862561429,2021-08-01T20:02:41.429,0.910,1.017,0.474,0.058
1627862561439,2021-08-01T20:02:41.439,0.920,0.861,0.424,0.143
1627862561449,2021-08-01T20:02:41.449,0.930,0.790,0.399,0.093
1627862561459,2021-08-01T20:02:41.459,0.940,0.714,0.385,0.060
1627862561469,2021-08-01T20:02:41.469,0.950,0.880,0.414,0.049
1627862561479,2021-08-01T20:02:41.479,0.960,0.990,0.402,0.017
1627862561489,2021-08-01T20:02:41.489,0.970,0.961,0.378,0.037
1627862561499,2021-08-01T20:02:41.499,0.980,0.765,0.408,0.083
1627862561509,2021-08-01T20:02:41.509,0.990,0.631,0.362,0.063
1627862561519,2021-08-01T20:02:41.519,1.000,0.700,0.411,0.061
1627862561529,2021-08-01T20:02:41.529,1.010,0.900,0.471,0.040
1627862561539,2021-08-01T20:02:41.539,1.020,0.887,0.424,0.045
1627862561549,2021-08-01T20:02:41.549,1.030,0.732,0.382,0.078
1627862561559,2021-08-01T20:02:41.559,1.040,0.863,0.460,0.037
1627862561569,2021-08-01T20:02:41.569,1.050,0.885,0.505,0.090
1627862561579,2021-08-01T20:02:41.579,1.060,0.942,0.486,0.068
1627862561589,2021-08-01T20:02:41.589,1.070,0.874,0.456,0.075
1627862561599,2021-08-01T20:02:41.599,1.080,0.784,0.416,0.080
1627862561609,2021-08-01T20:02:41.609,1.090,0.829,0.435,0.046
1627862561619,2021-08-01T20:02:41.619,1.100,0.860,0.457,0.072
1627862561629,2021-08-01T20:02:41.629,1.110,0.799,0.434,0.113
1627862561639,2021-08-01T20:02:41.639,1.120,0.809,0.396,0.056
1627862561649,2021-08-01T20:02:41.649,1.130,0.836,0.445,0.092
1627862561659,2021-08-01T20:02:41.659,1.140,0.812,0.441,0.085
1627862561669,2021-08-01T20:02:41.669,1.150,0.811,0.411,0.050
1627862561679,2021-08-01T20:02:41.679,1.160,0.810,0.409,0.066
1627862561689,2021-08-01T20:02:41.689,1.170,0.813,0.409,0.067
1627862561699,2021-08-01T20:02:41.699,1.180,0.844,0.439,0.083
1627862561709,2021-08-01T20:02:41.709,1.190,0.823,0.435,0.068
1627862561719,2021-08-01T20:02:41.719,1.200,0.813,0.435,0.070
1627862561729,2021-08-01T20:02:41.729,1.210,0.806,0.454,0.076
1627862561739,2021-08-01T20:02:41.739,1.220,0.809,0.441,0.044
1627862561749,2021-08-01T20:02:41.749,1.230,0.823,0.434,0.046
1627862561759,2021-08-01T20:02:41.759,1.240,0.834,0.458,0.088
1627862561769,2021-08-01T20:02:41.769,1.250,0.835,0.442,0.084
1627862561779,2021-08-01T20:02:41.779,1.260,0.853,0.437,0.087
1627862561789,2021-08-01T20:02:41.789,1.270,0.837,0.449,0.077
1627862561799,2021-08-01T20:02:41.799,1.280,0.817,0.460,0.074
1627862561809,2021-08-01T20:02:41.809,1.290,0.823,0.470,0.080
1627862561819,2021-08-01T20:02:41.819,1.300,0.835,0.472,0.076
1627862561829,2021-08-01T20:02:41.829,1.310,0.819,0.470,0.063
1627862561839,2021-08-01T20:02:41.839,1.320,0.796,0.475,0.053
1627862561849,2021-08-01T20:02:41.849,1.330,0.796,0.480,0.052
1627862561859,2021-08-01T20:02:41.859,1.340,0.812,0.479,0.054
1627862561869,2021-08-01T20:02:41.869,1.350,0.810,0.477,0.062
1627862561879,2021-08-01T20:02:41.879,1.360,0.797,0.482,0.057
1627862561889,2021-08-01T20:02:41.889,1.370,0.814,0.475,0.060
1627862561899,2021-08-01T20:02:41.899,1.380,0.827,0.466,0.062
1627862561909,2021-08-01T20:02:41.909,1.390,0.827,0.462,0.060
1627862561919,2021-08-01T20:02:41.919,1.400,0.813,0.467,0.056
1627862561929,2021-08-01T20:02:41.929,1.410,0.811,0.472,0.051
1627862561939,2021-08-01T20:02:41.939,1.420,0.816,0.473,0.061
1627862561949,2021-08-01T20:02:41.949,1.430,0.832,0.475,0.078
1627862561959,2021-08-01T20:02:41.959,1.440,0.838,0.470,0.073
1627862561969,2021-08-01T20:02:41.969,1.450,0.842,0.458,0.063
1627862561979,2021-08-01T20:02:41.979,1.460,0.829,0.449,0.057
1627862561989,2021-08-01T20:02:41.989,1.470,0.825,0.446,0.049
1627862561999,2021-08-01T20:02:41.999,1.480,0.811,0.444,0.050
1627862562009,2021-08-01T20:02:42.009,1.490,0.805,0.447,0.053
1627862562019,2021-08-01T20:02:42.019,1.500,0.825,0.443,0.059
1627862562029,2021-08-01T20:02:42.029,1.510,0.821,0.434,0.063
1627862562039,2021-08-01T20:02:42.039,1.520,0.824,0.430,0.066
1627862562049,2021-08-01T20:02:42.049,1.530,0.825,0.436,0.066
1627862562059,2021-08-01T20:02:42.059,1.540,0.815,0.446,0.066
1627862562069,2021-08-01T20:02:42.069,1.550,0.826,0.449,0.057
1627862562079,2021-08-01T20:02:42.079,1.560,0.812,0.438,0.047
1627862562089,2021-08-01T20:02:42.089,1.570,0.816,0.454,0.052
1627862562099,2021-08-01T20:02:42.099,1.580,0.819,0.461,0.066
1627862562109,2021-08-01T20:02:42.109,1.590,0.821,0.463,0.062
1627862562119,2021-08-01T20:02:42.119,1.600,0.832,0.468,0.076
1627862562129,2021-08-01T20:02:42.129,1.610,0.817,0.468,0.077
1627862562139,2021-08-01T20:02:42.139,1.620,0.813,0.458,0.071
1627862562149,2021-08-01T20:02:42.149,1.630,0.805,0.464,0.075
1627862562159,2021-08-01T20:02:42.159,1.640,0.788,0.483,0.081
1627862562169,2021-08-01T20:02:42.169,1.650,0.779,0.488,0.070
1627862562179,2021-08-01T20:02:42.179,1.660,0.780,0.490,0.060
1627862562189,2021-08-01T20:02:42.189,1.670,0.790,0.486,0.064
1627862562199,2021-08-01T20:02:42.199,1.680,0.792,0.493,0.065
1627862562209,2021-08-01T20:02:42.209,1.690,0.794,0.498,0.060
1627862562219,2021-08-01T20:02:42.219,1.700,0.792,0.502,0.058
1627862562229,2021-08-01T20:02:42.229,1.710,0.797,0.506,0.053
1627862562239,2021-08-01T20:02:42.239,1.720,0.792,0.502,0.047
1627862562249,2021-08-01T20:02:42.249,1.730,0.798,0.495,0.048
1627862562259,2021-08-01T20:02:42.259,1.740,0.811,0.487,0.050
1627862562269,2021-08-01T20:02:42.269,1.750,0.806,0.485,0.042
1627862562279,2021-08-01T20:02:42.279,1.760,0.812,0.496,0.052
1627862562289,2021-08-01T20:02:42.289,1.770,0.810,0.502,0.058
1627862562299,2021-08-01T20:02:42.299,1.780,0.800,0.505,0.050
1627862562309,2021-08-01T20:02:42.309,1.790,0.787,0.509,0.040
1627862562319,2021-08-01T20:02:42.319,1.800,0.791,0.506,0.036
1627862562329,2021-08-01T20:02:42.329,1.810,0.820,0.489,0.045
1627862562339,2021-08-01T20:02:42.339,1.820,0.851,0.453,0.052
