epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627862989651,2021-08-01T20:09:49.651,0.000,15.244,6.524,2.012
1627862989661,2021-08-01T20:09:49.661,0.010,15.244,6.707,1.402
1627862989671,2021-08-01T20:09:49.671,0.020,13.902,6.646,1.220
1627862989681,2021-08-01T20:09:49.681,0.030,13.232,6.402,0.244
1627862989691,2021-08-01T20:09:49.691,0.040,12.805,6.159,-0.671
1627862989701,2021-08-01T20:09:49.701,0.050,12.561,5.915,-1.585
1627862989711,2021-08-01T20:09:49.711,0.060,12.256,5.793,-2.439
1627862989721,2021-08-01T20:09:49.721,0.070,12.134,5.671,-3.110
1627862989731,2021-08-01T20:09:49.731,0.080,12.012,5.549,-3.659
1627862989741,2021-08-01T20:09:49.741,0.090,12.012,5.366,-4.146
1627862989751,2021-08-01T20:09:49.751,0.100,11.829,4.939,-4.329
1627862989761,2021-08-01T20:09:49.761,0.110,11.646,4.634,-4.146
1627862989771,2021-08-01T20:09:49.771,0.120,11.402,4.451,-3.476
1627862989781,2021-08-01T20:09:49.781,0.130,11.159,4.390,-2.744
1627862989791,2021-08-01T20:09:49.791,0.140,10.854,4.329,-1.707
1627862989801,2021-08-01T20:09:49.801,0.150,10.488,4.756,-0.122
1627862989811,2021-08-01T20:09:49.811,0.160,10.000,5.427,1.220
1627862989821,2021-08-01T20:09:49.821,0.170,9.634,5.915,2.439
1627862989831,2021-08-01T20:09:49.831,0.180,9.085,6.037,3.659
1627862989841,2021-08-01T20:09:49.841,0.190,8.476,5.610,4.207
1627862989851,2021-08-01T20:09:49.851,0.200,7.866,5.183,4.329
1627862989861,2021-08-01T20:09:49.861,0.210,7.622,5.122,4.512
1627862989871,2021-08-01T20:09:49.871,0.220,7.195,5.427,4.451
1627862989881,2021-08-01T20:09:49.881,0.230,6.890,5.427,4.268
1627862989891,2021-08-01T20:09:49.891,0.240,6.890,5.183,3.963
1627862989901,2021-08-01T20:09:49.901,0.250,6.890,5.183,3.537
1627862989911,2021-08-01T20:09:49.911,0.260,7.012,5.305,2.927
1627862989921,2021-08-01T20:09:49.921,0.270,7.012,5.061,2.134
1627862989931,2021-08-01T20:09:49.931,0.280,6.951,4.634,1.463
1627862989941,2021-08-01T20:09:49.941,0.290,7.012,4.451,0.976
1627862989951,2021-08-01T20:09:49.951,0.300,6.951,4.390,0.732
1627862989961,2021-08-01T20:09:49.961,0.310,7.134,4.085,0.610
1627862989971,2021-08-01T20:09:49.971,0.320,7.073,3.780,0.427
1627862989981,2021-08-01T20:09:49.981,0.330,6.951,3.537,0.244
1627862989991,2021-08-01T20:09:49.991,0.340,6.890,2.988,0.244
1627862990001,2021-08-01T20:09:50.001,0.350,6.768,2.439,0.549
1627862990011,2021-08-01T20:09:50.011,0.360,6.524,2.134,0.854
1627862990021,2021-08-01T20:09:50.021,0.370,6.037,2.134,0.793
1627862990031,2021-08-01T20:09:50.031,0.380,5.793,1.768,0.549
1627862990041,2021-08-01T20:09:50.041,0.390,5.244,1.463,0.549
1627862990051,2021-08-01T20:09:50.051,0.400,4.878,1.646,1.098
1627862990061,2021-08-01T20:09:50.061,0.410,4.634,1.951,1.402
1627862990071,2021-08-01T20:09:50.071,0.420,4.268,2.134,1.646
1627862990081,2021-08-01T20:09:50.081,0.430,4.329,2.439,1.890
1627862990091,2021-08-01T20:09:50.091,0.440,4.268,2.866,2.256
1627862990101,2021-08-01T20:09:50.101,0.450,4.268,3.659,2.561
1627862990111,2021-08-01T20:09:50.111,0.460,4.146,3.963,2.561
1627862990121,2021-08-01T20:09:50.121,0.470,4.085,3.780,2.561
1627862990131,2021-08-01T20:09:50.131,0.480,4.024,3.720,2.683
1627862990141,2021-08-01T20:09:50.141,0.490,3.902,4.024,2.866
1627862990151,2021-08-01T20:09:50.151,0.500,3.720,3.963,2.622
1627862990161,2021-08-01T20:09:50.161,0.510,3.780,3.780,2.500
1627862990171,2021-08-01T20:09:50.171,0.520,3.720,3.902,2.561
1627862990181,2021-08-01T20:09:50.181,0.530,3.476,4.085,2.561
1627862990191,2021-08-01T20:09:50.191,0.540,3.293,4.085,2.378
1627862990201,2021-08-01T20:09:50.201,0.550,3.049,4.146,2.073
1627862990211,2021-08-01T20:09:50.211,0.560,2.805,4.146,1.890
1627862990221,2021-08-01T20:09:50.221,0.570,2.744,4.146,1.768
1627862990231,2021-08-01T20:09:50.231,0.580,2.683,4.207,1.585
1627862990241,2021-08-01T20:09:50.241,0.590,2.561,4.085,1.402
1627862990251,2021-08-01T20:09:50.251,0.600,2.561,3.963,1.341
1627862990261,2021-08-01T20:09:50.261,0.610,2.622,3.780,1.402
1627862990271,2021-08-01T20:09:50.271,0.620,2.744,3.598,1.463
1627862990281,2021-08-01T20:09:50.281,0.630,2.683,3.293,1.280
1627862990291,2021-08-01T20:09:50.291,0.640,2.744,3.171,1.159
1627862990301,2021-08-01T20:09:50.301,0.650,2.805,3.232,1.159
1627862990311,2021-08-01T20:09:50.311,0.660,2.866,3.293,1.402
1627862990321,2021-08-01T20:09:50.321,0.670,2.866,3.354,1.890
1627862990331,2021-08-01T20:09:50.331,0.680,2.988,3.537,2.195
1627862990341,2021-08-01T20:09:50.341,0.690,3.110,3.780,2.500
1627862990351,2021-08-01T20:09:50.351,0.700,3.354,3.841,2.622
1627862990361,2021-08-01T20:09:50.361,0.710,3.659,3.902,2.683
1627862990371,2021-08-01T20:09:50.371,0.720,3.963,4.268,2.927
1627862990381,2021-08-01T20:09:50.381,0.730,4.390,4.695,3.110
1627862990391,2021-08-01T20:09:50.391,0.740,4.817,5.000,3.415
1627862990401,2021-08-01T20:09:50.401,0.750,5.244,5.122,3.659
1627862990411,2021-08-01T20:09:50.411,0.760,5.854,5.427,3.963
1627862990421,2021-08-01T20:09:50.421,0.770,6.585,6.037,4.878
1627862990431,2021-08-01T20:09:50.431,0.780,7.195,6.524,6.341
1627862990441,2021-08-01T20:09:50.441,0.790,7.866,6.890,8.171
1627862990451,2021-08-01T20:09:50.451,0.800,9.085,7.805,9.817
1627862990461,2021-08-01T20:09:50.461,0.810,9.146,7.866,9.878
1627862990471,2021-08-01T20:09:50.471,0.820,11.463,6.829,10.610
1627862990481,2021-08-01T20:09:50.481,0.830,12.378,8.537,15.671
1627862990491,2021-08-01T20:09:50.491,0.840,14.207,11.037,17.683
1627862990501,2021-08-01T20:09:50.501,0.850,16.280,11.524,18.171
1627862990511,2021-08-01T20:09:50.511,0.860,18.171,10.488,20.000
1627862990521,2021-08-01T20:09:50.521,0.870,20.854,10.610,22.378
1627862990531,2021-08-01T20:09:50.531,0.880,23.232,11.524,23.415
1627862990541,2021-08-01T20:09:50.541,0.890,25.427,11.585,23.598
1627862990551,2021-08-01T20:09:50.551,0.900,27.744,10.488,23.841
1627862990561,2021-08-01T20:09:50.561,0.910,29.756,9.695,23.780
1627862990571,2021-08-01T20:09:50.571,0.920,31.890,9.451,23.720
1627862990581,2021-08-01T20:09:50.581,0.930,33.902,9.268,23.902
1627862990591,2021-08-01T20:09:50.591,0.940,35.915,8.415,23.415
1627862990601,2021-08-01T20:09:50.601,0.950,37.866,6.768,22.378
1627862990611,2021-08-01T20:09:50.611,0.960,39.756,5.366,21.341
1627862990621,2021-08-01T20:09:50.621,0.970,41.341,5.000,20.122
1627862990631,2021-08-01T20:09:50.631,0.980,42.744,4.512,18.659
1627862990641,2021-08-01T20:09:50.641,0.990,43.841,3.415,17.317
1627862990651,2021-08-01T20:09:50.651,1.000,44.756,1.890,15.793
1627862990661,2021-08-01T20:09:50.661,1.010,45.610,0.732,13.963
1627862990671,2021-08-01T20:09:50.671,1.020,45.976,0.000,12.073
1627862990681,2021-08-01T20:09:50.681,1.030,46.220,-1.585,10.854
1627862990691,2021-08-01T20:09:50.691,1.040,46.524,-3.598,10.854
1627862990701,2021-08-01T20:09:50.701,1.050,45.915,-4.878,10.915
1627862990711,2021-08-01T20:09:50.711,1.060,44.573,-5.000,9.268
1627862990721,2021-08-01T20:09:50.721,1.070,42.317,-6.280,5.549
1627862990731,2021-08-01T20:09:50.731,1.080,40.488,-9.024,1.707
1627862990741,2021-08-01T20:09:50.741,1.090,38.232,-10.854,-0.793
1627862990751,2021-08-01T20:09:50.751,1.100,35.183,-10.854,-2.500
1627862990761,2021-08-01T20:09:50.761,1.110,32.256,-11.098,-4.146
1627862990771,2021-08-01T20:09:50.771,1.120,29.512,-11.707,-4.939
1627862990781,2021-08-01T20:09:50.781,1.130,26.646,-11.220,-4.085
1627862990791,2021-08-01T20:09:50.791,1.140,23.902,-8.598,-1.524
1627862990801,2021-08-01T20:09:50.801,1.150,20.854,-4.146,1.402
1627862990811,2021-08-01T20:09:50.811,1.160,17.561,-0.061,2.927
1627862990821,2021-08-01T20:09:50.821,1.170,14.207,1.890,2.744
1627862990831,2021-08-01T20:09:50.831,1.180,10.976,2.866,3.354
1627862990841,2021-08-01T20:09:50.841,1.190,8.171,5.427,5.793
1627862990851,2021-08-01T20:09:50.851,1.200,5.366,8.963,8.354
1627862990861,2021-08-01T20:09:50.861,1.210,2.988,11.280,9.451
1627862990871,2021-08-01T20:09:50.871,1.220,1.280,12.195,9.573
1627862990881,2021-08-01T20:09:50.881,1.230,0.061,13.659,9.878
1627862990891,2021-08-01T20:09:50.891,1.240,-0.671,15.183,10.061
1627862990901,2021-08-01T20:09:50.901,1.250,-1.220,15.671,9.329
1627862990911,2021-08-01T20:09:50.911,1.260,-1.159,15.000,7.988
1627862990921,2021-08-01T20:09:50.921,1.270,-0.488,13.902,6.402
1627862990931,2021-08-01T20:09:50.931,1.280,0.793,12.439,4.817
1627862990941,2021-08-01T20:09:50.941,1.290,2.561,10.427,3.171
1627862990951,2021-08-01T20:09:50.951,1.300,4.878,8.232,2.012
1627862990961,2021-08-01T20:09:50.961,1.310,6.951,6.951,2.012
1627862990971,2021-08-01T20:09:50.971,1.320,8.720,6.402,3.293
1627862990981,2021-08-01T20:09:50.981,1.330,10.732,5.427,3.841
1627862990991,2021-08-01T20:09:50.991,1.340,12.134,3.720,3.293
1627862991001,2021-08-01T20:09:51.001,1.350,12.500,2.927,2.683
1627862991011,2021-08-01T20:09:51.011,1.360,12.134,2.500,1.585
1627862991021,2021-08-01T20:09:51.021,1.370,11.402,0.793,-0.854
1627862991031,2021-08-01T20:09:51.031,1.380,11.037,-1.951,-3.537
1627862991041,2021-08-01T20:09:51.041,1.390,10.488,-3.659,-4.451
1627862991051,2021-08-01T20:09:51.051,1.400,10.000,-3.720,-3.598
1627862991061,2021-08-01T20:09:51.061,1.410,9.451,-3.476,-2.012
1627862991071,2021-08-01T20:09:51.071,1.420,8.598,-3.720,-0.671
