epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627861010168,2021-08-01T19:36:50.168,0.000,0.691,0.616,0.191
1627861010178,2021-08-01T19:36:50.178,0.010,0.695,0.621,0.191
1627861010188,2021-08-01T19:36:50.188,0.020,0.696,0.622,0.189
1627861010198,2021-08-01T19:36:50.198,0.030,0.697,0.620,0.193
1627861010208,2021-08-01T19:36:50.208,0.040,0.697,0.621,0.188
1627861010218,2021-08-01T19:36:50.218,0.050,0.696,0.621,0.195
1627861010228,2021-08-01T19:36:50.228,0.060,0.699,0.622,0.191
1627861010238,2021-08-01T19:36:50.238,0.070,0.698,0.622,0.192
1627861010248,2021-08-01T19:36:50.248,0.080,0.694,0.621,0.190
1627861010258,2021-08-01T19:36:50.258,0.090,0.693,0.621,0.194
1627861010268,2021-08-01T19:36:50.268,0.100,0.692,0.621,0.193
1627861010278,2021-08-01T19:36:50.278,0.110,0.692,0.622,0.192
1627861010288,2021-08-01T19:36:50.288,0.120,0.693,0.623,0.190
1627861010298,2021-08-01T19:36:50.298,0.130,0.694,0.622,0.191
1627861010308,2021-08-01T19:36:50.308,0.140,0.694,0.622,0.189
1627861010318,2021-08-01T19:36:50.318,0.150,0.694,0.623,0.189
1627861010328,2021-08-01T19:36:50.328,0.160,0.697,0.622,0.189
1627861010338,2021-08-01T19:36:50.338,0.170,0.696,0.622,0.189
1627861010348,2021-08-01T19:36:50.348,0.180,0.696,0.623,0.188
1627861010358,2021-08-01T19:36:50.358,0.190,0.696,0.625,0.188
1627861010368,2021-08-01T19:36:50.368,0.200,0.694,0.626,0.189
1627861010378,2021-08-01T19:36:50.378,0.210,0.698,0.625,0.189
1627861010388,2021-08-01T19:36:50.388,0.220,0.697,0.623,0.190
1627861010398,2021-08-01T19:36:50.398,0.230,0.692,0.625,0.185
1627861010408,2021-08-01T19:36:50.408,0.240,0.690,0.625,0.190
1627861010418,2021-08-01T19:36:50.418,0.250,0.696,0.621,0.191
1627861010428,2021-08-01T19:36:50.428,0.260,0.700,0.623,0.191
1627861010438,2021-08-01T19:36:50.438,0.270,0.700,0.619,0.192
1627861010448,2021-08-01T19:36:50.448,0.280,0.695,0.616,0.190
1627861010458,2021-08-01T19:36:50.458,0.290,0.695,0.618,0.194
1627861010468,2021-08-01T19:36:50.468,0.300,0.696,0.622,0.194
1627861010478,2021-08-01T19:36:50.478,0.310,0.688,0.624,0.192
1627861010488,2021-08-01T19:36:50.488,0.320,0.685,0.626,0.194
1627861010498,2021-08-01T19:36:50.498,0.330,0.688,0.624,0.194
1627861010508,2021-08-01T19:36:50.508,0.340,0.694,0.624,0.195
1627861010518,2021-08-01T19:36:50.518,0.350,0.699,0.625,0.192
1627861010528,2021-08-01T19:36:50.528,0.360,0.699,0.624,0.190
1627861010538,2021-08-01T19:36:50.538,0.370,0.694,0.621,0.193
1627861010548,2021-08-01T19:36:50.548,0.380,0.696,0.624,0.191
1627861010558,2021-08-01T19:36:50.558,0.390,0.696,0.624,0.191
1627861010568,2021-08-01T19:36:50.568,0.400,0.692,0.623,0.189
1627861010578,2021-08-01T19:36:50.578,0.410,0.690,0.623,0.192
1627861010588,2021-08-01T19:36:50.588,0.420,0.692,0.623,0.190
1627861010598,2021-08-01T19:36:50.598,0.430,0.694,0.622,0.189
1627861010608,2021-08-01T19:36:50.608,0.440,0.695,0.620,0.188
1627861010618,2021-08-01T19:36:50.618,0.450,0.693,0.616,0.191
1627861010628,2021-08-01T19:36:50.628,0.460,0.696,0.619,0.189
1627861010638,2021-08-01T19:36:50.638,0.470,0.695,0.622,0.188
1627861010648,2021-08-01T19:36:50.648,0.480,0.696,0.618,0.189
1627861010658,2021-08-01T19:36:50.658,0.490,0.696,0.618,0.188
1627861010668,2021-08-01T19:36:50.668,0.500,0.696,0.621,0.189
1627861010678,2021-08-01T19:36:50.678,0.510,0.695,0.620,0.191
1627861010688,2021-08-01T19:36:50.688,0.520,0.692,0.619,0.191
1627861010698,2021-08-01T19:36:50.698,0.530,0.694,0.621,0.193
1627861010708,2021-08-01T19:36:50.708,0.540,0.695,0.621,0.195
1627861010718,2021-08-01T19:36:50.718,0.550,0.694,0.621,0.195
1627861010728,2021-08-01T19:36:50.728,0.560,0.697,0.619,0.193
1627861010738,2021-08-01T19:36:50.738,0.570,0.701,0.621,0.194
1627861010748,2021-08-01T19:36:50.748,0.580,0.699,0.619,0.197
1627861010758,2021-08-01T19:36:50.758,0.590,0.691,0.619,0.193
1627861010768,2021-08-01T19:36:50.768,0.600,0.688,0.622,0.196
1627861010778,2021-08-01T19:36:50.778,0.610,0.690,0.623,0.194
1627861010788,2021-08-01T19:36:50.788,0.620,0.694,0.625,0.195
1627861010798,2021-08-01T19:36:50.798,0.630,0.695,0.624,0.195
1627861010808,2021-08-01T19:36:50.808,0.640,0.694,0.620,0.194
1627861010818,2021-08-01T19:36:50.818,0.650,0.697,0.620,0.194
1627861010828,2021-08-01T19:36:50.828,0.660,0.696,0.621,0.193
1627861010838,2021-08-01T19:36:50.838,0.670,0.698,0.622,0.192
1627861010848,2021-08-01T19:36:50.848,0.680,0.697,0.623,0.192
1627861010858,2021-08-01T19:36:50.858,0.690,0.699,0.621,0.190
1627861010868,2021-08-01T19:36:50.868,0.700,0.697,0.620,0.191
1627861010878,2021-08-01T19:36:50.878,0.710,0.696,0.622,0.194
1627861010888,2021-08-01T19:36:50.888,0.720,0.695,0.620,0.189
1627861010898,2021-08-01T19:36:50.898,0.730,0.696,0.619,0.189
1627861010908,2021-08-01T19:36:50.908,0.740,0.700,0.618,0.188
1627861010918,2021-08-01T19:36:50.918,0.750,0.700,0.618,0.188
1627861010928,2021-08-01T19:36:50.928,0.760,0.700,0.618,0.187
1627861010938,2021-08-01T19:36:50.938,0.770,0.702,0.620,0.187
1627861010948,2021-08-01T19:36:50.948,0.780,0.701,0.618,0.188
1627861010958,2021-08-01T19:36:50.958,0.790,0.699,0.616,0.187
1627861010968,2021-08-01T19:36:50.968,0.800,0.697,0.618,0.188
1627861010978,2021-08-01T19:36:50.978,0.810,0.700,0.619,0.190
1627861010988,2021-08-01T19:36:50.988,0.820,0.699,0.619,0.188
1627861010998,2021-08-01T19:36:50.998,0.830,0.697,0.615,0.190
1627861011008,2021-08-01T19:36:51.008,0.840,0.698,0.612,0.192
1627861011018,2021-08-01T19:36:51.018,0.850,0.700,0.616,0.187
1627861011028,2021-08-01T19:36:51.028,0.860,0.698,0.617,0.184
1627861011038,2021-08-01T19:36:51.038,0.870,0.697,0.612,0.188
1627861011048,2021-08-01T19:36:51.048,0.880,0.695,0.611,0.190
1627861011058,2021-08-01T19:36:51.058,0.890,0.695,0.613,0.189
1627861011068,2021-08-01T19:36:51.068,0.900,0.696,0.614,0.188
1627861011078,2021-08-01T19:36:51.078,0.910,0.701,0.613,0.186
1627861011088,2021-08-01T19:36:51.088,0.920,0.703,0.614,0.186
1627861011098,2021-08-01T19:36:51.098,0.930,0.701,0.615,0.189
1627861011108,2021-08-01T19:36:51.108,0.940,0.696,0.617,0.190
1627861011118,2021-08-01T19:36:51.118,0.950,0.694,0.618,0.190
1627861011128,2021-08-01T19:36:51.128,0.960,0.698,0.615,0.189
1627861011138,2021-08-01T19:36:51.138,0.970,0.697,0.616,0.189
1627861011148,2021-08-01T19:36:51.148,0.980,0.696,0.617,0.194
1627861011158,2021-08-01T19:36:51.158,0.990,0.696,0.616,0.192
1627861011168,2021-08-01T19:36:51.168,1.000,0.697,0.618,0.190
1627861011178,2021-08-01T19:36:51.178,1.010,0.698,0.620,0.192
1627861011188,2021-08-01T19:36:51.188,1.020,0.696,0.621,0.189
1627861011198,2021-08-01T19:36:51.198,1.030,0.699,0.621,0.189
1627861011208,2021-08-01T19:36:51.208,1.040,0.698,0.619,0.188
1627861011218,2021-08-01T19:36:51.218,1.050,0.696,0.621,0.190
1627861011228,2021-08-01T19:36:51.228,1.060,0.693,0.619,0.192
1627861011238,2021-08-01T19:36:51.238,1.070,0.693,0.616,0.188
1627861011248,2021-08-01T19:36:51.248,1.080,0.696,0.619,0.188
1627861011258,2021-08-01T19:36:51.258,1.090,0.698,0.618,0.187
1627861011268,2021-08-01T19:36:51.268,1.100,0.699,0.618,0.185
1627861011278,2021-08-01T19:36:51.278,1.110,0.696,0.615,0.188
1627861011288,2021-08-01T19:36:51.288,1.120,0.698,0.614,0.188
1627861011298,2021-08-01T19:36:51.298,1.130,0.699,0.616,0.192
1627861011308,2021-08-01T19:36:51.308,1.140,0.698,0.618,0.191
1627861011318,2021-08-01T19:36:51.318,1.150,0.689,0.617,0.190
1627861011328,2021-08-01T19:36:51.328,1.160,0.688,0.618,0.189
1627861011338,2021-08-01T19:36:51.338,1.170,0.693,0.621,0.188
1627861011348,2021-08-01T19:36:51.348,1.180,0.695,0.620,0.186
1627861011358,2021-08-01T19:36:51.358,1.190,0.699,0.624,0.186
1627861011368,2021-08-01T19:36:51.368,1.200,0.698,0.625,0.188
1627861011378,2021-08-01T19:36:51.378,1.210,0.699,0.623,0.186
1627861011388,2021-08-01T19:36:51.388,1.220,0.697,0.624,0.190
1627861011398,2021-08-01T19:36:51.398,1.230,0.695,0.626,0.188
1627861011408,2021-08-01T19:36:51.408,1.240,0.692,0.624,0.188
1627861011418,2021-08-01T19:36:51.418,1.250,0.690,0.626,0.190
1627861011428,2021-08-01T19:36:51.428,1.260,0.690,0.626,0.188
1627861011438,2021-08-01T19:36:51.438,1.270,0.693,0.623,0.187
1627861011448,2021-08-01T19:36:51.448,1.280,0.693,0.624,0.187
1627861011458,2021-08-01T19:36:51.458,1.290,0.693,0.622,0.189
1627861011468,2021-08-01T19:36:51.468,1.300,0.691,0.623,0.188
1627861011478,2021-08-01T19:36:51.478,1.310,0.691,0.622,0.185
1627861011488,2021-08-01T19:36:51.488,1.320,0.688,0.623,0.184
1627861011498,2021-08-01T19:36:51.498,1.330,0.689,0.625,0.188
1627861011508,2021-08-01T19:36:51.508,1.340,0.686,0.628,0.188
1627861011518,2021-08-01T19:36:51.518,1.350,0.685,0.627,0.189
1627861011528,2021-08-01T19:36:51.528,1.360,0.686,0.630,0.189
1627861011538,2021-08-01T19:36:51.538,1.370,0.688,0.634,0.190
1627861011548,2021-08-01T19:36:51.548,1.380,0.686,0.633,0.191
1627861011558,2021-08-01T19:36:51.558,1.390,0.692,0.635,0.191
1627861011568,2021-08-01T19:36:51.568,1.400,0.699,0.637,0.192
1627861011578,2021-08-01T19:36:51.578,1.410,0.699,0.640,0.190
1627861011588,2021-08-01T19:36:51.588,1.420,0.694,0.638,0.188
1627861011598,2021-08-01T19:36:51.598,1.430,0.688,0.640,0.188
1627861011608,2021-08-01T19:36:51.608,1.440,0.689,0.638,0.189
1627861011618,2021-08-01T19:36:51.618,1.450,0.691,0.638,0.187
1627861011628,2021-08-01T19:36:51.628,1.460,0.692,0.641,0.184
1627861011638,2021-08-01T19:36:51.638,1.470,0.688,0.640,0.188
1627861011648,2021-08-01T19:36:51.648,1.480,0.686,0.640,0.185
1627861011658,2021-08-01T19:36:51.658,1.490,0.690,0.639,0.186
1627861011668,2021-08-01T19:36:51.668,1.500,0.693,0.637,0.183
1627861011678,2021-08-01T19:36:51.678,1.510,0.694,0.637,0.186
1627861011688,2021-08-01T19:36:51.688,1.520,0.692,0.638,0.187
1627861011698,2021-08-01T19:36:51.698,1.530,0.688,0.635,0.186
1627861011708,2021-08-01T19:36:51.708,1.540,0.689,0.634,0.181
1627861011718,2021-08-01T19:36:51.718,1.550,0.690,0.630,0.179
1627861011728,2021-08-01T19:36:51.728,1.560,0.692,0.629,0.178
1627861011738,2021-08-01T19:36:51.738,1.570,0.695,0.623,0.176
1627861011748,2021-08-01T19:36:51.748,1.580,0.703,0.619,0.170
1627861011758,2021-08-01T19:36:51.758,1.590,0.708,0.616,0.164
1627861011768,2021-08-01T19:36:51.768,1.600,0.710,0.611,0.159
1627861011778,2021-08-01T19:36:51.778,1.610,0.706,0.605,0.155
1627861011788,2021-08-01T19:36:51.788,1.620,0.703,0.603,0.156
1627861011798,2021-08-01T19:36:51.798,1.630,0.706,0.604,0.156
1627861011808,2021-08-01T19:36:51.808,1.640,0.707,0.605,0.156
1627861011818,2021-08-01T19:36:51.818,1.650,0.704,0.606,0.163
1627861011828,2021-08-01T19:36:51.828,1.660,0.702,0.608,0.166
1627861011838,2021-08-01T19:36:51.838,1.670,0.705,0.611,0.165
1627861011848,2021-08-01T19:36:51.848,1.680,0.708,0.611,0.172
1627861011858,2021-08-01T19:36:51.858,1.690,0.703,0.618,0.175
1627861011868,2021-08-01T19:36:51.868,1.700,0.694,0.620,0.176
1627861011878,2021-08-01T19:36:51.878,1.710,0.691,0.625,0.180
1627861011888,2021-08-01T19:36:51.888,1.720,0.691,0.624,0.180
1627861011898,2021-08-01T19:36:51.898,1.730,0.695,0.624,0.181
1627861011908,2021-08-01T19:36:51.908,1.740,0.692,0.622,0.181
1627861011918,2021-08-01T19:36:51.918,1.750,0.688,0.627,0.180
1627861011928,2021-08-01T19:36:51.928,1.760,0.686,0.626,0.182
1627861011938,2021-08-01T19:36:51.938,1.770,0.685,0.630,0.182
1627861011948,2021-08-01T19:36:51.948,1.780,0.688,0.631,0.178
1627861011958,2021-08-01T19:36:51.958,1.790,0.686,0.630,0.178
1627861011968,2021-08-01T19:36:51.968,1.800,0.686,0.633,0.175
1627861011978,2021-08-01T19:36:51.978,1.810,0.689,0.636,0.179
1627861011988,2021-08-01T19:36:51.988,1.820,0.689,0.636,0.182
