epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627862354398,2021-08-01T19:59:14.398,0.000,0.825,0.455,0.080
1627862354408,2021-08-01T19:59:14.408,0.010,0.833,0.455,0.082
1627862354418,2021-08-01T19:59:14.418,0.020,0.832,0.457,0.083
1627862354428,2021-08-01T19:59:14.428,0.030,0.832,0.454,0.082
1627862354438,2021-08-01T19:59:14.438,0.040,0.833,0.452,0.083
1627862354448,2021-08-01T19:59:14.448,0.050,0.828,0.453,0.085
1627862354458,2021-08-01T19:59:14.458,0.060,0.823,0.451,0.087
1627862354468,2021-08-01T19:59:14.468,0.070,0.818,0.452,0.091
1627862354478,2021-08-01T19:59:14.478,0.080,0.818,0.454,0.089
1627862354488,2021-08-01T19:59:14.488,0.090,0.820,0.455,0.089
1627862354498,2021-08-01T19:59:14.498,0.100,0.821,0.454,0.087
1627862354508,2021-08-01T19:59:14.508,0.110,0.822,0.453,0.089
1627862354518,2021-08-01T19:59:14.518,0.120,0.829,0.450,0.089
1627862354528,2021-08-01T19:59:14.528,0.130,0.828,0.452,0.085
1627862354538,2021-08-01T19:59:14.538,0.140,0.824,0.448,0.083
1627862354548,2021-08-01T19:59:14.548,0.150,0.820,0.444,0.084
1627862354558,2021-08-01T19:59:14.558,0.160,0.825,0.444,0.084
1627862354568,2021-08-01T19:59:14.568,0.170,0.833,0.442,0.082
1627862354578,2021-08-01T19:59:14.578,0.180,0.832,0.442,0.082
1627862354588,2021-08-01T19:59:14.588,0.190,0.824,0.441,0.084
1627862354598,2021-08-01T19:59:14.598,0.200,0.822,0.437,0.084
1627862354608,2021-08-01T19:59:14.608,0.210,0.826,0.438,0.083
1627862354618,2021-08-01T19:59:14.618,0.220,0.824,0.440,0.083
1627862354628,2021-08-01T19:59:14.628,0.230,0.823,0.445,0.085
1627862354638,2021-08-01T19:59:14.638,0.240,0.824,0.445,0.088
1627862354648,2021-08-01T19:59:14.648,0.250,0.826,0.449,0.091
1627862354658,2021-08-01T19:59:14.658,0.260,0.829,0.450,0.090
1627862354668,2021-08-01T19:59:14.668,0.270,0.825,0.450,0.090
1627862354678,2021-08-01T19:59:14.678,0.280,0.823,0.446,0.090
1627862354688,2021-08-01T19:59:14.688,0.290,0.823,0.446,0.094
1627862354698,2021-08-01T19:59:14.698,0.300,0.824,0.447,0.093
1627862354708,2021-08-01T19:59:14.708,0.310,0.823,0.446,0.090
1627862354718,2021-08-01T19:59:14.718,0.320,0.824,0.447,0.090
1627862354728,2021-08-01T19:59:14.728,0.330,0.826,0.448,0.092
1627862354738,2021-08-01T19:59:14.738,0.340,0.823,0.444,0.089
1627862354748,2021-08-01T19:59:14.748,0.350,0.821,0.448,0.091
1627862354758,2021-08-01T19:59:14.758,0.360,0.823,0.448,0.092
1627862354768,2021-08-01T19:59:14.768,0.370,0.825,0.450,0.093
1627862354778,2021-08-01T19:59:14.778,0.380,0.825,0.448,0.091
1627862354788,2021-08-01T19:59:14.788,0.390,0.821,0.447,0.091
1627862354798,2021-08-01T19:59:14.798,0.400,0.822,0.448,0.088
1627862354808,2021-08-01T19:59:14.808,0.410,0.825,0.447,0.091
1627862354818,2021-08-01T19:59:14.818,0.420,0.824,0.446,0.090
1627862354828,2021-08-01T19:59:14.828,0.430,0.827,0.446,0.090
1627862354838,2021-08-01T19:59:14.838,0.440,0.827,0.446,0.089
1627862354848,2021-08-01T19:59:14.848,0.450,0.826,0.443,0.088
1627862354858,2021-08-01T19:59:14.858,0.460,0.826,0.443,0.086
1627862354868,2021-08-01T19:59:14.868,0.470,0.827,0.443,0.085
1627862354878,2021-08-01T19:59:14.878,0.480,0.823,0.444,0.084
1627862354888,2021-08-01T19:59:14.888,0.490,0.825,0.446,0.085
1627862354898,2021-08-01T19:59:14.898,0.500,0.825,0.443,0.084
1627862354908,2021-08-01T19:59:14.908,0.510,0.831,0.442,0.084
1627862354918,2021-08-01T19:59:14.918,0.520,0.829,0.442,0.081
1627862354928,2021-08-01T19:59:14.928,0.530,0.828,0.440,0.081
1627862354938,2021-08-01T19:59:14.938,0.540,0.828,0.442,0.085
1627862354948,2021-08-01T19:59:14.948,0.550,0.831,0.440,0.087
1627862354958,2021-08-01T19:59:14.958,0.560,0.832,0.442,0.086
1627862354968,2021-08-01T19:59:14.968,0.570,0.831,0.442,0.086
1627862354978,2021-08-01T19:59:14.978,0.580,0.828,0.440,0.083
