epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1627861380646,2021-08-01T19:43:00.646,0.000,-0.000107562,0.000080250,-0.000052250
1627861380696,2021-08-01T19:43:00.696,0.050,-0.000106812,0.000083875,-0.000052688
1627861380746,2021-08-01T19:43:00.746,0.100,-0.000107188,0.000083875,-0.000053063
1627861380796,2021-08-01T19:43:00.796,0.150,-0.000107562,0.000082062,-0.000053437
1627861380846,2021-08-01T19:43:00.846,0.200,-0.000106500,0.000076937,-0.000051875
1627861380896,2021-08-01T19:43:00.896,0.250,-0.000106812,0.000083875,-0.000051562
1627861380946,2021-08-01T19:43:00.946,0.300,-0.000107937,0.000083500,-0.000051875
1627861380996,2021-08-01T19:43:00.996,0.350,-0.000105750,0.000083500,-0.000052688
1627861381046,2021-08-01T19:43:01.046,0.400,-0.000107188,0.000083875,-0.000052688
1627861381096,2021-08-01T19:43:01.096,0.450,-0.000105375,0.000084250,-0.000051562
1627861381146,2021-08-01T19:43:01.146,0.500,-0.000107188,0.000085000,-0.000052313
1627861381196,2021-08-01T19:43:01.196,0.550,-0.000107562,0.000079125,-0.000053875
1627861381246,2021-08-01T19:43:01.246,0.600,-0.000106875,0.000083125,-0.000053063
1627861381296,2021-08-01T19:43:01.296,0.650,-0.000106500,0.000081313,-0.000053875
1627861381346,2021-08-01T19:43:01.346,0.700,-0.000107562,0.000083125,-0.000053063
1627861381396,2021-08-01T19:43:01.396,0.750,-0.000105375,0.000084250,-0.000053063
1627861381446,2021-08-01T19:43:01.446,0.800,-0.000106875,0.000079500,-0.000052313
1627861381496,2021-08-01T19:43:01.496,0.850,-0.000106500,0.000083875,-0.000053500
1627861381546,2021-08-01T19:43:01.546,0.900,-0.000106500,0.000081688,-0.000051562
1627861381596,2021-08-01T19:43:01.596,0.950,-0.000107562,0.000085000,-0.000051562
1627861381646,2021-08-01T19:43:01.646,1.000,-0.000106125,0.000084250,-0.000052688
1627861381696,2021-08-01T19:43:01.696,1.050,-0.000105750,0.000084250,-0.000052313
1627861381746,2021-08-01T19:43:01.746,1.100,-0.000107562,0.000084625,-0.000052313
1627861381796,2021-08-01T19:43:01.796,1.150,-0.000105375,0.000072187,-0.000051937
1627861381846,2021-08-01T19:43:01.846,1.200,-0.000105750,0.000084625,-0.000052688
1627861381896,2021-08-01T19:43:01.896,1.250,-0.000106812,0.000085000,-0.000053063
1627861381946,2021-08-01T19:43:01.946,1.300,-0.000107562,0.000084625,-0.000052688
1627861381996,2021-08-01T19:43:01.996,1.350,-0.000104313,0.000083500,-0.000053875
1627861382046,2021-08-01T19:43:02.046,1.400,-0.000108687,0.000083125,-0.000052313
1627861382096,2021-08-01T19:43:02.096,1.450,-0.000107188,0.000083875,-0.000052688
1627861382146,2021-08-01T19:43:02.146,1.500,-0.000107562,0.000069312,-0.000053125
1627861382196,2021-08-01T19:43:02.196,1.550,-0.000106500,0.000085313,-0.000052750
1627861382246,2021-08-01T19:43:02.246,1.600,-0.000106500,0.000083875,-0.000052313
1627861382296,2021-08-01T19:43:02.296,1.650,-0.000106500,0.000085000,-0.000052313
1627861382346,2021-08-01T19:43:02.346,1.700,-0.000107937,0.000084625,-0.000051188
1627861382396,2021-08-01T19:43:02.396,1.750,-0.000106500,0.000083875,-0.000051562
1627861382446,2021-08-01T19:43:02.446,1.800,-0.000108313,0.000084625,-0.000051937
1627861382496,2021-08-01T19:43:02.496,1.850,-0.000107562,0.000071125,-0.000051562
1627861382546,2021-08-01T19:43:02.546,1.900,-0.000106875,0.000085000,-0.000051562
1627861382596,2021-08-01T19:43:02.596,1.950,-0.000105750,0.000082812,-0.000052688
1627861382646,2021-08-01T19:43:02.646,2.000,-0.000106875,0.000083125,-0.000051937
1627861382696,2021-08-01T19:43:02.696,2.050,-0.000106125,0.000083875,-0.000054250
1627861382746,2021-08-01T19:43:02.746,2.100,-0.000106125,0.000084625,-0.000051562
1627861382796,2021-08-01T19:43:02.796,2.150,-0.000107188,0.000083875,-0.000053500
1627861382846,2021-08-01T19:43:02.846,2.200,-0.000106875,0.000069312,-0.000053125
1627861382896,2021-08-01T19:43:02.896,2.250,-0.000106875,0.000083500,-0.000053500
1627861382946,2021-08-01T19:43:02.946,2.300,-0.000107562,0.000082812,-0.000051562
1627861382996,2021-08-01T19:43:02.996,2.350,-0.000106500,0.000083875,-0.000051937
1627861383046,2021-08-01T19:43:03.046,2.400,-0.000105750,0.000084250,-0.000053875
1627861383096,2021-08-01T19:43:03.096,2.450,-0.000107937,0.000084625,-0.000052688
1627861383146,2021-08-01T19:43:03.146,2.500,-0.000107188,0.000083125,-0.000054250
1627861383196,2021-08-01T19:43:03.196,2.550,-0.000106875,0.000072562,-0.000053500
1627861383246,2021-08-01T19:43:03.246,2.600,-0.000106500,0.000085687,-0.000055000
1627861383296,2021-08-01T19:43:03.296,2.650,-0.000106812,0.000084625,-0.000054250
1627861383346,2021-08-01T19:43:03.346,2.700,-0.000106500,0.000085687,-0.000054688
1627861383396,2021-08-01T19:43:03.396,2.750,-0.000106875,0.000084625,-0.000055812
1627861383446,2021-08-01T19:43:03.446,2.800,-0.000105750,0.000086438,-0.000054625
1627861383496,2021-08-01T19:43:03.496,2.850,-0.000108687,0.000084625,-0.000055812
1627861383546,2021-08-01T19:43:03.546,2.900,-0.000107937,0.000072938,-0.000055438
1627861383596,2021-08-01T19:43:03.596,2.950,-0.000107937,0.000086063,-0.000055812
1627861383646,2021-08-01T19:43:03.646,3.000,-0.000107937,0.000085313,-0.000055063
1627861383696,2021-08-01T19:43:03.696,3.050,-0.000106125,0.000086438,-0.000053500
1627861383746,2021-08-01T19:43:03.746,3.100,-0.000107188,0.000085687,-0.000055000
1627861383796,2021-08-01T19:43:03.796,3.150,-0.000106500,0.000087188,-0.000053500
1627861383846,2021-08-01T19:43:03.846,3.200,-0.000105750,0.000087188,-0.000056563
1627861383896,2021-08-01T19:43:03.896,3.250,-0.000106875,0.000075125,-0.000055000
1627861383946,2021-08-01T19:43:03.946,3.300,-0.000106875,0.000087500,-0.000056187
1627861383996,2021-08-01T19:43:03.996,3.350,-0.000105375,0.000086438,-0.000055812
1627861384046,2021-08-01T19:43:04.046,3.400,-0.000106875,0.000087500,-0.000054250
1627861384096,2021-08-01T19:43:04.096,3.450,-0.000107188,0.000087875,-0.000055063
1627861384146,2021-08-01T19:43:04.146,3.500,-0.000106125,0.000088250,-0.000050375
1627861384196,2021-08-01T19:43:04.196,3.550,-0.000105750,0.000085000,-0.000053500
1627861384246,2021-08-01T19:43:04.246,3.600,-0.000106500,0.000078062,-0.000050000
1627861384296,2021-08-01T19:43:04.296,3.650,-0.000106875,0.000086812,-0.000050750
1627861384346,2021-08-01T19:43:04.346,3.700,-0.000107937,0.000086812,-0.000050000
1627861384396,2021-08-01T19:43:04.396,3.750,-0.000106125,0.000086063,-0.000049250
1627861384446,2021-08-01T19:43:04.446,3.800,-0.000106875,0.000086438,-0.000049250
1627861384496,2021-08-01T19:43:04.496,3.850,-0.000104687,0.000083125,-0.000050000
1627861384546,2021-08-01T19:43:04.546,3.900,-0.000106500,0.000086438,-0.000050750
1627861384596,2021-08-01T19:43:04.596,3.950,-0.000106125,0.000079500,-0.000051937
1627861384646,2021-08-01T19:43:04.646,4.000,-0.000108313,0.000085687,-0.000050375
1627861384696,2021-08-01T19:43:04.696,4.050,-0.000107562,0.000085313,-0.000051937
1627861384746,2021-08-01T19:43:04.746,4.100,-0.000107188,0.000086438,-0.000049625
1627861384796,2021-08-01T19:43:04.796,4.150,-0.000106875,0.000085313,-0.000051562
1627861384846,2021-08-01T19:43:04.846,4.200,-0.000107188,0.000076937,-0.000049625
1627861384896,2021-08-01T19:43:04.896,4.250,-0.000107188,0.000085000,-0.000051937
1627861384946,2021-08-01T19:43:04.946,4.300,-0.000105375,0.000084250,-0.000049250
1627861384996,2021-08-01T19:43:04.996,4.350,-0.000105375,0.000084250,-0.000049625
1627861385046,2021-08-01T19:43:05.046,4.400,-0.000106500,0.000086063,-0.000051562
1627861385096,2021-08-01T19:43:05.096,4.450,-0.000107188,0.000084625,-0.000050000
1627861385146,2021-08-01T19:43:05.146,4.500,-0.000107562,0.000085313,-0.000049625
1627861385196,2021-08-01T19:43:05.196,4.550,-0.000107937,0.000072187,-0.000048813
1627861385246,2021-08-01T19:43:05.246,4.600,-0.000106500,0.000085313,-0.000051188
1627861385296,2021-08-01T19:43:05.296,4.650,-0.000107562,0.000085000,-0.000051188
1627861385346,2021-08-01T19:43:05.346,4.700,-0.000107937,0.000085000,-0.000050000
1627861385396,2021-08-01T19:43:05.396,4.750,-0.000107188,0.000085313,-0.000051188
1627861385446,2021-08-01T19:43:05.446,4.800,-0.000106125,0.000085000,-0.000050000
1627861385496,2021-08-01T19:43:05.496,4.850,-0.000106875,0.000085000,-0.000052313
