epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1604167604113,2020-10-31T14:06:44.113,0.000,99279.703
1604167604249,2020-10-31T14:06:44.249,0.136,99281.844
1604167604384,2020-10-31T14:06:44.384,0.271,99283.969
1604167604520,2020-10-31T14:06:44.520,0.407,99278.344
1604167604657,2020-10-31T14:06:44.657,0.544,99287.445
1604167604791,2020-10-31T14:06:44.791,0.678,99298.219
1604167604928,2020-10-31T14:06:44.928,0.815,99299.055
1604167605064,2020-10-31T14:06:45.064,0.951,99295.156
1604167605199,2020-10-31T14:06:45.199,1.086,99294.719
1604167605335,2020-10-31T14:06:45.335,1.222,99300.688
1604167605470,2020-10-31T14:06:45.470,1.357,99296.391
1604167605606,2020-10-31T14:06:45.606,1.493,99297.156
1604167605742,2020-10-31T14:06:45.742,1.629,99290.656
1604167605877,2020-10-31T14:06:45.877,1.764,99294.492
1604167606013,2020-10-31T14:06:46.013,1.900,99297.563
1604167606149,2020-10-31T14:06:46.149,2.036,99299.625
1604167606284,2020-10-31T14:06:46.284,2.171,99292.656
1604167606420,2020-10-31T14:06:46.420,2.307,99279.656
1604167606557,2020-10-31T14:06:46.557,2.444,99275.313
1604167606691,2020-10-31T14:06:46.691,2.578,99275.688
1604167606828,2020-10-31T14:06:46.828,2.715,99274.852
1604167606962,2020-10-31T14:06:46.962,2.849,99278.750
1604167607099,2020-10-31T14:06:47.099,2.986,99280.055
1604167607235,2020-10-31T14:06:47.235,3.122,99276.617
1604167607370,2020-10-31T14:06:47.370,3.257,99278.750
1604167607506,2020-10-31T14:06:47.506,3.393,99278.281
1604167607642,2020-10-31T14:06:47.642,3.529,99274.016
1604167607777,2020-10-31T14:06:47.777,3.664,99275.688
1604167607913,2020-10-31T14:06:47.913,3.800,99274.383
1604167608048,2020-10-31T14:06:48.048,3.935,99281.352
1604167608184,2020-10-31T14:06:48.184,4.071,99280.055
1604167608320,2020-10-31T14:06:48.320,4.207,99276.617
1604167608455,2020-10-31T14:06:48.455,4.342,99277.922
1604167608591,2020-10-31T14:06:48.591,4.478,99273.547
1604167608728,2020-10-31T14:06:48.728,4.615,99274.016
1604167608862,2020-10-31T14:06:48.862,4.749,99273.148
1604167608999,2020-10-31T14:06:48.999,4.886,99274.914
1604167609135,2020-10-31T14:06:49.135,5.022,99276.617
