epoch (ms),time (-13:00),elapsed (s),pressure (Pa)
1604168747144,2020-10-31T14:25:47.144,0.000,99229.242
1604168747280,2020-10-31T14:25:47.280,0.136,99221.797
1604168747415,2020-10-31T14:25:47.415,0.271,99224.797
1604168747551,2020-10-31T14:25:47.551,0.407,99221.703
1604168747686,2020-10-31T14:25:47.686,0.542,99223.016
1604168747822,2020-10-31T14:25:47.822,0.678,99219.453
1604168747959,2020-10-31T14:25:47.959,0.815,99220.766
1604168748093,2020-10-31T14:25:48.093,0.949,99221.703
1604168748230,2020-10-31T14:25:48.230,1.086,99223.375
1604168748364,2020-10-31T14:25:48.364,1.220,99223.375
1604168748501,2020-10-31T14:25:48.501,1.357,99219.922
1604168748637,2020-10-31T14:25:48.637,1.493,99222.063
1604168748772,2020-10-31T14:25:48.772,1.628,99221.234
1604168748908,2020-10-31T14:25:48.908,1.764,99225.547
1604168749044,2020-10-31T14:25:49.044,1.900,99226.461
1604168749179,2020-10-31T14:25:49.179,2.035,99230.375
1604168749315,2020-10-31T14:25:49.315,2.171,99228.719
1604168749451,2020-10-31T14:25:49.451,2.307,99232.641
1604168749586,2020-10-31T14:25:49.586,2.442,99230.938
1604168749722,2020-10-31T14:25:49.722,2.578,99226.188
1604168749857,2020-10-31T14:25:49.857,2.713,99225.711
1604168749993,2020-10-31T14:25:49.993,2.849,99222.703
1604168750130,2020-10-31T14:25:50.130,2.986,99224.883
1604168750264,2020-10-31T14:25:50.264,3.120,99222.266
1604168750401,2020-10-31T14:25:50.401,3.257,99220.563
1604168750537,2020-10-31T14:25:50.537,3.393,99217.125
1604168750672,2020-10-31T14:25:50.672,3.528,99221.516
1604168750808,2020-10-31T14:25:50.808,3.664,99222.828
1604168750944,2020-10-31T14:25:50.944,3.800,99221.516
1604168751079,2020-10-31T14:25:51.079,3.935,99227.188
1604168751215,2020-10-31T14:25:51.215,4.071,99217.602
1604168751351,2020-10-31T14:25:51.351,4.207,99213.281
