epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1603644150422,2020-10-25T12:42:30.422,0.000,0.000011937,-0.000037625,0.000019688
1603644150472,2020-10-25T12:42:30.472,0.050,0.000011187,-0.000039062,0.000017812
1603644150522,2020-10-25T12:42:30.522,0.100,0.000010812,-0.000038687,0.000019312
1603644150572,2020-10-25T12:42:30.572,0.150,0.000011187,-0.000038687,0.000018938
1603644150622,2020-10-25T12:42:30.622,0.200,0.000011937,-0.000038313,0.000020062
1603644150672,2020-10-25T12:42:30.672,0.250,0.000009750,-0.000038313,0.000018562
1603644150722,2020-10-25T12:42:30.722,0.300,0.000009375,-0.000037250,0.000019688
1603644150772,2020-10-25T12:42:30.772,0.350,0.000006813,-0.000036125,0.000020062
1603644150822,2020-10-25T12:42:30.822,0.400,0.000005750,-0.000035438,0.000021625
1603644150872,2020-10-25T12:42:30.872,0.450,0.000003250,-0.000035438,0.000022000
1603644150922,2020-10-25T12:42:30.922,0.500,0.000002500,-0.000035063,0.000021250
1603644150972,2020-10-25T12:42:30.972,0.550,0.000002125,-0.000034000,0.000022375
1603644151022,2020-10-25T12:42:31.022,0.600,0.000000312,-0.000035438,0.000022750
1603644151072,2020-10-25T12:42:31.072,0.650,0.000000000,-0.000035438,0.000022750
1603644151122,2020-10-25T12:42:31.122,0.700,-0.000001125,-0.000036125,0.000022375
1603644151172,2020-10-25T12:42:31.172,0.750,-0.000001500,-0.000035438,0.000021250
1603644151222,2020-10-25T12:42:31.222,0.800,-0.000000750,-0.000035438,0.000022000
1603644151272,2020-10-25T12:42:31.272,0.850,-0.000001125,-0.000035438,0.000023125
1603644151322,2020-10-25T12:42:31.322,0.900,-0.000001125,-0.000035438,0.000023125
1603644151372,2020-10-25T12:42:31.372,0.950,-0.000001500,-0.000035438,0.000022375
1603644151422,2020-10-25T12:42:31.422,1.000,-0.000001125,-0.000035812,0.000024250
1603644151472,2020-10-25T12:42:31.472,1.050,-0.000001813,-0.000035812,0.000024625
1603644151522,2020-10-25T12:42:31.522,1.100,-0.000002562,-0.000036187,0.000023500
1603644151572,2020-10-25T12:42:31.572,1.150,-0.000002188,-0.000036187,0.000024625
1603644151622,2020-10-25T12:42:31.622,1.200,-0.000002188,-0.000035438,0.000024250
1603644151672,2020-10-25T12:42:31.672,1.250,-0.000002938,-0.000036500,0.000024312
1603644151722,2020-10-25T12:42:31.722,1.300,-0.000002562,-0.000036187,0.000024625
1603644151772,2020-10-25T12:42:31.772,1.350,-0.000002188,-0.000035063,0.000024625
1603644151822,2020-10-25T12:42:31.822,1.400,-0.000002938,-0.000036187,0.000024312
1603644151872,2020-10-25T12:42:31.872,1.450,-0.000002188,-0.000036875,0.000024250
