epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1627847877097,2021-08-01T15:57:57.097,0.000,-0.000094750,0.000095813,-0.000087750
1627847877147,2021-08-01T15:57:57.147,0.050,-0.000093250,0.000097625,-0.000089313
1627847877197,2021-08-01T15:57:57.197,0.100,-0.000094375,0.000098000,-0.000088938
1627847877247,2021-08-01T15:57:57.247,0.150,-0.000095437,0.000096187,-0.000088938
1627847877297,2021-08-01T15:57:57.297,0.200,-0.000094375,0.000087063,-0.000088562
1627847877347,2021-08-01T15:57:57.347,0.250,-0.000095813,0.000098375,-0.000087750
1627847877397,2021-08-01T15:57:57.397,0.300,-0.000095125,0.000095437,-0.000088562
1627847877447,2021-08-01T15:57:57.447,0.350,-0.000094375,0.000098750,-0.000087812
1627847877497,2021-08-01T15:57:57.497,0.400,-0.000092938,0.000097250,-0.000089313
1627847877547,2021-08-01T15:57:57.547,0.450,-0.000093250,0.000098375,-0.000087812
1627847877597,2021-08-01T15:57:57.597,0.500,-0.000096563,0.000096563,-0.000086625
1627847877647,2021-08-01T15:57:57.647,0.550,-0.000095813,0.000083062,-0.000087000
1627847877697,2021-08-01T15:57:57.697,0.600,-0.000094750,0.000097625,-0.000086625
1627847877747,2021-08-01T15:57:57.747,0.650,-0.000097625,0.000098000,-0.000086313
1627847877797,2021-08-01T15:57:57.797,0.700,-0.000096187,0.000097312,-0.000084750
1627847877847,2021-08-01T15:57:57.847,0.750,-0.000095813,0.000098000,-0.000085125
1627847877897,2021-08-01T15:57:57.897,0.800,-0.000098375,0.000095813,-0.000082062
1627847877947,2021-08-01T15:57:57.947,0.850,-0.000099125,0.000095437,-0.000081625
1627847877997,2021-08-01T15:57:57.997,0.900,-0.000099125,0.000082687,-0.000080125
1627847878047,2021-08-01T15:57:58.047,0.950,-0.000098750,0.000097312,-0.000078937
1627847878097,2021-08-01T15:57:58.097,1.000,-0.000099125,0.000094000,-0.000078937
1627847878147,2021-08-01T15:57:58.147,1.050,-0.000099125,0.000096563,-0.000076250
1627847878197,2021-08-01T15:57:58.197,1.100,-0.000101313,0.000098000,-0.000076250
1627847878247,2021-08-01T15:57:58.247,1.150,-0.000098750,0.000097312,-0.000074750
