epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627849579599,2021-08-01T16:26:19.599,0.000,0.275,-0.968,0.459
1627849579609,2021-08-01T16:26:19.609,0.010,0.268,-0.971,0.471
1627849579619,2021-08-01T16:26:19.619,0.020,0.249,-0.962,0.472
1627849579629,2021-08-01T16:26:19.629,0.030,0.223,-0.943,0.467
1627849579639,2021-08-01T16:26:19.639,0.040,0.234,-0.939,0.471
1627849579649,2021-08-01T16:26:19.649,0.050,0.262,-0.953,0.481
1627849579659,2021-08-01T16:26:19.659,0.060,0.277,-0.958,0.478
1627849579669,2021-08-01T16:26:19.669,0.070,0.289,-0.949,0.473
1627849579679,2021-08-01T16:26:19.679,0.080,0.287,-0.938,0.465
1627849579689,2021-08-01T16:26:19.689,0.090,0.268,-0.918,0.467
1627849579699,2021-08-01T16:26:19.699,0.100,0.267,-0.910,0.455
1627849579709,2021-08-01T16:26:19.709,0.110,0.253,-0.904,0.452
1627849579719,2021-08-01T16:26:19.719,0.120,0.229,-0.857,0.432
1627849579729,2021-08-01T16:26:19.729,0.130,0.279,-0.842,0.444
1627849579739,2021-08-01T16:26:19.739,0.140,0.292,-0.870,0.433
1627849579749,2021-08-01T16:26:19.749,0.150,0.294,-0.867,0.427
1627849579759,2021-08-01T16:26:19.759,0.160,0.296,-0.837,0.424
1627849579769,2021-08-01T16:26:19.769,0.170,0.297,-0.825,0.417
1627849579779,2021-08-01T16:26:19.779,0.180,0.296,-0.832,0.417
1627849579789,2021-08-01T16:26:19.789,0.190,0.284,-0.828,0.419
1627849579799,2021-08-01T16:26:19.799,0.200,0.281,-0.831,0.424
1627849579809,2021-08-01T16:26:19.809,0.210,0.265,-0.845,0.427
1627849579819,2021-08-01T16:26:19.819,0.220,0.273,-0.854,0.431
1627849579829,2021-08-01T16:26:19.829,0.230,0.283,-0.851,0.433
1627849579839,2021-08-01T16:26:19.839,0.240,0.283,-0.852,0.432
1627849579849,2021-08-01T16:26:19.849,0.250,0.256,-0.855,0.425
1627849579859,2021-08-01T16:26:19.859,0.260,0.242,-0.856,0.429
1627849579869,2021-08-01T16:26:19.869,0.270,0.224,-0.877,0.433
1627849579879,2021-08-01T16:26:19.879,0.280,0.206,-0.888,0.424
1627849579889,2021-08-01T16:26:19.889,0.290,0.202,-0.891,0.427
1627849579899,2021-08-01T16:26:19.899,0.300,0.201,-0.909,0.427
1627849579909,2021-08-01T16:26:19.909,0.310,0.194,-0.927,0.423
1627849579919,2021-08-01T16:26:19.919,0.320,0.188,-0.936,0.421
1627849579929,2021-08-01T16:26:19.929,0.330,0.191,-0.938,0.420
1627849579939,2021-08-01T16:26:19.939,0.340,0.191,-0.942,0.418
1627849579949,2021-08-01T16:26:19.949,0.350,0.193,-0.950,0.422
1627849579959,2021-08-01T16:26:19.959,0.360,0.220,-0.979,0.431
1627849579969,2021-08-01T16:26:19.969,0.370,0.260,-1.028,0.438
1627849579979,2021-08-01T16:26:19.979,0.380,0.306,-1.079,0.450
1627849579989,2021-08-01T16:26:19.989,0.390,0.412,-1.191,0.495
1627849579999,2021-08-01T16:26:19.999,0.400,0.344,-1.248,0.476
1627849580009,2021-08-01T16:26:20.009,0.410,0.249,-1.144,0.456
1627849580019,2021-08-01T16:26:20.019,0.420,0.179,-0.992,0.436
1627849580029,2021-08-01T16:26:20.029,0.430,0.147,-0.923,0.426
1627849580039,2021-08-01T16:26:20.039,0.440,0.158,-0.931,0.417
1627849580049,2021-08-01T16:26:20.049,0.450,0.165,-0.946,0.398
1627849580059,2021-08-01T16:26:20.059,0.460,0.165,-0.927,0.387
1627849580069,2021-08-01T16:26:20.069,0.470,0.181,-0.915,0.388
1627849580079,2021-08-01T16:26:20.079,0.480,0.213,-0.948,0.382
1627849580089,2021-08-01T16:26:20.089,0.490,0.222,-0.969,0.363
1627849580099,2021-08-01T16:26:20.099,0.500,0.221,-0.938,0.348
1627849580109,2021-08-01T16:26:20.109,0.510,0.213,-0.902,0.336
