epoch (ms),time (-13:00),elapsed (s),x-axis (T),y-axis (T),z-axis (T)
1627848419943,2021-08-01T16:06:59.943,0.000,-0.000100187,0.000094000,-0.000078875
1627848419993,2021-08-01T16:06:59.993,0.050,-0.000100187,0.000097625,-0.000080062
1627848420043,2021-08-01T16:07:00.043,0.100,-0.000100563,0.000097312,-0.000077750
1627848420093,2021-08-01T16:07:00.093,0.150,-0.000100563,0.000096938,-0.000080062
1627848420143,2021-08-01T16:07:00.143,0.200,-0.000099125,0.000087063,-0.000078563
1627848420193,2021-08-01T16:07:00.193,0.250,-0.000098375,0.000098750,-0.000079375
1627848420243,2021-08-01T16:07:00.243,0.300,-0.000099438,0.000096187,-0.000079688
1627848420293,2021-08-01T16:07:00.293,0.350,-0.000099125,0.000097312,-0.000078187
1627848420343,2021-08-01T16:07:00.343,0.400,-0.000098000,0.000098000,-0.000080875
1627848420393,2021-08-01T16:07:00.393,0.450,-0.000098375,0.000095813,-0.000078563
1627848420443,2021-08-01T16:07:00.443,0.500,-0.000099500,0.000094375,-0.000078937
1627848420493,2021-08-01T16:07:00.493,0.550,-0.000101313,0.000088562,-0.000078937
1627848420543,2021-08-01T16:07:00.543,0.600,-0.000099500,0.000097312,-0.000078187
1627848420593,2021-08-01T16:07:00.593,0.650,-0.000098750,0.000095813,-0.000079750
1627848420643,2021-08-01T16:07:00.643,0.700,-0.000099813,0.000097312,-0.000078625
1627848420693,2021-08-01T16:07:00.693,0.750,-0.000100563,0.000098375,-0.000080125
1627848420743,2021-08-01T16:07:00.743,0.800,-0.000099813,0.000099125,-0.000077813
1627848420793,2021-08-01T16:07:00.793,0.850,-0.000099125,0.000095813,-0.000078187
1627848420843,2021-08-01T16:07:00.843,0.900,-0.000100563,0.000091813,-0.000078187
1627848420893,2021-08-01T16:07:00.893,0.950,-0.000101313,0.000096938,-0.000076688
1627848420943,2021-08-01T16:07:00.943,1.000,-0.000099813,0.000096187,-0.000076625
1627848420993,2021-08-01T16:07:00.993,1.050,-0.000100937,0.000096938,-0.000077062
1627848421043,2021-08-01T16:07:01.043,1.100,-0.000100563,0.000088938,-0.000079000
1627848421093,2021-08-01T16:07:01.093,1.150,-0.000100937,0.000096563,-0.000075500
1627848421143,2021-08-01T16:07:01.143,1.200,-0.000101688,0.000098375,-0.000076688
1627848421193,2021-08-01T16:07:01.193,1.250,-0.000099500,0.000094750,-0.000076688
1627848421243,2021-08-01T16:07:01.243,1.300,-0.000101313,0.000096938,-0.000075500
1627848421293,2021-08-01T16:07:01.293,1.350,-0.000100937,0.000095125,-0.000076688
1627848421343,2021-08-01T16:07:01.343,1.400,-0.000100563,0.000099813,-0.000074312
1627848421393,2021-08-01T16:07:01.393,1.450,-0.000100563,0.000099125,-0.000074750
1627848421443,2021-08-01T16:07:01.443,1.500,-0.000100937,0.000100563,-0.000073562
1627848421493,2021-08-01T16:07:01.493,1.550,-0.000100937,0.000099813,-0.000073562
1627848421543,2021-08-01T16:07:01.543,1.600,-0.000099813,0.000096938,-0.000073187
1627848421593,2021-08-01T16:07:01.593,1.650,-0.000104188,0.000100563,-0.000072813
1627848421643,2021-08-01T16:07:01.643,1.700,-0.000100937,0.000098750,-0.000073187
1627848421693,2021-08-01T16:07:01.693,1.750,-0.000100937,0.000100563,-0.000071688
1627848421743,2021-08-01T16:07:01.743,1.800,-0.000101313,0.000099500,-0.000070875
