epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1627848419944,2021-08-01T16:06:59.944,0.000,-0.488,2.012,0.244
1627848419954,2021-08-01T16:06:59.954,0.010,-0.549,2.012,-0.305
1627848419964,2021-08-01T16:06:59.964,0.020,-0.732,1.768,-0.122
1627848419974,2021-08-01T16:06:59.974,0.030,-0.976,1.890,0.000
1627848419984,2021-08-01T16:06:59.984,0.040,-1.159,1.951,0.061
1627848419994,2021-08-01T16:06:59.994,0.050,-1.220,1.768,0.183
1627848420004,2021-08-01T16:07:00.004,0.060,-1.646,1.646,0.183
1627848420014,2021-08-01T16:07:00.014,0.070,-1.585,1.707,0.061
1627848420024,2021-08-01T16:07:00.024,0.080,-1.220,1.951,0.000
1627848420034,2021-08-01T16:07:00.034,0.090,-0.976,2.256,0.061
1627848420044,2021-08-01T16:07:00.044,0.100,-0.732,2.500,0.122
1627848420054,2021-08-01T16:07:00.054,0.110,-0.671,2.500,0.183
1627848420064,2021-08-01T16:07:00.064,0.120,-0.793,2.256,0.427
1627848420074,2021-08-01T16:07:00.074,0.130,-1.037,2.073,0.793
1627848420084,2021-08-01T16:07:00.084,0.140,-1.098,1.890,0.854
1627848420094,2021-08-01T16:07:00.094,0.150,-1.159,1.768,0.915
1627848420104,2021-08-01T16:07:00.104,0.160,-1.037,1.646,1.037
1627848420114,2021-08-01T16:07:00.114,0.170,-0.915,1.463,1.037
1627848420124,2021-08-01T16:07:00.124,0.180,-0.976,1.463,0.915
1627848420134,2021-08-01T16:07:00.134,0.190,-0.976,1.341,0.793
1627848420144,2021-08-01T16:07:00.144,0.200,-0.976,1.159,0.732
1627848420154,2021-08-01T16:07:00.154,0.210,-1.037,0.976,0.671
1627848420164,2021-08-01T16:07:00.164,0.220,-1.159,0.793,0.610
1627848420174,2021-08-01T16:07:00.174,0.230,-1.341,0.793,0.671
1627848420184,2021-08-01T16:07:00.184,0.240,-1.220,0.732,0.610
1627848420194,2021-08-01T16:07:00.194,0.250,-1.098,0.549,0.610
1627848420204,2021-08-01T16:07:00.204,0.260,-1.037,0.610,0.610
1627848420214,2021-08-01T16:07:00.214,0.270,-0.915,0.610,0.671
1627848420224,2021-08-01T16:07:00.224,0.280,-0.732,0.427,0.610
1627848420234,2021-08-01T16:07:00.234,0.290,-0.488,0.488,0.488
1627848420244,2021-08-01T16:07:00.244,0.300,-0.244,0.610,0.305
1627848420254,2021-08-01T16:07:00.254,0.310,-0.366,0.549,0.183
1627848420264,2021-08-01T16:07:00.264,0.320,-0.305,0.488,0.000
1627848420274,2021-08-01T16:07:00.274,0.330,-0.183,0.549,-0.366
1627848420284,2021-08-01T16:07:00.284,0.340,-0.183,0.427,-0.427
1627848420294,2021-08-01T16:07:00.294,0.350,-0.061,0.610,-0.610
1627848420304,2021-08-01T16:07:00.304,0.360,0.244,0.854,-0.915
1627848420314,2021-08-01T16:07:00.314,0.370,0.244,0.976,-1.037
1627848420324,2021-08-01T16:07:00.324,0.380,0.122,0.915,-1.037
1627848420334,2021-08-01T16:07:00.334,0.390,0.244,1.159,-1.098
1627848420344,2021-08-01T16:07:00.344,0.400,0.305,1.220,-1.159
1627848420354,2021-08-01T16:07:00.354,0.410,0.000,1.159,-1.037
1627848420364,2021-08-01T16:07:00.364,0.420,-0.183,1.037,-0.976
1627848420374,2021-08-01T16:07:00.374,0.430,-0.305,1.098,-1.098
1627848420384,2021-08-01T16:07:00.384,0.440,-0.427,1.098,-0.915
1627848420394,2021-08-01T16:07:00.394,0.450,-0.427,1.037,-0.854
1627848420404,2021-08-01T16:07:00.404,0.460,-0.366,0.854,-0.732
1627848420414,2021-08-01T16:07:00.414,0.470,-0.366,0.732,-0.671
1627848420424,2021-08-01T16:07:00.424,0.480,-0.366,0.549,-0.549
