epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627847123234,2021-08-01T15:45:23.234,0.000,0.023,-1.007,0.261
1627847123244,2021-08-01T15:45:23.244,0.010,0.025,-1.019,0.263
1627847123254,2021-08-01T15:45:23.254,0.020,0.027,-1.018,0.257
1627847123264,2021-08-01T15:45:23.264,0.030,0.029,-1.017,0.254
1627847123274,2021-08-01T15:45:23.274,0.040,0.031,-1.018,0.256
1627847123284,2021-08-01T15:45:23.284,0.050,0.027,-1.020,0.253
1627847123294,2021-08-01T15:45:23.294,0.060,0.027,-1.019,0.252
1627847123304,2021-08-01T15:45:23.304,0.070,0.031,-1.021,0.250
1627847123314,2021-08-01T15:45:23.314,0.080,0.030,-1.025,0.250
1627847123324,2021-08-01T15:45:23.324,0.090,0.034,-1.021,0.250
1627847123334,2021-08-01T15:45:23.334,0.100,0.031,-1.019,0.248
1627847123344,2021-08-01T15:45:23.344,0.110,0.028,-1.018,0.251
1627847123354,2021-08-01T15:45:23.354,0.120,0.027,-1.019,0.251
1627847123364,2021-08-01T15:45:23.364,0.130,0.029,-1.016,0.253
1627847123374,2021-08-01T15:45:23.374,0.140,0.029,-1.015,0.253
1627847123384,2021-08-01T15:45:23.384,0.150,0.026,-1.013,0.252
1627847123394,2021-08-01T15:45:23.394,0.160,0.025,-1.010,0.253
1627847123404,2021-08-01T15:45:23.404,0.170,0.026,-1.015,0.255
1627847123414,2021-08-01T15:45:23.414,0.180,0.023,-1.015,0.256
1627847123424,2021-08-01T15:45:23.424,0.190,0.021,-1.011,0.254
1627847123434,2021-08-01T15:45:23.434,0.200,0.019,-1.005,0.252
1627847123444,2021-08-01T15:45:23.444,0.210,0.017,-1.009,0.256
1627847123454,2021-08-01T15:45:23.454,0.220,0.018,-1.013,0.260
1627847123464,2021-08-01T15:45:23.464,0.230,0.021,-1.016,0.264
1627847123474,2021-08-01T15:45:23.474,0.240,0.020,-1.014,0.263
1627847123484,2021-08-01T15:45:23.484,0.250,0.017,-1.014,0.263
1627847123494,2021-08-01T15:45:23.494,0.260,0.011,-1.010,0.265
1627847123504,2021-08-01T15:45:23.504,0.270,0.013,-1.011,0.268
1627847123514,2021-08-01T15:45:23.514,0.280,0.017,-1.016,0.268
1627847123524,2021-08-01T15:45:23.524,0.290,0.012,-1.017,0.270
1627847123534,2021-08-01T15:45:23.534,0.300,0.013,-1.016,0.271
1627847123544,2021-08-01T15:45:23.544,0.310,0.012,-1.016,0.272
1627847123554,2021-08-01T15:45:23.554,0.320,0.011,-1.017,0.268
1627847123564,2021-08-01T15:45:23.564,0.330,0.008,-1.013,0.266
1627847123574,2021-08-01T15:45:23.574,0.340,0.009,-1.008,0.269
1627847123584,2021-08-01T15:45:23.584,0.350,0.016,-1.010,0.269
1627847123594,2021-08-01T15:45:23.594,0.360,0.016,-1.015,0.269
1627847123604,2021-08-01T15:45:23.604,0.370,0.013,-1.013,0.266
1627847123614,2021-08-01T15:45:23.614,0.380,0.015,-1.010,0.265
1627847123624,2021-08-01T15:45:23.624,0.390,0.015,-1.014,0.264
1627847123634,2021-08-01T15:45:23.634,0.400,0.013,-1.017,0.263
1627847123644,2021-08-01T15:45:23.644,0.410,0.015,-1.017,0.266
1627847123654,2021-08-01T15:45:23.654,0.420,0.017,-1.020,0.264
1627847123664,2021-08-01T15:45:23.664,0.430,0.018,-1.024,0.264
1627847123674,2021-08-01T15:45:23.674,0.440,0.021,-1.021,0.262
1627847123684,2021-08-01T15:45:23.684,0.450,0.021,-1.017,0.260
1627847123694,2021-08-01T15:45:23.694,0.460,0.019,-1.014,0.258
1627847123704,2021-08-01T15:45:23.704,0.470,0.023,-1.017,0.256
1627847123714,2021-08-01T15:45:23.714,0.480,0.025,-1.016,0.257
1627847123724,2021-08-01T15:45:23.724,0.490,0.026,-1.016,0.258
1627847123734,2021-08-01T15:45:23.734,0.500,0.025,-1.013,0.258
1627847123744,2021-08-01T15:45:23.744,0.510,0.029,-1.018,0.260
1627847123754,2021-08-01T15:45:23.754,0.520,0.028,-1.019,0.256
1627847123764,2021-08-01T15:45:23.764,0.530,0.035,-1.021,0.260
1627847123774,2021-08-01T15:45:23.774,0.540,0.037,-1.025,0.259
1627847123784,2021-08-01T15:45:23.784,0.550,0.030,-1.025,0.257
1627847123794,2021-08-01T15:45:23.794,0.560,0.023,-1.023,0.259
1627847123804,2021-08-01T15:45:23.804,0.570,0.019,-1.019,0.257
1627847123814,2021-08-01T15:45:23.814,0.580,0.020,-1.017,0.258
1627847123824,2021-08-01T15:45:23.824,0.590,0.024,-1.018,0.261
1627847123834,2021-08-01T15:45:23.834,0.600,0.029,-1.018,0.262
1627847123844,2021-08-01T15:45:23.844,0.610,0.027,-1.017,0.263
1627847123854,2021-08-01T15:45:23.854,0.620,0.030,-1.018,0.263
1627847123864,2021-08-01T15:45:23.864,0.630,0.034,-1.020,0.262
1627847123874,2021-08-01T15:45:23.874,0.640,0.037,-1.023,0.262
1627847123884,2021-08-01T15:45:23.884,0.650,0.036,-1.024,0.264
1627847123894,2021-08-01T15:45:23.894,0.660,0.031,-1.016,0.262
1627847123904,2021-08-01T15:45:23.904,0.670,0.029,-1.010,0.263
1627847123914,2021-08-01T15:45:23.914,0.680,0.029,-1.012,0.266
1627847123924,2021-08-01T15:45:23.924,0.690,0.028,-1.014,0.266
1627847123934,2021-08-01T15:45:23.934,0.700,0.034,-1.013,0.268
1627847123944,2021-08-01T15:45:23.944,0.710,0.038,-1.011,0.269
1627847123954,2021-08-01T15:45:23.954,0.720,0.036,-1.009,0.271
1627847123964,2021-08-01T15:45:23.964,0.730,0.036,-1.003,0.271
1627847123974,2021-08-01T15:45:23.974,0.740,0.042,-1.003,0.270
1627847123984,2021-08-01T15:45:23.984,0.750,0.043,-1.004,0.273
1627847123994,2021-08-01T15:45:23.994,0.760,0.042,-1.001,0.274
1627847124004,2021-08-01T15:45:24.004,0.770,0.042,-1.001,0.277
1627847124014,2021-08-01T15:45:24.014,0.780,0.041,-0.998,0.282
1627847124024,2021-08-01T15:45:24.024,0.790,0.037,-0.995,0.276
1627847124034,2021-08-01T15:45:24.034,0.800,0.035,-0.996,0.279
1627847124044,2021-08-01T15:45:24.044,0.810,0.036,-0.998,0.286
1627847124054,2021-08-01T15:45:24.054,0.820,0.035,-1.000,0.284
1627847124064,2021-08-01T15:45:24.064,0.830,0.035,-0.999,0.280
1627847124074,2021-08-01T15:45:24.074,0.840,0.031,-1.000,0.284
1627847124084,2021-08-01T15:45:24.084,0.850,0.031,-1.002,0.285
1627847124094,2021-08-01T15:45:24.094,0.860,0.032,-1.004,0.282
1627847124104,2021-08-01T15:45:24.104,0.870,0.034,-1.004,0.286
1627847124114,2021-08-01T15:45:24.114,0.880,0.033,-1.001,0.281
1627847124124,2021-08-01T15:45:24.124,0.890,0.033,-1.002,0.277
1627847124134,2021-08-01T15:45:24.134,0.900,0.034,-1.001,0.281
1627847124144,2021-08-01T15:45:24.144,0.910,0.037,-1.005,0.282
1627847124154,2021-08-01T15:45:24.154,0.920,0.042,-1.005,0.274
1627847124164,2021-08-01T15:45:24.164,0.930,0.046,-1.005,0.271
1627847124174,2021-08-01T15:45:24.174,0.940,0.046,-1.006,0.272
1627847124184,2021-08-01T15:45:24.184,0.950,0.050,-1.009,0.273
1627847124194,2021-08-01T15:45:24.194,0.960,0.049,-1.010,0.267
1627847124204,2021-08-01T15:45:24.204,0.970,0.048,-1.010,0.271
1627847124214,2021-08-01T15:45:24.214,0.980,0.052,-1.011,0.273
1627847124224,2021-08-01T15:45:24.224,0.990,0.051,-1.012,0.269
1627847124234,2021-08-01T15:45:24.234,1.000,0.050,-1.012,0.268
1627847124244,2021-08-01T15:45:24.244,1.010,0.049,-1.009,0.269
1627847124254,2021-08-01T15:45:24.254,1.020,0.049,-1.006,0.271
1627847124264,2021-08-01T15:45:24.264,1.030,0.054,-1.013,0.271
1627847124274,2021-08-01T15:45:24.274,1.040,0.052,-1.016,0.267
1627847124284,2021-08-01T15:45:24.284,1.050,0.050,-1.013,0.271
1627847124294,2021-08-01T15:45:24.294,1.060,0.040,-1.008,0.269
1627847124304,2021-08-01T15:45:24.304,1.070,0.046,-1.006,0.271
1627847124314,2021-08-01T15:45:24.314,1.080,0.050,-1.007,0.270
1627847124324,2021-08-01T15:45:24.324,1.090,0.050,-1.008,0.272
1627847124334,2021-08-01T15:45:24.334,1.100,0.050,-1.009,0.271
1627847124344,2021-08-01T15:45:24.344,1.110,0.052,-1.005,0.274
1627847124354,2021-08-01T15:45:24.354,1.120,0.049,-1.005,0.270
1627847124364,2021-08-01T15:45:24.364,1.130,0.046,-1.004,0.266
