epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627849386660,2021-08-01T16:23:06.660,0.000,-0.390,0.905,-0.075
1627849386670,2021-08-01T16:23:06.670,0.010,-0.394,0.911,-0.077
1627849386680,2021-08-01T16:23:06.680,0.020,-0.391,0.910,-0.077
1627849386690,2021-08-01T16:23:06.690,0.030,-0.393,0.911,-0.076
1627849386700,2021-08-01T16:23:06.700,0.040,-0.393,0.913,-0.078
1627849386710,2021-08-01T16:23:06.710,0.050,-0.390,0.913,-0.077
1627849386720,2021-08-01T16:23:06.720,0.060,-0.393,0.913,-0.079
1627849386730,2021-08-01T16:23:06.730,0.070,-0.393,0.913,-0.077
1627849386740,2021-08-01T16:23:06.740,0.080,-0.394,0.912,-0.076
1627849386750,2021-08-01T16:23:06.750,0.090,-0.393,0.912,-0.077
1627849386760,2021-08-01T16:23:06.760,0.100,-0.391,0.911,-0.079
1627849386770,2021-08-01T16:23:06.770,0.110,-0.395,0.911,-0.074
1627849386780,2021-08-01T16:23:06.780,0.120,-0.396,0.915,-0.077
1627849386790,2021-08-01T16:23:06.790,0.130,-0.393,0.911,-0.076
1627849386800,2021-08-01T16:23:06.800,0.140,-0.394,0.911,-0.074
1627849386810,2021-08-01T16:23:06.810,0.150,-0.396,0.912,-0.077
1627849386820,2021-08-01T16:23:06.820,0.160,-0.396,0.913,-0.078
1627849386830,2021-08-01T16:23:06.830,0.170,-0.391,0.911,-0.077
1627849386840,2021-08-01T16:23:06.840,0.180,-0.393,0.912,-0.077
1627849386850,2021-08-01T16:23:06.850,0.190,-0.394,0.911,-0.078
1627849386860,2021-08-01T16:23:06.860,0.200,-0.393,0.910,-0.079
1627849386870,2021-08-01T16:23:06.870,0.210,-0.394,0.911,-0.077
1627849386880,2021-08-01T16:23:06.880,0.220,-0.392,0.913,-0.076
1627849386890,2021-08-01T16:23:06.890,0.230,-0.392,0.911,-0.077
1627849386900,2021-08-01T16:23:06.900,0.240,-0.392,0.913,-0.078
1627849386910,2021-08-01T16:23:06.910,0.250,-0.393,0.912,-0.081
1627849386920,2021-08-01T16:23:06.920,0.260,-0.393,0.912,-0.077
1627849386930,2021-08-01T16:23:06.930,0.270,-0.393,0.912,-0.077
1627849386940,2021-08-01T16:23:06.940,0.280,-0.394,0.912,-0.077
1627849386950,2021-08-01T16:23:06.950,0.290,-0.394,0.909,-0.078
